"Date","LRINTTTTCAM156S"
2020-04-01,39.7456578993737
2020-05-01,38.3967972614241
2020-06-01,36.0087736564235
2020-07-01,35.4926733155568
2020-08-01,35.1354234786101
2020-09-01,34.7623060636409
2020-10-01,34.6457725506872
2020-11-01,34.7241805599855
2020-12-01,34.8405238791892
2021-01-01,35.0123107382506
2021-02-01,34.873685437193
2021-03-01,34.6450444084219
2021-04-01,34.9256371438997
2021-05-01,34.9957816195134
2021-06-01,34.5938581623771
2021-07-01,34.5507225577915
2021-08-01,34.507653411382
2021-09-01,34.2957937401065
2021-10-01,34.5003582301749
2021-11-01,34.3252713132441
2021-12-01,34.3189746470793
2022-01-01,34.6310565729959
2022-02-01,34.3756134192878
2022-03-01,34.4554126709729
2022-04-01,34.368130213989
2022-05-01,34.2791428236626
2022-06-01,34.6806552527146
2022-07-01,34.7795886664677
2022-08-01,34.7299959302331
2022-09-01,34.8044387290492
2022-10-01,34.6018583420613
2022-11-01,34.6216096586738
2022-12-01,34.6019572422892
2023-01-01,34.2003633416186
2023-02-01,34.3609684151848
2023-03-01,34.3854134150206
2023-04-01,34.4262831045469
2023-05-01,34.3527307918471
2023-06-01,34.3252312881925
2023-07-01,34.355860512888
2023-08-01,34.4877555725718
2023-09-01,34.4720514829678
2023-10-01,34.4322624832782
2023-11-01,34.4723760046745
