"Date","LFIN55TTCAM647N"
1993-11-01,1273000
1993-12-01,1300100
1994-01-01,1309000
1994-02-01,1279300
1994-03-01,1258800
1994-04-01,1239600
1994-05-01,1240700
1994-06-01,1237600
1994-07-01,1275300
1994-08-01,1262200
1994-09-01,1259200
1994-10-01,1266200
1994-11-01,1278800
1994-12-01,1289300
1995-01-01,1278100
1995-02-01,1285400
1995-03-01,1282400
1995-04-01,1303100
1995-05-01,1310200
1995-06-01,1300400
1995-07-01,1315600
1995-08-01,1307000
1995-09-01,1305800
1995-10-01,1302600
1995-11-01,1315600
1995-12-01,1332700
1996-01-01,1333800
1996-02-01,1323600
1996-03-01,1320300
1996-04-01,1323800
1996-05-01,1320900
1996-06-01,1299700
1996-07-01,1316100
1996-08-01,1312500
1996-09-01,1319200
1996-10-01,1317400
1996-11-01,1318900
1996-12-01,1334200
1997-01-01,1343500
1997-02-01,1316700
1997-03-01,1311800
1997-04-01,1315100
1997-05-01,1305800
1997-06-01,1304700
1997-07-01,1322900
1997-08-01,1314100
1997-09-01,1315300
1997-10-01,1310300
1997-11-01,1312200
1997-12-01,1335800
1998-01-01,1349200
1998-02-01,1325600
1998-03-01,1331300
1998-04-01,1352800
1998-05-01,1358600
1998-06-01,1338200
1998-07-01,1343400
1998-08-01,1332700
1998-09-01,1316600
1998-10-01,1324000
1998-11-01,1330700
1998-12-01,1351300
1999-01-01,1356700
1999-02-01,1361200
1999-03-01,1353900
1999-04-01,1331100
1999-05-01,1345500
1999-06-01,1352100
1999-07-01,1366600
1999-08-01,1344300
1999-09-01,1337700
1999-10-01,1344900
1999-11-01,1351900
1999-12-01,1348500
2000-01-01,1351100
2000-02-01,1347900
2000-03-01,1363300
2000-04-01,1351900
2000-05-01,1352900
2000-06-01,1353500
2000-07-01,1380800
2000-08-01,1342700
2000-09-01,1361000
2000-10-01,1358100
2000-11-01,1366000
2000-12-01,1369100
2001-01-01,1400900
2001-02-01,1399500
2001-03-01,1373200
2001-04-01,1390800
2001-05-01,1397900
2001-06-01,1390100
2001-07-01,1424500
2001-08-01,1412100
2001-09-01,1409100
2001-10-01,1417300
2001-11-01,1425300
2001-12-01,1404900
2002-01-01,1408500
2002-02-01,1421700
2002-03-01,1425100
2002-04-01,1427700
2002-05-01,1427500
2002-06-01,1429900
2002-07-01,1462000
2002-08-01,1425700
2002-09-01,1413900
2002-10-01,1399200
2002-11-01,1382500
2002-12-01,1378000
2003-01-01,1386000
2003-02-01,1376900
2003-03-01,1379800
2003-04-01,1378200
2003-05-01,1385300
2003-06-01,1392800
2003-07-01,1429400
2003-08-01,1400500
2003-09-01,1383600
2003-10-01,1385200
2003-11-01,1382100
2003-12-01,1384000
2004-01-01,1408400
2004-02-01,1404000
2004-03-01,1433000
2004-04-01,1422500
2004-05-01,1410800
2004-06-01,1429900
2004-07-01,1473700
2004-08-01,1452500
2004-09-01,1432500
2004-10-01,1424100
2004-11-01,1415200
2004-12-01,1437800
2005-01-01,1457700
2005-02-01,1452900
2005-03-01,1461700
2005-04-01,1457300
2005-05-01,1442300
2005-06-01,1459600
2005-07-01,1493700
2005-08-01,1476300
2005-09-01,1466000
2005-10-01,1467500
2005-11-01,1490200
2005-12-01,1507000
2006-01-01,1524100
2006-02-01,1520600
2006-03-01,1504500
2006-04-01,1515000
2006-05-01,1495400
2006-06-01,1511200
2006-07-01,1518400
2006-08-01,1516400
2006-09-01,1507200
2006-10-01,1517300
2006-11-01,1521700
2006-12-01,1524500
2007-01-01,1550600
2007-02-01,1532900
2007-03-01,1521900
2007-04-01,1502800
2007-05-01,1520900
2007-06-01,1529500
2007-07-01,1563000
2007-08-01,1529200
2007-09-01,1522300
2007-10-01,1499200
2007-11-01,1533200
2007-12-01,1539500
2008-01-01,1544300
2008-02-01,1556200
2008-03-01,1520500
2008-04-01,1552600
2008-05-01,1534200
2008-06-01,1550700
2008-07-01,1603200
2008-08-01,1596300
2008-09-01,1561900
2008-10-01,1542400
2008-11-01,1568400
2008-12-01,1572700
2009-01-01,1565000
2009-02-01,1568400
2009-03-01,1544800
2009-04-01,1532300
2009-05-01,1541300
2009-06-01,1544000
2009-07-01,1572600
2009-08-01,1559200
2009-09-01,1562000
2009-10-01,1562000
2009-11-01,1580600
2009-12-01,1600500
2010-01-01,1632800
2010-02-01,1621600
2010-03-01,1625100
2010-04-01,1615500
2010-05-01,1607700
2010-06-01,1599700
2010-07-01,1616700
2010-08-01,1603600
2010-09-01,1560700
2010-10-01,1554000
2010-11-01,1560300
2010-12-01,1582700
2011-01-01,1603600
2011-02-01,1593900
2011-03-01,1607300
2011-04-01,1576300
2011-05-01,1593700
2011-06-01,1617900
2011-07-01,1678000
2011-08-01,1656500
2011-09-01,1653200
2011-10-01,1663100
2011-11-01,1666300
2011-12-01,1629400
2012-01-01,1648100
2012-02-01,1646800
2012-03-01,1617700
2012-04-01,1601500
2012-05-01,1609200
2012-06-01,1628400
2012-07-01,1685600
2012-08-01,1623700
2012-09-01,1609800
2012-10-01,1609100
2012-11-01,1631600
2012-12-01,1625900
2013-01-01,1627100
2013-02-01,1604900
2013-03-01,1618200
2013-04-01,1600200
2013-05-01,1589200
2013-06-01,1617100
2013-07-01,1657100
2013-08-01,1621200
2013-09-01,1623200
2013-10-01,1619700
2013-11-01,1637000
2013-12-01,1649300
2014-01-01,1665300
2014-02-01,1644800
2014-03-01,1649300
2014-04-01,1622500
2014-05-01,1622700
2014-06-01,1616800
2014-07-01,1671300
2014-08-01,1694400
2014-09-01,1681500
2014-10-01,1676000
2014-11-01,1711800
2014-12-01,1734800
2015-01-01,1724200
2015-02-01,1681300
2015-03-01,1665600
2015-04-01,1673000
2015-05-01,1667600
2015-06-01,1666800
2015-07-01,1713400
2015-08-01,1695200
2015-09-01,1692800
2015-10-01,1697200
2015-11-01,1703800
2015-12-01,1700000
2016-01-01,1721400
2016-02-01,1684400
2016-03-01,1693900
2016-04-01,1668700
2016-05-01,1662900
2016-06-01,1684300
2016-07-01,1724700
2016-08-01,1676400
2016-09-01,1652800
2016-10-01,1647100
2016-11-01,1707300
2016-12-01,1700100
2017-01-01,1717700
2017-02-01,1706300
2017-03-01,1724200
2017-04-01,1721400
2017-05-01,1719800
2017-06-01,1708500
2017-07-01,1758000
2017-08-01,1698900
2017-09-01,1697500
2017-10-01,1683400
2017-11-01,1685300
2017-12-01,1682900
2018-01-01,1740200
2018-02-01,1736600
2018-03-01,1723800
2018-04-01,1738900
2018-05-01,1722700
2018-06-01,1702700
2018-07-01,1737300
2018-08-01,1700500
2018-09-01,1669800
2018-10-01,1679400
2018-11-01,1661400
2018-12-01,1711600
2019-01-01,1766000
2019-02-01,1754000
2019-03-01,1732500
2019-04-01,1713700
2019-05-01,1712100
2019-06-01,1691900
2019-07-01,1738900
2019-08-01,1708400
2019-09-01,1671000
2019-10-01,1669100
2019-11-01,1689100
2019-12-01,1719400
2020-01-01,1738400
2020-02-01,1704200
2020-03-01,1791200
2020-04-01,1929800
2020-05-01,1894500
2020-06-01,1825800
2020-07-01,1807500
2020-08-01,1741600
2020-09-01,1728500
2020-10-01,1675100
2020-11-01,1704200
2020-12-01,1682300
2021-01-01,1705900
2021-02-01,1688200
2021-03-01,1647600
2021-04-01,1658200
2021-05-01,1653300
2021-06-01,1629900
2021-07-01,1678800
2021-08-01,1635000
2021-09-01,1626200
2021-10-01,1635100
2021-11-01,1657000
2021-12-01,1704500
2022-01-01,1725100
2022-02-01,1713000
2022-03-01,1700200
2022-04-01,1697900
2022-05-01,1705800
2022-06-01,1751300
2022-07-01,1755700
2022-08-01,1729900
2022-09-01,1679100
2022-10-01,1671200
2022-11-01,1695600
2022-12-01,1704800
2023-01-01,1683700
2023-02-01,1647700
2023-03-01,1628800
2023-04-01,1626800
2023-05-01,1626000
2023-06-01,1638300
2023-07-01,1667800
2023-08-01,1672400
2023-09-01,1635900
2023-10-01,1608600
2023-11-01,1614700
