"Date","LFACTTMACAM647S"
2009-05-01,9684800
2009-06-01,9682900
2009-07-01,9695000
2009-08-01,9671900
2009-09-01,9655300
2009-10-01,9691800
2009-11-01,9708500
2009-12-01,9695900
2010-01-01,9663100
2010-02-01,9669500
2010-03-01,9691500
2010-04-01,9716300
2010-05-01,9736200
2010-06-01,9747300
2010-07-01,9785100
2010-08-01,9811600
2010-09-01,9799600
2010-10-01,9751300
2010-11-01,9784100
2010-12-01,9801300
2011-01-01,9822400
2011-02-01,9823400
2011-03-01,9854500
2011-04-01,9858900
2011-05-01,9836800
2011-06-01,9870800
2011-07-01,9859600
2011-08-01,9863600
2011-09-01,9883200
2011-10-01,9875100
2011-11-01,9866100
2011-12-01,9870300
2012-01-01,9876500
2012-02-01,9857600
2012-03-01,9885700
2012-04-01,9941500
2012-05-01,9969000
2012-06-01,9953000
2012-07-01,9955800
2012-08-01,9984300
2012-09-01,10010900
2012-10-01,10011100
2012-11-01,9997700
2012-12-01,10006900
2013-01-01,9995900
2013-02-01,10010000
2013-03-01,10002700
2013-04-01,10036300
2013-05-01,10069800
2013-06-01,10068800
2013-07-01,10063300
2013-08-01,10061000
2013-09-01,10043400
2013-10-01,10071800
2013-11-01,10086700
2013-12-01,10091300
2014-01-01,10088200
2014-02-01,10082400
2014-03-01,10086600
2014-04-01,10070900
2014-05-01,10073000
2014-06-01,10082900
2014-07-01,10111200
2014-08-01,10101000
2014-09-01,10122300
2014-10-01,10119800
2014-11-01,10105500
2014-12-01,10140300
2015-01-01,10136800
2015-02-01,10164300
2015-03-01,10161200
2015-04-01,10154200
2015-05-01,10173400
2015-06-01,10177200
2015-07-01,10199400
2015-08-01,10220200
2015-09-01,10219200
2015-10-01,10214100
2015-11-01,10197800
2015-12-01,10201900
2016-01-01,10195000
2016-02-01,10236400
2016-03-01,10201900
2016-04-01,10221500
2016-05-01,10210400
2016-06-01,10200000
2016-07-01,10207900
2016-08-01,10243100
2016-09-01,10268200
2016-10-01,10261500
2016-11-01,10272900
2016-12-01,10286500
2017-01-01,10311100
2017-02-01,10314700
2017-03-01,10341800
2017-04-01,10335400
2017-05-01,10364600
2017-06-01,10359500
2017-07-01,10357200
2017-08-01,10382800
2017-09-01,10392600
2017-10-01,10425700
2017-11-01,10444200
2017-12-01,10472100
2018-01-01,10436900
2018-02-01,10434700
2018-03-01,10460300
2018-04-01,10454000
2018-05-01,10441400
2018-06-01,10497600
2018-07-01,10500700
2018-08-01,10455800
2018-09-01,10501700
2018-10-01,10494800
2018-11-01,10558200
2018-12-01,10563400
2019-01-01,10615500
2019-02-01,10639600
2019-03-01,10643800
2019-04-01,10703300
2019-05-01,10680900
2019-06-01,10695700
2019-07-01,10712900
2019-08-01,10750300
2019-09-01,10695400
2019-10-01,10692600
2019-11-01,10703700
2019-12-01,10714500
2020-01-01,10685700
2020-02-01,10748600
2020-03-01,10452600
2020-04-01,9870800
2020-05-01,10228300
2020-06-01,10595300
2020-07-01,10687300
2020-08-01,10717200
2020-09-01,10789900
2020-10-01,10785000
2020-11-01,10739600
2020-12-01,10735000
2021-01-01,10672200
2021-02-01,10728900
2021-03-01,10801700
2021-04-01,10744600
2021-05-01,10735800
2021-06-01,10811400
2021-07-01,10831500
2021-08-01,10830000
2021-09-01,10888000
2021-10-01,10840300
2021-11-01,10879900
2021-12-01,10882600
2022-01-01,10815800
2022-02-01,10899500
2022-03-01,10873700
2022-04-01,10935200
2022-05-01,10898500
2022-06-01,10848800
2022-07-01,10867000
2022-08-01,10937400
2022-09-01,10918700
2022-10-01,10937200
2022-11-01,10956400
2022-12-01,10978200
2023-01-01,11052100
2023-02-01,11046300
2023-03-01,11070800
2023-04-01,11120700
2023-05-01,11129900
2023-06-01,11210400
2023-07-01,11181600
2023-08-01,11232800
2023-09-01,11289500
2023-10-01,11337000
2023-11-01,11352100
