"Date","LFIN24TTCAM647N"
2007-12-01,1512900
2008-01-01,1585400
2008-02-01,1558800
2008-03-01,1564600
2008-04-01,1524300
2008-05-01,1278300
2008-06-01,1171300
2008-07-01,967600
2008-08-01,1053700
2008-09-01,1498100
2008-10-01,1496900
2008-11-01,1509800
2008-12-01,1558700
2009-01-01,1653200
2009-02-01,1615600
2009-03-01,1612800
2009-04-01,1609600
2009-05-01,1316000
2009-06-01,1251300
2009-07-01,1039100
2009-08-01,1147800
2009-09-01,1646400
2009-10-01,1659000
2009-11-01,1624800
2009-12-01,1647800
2010-01-01,1696900
2010-02-01,1684800
2010-03-01,1664500
2010-04-01,1640200
2010-05-01,1380600
2010-06-01,1298800
2010-07-01,1083400
2010-08-01,1198100
2010-09-01,1668200
2010-10-01,1669100
2010-11-01,1685500
2010-12-01,1678800
2011-01-01,1721700
2011-02-01,1708000
2011-03-01,1693100
2011-04-01,1685500
2011-05-01,1389200
2011-06-01,1313000
2011-07-01,1058600
2011-08-01,1197500
2011-09-01,1633300
2011-10-01,1643500
2011-11-01,1654800
2011-12-01,1704700
2012-01-01,1767700
2012-02-01,1762600
2012-03-01,1734700
2012-04-01,1675600
2012-05-01,1417000
2012-06-01,1361900
2012-07-01,1137800
2012-08-01,1208500
2012-09-01,1654500
2012-10-01,1660000
2012-11-01,1674700
2012-12-01,1676100
2013-01-01,1723300
2013-02-01,1694300
2013-03-01,1683000
2013-04-01,1668900
2013-05-01,1389700
2013-06-01,1313400
2013-07-01,1124400
2013-08-01,1200600
2013-09-01,1676400
2013-10-01,1656100
2013-11-01,1694500
2013-12-01,1707200
2014-01-01,1762300
2014-02-01,1733300
2014-03-01,1701000
2014-04-01,1707900
2014-05-01,1390700
2014-06-01,1307200
2014-07-01,1106800
2014-08-01,1190800
2014-09-01,1594000
2014-10-01,1615300
2014-11-01,1626600
2014-12-01,1631100
2015-01-01,1699000
2015-02-01,1660700
2015-03-01,1642300
2015-04-01,1647500
2015-05-01,1351200
2015-06-01,1304600
2015-07-01,1097700
2015-08-01,1162300
2015-09-01,1606000
2015-10-01,1600600
2015-11-01,1668700
2015-12-01,1668300
2016-01-01,1723100
2016-02-01,1689600
2016-03-01,1666000
2016-04-01,1659100
2016-05-01,1397300
2016-06-01,1334300
2016-07-01,1135500
2016-08-01,1229300
2016-09-01,1631200
2016-10-01,1609600
2016-11-01,1643500
2016-12-01,1661700
2017-01-01,1671000
2017-02-01,1691500
2017-03-01,1654500
2017-04-01,1685400
2017-05-01,1353700
2017-06-01,1293600
2017-07-01,1120900
2017-08-01,1236400
2017-09-01,1679100
2017-10-01,1624700
2017-11-01,1619700
2017-12-01,1650600
2018-01-01,1719800
2018-02-01,1725200
2018-03-01,1688900
2018-04-01,1698300
2018-05-01,1407400
2018-06-01,1317000
2018-07-01,1133900
2018-08-01,1218900
2018-09-01,1692500
2018-10-01,1694600
2018-11-01,1706400
2018-12-01,1729000
2019-01-01,1726000
2019-02-01,1708200
2019-03-01,1687000
2019-04-01,1646800
2019-05-01,1389300
2019-06-01,1311600
2019-07-01,1123600
2019-08-01,1170900
2019-09-01,1645600
2019-10-01,1655000
2019-11-01,1659100
2019-12-01,1692500
2020-01-01,1763300
2020-02-01,1719200
2020-03-01,1965000
2020-04-01,2259300
2020-05-01,1823700
2020-06-01,1420800
2020-07-01,1202800
2020-08-01,1238500
2020-09-01,1671600
2020-10-01,1709200
2020-11-01,1747200
2020-12-01,1801200
2021-01-01,1902700
2021-02-01,1831600
2021-03-01,1763900
2021-04-01,1804500
2021-05-01,1558500
2021-06-01,1338900
2021-07-01,1143200
2021-08-01,1216300
2021-09-01,1621900
2021-10-01,1669600
2021-11-01,1650900
2021-12-01,1648800
2022-01-01,1760700
2022-02-01,1679300
2022-03-01,1678500
2022-04-01,1667500
2022-05-01,1378700
2022-06-01,1321100
2022-07-01,1149200
2022-08-01,1255200
2022-09-01,1711500
2022-10-01,1674600
2022-11-01,1697200
2022-12-01,1681600
2023-01-01,1718100
2023-02-01,1715000
2023-03-01,1707200
2023-04-01,1721900
2023-05-01,1464800
2023-06-01,1367800
2023-07-01,1179900
2023-08-01,1288800
2023-09-01,1793000
2023-10-01,1798100
2023-11-01,1845000
