"Date","LFEM25FECAM647N"
1987-02-01,3550900
1987-03-01,3581900
1987-04-01,3605300
1987-05-01,3649400
1987-06-01,3670600
1987-07-01,3597200
1987-08-01,3602600
1987-09-01,3713900
1987-10-01,3747400
1987-11-01,3754100
1987-12-01,3763400
1988-01-01,3722600
1988-02-01,3785600
1988-03-01,3810100
1988-04-01,3837500
1988-05-01,3860800
1988-06-01,3898100
1988-07-01,3806200
1988-08-01,3818000
1988-09-01,3907600
1988-10-01,3963000
1988-11-01,3947100
1988-12-01,3961300
1989-01-01,3940100
1989-02-01,3966900
1989-03-01,3993300
1989-04-01,4007300
1989-05-01,4038300
1989-06-01,4042900
1989-07-01,3970600
1989-08-01,3999600
1989-09-01,4111700
1989-10-01,4145600
1989-11-01,4144900
1989-12-01,4150500
1990-01-01,4114500
1990-02-01,4152500
1990-03-01,4165000
1990-04-01,4199700
1990-05-01,4217100
1990-06-01,4236200
1990-07-01,4155300
1990-08-01,4147500
1990-09-01,4246500
1990-10-01,4259800
1990-11-01,4242800
1990-12-01,4217400
1991-01-01,4174900
1991-02-01,4186400
1991-03-01,4202300
1991-04-01,4245500
1991-05-01,4266100
1991-06-01,4279900
1991-07-01,4187500
1991-08-01,4195200
1991-09-01,4286900
1991-10-01,4299200
1991-11-01,4277900
1991-12-01,4263300
1992-01-01,4217500
1992-02-01,4264600
1992-03-01,4242700
1992-04-01,4271500
1992-05-01,4297400
1992-06-01,4305700
1992-07-01,4215700
1992-08-01,4203500
1992-09-01,4297300
1992-10-01,4305900
1992-11-01,4296400
1992-12-01,4292100
1993-01-01,4242100
1993-02-01,4273400
1993-03-01,4271900
1993-04-01,4280700
1993-05-01,4345700
1993-06-01,4378600
1993-07-01,4268600
1993-08-01,4290800
1993-09-01,4412000
1993-10-01,4410300
1993-11-01,4395200
1993-12-01,4371500
1994-01-01,4319400
1994-02-01,4353100
1994-03-01,4345900
1994-04-01,4369100
1994-05-01,4416600
1994-06-01,4444400
1994-07-01,4368100
1994-08-01,4372600
1994-09-01,4500600
1994-10-01,4525000
1994-11-01,4524700
1994-12-01,4531300
1995-01-01,4479600
1995-02-01,4505000
1995-03-01,4523600
1995-04-01,4529400
1995-05-01,4562300
1995-06-01,4568700
1995-07-01,4477500
1995-08-01,4477900
1995-09-01,4610600
1995-10-01,4605100
1995-11-01,4576100
1995-12-01,4590100
1996-01-01,4550300
1996-02-01,4576200
1996-03-01,4575000
1996-04-01,4600400
1996-05-01,4633300
1996-06-01,4635800
1996-07-01,4556500
1996-08-01,4559400
1996-09-01,4674700
1996-10-01,4670700
1996-11-01,4669800
1996-12-01,4682900
1997-01-01,4653300
1997-02-01,4671000
1997-03-01,4696400
1997-04-01,4736600
1997-05-01,4774300
1997-06-01,4790600
1997-07-01,4717900
1997-08-01,4728500
1997-09-01,4834600
1997-10-01,4833500
1997-11-01,4828600
1997-12-01,4835300
1998-01-01,4780900
1998-02-01,4811800
1998-03-01,4842400
1998-04-01,4874600
1998-05-01,4906200
1998-06-01,4906200
1998-07-01,4817000
1998-08-01,4824600
1998-09-01,4922500
1998-10-01,4937700
1998-11-01,4937300
1998-12-01,4944600
1999-01-01,4893300
1999-02-01,4915200
1999-03-01,4931800
1999-04-01,4952400
1999-05-01,4995700
1999-06-01,5019400
1999-07-01,4929000
1999-08-01,4954000
1999-09-01,5044700
1999-10-01,5055700
1999-11-01,5043800
1999-12-01,5034100
2000-01-01,4979900
2000-02-01,5021200
2000-03-01,5050100
2000-04-01,5069600
2000-05-01,5110000
2000-06-01,5131900
2000-07-01,4999500
2000-08-01,5001400
2000-09-01,5106500
2000-10-01,5121900
2000-11-01,5117000
2000-12-01,5124700
2001-01-01,5074700
2001-02-01,5101000
2001-03-01,5118600
2001-04-01,5157100
2001-05-01,5197800
2001-06-01,5186200
2001-07-01,5065700
2001-08-01,5060600
2001-09-01,5166200
2001-10-01,5163300
2001-11-01,5171500
2001-12-01,5154700
2002-01-01,5139600
2002-02-01,5155400
2002-03-01,5183700
2002-04-01,5214400
2002-05-01,5261400
2002-06-01,5279900
2002-07-01,5165700
2002-08-01,5173900
2002-09-01,5314500
2002-10-01,5297700
2002-11-01,5292300
2002-12-01,5307400
2003-01-01,5219300
2003-02-01,5247800
2003-03-01,5257600
2003-04-01,5268800
2003-05-01,5303600
2003-06-01,5325300
2003-07-01,5229400
2003-08-01,5227400
2003-09-01,5333300
2003-10-01,5370100
2003-11-01,5355200
2003-12-01,5376300
2004-01-01,5308200
2004-02-01,5360500
2004-03-01,5370700
2004-04-01,5391400
2004-05-01,5431900
2004-06-01,5443700
2004-07-01,5285600
2004-08-01,5273600
2004-09-01,5383600
2004-10-01,5376900
2004-11-01,5378400
2004-12-01,5397600
2005-01-01,5359100
2005-02-01,5370900
2005-03-01,5370200
2005-04-01,5384800
2005-05-01,5396900
2005-06-01,5423800
2005-07-01,5290000
2005-08-01,5281100
2005-09-01,5399400
2005-10-01,5416200
2005-11-01,5423100
2005-12-01,5408800
2006-01-01,5393500
2006-02-01,5384800
2006-03-01,5388900
2006-04-01,5436900
2006-05-01,5476900
2006-06-01,5473100
2006-07-01,5342600
2006-08-01,5333800
2006-09-01,5471500
2006-10-01,5491100
2006-11-01,5473300
2006-12-01,5512000
2007-01-01,5487200
2007-02-01,5487700
2007-03-01,5507200
2007-04-01,5521400
2007-05-01,5552900
2007-06-01,5572700
2007-07-01,5451300
2007-08-01,5456600
2007-09-01,5577900
2007-10-01,5601900
2007-11-01,5576300
2007-12-01,5568100
2008-01-01,5518600
2008-02-01,5534700
2008-03-01,5500100
2008-04-01,5538100
2008-05-01,5588400
2008-06-01,5589700
2008-07-01,5452200
2008-08-01,5462600
2008-09-01,5600400
2008-10-01,5624400
2008-11-01,5605300
2008-12-01,5610800
2009-01-01,5524900
2009-02-01,5538400
2009-03-01,5534600
2009-04-01,5548500
2009-05-01,5559500
2009-06-01,5534400
2009-07-01,5382200
2009-08-01,5397900
2009-09-01,5571300
2009-10-01,5564000
2009-11-01,5601100
2009-12-01,5580900
2010-01-01,5541200
2010-02-01,5537000
2010-03-01,5548700
2010-04-01,5574300
2010-05-01,5611600
2010-06-01,5613200
2010-07-01,5456000
2010-08-01,5469300
2010-09-01,5584400
2010-10-01,5571000
2010-11-01,5572600
2010-12-01,5567100
2011-01-01,5557300
2011-02-01,5561300
2011-03-01,5554100
2011-04-01,5591500
2011-05-01,5593800
2011-06-01,5615800
2011-07-01,5482100
2011-08-01,5495300
2011-09-01,5616900
2011-10-01,5616900
2011-11-01,5606100
2011-12-01,5622800
2012-01-01,5584300
2012-02-01,5574600
2012-03-01,5580500
2012-04-01,5632600
2012-05-01,5651600
2012-06-01,5667400
2012-07-01,5549700
2012-08-01,5558400
2012-09-01,5686600
2012-10-01,5691600
2012-11-01,5708300
2012-12-01,5694300
2013-01-01,5649700
2013-02-01,5654500
2013-03-01,5626700
2013-04-01,5667300
2013-05-01,5699500
2013-06-01,5717100
2013-07-01,5585800
2013-08-01,5606600
2013-09-01,5714300
2013-10-01,5725600
2013-11-01,5724600
2013-12-01,5699600
2014-01-01,5631700
2014-02-01,5637100
2014-03-01,5638900
2014-04-01,5636700
2014-05-01,5665400
2014-06-01,5650000
2014-07-01,5545500
2014-08-01,5539100
2014-09-01,5678800
2014-10-01,5701600
2014-11-01,5712000
2014-12-01,5684100
2015-01-01,5637900
2015-02-01,5651700
2015-03-01,5652700
2015-04-01,5678500
2015-05-01,5700000
2015-06-01,5699000
2015-07-01,5578500
2015-08-01,5571100
2015-09-01,5692700
2015-10-01,5660700
2015-11-01,5688100
2015-12-01,5679500
2016-01-01,5646400
2016-02-01,5635200
2016-03-01,5648200
2016-04-01,5681700
2016-05-01,5726400
2016-06-01,5713700
2016-07-01,5568400
2016-08-01,5565600
2016-09-01,5676800
2016-10-01,5692500
2016-11-01,5705500
2016-12-01,5718400
2017-01-01,5722600
2017-02-01,5743800
2017-03-01,5744400
2017-04-01,5761100
2017-05-01,5782300
2017-06-01,5808800
2017-07-01,5651200
2017-08-01,5647800
2017-09-01,5774700
2017-10-01,5765700
2017-11-01,5753600
2017-12-01,5764400
2018-01-01,5718500
2018-02-01,5747900
2018-03-01,5779600
2018-04-01,5818600
2018-05-01,5825700
2018-06-01,5840700
2018-07-01,5734900
2018-08-01,5748300
2018-09-01,5882400
2018-10-01,5892300
2018-11-01,5906400
2018-12-01,5925200
2019-01-01,5884100
2019-02-01,5917900
2019-03-01,5870900
2019-04-01,5930400
2019-05-01,5961600
2019-06-01,5971300
2019-07-01,5806700
2019-08-01,5800900
2019-09-01,5972200
2019-10-01,5963500
2019-11-01,5965200
2019-12-01,5989700
2020-01-01,5937200
2020-02-01,5919800
2020-03-01,5602800
2020-04-01,5138900
2020-05-01,5239700
2020-06-01,5533800
2020-07-01,5509800
2020-08-01,5543600
2020-09-01,5841900
2020-10-01,5867400
2020-11-01,5871300
2020-12-01,5853200
2021-01-01,5736800
2021-02-01,5823500
2021-03-01,5852700
2021-04-01,5841000
2021-05-01,5855700
2021-06-01,5913300
2021-07-01,5782400
2021-08-01,5783000
2021-09-01,6009800
2021-10-01,6038000
2021-11-01,6098900
2021-12-01,6102000
2022-01-01,6004500
2022-02-01,6129200
2022-03-01,6093700
2022-04-01,6152500
2022-05-01,6208800
2022-06-01,6202800
2022-07-01,6042900
2022-08-01,6030900
2022-09-01,6196200
2022-10-01,6230500
2022-11-01,6236300
2022-12-01,6242000
2023-01-01,6248200
2023-02-01,6252200
2023-03-01,6269300
2023-04-01,6283600
2023-05-01,6324500
2023-06-01,6340800
2023-07-01,6171400
2023-08-01,6202900
2023-09-01,6362200
2023-10-01,6378200
2023-11-01,6391800
