"Date","LFEM64TTCAM647S"
1984-09-01,11205400
1984-10-01,11218600
1984-11-01,11229300
1984-12-01,11272000
1985-01-01,11315600
1985-02-01,11340100
1985-03-01,11365800
1985-04-01,11400600
1985-05-01,11452400
1985-06-01,11456600
1985-07-01,11501600
1985-08-01,11538600
1985-09-01,11553100
1985-10-01,11567400
1985-11-01,11639700
1985-12-01,11690300
1986-01-01,11738500
1986-02-01,11746100
1986-03-01,11763600
1986-04-01,11846400
1986-05-01,11822400
1986-06-01,11853500
1986-07-01,11857200
1986-08-01,11859800
1986-09-01,11867700
1986-10-01,11881700
1986-11-01,11915200
1986-12-01,11919400
1987-01-01,11933100
1987-02-01,11971500
1987-03-01,12027200
1987-04-01,12072800
1987-05-01,12127200
1987-06-01,12139000
1987-07-01,12165000
1987-08-01,12194200
1987-09-01,12241700
1987-10-01,12302400
1987-11-01,12347200
1987-12-01,12417500
1988-01-01,12420100
1988-02-01,12465900
1988-03-01,12483800
1988-04-01,12499900
1988-05-01,12517200
1988-06-01,12521000
1988-07-01,12539800
1988-08-01,12558800
1988-09-01,12553000
1988-10-01,12598000
1988-11-01,12619300
1988-12-01,12670400
1989-01-01,12730600
1989-02-01,12740200
1989-03-01,12784500
1989-04-01,12769000
1989-05-01,12767600
1989-06-01,12787100
1989-07-01,12800400
1989-08-01,12861100
1989-09-01,12861400
1989-10-01,12866900
1989-11-01,12882600
1989-12-01,12884300
1990-01-01,12897700
1990-02-01,12927400
1990-03-01,12917600
1990-04-01,12944600
1990-05-01,12900600
1990-06-01,12943700
1990-07-01,12938300
1990-08-01,12922600
1990-09-01,12905900
1990-10-01,12864400
1990-11-01,12797100
1990-12-01,12751200
1991-01-01,12700000
1991-02-01,12655300
1991-03-01,12615900
1991-04-01,12667100
1991-05-01,12683200
1991-06-01,12687800
1991-07-01,12677000
1991-08-01,12675000
1991-09-01,12662900
1991-10-01,12685400
1991-11-01,12632900
1991-12-01,12616300
1992-01-01,12592300
1992-02-01,12578700
1992-03-01,12541400
1992-04-01,12544000
1992-05-01,12542500
1992-06-01,12521600
1992-07-01,12527900
1992-08-01,12484300
1992-09-01,12508300
1992-10-01,12551500
1992-11-01,12538000
1992-12-01,12553800
1993-01-01,12576900
1993-02-01,12600300
1993-03-01,12597000
1993-04-01,12577200
1993-05-01,12569700
1993-06-01,12600200
1993-07-01,12598900
1993-08-01,12619800
1993-09-01,12646100
1993-10-01,12649500
1993-11-01,12690500
1993-12-01,12659300
1994-01-01,12652200
1994-02-01,12690900
1994-03-01,12718500
1994-04-01,12747000
1994-05-01,12807400
1994-06-01,12841500
1994-07-01,12899900
1994-08-01,12922900
1994-09-01,12972100
1994-10-01,12992300
1994-11-01,13067600
1994-12-01,13055800
1995-01-01,13060000
1995-02-01,13066800
1995-03-01,13091100
1995-04-01,13080500
1995-05-01,13066400
1995-06-01,13101100
1995-07-01,13083900
1995-08-01,13108900
1995-09-01,13135400
1995-10-01,13164700
1995-11-01,13131600
1995-12-01,13162800
1996-01-01,13162000
1996-02-01,13192400
1996-03-01,13172300
1996-04-01,13207600
1996-05-01,13218300
1996-06-01,13222800
1996-07-01,13237000
1996-08-01,13272000
1996-09-01,13219600
1996-10-01,13227500
1996-11-01,13247200
1996-12-01,13285800
1997-01-01,13332100
1997-02-01,13340800
1997-03-01,13369800
1997-04-01,13378200
1997-05-01,13418200
1997-06-01,13478100
1997-07-01,13507500
1997-08-01,13585400
1997-09-01,13600600
1997-10-01,13621900
1997-11-01,13646800
1997-12-01,13666100
1998-01-01,13645300
1998-02-01,13710100
1998-03-01,13745000
1998-04-01,13772000
1998-05-01,13768500
1998-06-01,13783400
1998-07-01,13835500
1998-08-01,13874600
1998-09-01,13913800
1998-10-01,13940200
1998-11-01,13976200
1998-12-01,13990300
1999-01-01,14057700
1999-02-01,14052900
1999-03-01,14069100
1999-04-01,14116000
1999-05-01,14146300
1999-06-01,14159600
1999-07-01,14209600
1999-08-01,14237300
1999-09-01,14259100
1999-10-01,14305500
1999-11-01,14345300
1999-12-01,14399900
2000-01-01,14439600
2000-02-01,14471900
2000-03-01,14487300
2000-04-01,14511800
2000-05-01,14523500
2000-06-01,14533900
2000-07-01,14545400
2000-08-01,14560300
2000-09-01,14594600
2000-10-01,14637100
2000-11-01,14667500
2000-12-01,14706200
2001-01-01,14698000
2001-02-01,14682400
2001-03-01,14704000
2001-04-01,14720000
2001-05-01,14741400
2001-06-01,14719400
2001-07-01,14727900
2001-08-01,14724200
2001-09-01,14742800
2001-10-01,14752400
2001-11-01,14767100
2001-12-01,14733800
2002-01-01,14794700
2002-02-01,14811800
2002-03-01,14886400
2002-04-01,14931200
2002-05-01,14981600
2002-06-01,15049800
2002-07-01,15093200
2002-08-01,15172100
2002-09-01,15169000
2002-10-01,15177300
2002-11-01,15218400
2002-12-01,15263800
2003-01-01,15280400
2003-02-01,15331700
2003-03-01,15337400
2003-04-01,15316200
2003-05-01,15312100
2003-06-01,15346300
2003-07-01,15382000
2003-08-01,15385800
2003-09-01,15399600
2003-10-01,15450500
2003-11-01,15497200
2003-12-01,15542400
2004-01-01,15537700
2004-02-01,15544900
2004-03-01,15550000
2004-04-01,15598800
2004-05-01,15627500
2004-06-01,15656900
2004-07-01,15648600
2004-08-01,15652200
2004-09-01,15689900
2004-10-01,15702700
2004-11-01,15715000
2004-12-01,15719900
2005-01-01,15749000
2005-02-01,15757400
2005-03-01,15751500
2005-04-01,15764300
2005-05-01,15754000
2005-06-01,15786800
2005-07-01,15811600
2005-08-01,15858600
2005-09-01,15858000
2005-10-01,15891500
2005-11-01,15923900
2005-12-01,15925500
2006-01-01,15952100
2006-02-01,15974900
2006-03-01,16024700
2006-04-01,16058100
2006-05-01,16125000
2006-06-01,16112600
2006-07-01,16127700
2006-08-01,16116000
2006-09-01,16145300
2006-10-01,16156500
2006-11-01,16157400
2006-12-01,16234200
2007-01-01,16286400
2007-02-01,16305100
2007-03-01,16329000
2007-04-01,16322000
2007-05-01,16348900
2007-06-01,16386400
2007-07-01,16457000
2007-08-01,16465200
2007-09-01,16460700
2007-10-01,16496500
2007-11-01,16515900
2007-12-01,16535200
2008-01-01,16554900
2008-02-01,16580300
2008-03-01,16572800
2008-04-01,16561100
2008-05-01,16577100
2008-06-01,16583200
2008-07-01,16563700
2008-08-01,16590400
2008-09-01,16595600
2008-10-01,16638900
2008-11-01,16580100
2008-12-01,16557600
2009-01-01,16426800
2009-02-01,16374800
2009-03-01,16342700
2009-04-01,16301900
2009-05-01,16295200
2009-06-01,16259700
2009-07-01,16243300
2009-08-01,16248000
2009-09-01,16289100
2009-10-01,16295900
2009-11-01,16366800
2009-12-01,16335500
2010-01-01,16369100
2010-02-01,16378600
2010-03-01,16398100
2010-04-01,16438300
2010-05-01,16471200
2010-06-01,16533400
2010-07-01,16535100
2010-08-01,16538500
2010-09-01,16550600
2010-10-01,16544300
2010-11-01,16599500
2010-12-01,16625500
2011-01-01,16690000
2011-02-01,16692600
2011-03-01,16675800
2011-04-01,16696200
2011-05-01,16672200
2011-06-01,16720100
2011-07-01,16753900
2011-08-01,16769300
2011-09-01,16757200
2011-10-01,16745400
2011-11-01,16725500
2011-12-01,16751800
2012-01-01,16757100
2012-02-01,16747800
2012-03-01,16820400
2012-04-01,16890700
2012-05-01,16867400
2012-06-01,16857200
2012-07-01,16881400
2012-08-01,16933900
2012-09-01,16984900
2012-10-01,16986400
2012-11-01,17008400
2012-12-01,17073500
2013-01-01,17059800
2013-02-01,17109600
2013-03-01,17030900
2013-04-01,17057200
2013-05-01,17102300
2013-06-01,17093500
2013-07-01,17066000
2013-08-01,17087900
2013-09-01,17068300
2013-10-01,17077200
2013-11-01,17085700
2013-12-01,17033400
2014-01-01,17049400
2014-02-01,17042400
2014-03-01,17068800
2014-04-01,17053800
2014-05-01,17057300
2014-06-01,17078800
2014-07-01,17129800
2014-08-01,17088600
2014-09-01,17130000
2014-10-01,17157100
2014-11-01,17171500
2014-12-01,17196000
2015-01-01,17181200
2015-02-01,17207500
2015-03-01,17233900
2015-04-01,17185600
2015-05-01,17214200
2015-06-01,17200000
2015-07-01,17218800
2015-08-01,17232600
2015-09-01,17232400
2015-10-01,17217700
2015-11-01,17184200
2015-12-01,17187900
2016-01-01,17195300
2016-02-01,17204200
2016-03-01,17212900
2016-04-01,17253300
2016-05-01,17272600
2016-06-01,17263100
2016-07-01,17237300
2016-08-01,17294600
2016-09-01,17319600
2016-10-01,17363700
2016-11-01,17371900
2016-12-01,17385200
2017-01-01,17495500
2017-02-01,17498400
2017-03-01,17517700
2017-04-01,17531500
2017-05-01,17558600
2017-06-01,17610300
2017-07-01,17639400
2017-08-01,17649800
2017-09-01,17638800
2017-10-01,17684500
2017-11-01,17754600
2017-12-01,17799100
2018-01-01,17757300
2018-02-01,17754600
2018-03-01,17825500
2018-04-01,17807600
2018-05-01,17814900
2018-06-01,17870200
2018-07-01,17939700
2018-08-01,17937100
2018-09-01,17995000
2018-10-01,18019200
2018-11-01,18075000
2018-12-01,18079100
2019-01-01,18084900
2019-02-01,18106500
2019-03-01,18086400
2019-04-01,18197300
2019-05-01,18245100
2019-06-01,18255000
2019-07-01,18225800
2019-08-01,18270100
2019-09-01,18294500
2019-10-01,18269700
2019-11-01,18251200
2019-12-01,18278400
2020-01-01,18295300
2020-02-01,18279300
2020-03-01,17227000
2020-04-01,15305600
2020-05-01,15599100
2020-06-01,16603400
2020-07-01,16993200
2020-08-01,17233500
2020-09-01,17673100
2020-10-01,17744100
2020-11-01,17765500
2020-12-01,17687800
2021-01-01,17474100
2021-02-01,17715300
2021-03-01,17972800
2021-04-01,17781600
2021-05-01,17741600
2021-06-01,17977500
2021-07-01,18073200
2021-08-01,18148700
2021-09-01,18346800
2021-10-01,18396700
2021-11-01,18526700
2021-12-01,18565200
2022-01-01,18354800
2022-02-01,18669400
2022-03-01,18714000
2022-04-01,18728900
2022-05-01,18789000
2022-06-01,18730400
2022-07-01,18736300
2022-08-01,18685500
2022-09-01,18739100
2022-10-01,18806000
2022-11-01,18834500
2022-12-01,18874900
2023-01-01,18993300
2023-02-01,19017600
2023-03-01,19076900
2023-04-01,19089800
2023-05-01,19107700
2023-06-01,19135400
2023-07-01,19126700
2023-08-01,19128700
2023-09-01,19202800
2023-10-01,19217900
2023-11-01,19244800
