"Date","LFAC55FECAM647N"
1995-07-01,443200
1995-08-01,455500
1995-09-01,464700
1995-10-01,461400
1995-11-01,454800
1995-12-01,446400
1996-01-01,451700
1996-02-01,454200
1996-03-01,456800
1996-04-01,460500
1996-05-01,464500
1996-06-01,474100
1996-07-01,460200
1996-08-01,470700
1996-09-01,466700
1996-10-01,463200
1996-11-01,458100
1996-12-01,446900
1997-01-01,452400
1997-02-01,465600
1997-03-01,473000
1997-04-01,474500
1997-05-01,476500
1997-06-01,475200
1997-07-01,471200
1997-08-01,476400
1997-09-01,480000
1997-10-01,487600
1997-11-01,497200
1997-12-01,492800
1998-01-01,487600
1998-02-01,512400
1998-03-01,513600
1998-04-01,506100
1998-05-01,493000
1998-06-01,508100
1998-07-01,504400
1998-08-01,509600
1998-09-01,526500
1998-10-01,530100
1998-11-01,531700
1998-12-01,524300
1999-01-01,518000
1999-02-01,524500
1999-03-01,533300
1999-04-01,542500
1999-05-01,533500
1999-06-01,522200
1999-07-01,524600
1999-08-01,537200
1999-09-01,545800
1999-10-01,541300
1999-11-01,548200
1999-12-01,563400
2000-01-01,569000
2000-02-01,575400
2000-03-01,564200
2000-04-01,574800
2000-05-01,571800
2000-06-01,568200
2000-07-01,567500
2000-08-01,595700
2000-09-01,584200
2000-10-01,601300
2000-11-01,596800
2000-12-01,593500
2001-01-01,589900
2001-02-01,592700
2001-03-01,605900
2001-04-01,603000
2001-05-01,594400
2001-06-01,603000
2001-07-01,591700
2001-08-01,598300
2001-09-01,613700
2001-10-01,620900
2001-11-01,630300
2001-12-01,651600
2002-01-01,650900
2002-02-01,642300
2002-03-01,646300
2002-04-01,645400
2002-05-01,646500
2002-06-01,653500
2002-07-01,646100
2002-08-01,685900
2002-09-01,691900
2002-10-01,718700
2002-11-01,732600
2002-12-01,753600
2003-01-01,753400
2003-02-01,763200
2003-03-01,773700
2003-04-01,767600
2003-05-01,771400
2003-06-01,768500
2003-07-01,756000
2003-08-01,775700
2003-09-01,788400
2003-10-01,791300
2003-11-01,815000
2003-12-01,826000
2004-01-01,819800
2004-02-01,816200
2004-03-01,806000
2004-04-01,821500
2004-05-01,831200
2004-06-01,817100
2004-07-01,805200
2004-08-01,827000
2004-09-01,846500
2004-10-01,854400
2004-11-01,866000
2004-12-01,860100
2005-01-01,845100
2005-02-01,864600
2005-03-01,864000
2005-04-01,868600
2005-05-01,883000
2005-06-01,876300
2005-07-01,856100
2005-08-01,877400
2005-09-01,886800
2005-10-01,895100
2005-11-01,892900
2005-12-01,898100
2006-01-01,894200
2006-02-01,913500
2006-03-01,920600
2006-04-01,918000
2006-05-01,934100
2006-06-01,923300.000000001
2006-07-01,926700
2006-08-01,934799.999999999
2006-09-01,945900
2006-10-01,936700
2006-11-01,944600
2006-12-01,951100
2007-01-01,955000
2007-02-01,968800
2007-03-01,983300
2007-04-01,996100
2007-05-01,986100
2007-06-01,984699.999999999
2007-07-01,971500
2007-08-01,1001000
2007-09-01,1011100
2007-10-01,1028200
2007-11-01,1022300
2007-12-01,1020200
2008-01-01,1030000
2008-02-01,1033100
2008-03-01,1062000
2008-04-01,1051400
2008-05-01,1063500
2008-06-01,1054800
2008-07-01,1022400
2008-08-01,1031200
2008-09-01,1053500
2008-10-01,1071400
2008-11-01,1075900
2008-12-01,1079400
2009-01-01,1093900
2009-02-01,1107600
2009-03-01,1125600
2009-04-01,1134100
2009-05-01,1133500
2009-06-01,1139600
2009-07-01,1109400
2009-08-01,1131600
2009-09-01,1143000
2009-10-01,1153500
2009-11-01,1146400
2009-12-01,1137100
2010-01-01,1131900
2010-02-01,1141700
2010-03-01,1141900
2010-04-01,1149200
2010-05-01,1157500
2010-06-01,1176300
2010-07-01,1169800
2010-08-01,1188900
2010-09-01,1207300
2010-10-01,1226900
2010-11-01,1230000
2010-12-01,1221400
2011-01-01,1236000
2011-02-01,1242900
2011-03-01,1223700
2011-04-01,1251300
2011-05-01,1245600
2011-06-01,1232700
2011-07-01,1191600
2011-08-01,1211900
2011-09-01,1209700
2011-10-01,1216100
2011-11-01,1226900
2011-12-01,1251300
2012-01-01,1257700
2012-02-01,1262900
2012-03-01,1284000
2012-04-01,1295600
2012-05-01,1284100
2012-06-01,1276500
2012-07-01,1238900
2012-08-01,1275500
2012-09-01,1287200
2012-10-01,1284100
2012-11-01,1288700
2012-12-01,1297400
2013-01-01,1310800
2013-02-01,1339000
2013-03-01,1325300
2013-04-01,1335100
2013-05-01,1346800
2013-06-01,1333300
2013-07-01,1314600
2013-08-01,1346100
2013-09-01,1354400
2013-10-01,1359600
2013-11-01,1366000
2013-12-01,1372100
2014-01-01,1374900
2014-02-01,1379600
2014-03-01,1365400
2014-04-01,1391300
2014-05-01,1383700
2014-06-01,1384700
2014-07-01,1355300
2014-08-01,1362700
2014-09-01,1372300
2014-10-01,1377300
2014-11-01,1379600
2014-12-01,1372600
2015-01-01,1380300
2015-02-01,1405400
2015-03-01,1426800
2015-04-01,1412000
2015-05-01,1407100
2015-06-01,1409100
2015-07-01,1369600
2015-08-01,1401900
2015-09-01,1409000
2015-10-01,1432900
2015-11-01,1434200
2015-12-01,1438700
2016-01-01,1438000
2016-02-01,1456000
2016-03-01,1464500
2016-04-01,1475900
2016-05-01,1485900
2016-06-01,1476000
2016-07-01,1447300
2016-08-01,1488000
2016-09-01,1506200
2016-10-01,1514100
2016-11-01,1491200
2016-12-01,1493500
2017-01-01,1493900
2017-02-01,1504500
2017-03-01,1498800
2017-04-01,1502300
2017-05-01,1497000
2017-06-01,1526000
2017-07-01,1497100
2017-08-01,1535100
2017-09-01,1536000
2017-10-01,1550000
2017-11-01,1562400
2017-12-01,1578900
2018-01-01,1556000
2018-02-01,1556100
2018-03-01,1547400
2018-04-01,1545200
2018-05-01,1545700
2018-06-01,1552800
2018-07-01,1536200
2018-08-01,1573200
2018-09-01,1598000
2018-10-01,1606300
2018-11-01,1608700
2018-12-01,1580700
2019-01-01,1543500
2019-02-01,1546500
2019-03-01,1566300
2019-04-01,1574100
2019-05-01,1567800
2019-06-01,1594900
2019-07-01,1560400
2019-08-01,1588400
2019-09-01,1630200
2019-10-01,1642600
2019-11-01,1639800
2019-12-01,1621100
2020-01-01,1603600
2020-02-01,1625800
2020-03-01,1567200
2020-04-01,1493300
2020-05-01,1487800
2020-06-01,1536100
2020-07-01,1536500
2020-08-01,1586300
2020-09-01,1588400
2020-10-01,1625500
2020-11-01,1629100
2020-12-01,1636600
2021-01-01,1625700
2021-02-01,1645100
2021-03-01,1651000
2021-04-01,1657100
2021-05-01,1643300
2021-06-01,1648800
2021-07-01,1612200
2021-08-01,1647500
2021-09-01,1659100
2021-10-01,1652200
2021-11-01,1651200
2021-12-01,1631300
2022-01-01,1612500
2022-02-01,1619500
2022-03-01,1619500
2022-04-01,1612900
2022-05-01,1607800
2022-06-01,1589400
2022-07-01,1562100
2022-08-01,1586200
2022-09-01,1625600
2022-10-01,1637600
2022-11-01,1620300
2022-12-01,1610500
2023-01-01,1615300
2023-02-01,1650600
2023-03-01,1646300
2023-04-01,1649000
2023-05-01,1644000
2023-06-01,1650000
2023-07-01,1618200
2023-08-01,1599700
2023-09-01,1622700
2023-10-01,1626300
2023-11-01,1625800
