"Date","CANPISPPR01GYM"
2019-12-01,7.80933062880323
2020-01-01,1.75953079178886
2020-02-01,-5.88793922127255
2020-03-01,-22.6432532347504
2020-04-01,-36.6258741258741
2020-05-01,-24.304932735426
2020-06-01,-13.2633587786259
2020-07-01,-11.864406779661
2020-08-01,-7.47842761265581
2020-09-01,-9.404990403071
