"Date","LFEM55TTCAM647N"
2003-06-01,1699000
2003-07-01,1675800
2003-08-01,1697200
2003-09-01,1748600
2003-10-01,1757400
2003-11-01,1764600
2003-12-01,1772200
2004-01-01,1746700
2004-02-01,1765700
2004-03-01,1742000
2004-04-01,1775400
2004-05-01,1806000
2004-06-01,1798700
2004-07-01,1771400
2004-08-01,1790400
2004-09-01,1852300
2004-10-01,1869800
2004-11-01,1877700
2004-12-01,1854500
2005-01-01,1848100
2005-02-01,1863500
2005-03-01,1870400
2005-04-01,1893500
2005-05-01,1926900
2005-06-01,1929500
2005-07-01,1901000
2005-08-01,1918200
2005-09-01,1951500
2005-10-01,1966300
2005-11-01,1948500
2005-12-01,1944500
2006-01-01,1924800
2006-02-01,1946500
2006-03-01,1955100
2006-04-01,1967600
2006-05-01,2009400
2006-06-01,2014500
2006-07-01,1994800
2006-08-01,1993500
2006-09-01,2052200
2006-10-01,2056000
2006-11-01,2053700
2006-12-01,2051700
2007-01-01,2023900
2007-02-01,2059100
2007-03-01,2073300
2007-04-01,2114900
2007-05-01,2123300
2007-06-01,2117100
2007-07-01,2090400
2007-08-01,2118900
2007-09-01,2171200
2007-10-01,2196300
2007-11-01,2175900
2007-12-01,2171000
2008-01-01,2162500
2008-02-01,2166400
2008-03-01,2193800
2008-04-01,2195600
2008-05-01,2214200
2008-06-01,2226100
2008-07-01,2179400
2008-08-01,2172400
2008-09-01,2244200
2008-10-01,2272100
2008-11-01,2247300
2008-12-01,2237200
2009-01-01,2238600
2009-02-01,2231500
2009-03-01,2251400
2009-04-01,2287800
2009-05-01,2311200
2009-06-01,2335800
2009-07-01,2299400
2009-08-01,2298500
2009-09-01,2354800
2009-10-01,2357100
2009-11-01,2350000
2009-12-01,2326400
2010-01-01,2300300
2010-02-01,2333300
2010-03-01,2331200
2010-04-01,2366100
2010-05-01,2404500
2010-06-01,2436100
2010-07-01,2405900
2010-08-01,2401900
2010-09-01,2501700
2010-10-01,2513700
2010-11-01,2521500
2010-12-01,2496800
2011-01-01,2474200
2011-02-01,2482900
2011-03-01,2467200
2011-04-01,2507300
2011-05-01,2535400
2011-06-01,2545600
2011-07-01,2492400
2011-08-01,2486100
2011-09-01,2547500
2011-10-01,2544200
2011-11-01,2534900
2011-12-01,2553700
2012-01-01,2520500
2012-02-01,2548800
2012-03-01,2586000
2012-04-01,2614500
2012-05-01,2638500
2012-06-01,2628100
2012-07-01,2578200
2012-08-01,2626100
2012-09-01,2683700
2012-10-01,2674700
2012-11-01,2660200
2012-12-01,2667800
2013-01-01,2652700
2013-02-01,2679500
2013-03-01,2684200
2013-04-01,2712100
2013-05-01,2761700
2013-06-01,2745000
2013-07-01,2695500
2013-08-01,2725200
2013-09-01,2774000
2013-10-01,2779000
2013-11-01,2762100
2013-12-01,2745900
2014-01-01,2722300
2014-02-01,2749600
2014-03-01,2753000
2014-04-01,2797300
2014-05-01,2824500
2014-06-01,2878300
2014-07-01,2806600
2014-08-01,2777200
2014-09-01,2843900
2014-10-01,2837700
2014-11-01,2812100
2014-12-01,2790900
2015-01-01,2779700
2015-02-01,2829900
2015-03-01,2861500
2015-04-01,2866100
2015-05-01,2898700
2015-06-01,2930900
2015-07-01,2870500
2015-08-01,2876300
2015-09-01,2943400
2015-10-01,2953100
2015-11-01,2923700
2015-12-01,2929200
2016-01-01,2886200
2016-02-01,2924100
2016-03-01,2926500
2016-04-01,2956600
2016-05-01,3028500
2016-06-01,3024100
2016-07-01,2965100
2016-08-01,2993700
2016-09-01,3083600
2016-10-01,3086400
2016-11-01,3035300
2016-12-01,3015300
2017-01-01,2999100
2017-02-01,3018600
2017-03-01,3007400
2017-04-01,3031900
2017-05-01,3061400
2017-06-01,3102400
2017-07-01,3054000
2017-08-01,3094400
2017-09-01,3153100
2017-10-01,3163700
2017-11-01,3168200
2017-12-01,3174900
2018-01-01,3098400
2018-02-01,3117000
2018-03-01,3132500
2018-04-01,3137400
2018-05-01,3192700
2018-06-01,3222300
2018-07-01,3178800
2018-08-01,3186100
2018-09-01,3270600
2018-10-01,3269800
2018-11-01,3264100
2018-12-01,3240900
2019-01-01,3162000
2019-02-01,3164700
2019-03-01,3182100
2019-04-01,3227300
2019-05-01,3267800
2019-06-01,3310600
2019-07-01,3259700
2019-08-01,3264700
2019-09-01,3338500
2019-10-01,3347000
2019-11-01,3323300
2019-12-01,3291000
2020-01-01,3262500
2020-02-01,3270300
2020-03-01,3130900
2020-04-01,2821400
2020-05-01,2938800
2020-06-01,3067400
2020-07-01,3087000
2020-08-01,3138800
2020-09-01,3234400
2020-10-01,3275000
2020-11-01,3259000
2020-12-01,3247000
2021-01-01,3181400
2021-02-01,3216000
2021-03-01,3277600
2021-04-01,3243700
2021-05-01,3263100
2021-06-01,3314600
2021-07-01,3250700
2021-08-01,3272000
2021-09-01,3339400
2021-10-01,3321800
2021-11-01,3314400
2021-12-01,3276500
2022-01-01,3215400
2022-02-01,3253800
2022-03-01,3266500
2022-04-01,3273900
2022-05-01,3309200
2022-06-01,3279200
2022-07-01,3247200
2022-08-01,3229600
2022-09-01,3337600
2022-10-01,3337300
2022-11-01,3314100
2022-12-01,3301100
2023-01-01,3274600
2023-02-01,3331800
2023-03-01,3324600
2023-04-01,3345800
2023-05-01,3354700
2023-06-01,3341200
2023-07-01,3293700
2023-08-01,3243600
2023-09-01,3321600
2023-10-01,3339900
2023-11-01,3339700
