"Date","LRHUADFECAM156S"
2015-02-01,5.36948779721378
2015-03-01,5.55020435789967
2015-04-01,5.45468774456096
2015-05-01,5.28553673055537
2015-06-01,5.49090291655238
2015-07-01,5.40572293874993
2015-08-01,5.54232546034225
2015-09-01,5.60937235882299
2015-10-01,5.62436574640264
2015-11-01,5.671773336444
2015-12-01,5.69026709152613
2016-01-01,5.66838279046904
2016-02-01,5.58234806056835
2016-03-01,5.58550173860214
2016-04-01,5.77041919868164
2016-05-01,5.54771315640881
2016-06-01,5.47476695596271
2016-07-01,5.38743961352657
2016-08-01,5.32046332046332
2016-09-01,5.42839547355726
2016-10-01,5.26093088857546
2016-11-01,5.30313722974273
2016-12-01,5.54285787249256
2017-01-01,5.38318613352338
2017-02-01,5.30854148649336
2017-03-01,5.2654327265331
2017-04-01,5.21338475441343
2017-05-01,5.3596131636059
2017-06-01,5.27737797641593
2017-07-01,5.46222194215136
2017-08-01,5.26574431087926
2017-09-01,5.18751261861498
2017-10-01,5.30034444037901
2017-11-01,5.18105989970516
2017-12-01,5.05677250803858
2018-01-01,4.9933237598569
2018-02-01,5.00075426157792
2018-03-01,4.80903454607191
2018-04-01,4.67128896927676
2018-05-01,4.81022502069588
2018-06-01,4.96984559945947
2018-07-01,4.8455850369726
2018-08-01,4.99900665540876
2018-09-01,4.91778940726719
2018-10-01,4.81799772805848
2018-11-01,4.73044592895703
2018-12-01,4.70599817864087
2019-01-01,4.5856271755499
2019-02-01,4.57859470092826
2019-03-01,4.78800719371289
2019-04-01,4.73887695612151
2019-05-01,4.18139494784033
2019-06-01,4.2737248252049
2019-07-01,4.55710798444573
2019-08-01,4.50854858096009
2019-09-01,4.60038082218533
2019-10-01,4.64727352628816
2019-11-01,4.77097838035911
2019-12-01,4.55300034178019
2020-01-01,4.70238095238095
2020-02-01,4.81811875524833
2020-03-01,7.46788645905132
2020-04-01,11.9412173047453
2020-05-01,11.7325668712292
2020-06-01,10.1233363354348
2020-07-01,8.364990596236
2020-08-01,7.71077742252522
2020-09-01,7.16496043249061
2020-10-01,7.10339288322056
2020-11-01,6.98334870624788
2020-12-01,7.33087271137876
2021-01-01,7.97360361674202
2021-02-01,7.10268593037913
2021-03-01,6.47318733853249
2021-04-01,7.19548044469714
2021-05-01,6.93089776956194
2021-06-01,6.39190971004149
2021-07-01,6.4636307736825
2021-08-01,6.18769960321301
2021-09-01,6.19616194486983
2021-10-01,5.88970023059185
2021-11-01,5.36248176229998
2021-12-01,5.29455986062551
2022-01-01,5.73574721154076
2022-02-01,4.40900339885437
2022-03-01,4.77784107091997
2022-04-01,4.53376015175766
2022-05-01,4.30078346233717
2022-06-01,4.20309427346175
2022-07-01,4.19965862216111
2022-08-01,4.67114920214025
2022-09-01,4.25727737200439
2022-10-01,4.28810011055442
2022-11-01,4.19718774289281
2022-12-01,4.11787551046828
2023-01-01,4.0695026682392
2023-02-01,4.20758993432905
2023-03-01,4.12517285055254
2023-04-01,4.00651655320882
2023-05-01,4.17260023386938
2023-06-01,4.36811885534722
2023-07-01,4.82379462642621
2023-08-01,4.61277597065541
2023-09-01,4.51595115282548
2023-10-01,4.53324455872899
2023-11-01,4.58075510974368
