"Date","LFAC25FECAM647S"
1998-06-01,5228600
1998-07-01,5233600
1998-08-01,5243900
1998-09-01,5254500
1998-10-01,5243300
1998-11-01,5260400
1998-12-01,5279400
1999-01-01,5294200
1999-02-01,5293700
1999-03-01,5290500
1999-04-01,5309200
1999-05-01,5314900
1999-06-01,5322300
1999-07-01,5334600
1999-08-01,5343800
1999-09-01,5326800
1999-10-01,5329900
1999-11-01,5327400
1999-12-01,5318300
2000-01-01,5336900
2000-02-01,5354000
2000-03-01,5369400
2000-04-01,5363500
2000-05-01,5366700
2000-06-01,5377900
2000-07-01,5378400
2000-08-01,5383000
2000-09-01,5396900
2000-10-01,5416800
2000-11-01,5421000
2000-12-01,5424900
2001-01-01,5441300
2001-02-01,5439900
2001-03-01,5449100
2001-04-01,5466000
2001-05-01,5487500
2001-06-01,5461700
2001-07-01,5460900
2001-08-01,5478400
2001-09-01,5479000
2001-10-01,5479600
2001-11-01,5486900
2001-12-01,5495900
2002-01-01,5519300
2002-02-01,5520900
2002-03-01,5544200
2002-04-01,5563200
2002-05-01,5566800
2002-06-01,5585400
2002-07-01,5597600
2002-08-01,5594800
2002-09-01,5624600
2002-10-01,5605500
2002-11-01,5603200
2002-12-01,5618100
2003-01-01,5608300
2003-02-01,5612400
2003-03-01,5616600
2003-04-01,5616800
2003-05-01,5632700
2003-06-01,5637900
2003-07-01,5655800
2003-08-01,5666200
2003-09-01,5676500
2003-10-01,5690500
2003-11-01,5683100
2003-12-01,5695500
2004-01-01,5680200
2004-02-01,5697800
2004-03-01,5700400
2004-04-01,5706000
2004-05-01,5701200
2004-06-01,5723700
2004-07-01,5702400
2004-08-01,5703000
2004-09-01,5691700
2004-10-01,5690100
2004-11-01,5716500
2004-12-01,5711700
2005-01-01,5709100
2005-02-01,5723200
2005-03-01,5708800
2005-04-01,5691400
2005-05-01,5693300
2005-06-01,5698300
2005-07-01,5689400
2005-08-01,5702200
2005-09-01,5704900
2005-10-01,5715400
2005-11-01,5700800
2005-12-01,5704700
2006-01-01,5736700
2006-02-01,5708300
2006-03-01,5709800
2006-04-01,5750000
2006-05-01,5746100
2006-06-01,5746400
2006-07-01,5751400
2006-08-01,5727100
2006-09-01,5738300
2006-10-01,5758100
2006-11-01,5759100
2006-12-01,5785500
2007-01-01,5805400
2007-02-01,5802300
2007-03-01,5826300
2007-04-01,5808400
2007-05-01,5808200
2007-06-01,5808800
2007-07-01,5830000
2007-08-01,5838600
2007-09-01,5845000
2007-10-01,5833000
2007-11-01,5838900
2007-12-01,5824900
2008-01-01,5808000
2008-02-01,5830600
2008-03-01,5812900
2008-04-01,5806000
2008-05-01,5835200
2008-06-01,5825300
2008-07-01,5847200
2008-08-01,5864500
2008-09-01,5839900
2008-10-01,5857100
2008-11-01,5849800
2008-12-01,5891700
2009-01-01,5870700
2009-02-01,5888000
2009-03-01,5902000
2009-04-01,5900700
2009-05-01,5905100
2009-06-01,5893400
2009-07-01,5870900
2009-08-01,5875700
2009-09-01,5908300
2009-10-01,5902900
2009-11-01,5938900
2009-12-01,5918800
2010-01-01,5936500
2010-02-01,5937300
2010-03-01,5945200
2010-04-01,5947600
2010-05-01,5940400
2010-06-01,5964100
2010-07-01,5960800
2010-08-01,5955000
2010-09-01,5943800
2010-10-01,5935000
2010-11-01,5927100
2010-12-01,5922100
2011-01-01,5954800
2011-02-01,5953900
2011-03-01,5943200
2011-04-01,5947000
2011-05-01,5926600
2011-06-01,5952800
2011-07-01,5945900
2011-08-01,5955200
2011-09-01,5959300
2011-10-01,5961400
2011-11-01,5955800
2011-12-01,5947100
2012-01-01,5964800
2012-02-01,5962300
2012-03-01,5950900
2012-04-01,5989900
2012-05-01,5995300
2012-06-01,5977900
2012-07-01,5980900
2012-08-01,5991100
2012-09-01,6010000
2012-10-01,6021000
2012-11-01,6033800
2012-12-01,6037400
2013-01-01,6013500
2013-02-01,6024900
2013-03-01,6016100
2013-04-01,6007300
2013-05-01,6010800
2013-06-01,6013800
2013-07-01,6026700
2013-08-01,6039900
2013-09-01,6026000
2013-10-01,6021600
2013-11-01,6005000
2013-12-01,6021600
2014-01-01,5994800
2014-02-01,5992700
2014-03-01,6003400
2014-04-01,5974200
2014-05-01,5981100
2014-06-01,5970600
2014-07-01,5977200
2014-08-01,5964500
2014-09-01,5962400
2014-10-01,5984900
2014-11-01,5986600
2014-12-01,5960000
2015-01-01,5978200
2015-02-01,5982400
2015-03-01,5991800
2015-04-01,5991000
2015-05-01,5977200
2015-06-01,5988200
2015-07-01,5993600
2015-08-01,5996300
2015-09-01,6000300
2015-10-01,5969500
2015-11-01,5993600
2015-12-01,5992400
2016-01-01,6004900
2016-02-01,5977600
2016-03-01,5989000
2016-04-01,6013800
2016-05-01,6023300
2016-06-01,6005000
2016-07-01,5984900
2016-08-01,5977500
2016-09-01,5977200
2016-10-01,5988200
2016-11-01,6002300
2016-12-01,6034600
2017-01-01,6061000
2017-02-01,6067700
2017-03-01,6068000
2017-04-01,6056300
2017-05-01,6066600
2017-06-01,6076300
2017-07-01,6085900
2017-08-01,6070800
2017-09-01,6070900
2017-10-01,6071400
2017-11-01,6057500
2017-12-01,6056200
2018-01-01,6038600
2018-02-01,6068900
2018-03-01,6085200
2018-04-01,6084900
2018-05-01,6084700
2018-06-01,6104200
2018-07-01,6130100
2018-08-01,6156500
2018-09-01,6169500
2018-10-01,6175100
2018-11-01,6172300
2018-12-01,6198500
2019-01-01,6178200
2019-02-01,6202500
2019-03-01,6175600
2019-04-01,6204300
2019-05-01,6172000
2019-06-01,6188900
2019-07-01,6192600
2019-08-01,6183600
2019-09-01,6209000
2019-10-01,6210500
2019-11-01,6218800
2019-12-01,6222800
2020-01-01,6248200
2020-02-01,6222000
2020-03-01,6068800
2020-04-01,5813300
2020-05-01,5897900
2020-06-01,6105300
2020-07-01,6119500
2020-08-01,6108700
2020-09-01,6249000
2020-10-01,6266900
2020-11-01,6270000
2020-12-01,6248300
2021-01-01,6236700
2021-02-01,6256400
2021-03-01,6264600
2021-04-01,6250000
2021-05-01,6210600
2021-06-01,6233200
2021-07-01,6267400
2021-08-01,6256500
2021-09-01,6349900
2021-10-01,6338100
2021-11-01,6358400
2021-12-01,6376100
2022-01-01,6365700
2022-02-01,6405300
2022-03-01,6405800
2022-04-01,6415900
2022-05-01,6444100
2022-06-01,6431100
2022-07-01,6419900
2022-08-01,6433900
2022-09-01,6447700
2022-10-01,6472700
2022-11-01,6471000
2022-12-01,6477600
2023-01-01,6518600
2023-02-01,6538600
2023-03-01,6548600
2023-04-01,6533900
2023-05-01,6566900
2023-06-01,6581600
2023-07-01,6618700
2023-08-01,6613200
2023-09-01,6643200
2023-10-01,6653900
2023-11-01,6671600
