"Date","LFIN64TTCAM647N"
2022-05-01,4715300
2022-06-01,4731800
2022-07-01,4710700
2022-08-01,4677600
2022-09-01,5104200
2022-10-01,5049800
2022-11-01,5095600
2022-12-01,5154600
2023-01-01,5136900
2023-02-01,5120700
2023-03-01,5095400
2023-04-01,5105300
2023-05-01,4766000
2023-06-01,4652800
2023-07-01,4637600
2023-08-01,4695400
2023-09-01,5125500
2023-10-01,5113500
2023-11-01,5191100
