"Date","LFIN25MACAM647N"
1995-09-01,550600
1995-10-01,573100
1995-11-01,618300
1995-12-01,634700
1996-01-01,637400
1996-02-01,671000
1996-03-01,656500
1996-04-01,641700
1996-05-01,593600
1996-06-01,560400
1996-07-01,538100
1996-08-01,542000
1996-09-01,575400
1996-10-01,586200
1996-11-01,625800
1996-12-01,645300
1997-01-01,687600
1997-02-01,673300
1997-03-01,665900
1997-04-01,653800
1997-05-01,582500
1997-06-01,579500
1997-07-01,560400
1997-08-01,534800
1997-09-01,536100
1997-10-01,559000
1997-11-01,587900
1997-12-01,628900
1998-01-01,666100
1998-02-01,656100
1998-03-01,649100
1998-04-01,620600
1998-05-01,573400
1998-06-01,554700
1998-07-01,545800
1998-08-01,555600
1998-09-01,564700
1998-10-01,563900
1998-11-01,599000
1998-12-01,629000
1999-01-01,673900
1999-02-01,653600
1999-03-01,650600
1999-04-01,601900
1999-05-01,564000
1999-06-01,568600
1999-07-01,561700
1999-08-01,554700
1999-09-01,581500
1999-10-01,591300
1999-11-01,613100
1999-12-01,642700
2000-01-01,681000
2000-02-01,650800
2000-03-01,648100
2000-04-01,640600
2000-05-01,581100
2000-06-01,566100
2000-07-01,560800
2000-08-01,560300
2000-09-01,592100
2000-10-01,596700
2000-11-01,608600
2000-12-01,656200
2001-01-01,656000
2001-02-01,641800
2001-03-01,652100
2001-04-01,629400
2001-05-01,573800
2001-06-01,567900
2001-07-01,597500
2001-08-01,588400
2001-09-01,613900
2001-10-01,602700
2001-11-01,620900
2001-12-01,641800
2002-01-01,670900
2002-02-01,661900
2002-03-01,641400
2002-04-01,630200
2002-05-01,557600
2002-06-01,542800
2002-07-01,538600
2002-08-01,536800
2002-09-01,553700
2002-10-01,561200
2002-11-01,593200
2002-12-01,612300
2003-01-01,648500
2003-02-01,618100
2003-03-01,625300
2003-04-01,609100
2003-05-01,535600
2003-06-01,537700
2003-07-01,529400
2003-08-01,532600
2003-09-01,561900
2003-10-01,570600
2003-11-01,582900
2003-12-01,627300
2004-01-01,646400
2004-02-01,651900
2004-03-01,623000
2004-04-01,604900
2004-05-01,567900
2004-06-01,528800
2004-07-01,552600
2004-08-01,537500
2004-09-01,576800
2004-10-01,558500
2004-11-01,592100
2004-12-01,621500
2005-01-01,661600
2005-02-01,644400
2005-03-01,624100
2005-04-01,611000
2005-05-01,564100
2005-06-01,551300
2005-07-01,573200
2005-08-01,535900
2005-09-01,574900
2005-10-01,582200
2005-11-01,613500
2005-12-01,640000
2006-01-01,662400
2006-02-01,660400
2006-03-01,659900
2006-04-01,621600
2006-05-01,562800
2006-06-01,564000
2006-07-01,571500
2006-08-01,556400
2006-09-01,562300
2006-10-01,606600
2006-11-01,623000
2006-12-01,647900
2007-01-01,662200
2007-02-01,672900
2007-03-01,677800
2007-04-01,649400
2007-05-01,604000
2007-06-01,579600
2007-07-01,597400
2007-08-01,603800
2007-09-01,602700
2007-10-01,613500
2007-11-01,603600
2007-12-01,632500
2008-01-01,641700
2008-02-01,654400
2008-03-01,613500
2008-04-01,596900
2008-05-01,573700
2008-06-01,549400
2008-07-01,587400
2008-08-01,580300
2008-09-01,586400
2008-10-01,589300
2008-11-01,597100
2008-12-01,647800
2009-01-01,676900
2009-02-01,675400
2009-03-01,668600
2009-04-01,645600
2009-05-01,619200
2009-06-01,606000
2009-07-01,619300
2009-08-01,624000
2009-09-01,647200
2009-10-01,639800
2009-11-01,641300
2009-12-01,692200
2010-01-01,737900
2010-02-01,747900
2010-03-01,732700
2010-04-01,680600
2010-05-01,628500
2010-06-01,619300
2010-07-01,627400
2010-08-01,592400
2010-09-01,626900
2010-10-01,679600
2010-11-01,673100
2010-12-01,706600
2011-01-01,720300
2011-02-01,719100
2011-03-01,687300
2011-04-01,644900
2011-05-01,613800
2011-06-01,609200
2011-07-01,637700
2011-08-01,602300
2011-09-01,633300
2011-10-01,646100
2011-11-01,666100
2011-12-01,704800
2012-01-01,721500
2012-02-01,718700
2012-03-01,701700
2012-04-01,648800
2012-05-01,587200
2012-06-01,603700
2012-07-01,609900
2012-08-01,587800
2012-09-01,594500
2012-10-01,614400
2012-11-01,621000
2012-12-01,639700
2013-01-01,699200
2013-02-01,696600
2013-03-01,701200
2013-04-01,655800
2013-05-01,609200
2013-06-01,606600
2013-07-01,618900
2013-08-01,624700
2013-09-01,629200
2013-10-01,642300
2013-11-01,638800
2013-12-01,681300
2014-01-01,691100
2014-02-01,702800
2014-03-01,717600
2014-04-01,692400
2014-05-01,658700
2014-06-01,647300
2014-07-01,652100
2014-08-01,627200
2014-09-01,636700
2014-10-01,657000
2014-11-01,667200
2014-12-01,671400
2015-01-01,721700
2015-02-01,709600
2015-03-01,713000
2015-04-01,688900
2015-05-01,637100
2015-06-01,615700
2015-07-01,626900
2015-08-01,590000
2015-09-01,599200
2015-10-01,593000
2015-11-01,621800
2015-12-01,648400
2016-01-01,684000
2016-02-01,669200
2016-03-01,664300
2016-04-01,660600
2016-05-01,627800
2016-06-01,626800
2016-07-01,649800
2016-08-01,607300
2016-09-01,641900
2016-10-01,650200
2016-11-01,631100
2016-12-01,675400
2017-01-01,681800
2017-02-01,708000
2017-03-01,660500
2017-04-01,643700
2017-05-01,602800
2017-06-01,596100
2017-07-01,594400
2017-08-01,585100
2017-09-01,606300
2017-10-01,613600
2017-11-01,628000
2017-12-01,649000
2018-01-01,685600
2018-02-01,693400
2018-03-01,692400
2018-04-01,661800
2018-05-01,645100
2018-06-01,619200
2018-07-01,636200
2018-08-01,627700
2018-09-01,626800
2018-10-01,625100
2018-11-01,634000
2018-12-01,660400
2019-01-01,677700
2019-02-01,683700
2019-03-01,673200
2019-04-01,649700
2019-05-01,601600
2019-06-01,595100
2019-07-01,606600
2019-08-01,575400
2019-09-01,599200
2019-10-01,638200
2019-11-01,640900
2019-12-01,679300
2020-01-01,713600
2020-02-01,692900
2020-03-01,783800
2020-04-01,1057200
2020-05-01,876100
2020-06-01,689000
2020-07-01,665000
2020-08-01,640900
2020-09-01,607500
2020-10-01,593300
2020-11-01,617200
2020-12-01,646700
2021-01-01,691400
2021-02-01,683200
2021-03-01,663400
2021-04-01,657900
2021-05-01,607500
2021-06-01,596800
2021-07-01,601400
2021-08-01,600500
2021-09-01,579600
2021-10-01,579300
2021-11-01,578200
2021-12-01,599800
2022-01-01,663100
2022-02-01,637800
2022-03-01,628400
2022-04-01,610800
2022-05-01,557900
2022-06-01,572600
2022-07-01,588700
2022-08-01,568000
2022-09-01,589500
2022-10-01,601100
2022-11-01,589400
2022-12-01,646200
2023-01-01,624500
2023-02-01,656300
2023-03-01,657100
2023-04-01,634700
2023-05-01,588400
2023-06-01,560200
2023-07-01,609500
2023-08-01,618900
2023-09-01,578600
2023-10-01,590200
2023-11-01,606600
