"Date","LFAC24FECAM647S"
2005-06-01,1370300
2005-07-01,1372100
2005-08-01,1387800
2005-09-01,1388800
2005-10-01,1397400
2005-11-01,1398200
2005-12-01,1408200
2006-01-01,1419500
2006-02-01,1418300
2006-03-01,1427900
2006-04-01,1428900
2006-05-01,1430600
2006-06-01,1429700
2006-07-01,1433800
2006-08-01,1433800
2006-09-01,1424800
2006-10-01,1436400
2006-11-01,1438000
2006-12-01,1429400
2007-01-01,1430700
2007-02-01,1435600
2007-03-01,1447200
2007-04-01,1423300
2007-05-01,1439400
2007-06-01,1443600
2007-07-01,1461300
2007-08-01,1456700
2007-09-01,1469300
2007-10-01,1470300
2007-11-01,1470200
2007-12-01,1473200
2008-01-01,1471800
2008-02-01,1482400
2008-03-01,1466100
2008-04-01,1480600
2008-05-01,1471500
2008-06-01,1469800
2008-07-01,1458600
2008-08-01,1455100
2008-09-01,1463700
2008-10-01,1481200
2008-11-01,1470700
2008-12-01,1470800
2009-01-01,1444500
2009-02-01,1453200
2009-03-01,1449900
2009-04-01,1447900
2009-05-01,1452200
2009-06-01,1448200
2009-07-01,1449800
2009-08-01,1442300
2009-09-01,1431800
2009-10-01,1418000
2009-11-01,1447800
2009-12-01,1450000
2010-01-01,1461100
2010-02-01,1450900
2010-03-01,1449900
2010-04-01,1458900
2010-05-01,1448600
2010-06-01,1451500
2010-07-01,1432300
2010-08-01,1441900
2010-09-01,1433800
2010-10-01,1444600
2010-11-01,1421500
2010-12-01,1438400
2011-01-01,1444400
2011-02-01,1439600
2011-03-01,1443200
2011-04-01,1440200
2011-05-01,1451200
2011-06-01,1436300
2011-07-01,1450500
2011-08-01,1448800
2011-09-01,1435600
2011-10-01,1435600
2011-11-01,1442700
2011-12-01,1420000
2012-01-01,1428700
2012-02-01,1416200
2012-03-01,1425500
2012-04-01,1433300
2012-05-01,1416300
2012-06-01,1412400
2012-07-01,1422200
2012-08-01,1435000
2012-09-01,1436500
2012-10-01,1436600
2012-11-01,1439700
2012-12-01,1453200
2013-01-01,1446600
2013-02-01,1455800
2013-03-01,1450600
2013-04-01,1433100
2013-05-01,1412800
2013-06-01,1432900
2013-07-01,1408500
2013-08-01,1401600
2013-09-01,1394400
2013-10-01,1401300
2013-11-01,1394100
2013-12-01,1383200
2014-01-01,1390400
2014-02-01,1391600
2014-03-01,1384800
2014-04-01,1400700
2014-05-01,1420600
2014-06-01,1424200
2014-07-01,1422600
2014-08-01,1410400
2014-09-01,1423400
2014-10-01,1395200
2014-11-01,1410300
2014-12-01,1412800
2015-01-01,1397800
2015-02-01,1398900
2015-03-01,1394000
2015-04-01,1389000
2015-05-01,1392800
2015-06-01,1366200
2015-07-01,1375700
2015-08-01,1377100
2015-09-01,1389500
2015-10-01,1392900
2015-11-01,1371700
2015-12-01,1376300
2016-01-01,1373000
2016-02-01,1385500
2016-03-01,1389800
2016-04-01,1382500
2016-05-01,1346900
2016-06-01,1356600
2016-07-01,1360700
2016-08-01,1364500
2016-09-01,1367000
2016-10-01,1380700
2016-11-01,1374000
2016-12-01,1372000
2017-01-01,1379500
2017-02-01,1365900
2017-03-01,1370500
2017-04-01,1372900
2017-05-01,1391500
2017-06-01,1388900
2017-07-01,1381200
2017-08-01,1359700
2017-09-01,1372400
2017-10-01,1392800
2017-11-01,1400700
2017-12-01,1393500
2018-01-01,1379100
2018-02-01,1376300
2018-03-01,1380000
2018-04-01,1374100
2018-05-01,1386900
2018-06-01,1390800
2018-07-01,1394200
2018-08-01,1404100
2018-09-01,1382700
2018-10-01,1367200
2018-11-01,1370000
2018-12-01,1378700
2019-01-01,1405500
2019-02-01,1414900
2019-03-01,1409600
2019-04-01,1429200
2019-05-01,1434700
2019-06-01,1442300
2019-07-01,1430100
2019-08-01,1449300
2019-09-01,1440500
2019-10-01,1433600
2019-11-01,1438600
2019-12-01,1435900
2020-01-01,1426700
2020-02-01,1428300
2020-03-01,1290700
2020-04-01,1118000
2020-05-01,1134400
2020-06-01,1314800
2020-07-01,1334700
2020-08-01,1360900
2020-09-01,1405900
2020-10-01,1407300
2020-11-01,1387100
2020-12-01,1385500
2021-01-01,1322500
2021-02-01,1362600
2021-03-01,1349500
2021-04-01,1326600
2021-05-01,1322700
2021-06-01,1400500
2021-07-01,1390100
2021-08-01,1434700
2021-09-01,1440000
2021-10-01,1438400
2021-11-01,1427600
2021-12-01,1446000
2022-01-01,1434300
2022-02-01,1455700
2022-03-01,1459300
2022-04-01,1442200
2022-05-01,1449900
2022-06-01,1438500
2022-07-01,1439200
2022-08-01,1425100
2022-09-01,1397600
2022-10-01,1432500
2022-11-01,1433400
2022-12-01,1450500
2023-01-01,1462600
2023-02-01,1470700
2023-03-01,1465200
2023-04-01,1474100
2023-05-01,1438700
2023-06-01,1453600
2023-07-01,1457200
2023-08-01,1485100
2023-09-01,1464900
2023-10-01,1468700
2023-11-01,1457700
