"Date","CANCP010000IXNBM"
1991-08-01,85.4
1991-09-01,83.7
1991-10-01,82.5
1991-11-01,82.7
1991-12-01,81.7
1992-01-01,82.6
1992-02-01,82.7
1992-03-01,83.3
1992-04-01,83.7
1992-05-01,83.4
1992-06-01,84.3
1992-07-01,84.1
1992-08-01,83.9
1992-09-01,83.3
1992-10-01,83
1992-11-01,83.3
1992-12-01,83.7
1993-01-01,84.6
1993-02-01,85.2
1993-03-01,84.7
1993-04-01,84.4
1993-05-01,85.5
1993-06-01,85.6
1993-07-01,85.5
1993-08-01,84.9
1993-09-01,84.4
1993-10-01,84.4
1993-11-01,84.9
1993-12-01,85.4
1994-01-01,85.8
1994-02-01,85.2
1994-03-01,84.3
1994-04-01,84.8
1994-05-01,84.8
1994-06-01,85.2
1994-07-01,85.8
1994-08-01,85.4
1994-09-01,84.4
1994-10-01,84.7
1994-11-01,84.9
1994-12-01,85.2
1995-01-01,87
1995-02-01,87.6
1995-03-01,87.4
1995-04-01,88.8
1995-05-01,87.9
1995-06-01,88.1
1995-07-01,88
1995-08-01,86.8
1995-09-01,86.4
1995-10-01,86.4
1995-11-01,86.4
1995-12-01,86.9
1996-01-01,87.4
1996-02-01,87.4
1996-03-01,87.7
1996-04-01,88.8
1996-05-01,88.2
1996-06-01,88.9
1996-07-01,88.6
1996-08-01,88.2
1996-09-01,87.8
1996-10-01,88.5
1996-11-01,89.3
1996-12-01,89
1997-01-01,89.6
1997-02-01,89.8
1997-03-01,89.7
1997-04-01,89.4
1997-05-01,89.8
1997-06-01,90.1
1997-07-01,90.6
1997-08-01,89.8
1997-09-01,88.7
1997-10-01,88.9
1997-11-01,89.9
1997-12-01,89.8
1998-01-01,91.8
1998-02-01,90.8
1998-03-01,91.1
1998-04-01,90.8
1998-05-01,91.3
1998-06-01,92.2
1998-07-01,91.7
1998-08-01,90.9
1998-09-01,89.8
1998-10-01,89.9
1998-11-01,91.4
1998-12-01,91.3
1999-01-01,92.8
1999-02-01,92.1
1999-03-01,92.2
1999-04-01,92.4
1999-05-01,92.6
1999-06-01,93
1999-07-01,92.7
1999-08-01,91.6
1999-09-01,90.8
1999-10-01,90.9
1999-11-01,91.5
1999-12-01,91.9
2000-01-01,91.7
2000-02-01,91.4
2000-03-01,91.9
2000-04-01,92.1
2000-05-01,93
2000-06-01,93.8
2000-07-01,94.4
2000-08-01,93.9
2000-09-01,92.8
2000-10-01,92.5
2000-11-01,93.6
2000-12-01,95.2
2001-01-01,95.3
2001-02-01,96.3
2001-03-01,97.3
2001-04-01,97.7
2001-05-01,98.7
2001-06-01,98.8
2001-07-01,99.1
2001-08-01,97.9
2001-09-01,96.9
2001-10-01,96.6
2001-11-01,97.2
2001-12-01,98.6
2002-01-01,100
2002-02-01,100.7
2002-03-01,100.4
2002-04-01,100.9
2002-05-01,100.3
2002-06-01,100.7
2002-07-01,100.6
2002-08-01,99.7
2002-09-01,98.4
2002-10-01,97.7
2002-11-01,99.9
2002-12-01,100.7
2003-01-01,101.8
2003-02-01,101.5
2003-03-01,101.7
2003-04-01,101.7
2003-05-01,102.1
2003-06-01,102.4
2003-07-01,102.3
2003-08-01,101
2003-09-01,100
2003-10-01,99.6
2003-11-01,101
2003-12-01,102.2
2004-01-01,102.2
2004-02-01,101.9
2004-03-01,102.1
2004-04-01,101.7
2004-05-01,102.8
2004-06-01,104.2
2004-07-01,104
2004-08-01,103.6
2004-09-01,102.8
2004-10-01,103.4
2004-11-01,104.8
2004-12-01,105.4
2005-01-01,104.8
2005-02-01,104.4
2005-03-01,105
2005-04-01,106.2
2005-05-01,106.4
2005-06-01,106.7
2005-07-01,106.3
2005-08-01,106
2005-09-01,104.5
2005-10-01,104.9
2005-11-01,105.6
2005-12-01,106.5
2006-01-01,107.8
2006-02-01,107.4
2006-03-01,107.2
2006-04-01,106.9
2006-05-01,107.7
2006-06-01,108.2
2006-07-01,108.5
2006-08-01,108.4
2006-09-01,107.8
2006-10-01,108.2
2006-11-01,109.1
2006-12-01,108.9
2007-01-01,110.2
2007-02-01,112.5
2007-03-01,111.9
2007-04-01,111.7
2007-05-01,112
2007-06-01,111.9
2007-07-01,111.4
2007-08-01,110.6
2007-09-01,109.2
2007-10-01,108.9
2007-11-01,109.8
2007-12-01,110.1
2008-01-01,111.4
2008-02-01,111.8
2008-03-01,111.6
2008-04-01,112.7
2008-05-01,114.1
2008-06-01,115.3
2008-07-01,116.2
2008-08-01,116.4
2008-09-01,116.5
2008-10-01,116.8
2008-11-01,119.7
2008-12-01,120
2009-01-01,121
2009-02-01,121.8
2009-03-01,122.2
2009-04-01,122.1
2009-05-01,122.5
2009-06-01,122.7
2009-07-01,122.7
2009-08-01,121.5
2009-09-01,119.7
2009-10-01,119.3
2009-11-01,121.2
2009-12-01,121.5
2010-01-01,122.1
2010-02-01,122.5
2010-03-01,123.1
2010-04-01,122.6
2010-05-01,122.8
2010-06-01,122.8
2010-07-01,123.4
2010-08-01,123
2010-09-01,122.3
2010-10-01,121.8
2010-11-01,122.4
2010-12-01,123.2
2011-01-01,124.4
2011-02-01,124.9
2011-03-01,127.6
2011-04-01,127.1
2011-05-01,128
2011-06-01,128.7
2011-07-01,129.7
2011-08-01,129.2
2011-09-01,128.2
2011-10-01,127.8
2011-11-01,129.4
2011-12-01,129.4
2012-01-01,130.5
2012-02-01,130.8
2012-03-01,130.1
2012-04-01,130.1
2012-05-01,131.2
2012-06-01,131
2012-07-01,132.2
2012-08-01,132.1
2012-09-01,130
2012-10-01,130.2
2012-11-01,131.3
2012-12-01,131
2013-01-01,131.3
2013-02-01,133.1
2013-03-01,132.3
2013-04-01,132.3
2013-05-01,132.9
2013-06-01,132.7
2013-07-01,132.8
2013-08-01,133
2013-09-01,131.4
2013-10-01,131.1
2013-11-01,132.7
2013-12-01,132
2014-01-01,132.6
2014-02-01,134.4
2014-03-01,134.6
2014-04-01,134.6
2014-05-01,136.2
2014-06-01,137
2014-07-01,137
2014-08-01,136
2014-09-01,135.3
2014-10-01,135.1
2014-11-01,137.1
2014-12-01,137.6
2015-01-01,139.7
2015-02-01,140.2
2015-03-01,140.2
2015-04-01,140
2015-05-01,141.8
2015-06-01,141.9
2015-07-01,141.8
2015-08-01,141.4
2015-09-01,140.6
2015-10-01,141.3
2015-11-01,142.2
2015-12-01,143.2
2016-01-01,146.1
2016-02-01,146.4
2016-03-01,145.8
2016-04-01,144.6
2016-05-01,143.8
2016-06-01,143.1
2016-07-01,143.4
2016-08-01,142
2016-09-01,139.3
2016-10-01,138.4
2016-11-01,139.4
2016-12-01,139.2
2017-01-01,140.3
2017-02-01,140.4
2017-03-01,140.6
2017-04-01,140.9
2017-05-01,142.1
2017-06-01,142.6
2017-07-01,143.2
2017-08-01,142.4
2017-09-01,140.5
2017-10-01,139.2
2017-11-01,140.7
2017-12-01,141.3
2018-01-01,142.6
2018-02-01,142.3
2018-03-01,141.3
2018-04-01,141.9
2018-05-01,141.4
2018-06-01,142.7
2018-07-01,143.3
2018-08-01,142.8
2018-09-01,141.4
2018-10-01,140.7
2018-11-01,142.7
2018-12-01,144.8
2019-01-01,146.1
2019-02-01,147.1
2019-03-01,147
2019-04-01,146.1
2019-05-01,147.1
2019-06-01,148.3
2019-07-01,149.3
2019-08-01,148.4
2019-09-01,147.2
2019-10-01,146.5
2019-11-01,148.2
2019-12-01,149.4
2020-01-01,151.6
2020-02-01,150.6
2020-03-01,150.5
2020-04-01,151.9
2020-05-01,152.3
2020-06-01,152.8
2020-07-01,152.9
2020-08-01,150.8
2020-09-01,149.1
2020-10-01,149.9
2020-11-01,150.6
2020-12-01,150.2
2021-01-01,151.7
2021-02-01,152.6
2021-03-01,152.5
2021-04-01,152
2021-05-01,153.6
2021-06-01,153.8
2021-07-01,154.4
2021-08-01,154.7
2021-09-01,155.4
2021-10-01,155.8
2021-11-01,157.7
2021-12-01,158.8
2022-01-01,161.5
2022-02-01,163.9
2022-03-01,165.7
2022-04-01,166.8
2022-05-01,168.5
2022-06-01,168.3
2022-07-01,169.7
2022-08-01,171.4
2022-09-01,173.1
2022-10-01,173
2022-11-01,175.7
2022-12-01,176.3
2023-01-01,179.9
2023-02-01,181.2
2023-03-01,181.7
2023-04-01,182
2023-05-01,183.7
2023-06-01,183.6
2023-07-01,184.1
2023-08-01,183.3
2023-09-01,183.1
2023-10-01,182.4
