"Date","LFACTTMACAM647N"
1970-02-01,5321000
1970-03-01,5335000
1970-04-01,5400000
1970-05-01,5604000
1970-06-01,5773000
1970-07-01,5910000
1970-08-01,5892000
1970-09-01,5608000
1970-10-01,5601000
1970-11-01,5591000
1970-12-01,5521000
1971-01-01,5447000
1971-02-01,5434000
1971-03-01,5432000
1971-04-01,5482000
1971-05-01,5693000
1971-06-01,5862000
1971-07-01,6018000
1971-08-01,5987000
1971-09-01,5685000
1971-10-01,5684000
1971-11-01,5667000
1971-12-01,5615000
1972-01-01,5546000
1972-02-01,5549000
1972-03-01,5601000
1972-04-01,5647000
1972-05-01,5840000
1972-06-01,5998000
1972-07-01,6163000
1972-08-01,6115000
1972-09-01,5792000
1972-10-01,5795000
1972-11-01,5775000
1972-12-01,5740000
1973-01-01,5679000
1973-02-01,5691000
1973-03-01,5741000
1973-04-01,5824000
1973-05-01,6012000
1973-06-01,6207000
1973-07-01,6311000
1973-08-01,6294000
1973-09-01,5966000
1973-10-01,6009000
1973-11-01,5984000
1973-12-01,5954000
1974-01-01,5883000
1974-02-01,5914000
1974-03-01,5925000
1974-04-01,6005000
1974-05-01,6190000
1974-06-01,6317000
1974-07-01,6503000
1974-08-01,6531000
1974-09-01,6201000
1974-10-01,6179000
1974-11-01,6177000
1974-12-01,6131000
1975-01-01,6033000
1975-02-01,6033000
1975-03-01,6076000
1975-04-01,6104000
1975-05-01,6345000
1975-06-01,6514000
1975-07-01,6642000
1975-08-01,6614000
1975-09-01,6328000
1975-10-01,6313000
1975-11-01,6286000
1975-12-01,6241000
1976-01-01,6320700
1976-02-01,6332300
1976-03-01,6365900
1976-04-01,6424800
1976-05-01,6553000
1976-06-01,6731500
1976-07-01,6910100
1976-08-01,6831000
1976-09-01,6557500
1976-10-01,6551500
1976-11-01,6521300
1976-12-01,6495500
1977-01-01,6441600
1977-02-01,6472600
1977-03-01,6507100
1977-04-01,6541600
1977-05-01,6726300
1977-06-01,6841800
1977-07-01,7010900
1977-08-01,6975900
1977-09-01,6687100
1977-10-01,6675800
1977-11-01,6653400
1977-12-01,6618700
1978-01-01,6540200
1978-02-01,6594800
1978-03-01,6675200
1978-04-01,6686900
1978-05-01,6876100
1978-06-01,7018100
1978-07-01,7186500
1978-08-01,7161200
1978-09-01,6852600
1978-10-01,6856900
1978-11-01,6827100
1978-12-01,6783800
1979-01-01,6753700
1979-02-01,6754500
1979-03-01,6831100
1979-04-01,6879500
1979-05-01,7057500
1979-06-01,7168600
1979-07-01,7334000
1979-08-01,7304900
1979-09-01,7011600
1979-10-01,7020900
1979-11-01,6986100
1979-12-01,6930300
1980-01-01,6900600
1980-02-01,6927900
1980-03-01,6967200
1980-04-01,6996500
1980-05-01,7139000
1980-06-01,7348600
1980-07-01,7443600
1980-08-01,7435300
1980-09-01,7150400
1980-10-01,7137800
1980-11-01,7122000
1980-12-01,7065400
1981-01-01,7039300
1981-02-01,7073200
1981-03-01,7140600
1981-04-01,7140400
1981-05-01,7306500
1981-06-01,7493900
1981-07-01,7598900
1981-08-01,7560800
1981-09-01,7282100
1981-10-01,7257500
1981-11-01,7192500
1981-12-01,7144100
1982-01-01,7044100
1982-02-01,7055900
1982-03-01,7138300
1982-04-01,7127700
1982-05-01,7288400
1982-06-01,7449000
1982-07-01,7596100
1982-08-01,7493100
1982-09-01,7223000
1982-10-01,7233500
1982-11-01,7163700
1982-12-01,7135200
1983-01-01,7065600
1983-02-01,7099900
1983-03-01,7196800
1983-04-01,7205800
1983-05-01,7394700
1983-06-01,7534200
1983-07-01,7666200
1983-08-01,7612900
1983-09-01,7324100
1983-10-01,7286000
1983-11-01,7245100
1983-12-01,7206300
1984-01-01,7122000
1984-02-01,7167200
1984-03-01,7239500
1984-04-01,7267300
1984-05-01,7463400
1984-06-01,7592400
1984-07-01,7734200
1984-08-01,7682700
1984-09-01,7426100
1984-10-01,7399100
1984-11-01,7342600
1984-12-01,7277200
1985-01-01,7255300
1985-02-01,7254600
1985-03-01,7366700
1985-04-01,7371500
1985-05-01,7544100
1985-06-01,7663800
1985-07-01,7814500
1985-08-01,7769900
1985-09-01,7451100
1985-10-01,7469300
1985-11-01,7459200
1985-12-01,7403900
1986-01-01,7366900
1986-02-01,7382500
1986-03-01,7445800
1986-04-01,7497400
1986-05-01,7637600
1986-06-01,7799000
1986-07-01,7901600
1986-08-01,7864300
1986-09-01,7583400
1986-10-01,7564100
1986-11-01,7537100
1986-12-01,7488200
1987-01-01,7432500
1987-02-01,7466800
1987-03-01,7536400
1987-04-01,7550300
1987-05-01,7726900
1987-06-01,7879700
1987-07-01,7987500
1987-08-01,7957300
1987-09-01,7685600
1987-10-01,7692700
1987-11-01,7640100
1987-12-01,7607100
1988-01-01,7545900
1988-02-01,7564000
1988-03-01,7617700
1988-04-01,7614300
1988-05-01,7833400
1988-06-01,7917400
1988-07-01,8066800
1988-08-01,8027000
1988-09-01,7754500
1988-10-01,7749900
1988-11-01,7698500
1988-12-01,7662000
1989-01-01,7637700
1989-02-01,7668500
1989-03-01,7738600
1989-04-01,7739300
1989-05-01,7942400
1989-06-01,8058800
1989-07-01,8188200
1989-08-01,8158600
1989-09-01,7884000
1989-10-01,7863900
1989-11-01,7828100
1989-12-01,7760800
1990-01-01,7746900
1990-02-01,7744400
1990-03-01,7753500
1990-04-01,7799400
1990-05-01,7973600
1990-06-01,8076500
1990-07-01,8233600
1990-08-01,8204300
1990-09-01,7953600
1990-10-01,7937200
1990-11-01,7864500
1990-12-01,7801600
1991-01-01,7742300
1991-02-01,7770300
1991-03-01,7802000
1991-04-01,7814400
1991-05-01,7994000
1991-06-01,8113600
1991-07-01,8255600
1991-08-01,8200900
1991-09-01,7906900
1991-10-01,7901500
1991-11-01,7834700
1991-12-01,7758400
1992-01-01,7689100
1992-02-01,7698500
1992-03-01,7796600
1992-04-01,7747400
1992-05-01,7960300
1992-06-01,8132700
1992-07-01,8239600
1992-08-01,8178900
1992-09-01,7904900
1992-10-01,7891300
1992-11-01,7888500
1992-12-01,7806100
1993-01-01,7723500
1993-02-01,7746900
1993-03-01,7827100
1993-04-01,7814100
1993-05-01,7992500
1993-06-01,8162500
1993-07-01,8290100
1993-08-01,8194800
1993-09-01,7941400
1993-10-01,7902600
1993-11-01,7886900
1993-12-01,7835400
1994-01-01,7775600
1994-02-01,7827400
1994-03-01,7837900
1994-04-01,7872700
1994-05-01,8094200
1994-06-01,8185500
1994-07-01,8339500
1994-08-01,8292300
1994-09-01,8035600
1994-10-01,8000600
1994-11-01,7998200
1994-12-01,7911800
1995-01-01,7865200
1995-02-01,7860500
1995-03-01,7937900
1995-04-01,7908800
1995-05-01,8116900
1995-06-01,8224000
1995-07-01,8379100
1995-08-01,8316100
1995-09-01,8026500
1995-10-01,8034700
1995-11-01,7958300
1995-12-01,7965400
1996-01-01,7932600
1996-02-01,7949100
1996-03-01,7968200
1996-04-01,7981200
1996-05-01,8166900
1996-06-01,8293500
1996-07-01,8447400
1996-08-01,8378000
1996-09-01,8113600
1996-10-01,8112600
1996-11-01,8087300
1996-12-01,8043300
1997-01-01,7990300
1997-02-01,8027900
1997-03-01,8036400
1997-04-01,8059500
1997-05-01,8285300
1997-06-01,8402200
1997-07-01,8528100
1997-08-01,8517100
1997-09-01,8284400
1997-10-01,8282800
1997-11-01,8241400
1997-12-01,8176200
1998-01-01,8108500
1998-02-01,8133000
1998-03-01,8144800
1998-04-01,8187000
1998-05-01,8372100
1998-06-01,8507600
1998-07-01,8645200
1998-08-01,8582800
1998-09-01,8345200
1998-10-01,8328100
1998-11-01,8307400
1998-12-01,8255200
1999-01-01,8204900
1999-02-01,8241000
1999-03-01,8266200
1999-04-01,8355000
1999-05-01,8519900
1999-06-01,8600000
1999-07-01,8754700
1999-08-01,8698000
1999-09-01,8483100
1999-10-01,8478900
1999-11-01,8435500
1999-12-01,8404000
2000-01-01,8329200
2000-02-01,8366000
2000-03-01,8392500
2000-04-01,8437200
2000-05-01,8639800
2000-06-01,8698700
2000-07-01,8843900
2000-08-01,8822400
2000-09-01,8580600
2000-10-01,8583300
2000-11-01,8564200
2000-12-01,8530600
2001-01-01,8449800
2001-02-01,8489900
2001-03-01,8520000
2001-04-01,8569100
2001-05-01,8756700
2001-06-01,8827300
2001-07-01,8948000
2001-08-01,8933500
2001-09-01,8669800
2001-10-01,8683900
2001-11-01,8654800
2001-12-01,8640300
2002-01-01,8629900
2002-02-01,8658000
2002-03-01,8713200
2002-04-01,8744200
2002-05-01,8976400
2002-06-01,9032400
2002-07-01,9203100
2002-08-01,9179000
2002-09-01,8930200
2002-10-01,8912300
2002-11-01,8904700
2002-12-01,8881700
2003-01-01,8821000
2003-02-01,8876400
2003-03-01,8887900
2003-04-01,8937900
2003-05-01,9137000
2003-06-01,9222700
2003-07-01,9356500
2003-08-01,9316400
2003-09-01,9072500
2003-10-01,9063400
2003-11-01,9048500
2003-12-01,8978100
2004-01-01,8926600
2004-02-01,8945600
2004-03-01,8980300
2004-04-01,9025800
2004-05-01,9212300
2004-06-01,9302100
2004-07-01,9429100
2004-08-01,9385000
2004-09-01,9153200
2004-10-01,9167800
2004-11-01,9141800
2004-12-01,9095800
2005-01-01,9000900
2005-02-01,9040000
2005-03-01,9059500
2005-04-01,9080100
2005-05-01,9324100
2005-06-01,9378500
2005-07-01,9539300
2005-08-01,9498600
2005-09-01,9226400
2005-10-01,9235000
2005-11-01,9191100
2005-12-01,9139900
2006-01-01,9107200
2006-02-01,9124100
2006-03-01,9165000
2006-04-01,9192000
2006-05-01,9433100
2006-06-01,9486000
2006-07-01,9640600
2006-08-01,9608400
2006-09-01,9368400
2006-10-01,9345400
2006-11-01,9340300
2006-12-01,9285200
2007-01-01,9252200
2007-02-01,9257100
2007-03-01,9279000
2007-04-01,9334000
2007-05-01,9543300
2007-06-01,9621900
2007-07-01,9755300
2007-08-01,9707800
2007-09-01,9448900
2007-10-01,9488700
2007-11-01,9496700
2007-12-01,9447100
2008-01-01,9401500
2008-02-01,9398200
2008-03-01,9471600
2008-04-01,9507500
2008-05-01,9687800
2008-06-01,9793300
2008-07-01,9875500
2008-08-01,9849200
2008-09-01,9655300
2008-10-01,9656200
2008-11-01,9617300
2008-12-01,9537100
2009-01-01,9473400
2009-02-01,9516700
2009-03-01,9541300
2009-04-01,9576500
2009-05-01,9786800
2009-06-01,9837500
2009-07-01,9944000
2009-08-01,9880300
2009-09-01,9620300
2009-10-01,9645700
2009-11-01,9661500
2009-12-01,9588100
2010-01-01,9498000
2010-02-01,9513700
2010-03-01,9560900
2010-04-01,9640300
2010-05-01,9843900
2010-06-01,9909300
2010-07-01,10044600
2010-08-01,10033200
2010-09-01,9775200
2010-10-01,9720700
2010-11-01,9737300
2010-12-01,9688900
2011-01-01,9633300
2011-02-01,9657400
2011-03-01,9713600
2011-04-01,9775300
2011-05-01,9953700
2011-06-01,10033400
2011-07-01,10131100
2011-08-01,10095700
2011-09-01,9869700
2011-10-01,9851700
2011-11-01,9814600
2011-12-01,9756900
2012-01-01,9680200
2012-02-01,9693300
2012-03-01,9744200
2012-04-01,9862200
2012-05-01,10091500
2012-06-01,10103000
2012-07-01,10209800
2012-08-01,10215700
2012-09-01,9993700
2012-10-01,9988000
2012-11-01,9942100
2012-12-01,9895300
2013-01-01,9819600
2013-02-01,9841900
2013-03-01,9867100
2013-04-01,9949400
2013-05-01,10194800
2013-06-01,10211100
2013-07-01,10313800
2013-08-01,10295700
2013-09-01,10048300
2013-10-01,10055900
2013-11-01,10026400
2013-12-01,9976800
2014-01-01,9911900
2014-02-01,9927300
2014-03-01,9964300
2014-04-01,9978300
2014-05-01,10195100
2014-06-01,10257600
2014-07-01,10353700
2014-08-01,10332900
2014-09-01,10122200
2014-10-01,10109800
2014-11-01,10048700
2014-12-01,10026800
2015-01-01,9950600
2015-02-01,10011800
2015-03-01,10012400
2015-04-01,10053700
2015-05-01,10292400
2015-06-01,10347300
2015-07-01,10438100
2015-08-01,10451000
2015-09-01,10207400
2015-10-01,10201000
2015-11-01,10137200
2015-12-01,10091500
2016-01-01,10023500
2016-02-01,10101700
2016-03-01,10086900
2016-04-01,10126800
2016-05-01,10326700
2016-06-01,10351300
2016-07-01,10439700
2016-08-01,10466800
2016-09-01,10242900
2016-10-01,10238200
2016-11-01,10214100
2016-12-01,10174200
2017-01-01,10161800
2017-02-01,10165500
2017-03-01,10223100
2017-04-01,10230600
2017-05-01,10480400
2017-06-01,10514100
2017-07-01,10600500
2017-08-01,10612800
2017-09-01,10368000
2017-10-01,10404000
2017-11-01,10391000
2017-12-01,10359200
2018-01-01,10272300
2018-02-01,10275400
2018-03-01,10334200
2018-04-01,10361200
2018-05-01,10559300
2018-06-01,10656100
2018-07-01,10734500
2018-08-01,10684100
2018-09-01,10476900
2018-10-01,10476900
2018-11-01,10510600
2018-12-01,10452500
2019-01-01,10448700
2019-02-01,10481200
2019-03-01,10528500
2019-04-01,10608200
2019-05-01,10796900
2019-06-01,10848400
2019-07-01,10948500
2019-08-01,10972900
2019-09-01,10702800
2019-10-01,10681600
2019-11-01,10653300
2019-12-01,10594700
2020-01-01,10515700
2020-02-01,10588800
2020-03-01,10341600
2020-04-01,9863900
2020-05-01,10320000
2020-06-01,10720900
2020-07-01,10867400
2020-08-01,10890400
2020-09-01,10737900
2020-10-01,10736300
2020-11-01,10681800
2020-12-01,10622400
2021-01-01,10546100
2021-02-01,10605200
2021-03-01,10694300
2021-04-01,10667700
2021-05-01,10839200
2021-06-01,10965400
2021-07-01,11050700
2021-08-01,11025700
2021-09-01,10848000
2021-10-01,10808500
2021-11-01,10834800
2021-12-01,10769300
2022-01-01,10648000
2022-02-01,10743300
2022-03-01,10746200
2022-04-01,10824800
2022-05-01,11016400
2022-06-01,11020600
2022-07-01,11108700
2022-08-01,11140100
2022-09-01,10906300
2022-10-01,10928000
2022-11-01,10921200
2022-12-01,10867100
2023-01-01,10906100
2023-02-01,10884700
2023-03-01,10950500
2023-04-01,11015600
2023-05-01,11250600
2023-06-01,11379300
2023-07-01,11438800
2023-08-01,11449600
2023-09-01,11266000
2023-10-01,11334700
2023-11-01,11309900
