"Date","LFUN64MACAM647N"
1996-02-01,887100
1996-03-01,889900
1996-04-01,835500
1996-05-01,801200
1996-06-01,774800
1996-07-01,790700
1996-08-01,713300
1996-09-01,683900
1996-10-01,733100
1996-11-01,791400
1996-12-01,796400
1997-01-01,878800
1997-02-01,890900
1997-03-01,862400
1997-04-01,854900
1997-05-01,802200
1997-06-01,703900
1997-07-01,741500
1997-08-01,690300
1997-09-01,626500
1997-10-01,651600
1997-11-01,695200
1997-12-01,693700
1998-01-01,807800
1998-02-01,784700
1998-03-01,778000
1998-04-01,758900
1998-05-01,718500
1998-06-01,679800
1998-07-01,725700
1998-08-01,647300
1998-09-01,597900
1998-10-01,620600
1998-11-01,663600
1998-12-01,683200
1999-01-01,753500
1999-02-01,749200
1999-03-01,756800
1999-04-01,765700
1999-05-01,700600
1999-06-01,609800
1999-07-01,658800
1999-08-01,624300
1999-09-01,565900
1999-10-01,559800
1999-11-01,570300
1999-12-01,571100
2000-01-01,658200
2000-02-01,649600
2000-03-01,649800
2000-04-01,643700
2000-05-01,594000
2000-06-01,557300
2000-07-01,590800
2000-08-01,580700
2000-09-01,508200
2000-10-01,526300
2000-11-01,557100
2000-12-01,575000
2001-01-01,682100
2001-02-01,690300
2001-03-01,718500
2001-04-01,692400
2001-05-01,652600
2001-06-01,602200
2001-07-01,623600
2001-08-01,613800
2001-09-01,546400
2001-10-01,585900
2001-11-01,644100
2001-12-01,735900
2002-01-01,869700
2002-02-01,826100
2002-03-01,814800
2002-04-01,768500
2002-05-01,746500
2002-06-01,645100
2002-07-01,697800
2002-08-01,655700
2002-09-01,601200
2002-10-01,624400
2002-11-01,665600
2002-12-01,702400
2003-01-01,780100
2003-02-01,780600
2003-03-01,762100
2003-04-01,752200
2003-05-01,762200
2003-06-01,669000
2003-07-01,724900
2003-08-01,706700
2003-09-01,629100
2003-10-01,633900
2003-11-01,666300
2003-12-01,679000
2004-01-01,771000
2004-02-01,777300
2004-03-01,786700
2004-04-01,735100
2004-05-01,716900
2004-06-01,631700
2004-07-01,652600
2004-08-01,624700
2004-09-01,565300
2004-10-01,580100
2004-11-01,628700
2004-12-01,661000
2005-01-01,732900
2005-02-01,738800
2005-03-01,740200
2005-04-01,703700
2005-05-01,665000
2005-06-01,593500
2005-07-01,655000
2005-08-01,620300
2005-09-01,544900
2005-10-01,540900
2005-11-01,567100
2005-12-01,582600
2006-01-01,722200
2006-02-01,687900
2006-03-01,689000
2006-04-01,652600
2006-05-01,594400
2006-06-01,539100
2006-07-01,617900
2006-08-01,600400
2006-09-01,565400
2006-10-01,539900
2006-11-01,601700
2006-12-01,602600
2007-01-01,702200
2007-02-01,678300
2007-03-01,698900
2007-04-01,676400
2007-05-01,612100
2007-06-01,548800
2007-07-01,573800
2007-08-01,556400
2007-09-01,510900
2007-10-01,541500
2007-11-01,567400
2007-12-01,595900
2008-01-01,691100
2008-02-01,653000
2008-03-01,704400
2008-04-01,691000
2008-05-01,645900
2008-06-01,590000
2008-07-01,625200
2008-08-01,584600
2008-09-01,566200
2008-10-01,574600
2008-11-01,660200
2008-12-01,697400
2009-01-01,894700
2009-02-01,969300
2009-03-01,1033700
2009-04-01,1008200
2009-05-01,978900
2009-06-01,887800
2009-07-01,933500
2009-08-01,883300
2009-09-01,809100
2009-10-01,813500
2009-11-01,869600
2009-12-01,910000
2010-01-01,981100
2010-02-01,960800
2010-03-01,993600
2010-04-01,931600
2010-05-01,914000
2010-06-01,782200
2010-07-01,855500
2010-08-01,836300
2010-09-01,726100
2010-10-01,718400
2010-11-01,751000
2010-12-01,779100
2011-01-01,874000
2011-02-01,862000
2011-03-01,910900
2011-04-01,870200
2011-05-01,799700
2011-06-01,732300
2011-07-01,762300
2011-08-01,729100
2011-09-01,650900
2011-10-01,665100
2011-11-01,704900
2011-12-01,749400
2012-01-01,854500
2012-02-01,824500
2012-03-01,836600
2012-04-01,814300
2012-05-01,787800
2012-06-01,701700
2012-07-01,747800
2012-08-01,742900
2012-09-01,664300
2012-10-01,693900
2012-11-01,703900
2012-12-01,705000
2013-01-01,808700
2013-02-01,762500
2013-03-01,817400
2013-04-01,800300
2013-05-01,761200
2013-06-01,698300
2013-07-01,741800
2013-08-01,734000
2013-09-01,620900
2013-10-01,663900
2013-11-01,698900
2013-12-01,760600
2014-01-01,837000
2014-02-01,825500
2014-03-01,832000
2014-04-01,798800
2014-05-01,778500
2014-06-01,704200
2014-07-01,743000
2014-08-01,708600
2014-09-01,645000
2014-10-01,634300
2014-11-01,646000
2014-12-01,660700
2015-01-01,785600
2015-02-01,821700
2015-03-01,821600
2015-04-01,804500
2015-05-01,765600
2015-06-01,682100
2015-07-01,740400
2015-08-01,724000
2015-09-01,650000
2015-10-01,661400
2015-11-01,701900
2015-12-01,759300
2016-01-01,867200
2016-02-01,888700
2016-03-01,896900
2016-04-01,868100
2016-05-01,752100
2016-06-01,700100
2016-07-01,738800
2016-08-01,741800
2016-09-01,657500
2016-10-01,660000
2016-11-01,679700
2016-12-01,707100
2017-01-01,825400
2017-02-01,788700
2017-03-01,826200
2017-04-01,769900
2017-05-01,719700
2017-06-01,638500
2017-07-01,659800
2017-08-01,644700
2017-09-01,584900
2017-10-01,591800
2017-11-01,583700
2017-12-01,597600
2018-01-01,689400
2018-02-01,689300
2018-03-01,695500
2018-04-01,678300
2018-05-01,616800
2018-06-01,589800
2018-07-01,619700
2018-08-01,621200
2018-09-01,532500
2018-10-01,543500
2018-11-01,552900
2018-12-01,557500
2019-01-01,705400
2019-02-01,700100
2019-03-01,713400
2019-04-01,683900
2019-05-01,614800
2019-06-01,588200
2019-07-01,624300
2019-08-01,633100
2019-09-01,526800
2019-10-01,532500
2019-11-01,589700
2019-12-01,579600
2020-01-01,659900
2020-02-01,680700
2020-03-01,857100
2020-04-01,1378200
2020-05-01,1412600
2020-06-01,1198700
2020-07-01,1166900
2020-08-01,1076200
2020-09-01,874500
2020-10-01,872400
2020-11-01,846400
2020-12-01,875400
2021-01-01,1035200
2021-02-01,919900
2021-03-01,887600
2021-04-01,902000
2021-05-01,860700
2021-06-01,794500
2021-07-01,796100
2021-08-01,766100
2021-09-01,660400
2021-10-01,585900
2021-11-01,610500
2021-12-01,574800
2022-01-01,733600
2022-02-01,643000
2022-03-01,595600
2022-04-01,611700
2022-05-01,567100
2022-06-01,507300
2022-07-01,527600
2022-08-01,563300
2022-09-01,490200
2022-10-01,467900
2022-11-01,510400
2022-12-01,498000
2023-01-01,629800
2023-02-01,590200
2023-03-01,612900
2023-04-01,607700
2023-05-01,575100
2023-06-01,564800
2023-07-01,590900
2023-08-01,603500
2023-09-01,555800
2023-10-01,586800
2023-11-01,598400
