"Date","LFAC25MACAM647S"
1985-07-01,4995200
1985-08-01,4997700
1985-09-01,4997900
1985-10-01,5014100
1985-11-01,5030000
1985-12-01,5041000
1986-01-01,5065600
1986-02-01,5063400
1986-03-01,5080700
1986-04-01,5090400
1986-05-01,5089400
1986-06-01,5102500
1986-07-01,5113500
1986-08-01,5127800
1986-09-01,5139100
1986-10-01,5140700
1986-11-01,5162300
1986-12-01,5175600
1987-01-01,5171700
1987-02-01,5183800
1987-03-01,5207300
1987-04-01,5216000
1987-05-01,5228200
1987-06-01,5243100
1987-07-01,5237400
1987-08-01,5253400
1987-09-01,5265700
1987-10-01,5276000
1987-11-01,5285000
1987-12-01,5306400
1988-01-01,5325200
1988-02-01,5332800
1988-03-01,5340400
1988-04-01,5339500
1988-05-01,5345800
1988-06-01,5341900
1988-07-01,5349700
1988-08-01,5348300
1988-09-01,5360700
1988-10-01,5377300
1988-11-01,5388800
1988-12-01,5416900
1989-01-01,5434600
1989-02-01,5453800
1989-03-01,5475500
1989-04-01,5476000
1989-05-01,5489800
1989-06-01,5495900
1989-07-01,5504200
1989-08-01,5511800
1989-09-01,5511300
1989-10-01,5502400
1989-11-01,5530700
1989-12-01,5533800
1990-01-01,5550100
1990-02-01,5552600
1990-03-01,5553300
1990-04-01,5582700
1990-05-01,5582300
1990-06-01,5587500
1990-07-01,5615600
1990-08-01,5622700
1990-09-01,5631700
1990-10-01,5632600
1990-11-01,5631400
1990-12-01,5638800
1991-01-01,5642200
1991-02-01,5654600
1991-03-01,5646800
1991-04-01,5656100
1991-05-01,5662200
1991-06-01,5662700
1991-07-01,5659100
1991-08-01,5670900
1991-09-01,5670300
1991-10-01,5668900
1991-11-01,5669200
1991-12-01,5662000
1992-01-01,5664700
1992-02-01,5662400
1992-03-01,5682700
1992-04-01,5673100
1992-05-01,5691600
1992-06-01,5714500
1992-07-01,5720200
1992-08-01,5728600
1992-09-01,5744900
1992-10-01,5737500
1992-11-01,5770800
1992-12-01,5748200
1993-01-01,5739400
1993-02-01,5744400
1993-03-01,5747500
1993-04-01,5759900
1993-05-01,5773700
1993-06-01,5793900
1993-07-01,5801900
1993-08-01,5785500
1993-09-01,5830600
1993-10-01,5799000
1993-11-01,5804400
1993-12-01,5809700
1994-01-01,5818100
1994-02-01,5807000
1994-03-01,5786000
1994-04-01,5829700
1994-05-01,5827000
1994-06-01,5822400
1994-07-01,5854200
1994-08-01,5860600
1994-09-01,5889600
1994-10-01,5866000
1994-11-01,5892900
1994-12-01,5882200
1995-01-01,5873200
1995-02-01,5876000
1995-03-01,5895800
1995-04-01,5890000
1995-05-01,5905000
1995-06-01,5900200
1995-07-01,5921600
1995-08-01,5924200
1995-09-01,5935200
1995-10-01,5930100
1995-11-01,5928100
1995-12-01,5945200
1996-01-01,5977000
1996-02-01,5963300
1996-03-01,5957700
1996-04-01,5963700
1996-05-01,5966100
1996-06-01,5975100
1996-07-01,6001700
1996-08-01,6002200
1996-09-01,6e+06
1996-10-01,6008800
1996-11-01,6000500
1996-12-01,6018900
1997-01-01,6010600
1997-02-01,6027100
1997-03-01,6025800
1997-04-01,6021900
1997-05-01,6053900
1997-06-01,6035400
1997-07-01,6054000
1997-08-01,6086200
1997-09-01,6109100
1997-10-01,6105000
1997-11-01,6111200
1997-12-01,6106900
1998-01-01,6109600
1998-02-01,6117300
1998-03-01,6112100
1998-04-01,6119400
1998-05-01,6124200
1998-06-01,6124700
1998-07-01,6133400
1998-08-01,6125700
1998-09-01,6138800
1998-10-01,6152500
1998-11-01,6147800
1998-12-01,6154100
1999-01-01,6146800
1999-02-01,6150400
1999-03-01,6150000
1999-04-01,6173700
1999-05-01,6170100
1999-06-01,6149100
1999-07-01,6157500
1999-08-01,6165200
1999-09-01,6171300
1999-10-01,6169200
1999-11-01,6178000
1999-12-01,6193400
2000-01-01,6201000
2000-02-01,6208600
2000-03-01,6214800
2000-04-01,6204400
2000-05-01,6200600
2000-06-01,6214300
2000-07-01,6224800
2000-08-01,6230500
2000-09-01,6226500
2000-10-01,6230000
2000-11-01,6252900
2000-12-01,6252300
2001-01-01,6269200
2001-02-01,6272600
2001-03-01,6264300
2001-04-01,6276700
2001-05-01,6274100
2001-06-01,6274200
2001-07-01,6244700
2001-08-01,6261100
2001-09-01,6262100
2001-10-01,6277700
2001-11-01,6284400
2001-12-01,6315200
2002-01-01,6292800
2002-02-01,6296800
2002-03-01,6314900
2002-04-01,6316400
2002-05-01,6337400
2002-06-01,6346300
2002-07-01,6359900
2002-08-01,6355500
2002-09-01,6367100
2002-10-01,6360800
2002-11-01,6350400
2002-12-01,6373000
2003-01-01,6359300
2003-02-01,6374100
2003-03-01,6358000
2003-04-01,6363200
2003-05-01,6382000
2003-06-01,6367900
2003-07-01,6392200
2003-08-01,6387000
2003-09-01,6381700
2003-10-01,6376100
2003-11-01,6386700
2003-12-01,6379800
2004-01-01,6390300
2004-02-01,6377200
2004-03-01,6395900
2004-04-01,6393000
2004-05-01,6378500
2004-06-01,6406100
2004-07-01,6393600
2004-08-01,6393300
2004-09-01,6386800
2004-10-01,6413600
2004-11-01,6404500
2004-12-01,6409600
2005-01-01,6409700
2005-02-01,6412900
2005-03-01,6424000
2005-04-01,6415100
2005-05-01,6414000
2005-06-01,6413300
2005-07-01,6407700
2005-08-01,6433500
2005-09-01,6419100
2005-10-01,6424300
2005-11-01,6414900
2005-12-01,6422500
2006-01-01,6416500
2006-02-01,6430600
2006-03-01,6425100
2006-04-01,6441800
2006-05-01,6450800
2006-06-01,6431600
2006-07-01,6443200
2006-08-01,6450900
2006-09-01,6468300
2006-10-01,6435700
2006-11-01,6436800
2006-12-01,6448800
2007-01-01,6460500
2007-02-01,6457600
2007-03-01,6442700
2007-04-01,6445400
2007-05-01,6447900
2007-06-01,6456100
2007-07-01,6458800
2007-08-01,6442100
2007-09-01,6457700
2007-10-01,6465100
2007-11-01,6486000
2007-12-01,6498600
2008-01-01,6521200
2008-02-01,6515400
2008-03-01,6544100
2008-04-01,6538400
2008-05-01,6519700
2008-06-01,6523300
2008-07-01,6512100
2008-08-01,6512400
2008-09-01,6519700
2008-10-01,6536400
2008-11-01,6541600
2008-12-01,6530600
2009-01-01,6519300
2009-02-01,6531300
2009-03-01,6519100
2009-04-01,6509400
2009-05-01,6516700
2009-06-01,6533200
2009-07-01,6535900
2009-08-01,6530700
2009-09-01,6521800
2009-10-01,6545000
2009-11-01,6537600
2009-12-01,6519300
2010-01-01,6492700
2010-02-01,6492300
2010-03-01,6492600
2010-04-01,6510300
2010-05-01,6531400
2010-06-01,6538200
2010-07-01,6548300
2010-08-01,6558700
2010-09-01,6555000
2010-10-01,6513700
2010-11-01,6520700
2010-12-01,6523100
2011-01-01,6540500
2011-02-01,6540900
2011-03-01,6559400
2011-04-01,6561500
2011-05-01,6550200
2011-06-01,6549000
2011-07-01,6534200
2011-08-01,6546700
2011-09-01,6537000
2011-10-01,6543300
2011-11-01,6527400
2011-12-01,6525400
2012-01-01,6548500
2012-02-01,6544900
2012-03-01,6551400
2012-04-01,6565500
2012-05-01,6584900
2012-06-01,6565600
2012-07-01,6575100
2012-08-01,6575500
2012-09-01,6583200
2012-10-01,6579500
2012-11-01,6578700
2012-12-01,6595100
2013-01-01,6557800
2013-02-01,6567700
2013-03-01,6559000
2013-04-01,6569900
2013-05-01,6571100
2013-06-01,6572800
2013-07-01,6573000
2013-08-01,6547300
2013-09-01,6556100
2013-10-01,6563700
2013-11-01,6578300
2013-12-01,6566900
2014-01-01,6579900
2014-02-01,6564500
2014-03-01,6550500
2014-04-01,6551200
2014-05-01,6542100
2014-06-01,6547700
2014-07-01,6558500
2014-08-01,6564400
2014-09-01,6564200
2014-10-01,6556100
2014-11-01,6555800
2014-12-01,6583800
2015-01-01,6563400
2015-02-01,6572200
2015-03-01,6562400
2015-04-01,6551800
2015-05-01,6560900
2015-06-01,6571300
2015-07-01,6572800
2015-08-01,6593800
2015-09-01,6597600
2015-10-01,6615700
2015-11-01,6595600
2015-12-01,6597600
2016-01-01,6590300
2016-02-01,6603000
2016-03-01,6598900
2016-04-01,6585000
2016-05-01,6587000
2016-06-01,6580900
2016-07-01,6569400
2016-08-01,6582800
2016-09-01,6578000
2016-10-01,6576800
2016-11-01,6603200
2016-12-01,6587700
2017-01-01,6594100
2017-02-01,6582200
2017-03-01,6617000
2017-04-01,6615900
2017-05-01,6622500
2017-06-01,6619500
2017-07-01,6634200
2017-08-01,6623500
2017-09-01,6631400
2017-10-01,6630700
2017-11-01,6624200
2017-12-01,6639900
2018-01-01,6634900
2018-02-01,6639400
2018-03-01,6631800
2018-04-01,6646000
2018-05-01,6627200
2018-06-01,6647000
2018-07-01,6650400
2018-08-01,6646700
2018-09-01,6666600
2018-10-01,6675700
2018-11-01,6677500
2018-12-01,6692200
2019-01-01,6707600
2019-02-01,6708900
2019-03-01,6710000
2019-04-01,6719500
2019-05-01,6737100
2019-06-01,6742000
2019-07-01,6750100
2019-08-01,6779700
2019-09-01,6766900
2019-10-01,6739700
2019-11-01,6756300
2019-12-01,6752200
2020-01-01,6747100
2020-02-01,6769000
2020-03-01,6667700
2020-04-01,6336300
2020-05-01,6524100
2020-06-01,6717700
2020-07-01,6751200
2020-08-01,6775300
2020-09-01,6826400
2020-10-01,6839900
2020-11-01,6810200
2020-12-01,6807300
2021-01-01,6768300
2021-02-01,6789800
2021-03-01,6799400
2021-04-01,6786600
2021-05-01,6813000
2021-06-01,6820500
2021-07-01,6834600
2021-08-01,6833100
2021-09-01,6882400
2021-10-01,6883200
2021-11-01,6891100
2021-12-01,6918000
2022-01-01,6904000
2022-02-01,6934800
2022-03-01,6939900
2022-04-01,6946300
2022-05-01,6962000
2022-06-01,6948000
2022-07-01,6953600
2022-08-01,6989000
2022-09-01,6976000
2022-10-01,6971100
2022-11-01,6995600
2022-12-01,6990600
2023-01-01,7044700
2023-02-01,7045100
2023-03-01,7052700
2023-04-01,7077500
2023-05-01,7105200
2023-06-01,7145500
2023-07-01,7136100
2023-08-01,7159600
2023-09-01,7222300
2023-10-01,7221000
2023-11-01,7234900
