"Date","LFAC55TTCAM647N"
1987-11-01,1160000
1987-12-01,1173000
1988-01-01,1154100
1988-02-01,1160500
1988-03-01,1164900
1988-04-01,1168700
1988-05-01,1180900
1988-06-01,1172200
1988-07-01,1166300
1988-08-01,1175000
1988-09-01,1195900
1988-10-01,1179600
1988-11-01,1159400
1988-12-01,1162100
1989-01-01,1164400
1989-02-01,1174000
1989-03-01,1176700
1989-04-01,1177800
1989-05-01,1165200
1989-06-01,1178500
1989-07-01,1139900
1989-08-01,1139300
1989-09-01,1175500
1989-10-01,1171200
1989-11-01,1167900
1989-12-01,1161300
1990-01-01,1169800
1990-02-01,1159900
1990-03-01,1159700
1990-04-01,1169600
1990-05-01,1166200
1990-06-01,1173300
1990-07-01,1159800
1990-08-01,1171800
1990-09-01,1190500
1990-10-01,1180400
1990-11-01,1171400
1990-12-01,1166400
1991-01-01,1147600
1991-02-01,1151000
1991-03-01,1167200
1991-04-01,1166600
1991-05-01,1162800
1991-06-01,1177600
1991-07-01,1154700
1991-08-01,1162200
1991-09-01,1167600
1991-10-01,1169900
1991-11-01,1150800
1991-12-01,1131200
1992-01-01,1129200
1992-02-01,1129700
1992-03-01,1138400
1992-04-01,1134400
1992-05-01,1150300
1992-06-01,1161200
1992-07-01,1145600
1992-08-01,1160000
1992-09-01,1176000
1992-10-01,1190200
1992-11-01,1189100
1992-12-01,1166600
1993-01-01,1149100
1993-02-01,1165500
1993-03-01,1171500
1993-04-01,1169600
1993-05-01,1156600
1993-06-01,1158900
1993-07-01,1149000
1993-08-01,1145300
1993-09-01,1151100
1993-10-01,1145900
1993-11-01,1148200
1993-12-01,1123400
1994-01-01,1116600
1994-02-01,1148800
1994-03-01,1171500
1994-04-01,1193000
1994-05-01,1194800
1994-06-01,1200300
1994-07-01,1164700
1994-08-01,1180700
1994-09-01,1185500
1994-10-01,1180100
1994-11-01,1169300
1994-12-01,1160200
1995-01-01,1173700
1995-02-01,1168000
1995-03-01,1172800
1995-04-01,1154100
1995-05-01,1150100
1995-06-01,1162400
1995-07-01,1149300
1995-08-01,1160700
1995-09-01,1164300
1995-10-01,1169800
1995-11-01,1159100
1995-12-01,1144300
1996-01-01,1146600
1996-02-01,1159900
1996-03-01,1166200
1996-04-01,1165600
1996-05-01,1172200
1996-06-01,1196200
1996-07-01,1183600
1996-08-01,1190100
1996-09-01,1187200
1996-10-01,1191800
1996-11-01,1193000
1996-12-01,1180600
1997-01-01,1174800
1997-02-01,1204700
1997-03-01,1212900
1997-04-01,1214100
1997-05-01,1227600
1997-06-01,1233800
1997-07-01,1219700
1997-08-01,1233100
1997-09-01,1237300
1997-10-01,1247100
1997-11-01,1250000
1997-12-01,1231200
1998-01-01,1223800
1998-02-01,1253500
1998-03-01,1253100
1998-04-01,1236900
1998-05-01,1236800
1998-06-01,1264500
1998-07-01,1265100
1998-08-01,1281500
1998-09-01,1304800
1998-10-01,1303400
1998-11-01,1302800
1998-12-01,1288100
1999-01-01,1290100
1999-02-01,1293000
1999-03-01,1306600
1999-04-01,1335600
1999-05-01,1327700
1999-06-01,1329000
1999-07-01,1320700
1999-08-01,1350700
1999-09-01,1363500
1999-10-01,1362400
1999-11-01,1361300
1999-12-01,1370800
2000-01-01,1375500
2000-02-01,1386000
2000-03-01,1376900
2000-04-01,1394600
2000-05-01,1401800
2000-06-01,1407900
2000-07-01,1387300
2000-08-01,1434200
2000-09-01,1422700
2000-10-01,1432700
2000-11-01,1432000
2000-12-01,1436000
2001-01-01,1416400
2001-02-01,1425700
2001-03-01,1460400
2001-04-01,1454500
2001-05-01,1457600
2001-06-01,1476200
2001-07-01,1455400
2001-08-01,1479000
2001-09-01,1493500
2001-10-01,1497600
2001-11-01,1502300
2001-12-01,1535800
2002-01-01,1552100
2002-02-01,1552500
2002-03-01,1562800
2002-04-01,1577500
2002-05-01,1591500
2002-06-01,1602800
2002-07-01,1587100
2002-08-01,1636100
2002-09-01,1663600
2002-10-01,1690700
2002-11-01,1719600
2002-12-01,1735900
2003-01-01,1742600
2003-02-01,1763500
2003-03-01,1772500
2003-04-01,1789000
2003-05-01,1794100
2003-06-01,1801600
2003-07-01,1777000
2003-08-01,1817200
2003-09-01,1848600
2003-10-01,1858300
2003-11-01,1872600
2003-12-01,1881700
2004-01-01,1870700
2004-02-01,1888900
2004-03-01,1870900
2004-04-01,1892800
2004-05-01,1916100
2004-06-01,1911400
2004-07-01,1878900
2004-08-01,1914100
2004-09-01,1945300
2004-10-01,1964800
2004-11-01,1985100
2004-12-01,1973600
2005-01-01,1967300
2005-02-01,1985800
2005-03-01,1988200
2005-04-01,2003600
2005-05-01,2032600
2005-06-01,2026500
2005-07-01,2003500
2005-08-01,2035200
2005-09-01,2056100
2005-10-01,2065800
2005-11-01,2053900
2005-12-01,2047500
2006-01-01,2045800
2006-02-01,2059600
2006-03-01,2086200
2006-04-01,2086400
2006-05-01,2119300
2006-06-01,2114300
2006-07-01,2117700
2006-08-01,2132900
2006-09-01,2152600
2006-10-01,2153000
2006-11-01,2158900
2006-12-01,2166400
2007-01-01,2155200
2007-02-01,2182800
2007-03-01,2204000
2007-04-01,2235900
2007-05-01,2228200
2007-06-01,2230300
2007-07-01,2209400
2007-08-01,2253600
2007-09-01,2270600
2007-10-01,2303800
2007-11-01,2279800
2007-12-01,2283300
2008-01-01,2293000
2008-02-01,2290900
2008-03-01,2336700
2008-04-01,2317200
2008-05-01,2346000
2008-06-01,2343000
2008-07-01,2301100
2008-08-01,2318900
2008-09-01,2366500
2008-10-01,2396900
2008-11-01,2381500
2008-12-01,2387800
2009-01-01,2408500
2009-02-01,2418700
2009-03-01,2453300
2009-04-01,2477400
2009-05-01,2480000
2009-06-01,2492200
2009-07-01,2475500
2009-08-01,2500800
2009-09-01,2512900
2009-10-01,2524800
2009-11-01,2518000
2009-12-01,2509900
2010-01-01,2492200
2010-02-01,2518100
2010-03-01,2526800
2010-04-01,2548500
2010-05-01,2568600
2010-06-01,2591700
2010-07-01,2586600
2010-08-01,2614000
2010-09-01,2668300
2010-10-01,2685900
2010-11-01,2690500
2010-12-01,2678500
2011-01-01,2670100
2011-02-01,2691800
2011-03-01,2688000
2011-04-01,2728600
2011-05-01,2722300
2011-06-01,2707100
2011-07-01,2655700
2011-08-01,2687800
2011-09-01,2699300
2011-10-01,2696700
2011-11-01,2700800
2011-12-01,2744300
2012-01-01,2733800
2012-02-01,2743200
2012-03-01,2779200
2012-04-01,2804200
2012-05-01,2804200
2012-06-01,2792800
2012-07-01,2745700
2012-08-01,2815600
2012-09-01,2837900
2012-10-01,2847100
2012-11-01,2833200
2012-12-01,2847700
2013-01-01,2858800
2013-02-01,2889500
2013-03-01,2885500
2013-04-01,2915000
2013-05-01,2935500
2013-06-01,2917400
2013-07-01,2889000
2013-08-01,2933700
2013-09-01,2942600
2013-10-01,2955000
2013-11-01,2946600
2013-12-01,2942700
2014-01-01,2937100
2014-02-01,2966400
2014-03-01,2971000
2014-04-01,3009300
2014-05-01,3018600
2014-06-01,3036500
2014-07-01,2991100
2014-08-01,2977000
2014-09-01,3001100
2014-10-01,3015400
2014-11-01,2988400
2014-12-01,2974100
2015-01-01,2994900
2015-02-01,3048500
2015-03-01,3073200
2015-04-01,3074900
2015-05-01,3089700
2015-06-01,3102700
2015-07-01,3065500
2015-08-01,3093200
2015-09-01,3106900
2015-10-01,3111600
2015-11-01,3114300
2015-12-01,3127100
2016-01-01,3116900
2016-02-01,3165200
2016-03-01,3164800
2016-04-01,3198900
2016-05-01,3216100
2016-06-01,3203900
2016-07-01,3171300
2016-08-01,3229400
2016-09-01,3260800
2016-10-01,3274100
2016-11-01,3221100
2016-12-01,3235700
2017-01-01,3228600
2017-02-01,3247500
2017-03-01,3237400
2017-04-01,3248000
2017-05-01,3259500
2017-06-01,3279100
2017-07-01,3237600
2017-08-01,3306300
2017-09-01,3315200
2017-10-01,3336600
2017-11-01,3342100
2017-12-01,3351600
2018-01-01,3304800
2018-02-01,3315300
2018-03-01,3335700
2018-04-01,3330100
2018-05-01,3354100
2018-06-01,3382000
2018-07-01,3355900
2018-08-01,3399000
2018-09-01,3435700
2018-10-01,3432000
2018-11-01,3455600
2018-12-01,3411200
2019-01-01,3364700
2019-02-01,3381700
2019-03-01,3408900
2019-04-01,3435100
2019-05-01,3442700
2019-06-01,3469300
2019-07-01,3428200
2019-08-01,3462200
2019-09-01,3503300
2019-10-01,3508400
2019-11-01,3491100
2019-12-01,3463700
2020-01-01,3447100
2020-02-01,3483900
2020-03-01,3400200
2020-04-01,3264000
2020-05-01,3301500
2020-06-01,3373600
2020-07-01,3393000
2020-08-01,3458900
2020-09-01,3472200
2020-10-01,3525600
2020-11-01,3496400
2020-12-01,3517900
2021-01-01,3493500
2021-02-01,3511000
2021-03-01,3551800
2021-04-01,3541100
2021-05-01,3545900
2021-06-01,3569000
2021-07-01,3519100
2021-08-01,3560100
2021-09-01,3566500
2021-10-01,3555300
2021-11-01,3530900
2021-12-01,3480800
2022-01-01,3456600
2022-02-01,3465200
2022-03-01,3475500
2022-04-01,3475400
2022-05-01,3464300
2022-06-01,3416300
2022-07-01,3408800
2022-08-01,3429400
2022-09-01,3476600
2022-10-01,3481100
2022-11-01,3452700
2022-12-01,3439600
2023-01-01,3454300
2023-02-01,3486900
2023-03-01,3503000
2023-04-01,3501900
2023-05-01,3498700
2023-06-01,3483700
2023-07-01,3451400
2023-08-01,3442700
2023-09-01,3475700
2023-10-01,3499200
2023-11-01,3489500
