"Date","M10028M144NNBR"
1913-12-01,58.3
1914-01-01,89.4
1914-02-01,158.2
1914-03-01,94.4
1914-04-01,262.5
1914-05-01,125.8
1914-06-01,134.6
1914-07-01,71.9
1914-08-01,20
1914-09-01,24.4
1914-10-01,83.8
1914-11-01,25.7
1914-12-01,80.6
1915-01-01,120.9
1915-02-01,248.5
1915-03-01,51.8
1915-04-01,133.1
1915-05-01,89.8
1915-06-01,9.8
1915-07-01,34.7
1915-08-01,65.7
1915-09-01,64.7
1915-10-01,37
1915-11-01,103.9
1915-12-01,93.9
1916-01-01,146.6
1916-02-01,185.7
1916-03-01,217.7
1916-04-01,141
1916-05-01,134.5
1916-06-01,114.5
1916-07-01,91.4
1916-08-01,43.4
1916-09-01,65.2
1916-10-01,39.6
1916-11-01,165.1
1916-12-01,60.2
1917-01-01,147
1917-02-01,133.5
1917-03-01,267.1
1917-04-01,56.1
1917-05-01,27.6
1917-06-01,35.4
1917-07-01,112.2
1917-08-01,115.6
1917-09-01,52.2
1917-10-01,37.7
1917-11-01,63.1
1917-12-01,27.7
1918-01-01,113.7
1918-02-01,43.9
1918-03-01,54.8
1918-04-01,8.1
1918-05-01,55.9
1918-06-01,239.8
1918-07-01,156
1918-08-01,74.1
1918-09-01,38.8
1918-10-01,51.2
1918-11-01,63.3
1918-12-01,147.6
1919-01-01,227.6
1919-02-01,137.3
1919-03-01,108.6
1919-04-01,21.7
1919-05-01,101.6
1919-06-01,186.4
1919-07-01,170.9
1919-08-01,85.1
1919-09-01,111.8
1919-10-01,100.4
1919-11-01,54.6
1919-12-01,118.6
1920-01-01,130.7
1920-02-01,125.8
1920-03-01,157.9
1920-04-01,263
1920-05-01,172.3
1920-06-01,107.2
1920-07-01,153.9
1920-08-01,131.6
1920-09-01,75.1
1920-10-01,302
1920-11-01,147.2
1920-12-01,182.8
1921-01-01,221.5
1921-02-01,282.7
1921-03-01,112.4
1921-04-01,363.5
1921-05-01,162.9
1921-06-01,145
1921-07-01,85
1921-08-01,115.1
1921-09-01,186.2
1921-10-01,77
1921-11-01,214
1921-12-01,214.8
1922-01-01,184.3
1922-02-01,161.7
1922-03-01,191.7
1922-04-01,392.5
1922-05-01,269.4
1922-06-01,185.7
1922-07-01,210.9
1922-08-01,71
1922-09-01,223.7
1922-10-01,150.7
1922-11-01,120.9
1922-12-01,115.4
1923-01-01,466.5
1923-02-01,156.6
1923-03-01,147.3
1923-04-01,189.2
1923-05-01,178.9
1923-06-01,221.3
1923-07-01,158.8
1923-08-01,59
1923-09-01,167.8
1923-10-01,180.7
1923-11-01,241.4
1923-12-01,35
1924-01-01,228.6
1924-02-01,227.2
1924-03-01,177.5
1924-04-01,195
1924-05-01,158.9
1924-06-01,203.6
1924-07-01,236
1924-08-01,202.5
1924-09-01,235
1924-10-01,293.1
1924-11-01,135.9
1924-12-01,215.3
1925-01-01,395.1
1925-02-01,311
1925-03-01,216
1925-04-01,232.4
1925-05-01,177.7
1925-06-01,156.9
1925-07-01,206.1
1925-08-01,124.6
1925-09-01,170.7
1925-10-01,158.8
1925-11-01,185.3
1925-12-01,273.1
1926-01-01,375.5
1926-02-01,217.7
1926-03-01,173.1
1926-04-01,368.5
1926-05-01,217.9
1926-06-01,231.3
1926-07-01,240.4
1926-08-01,122.8
1926-09-01,240.1
1926-10-01,215.4
1926-11-01,215.9
1926-12-01,241.3
1927-01-01,262.4
1927-02-01,310.7
1927-03-01,286.3
1927-04-01,403.1
1927-05-01,539.4
1927-06-01,467.9
1927-07-01,262.8
1927-08-01,246.1
1927-09-01,296.4
1927-10-01,535.6
1927-11-01,445.9
1927-12-01,517.4
1928-01-01,379.4
1928-02-01,400.3
1928-03-01,398.7
1928-04-01,543.6
1928-05-01,257.7
1928-06-01,379.5
1928-07-01,69
1928-08-01,107.9
1928-09-01,218.7
1928-10-01,216.1
1928-11-01,249.5
1928-12-01,173
1929-01-01,233.7
1929-02-01,308.8
1929-03-01,351.8
1929-04-01,141.4
1929-05-01,150.9
1929-06-01,149.7
1929-07-01,366.7
1929-08-01,62.5
1929-09-01,162.3
1929-10-01,240.6
1929-11-01,55.6
1929-12-01,193.3
1930-01-01,610.1
1930-02-01,226.1
1930-03-01,496
1930-04-01,390.1
1930-05-01,403.7
1930-06-01,455.1
1930-07-01,368
1930-08-01,132.1
1930-09-01,258
1930-10-01,151.2
1930-11-01,132.7
1930-12-01,103.7
1931-01-01,525.5
1931-02-01,84.3
1931-03-01,373.4
1931-04-01,351.1
1931-05-01,159.1
1931-06-01,231.3
1931-07-01,143.2
1931-08-01,34.7
1931-09-01,59.7
1931-10-01,13.7
1931-11-01,40
1931-12-01,23.1
1932-01-01,47.2
1932-02-01,47.7
1932-03-01,77.7
1932-04-01,72.7
1932-05-01,1
1932-06-01,40.9
1932-07-01,109.3
1932-08-01,99.1
1932-09-01,8.3
1932-10-01,70.1
1932-11-01,35.2
1932-12-01,11
1933-01-01,61.9
1933-02-01,0
1933-03-01,0
1933-04-01,26.4
1933-05-01,0.5
1933-06-01,0
1933-07-01,36
1933-08-01,0
1933-09-01,30
1933-10-01,0
1933-11-01,0
1933-12-01,14.2
1934-01-01,28
1934-02-01,0
1934-03-01,40
1934-04-01,17.7
1934-05-01,33.2
1934-06-01,159.5
1934-07-01,235.1
1934-08-01,25.9
1934-09-01,16.4
1934-10-01,52
1934-11-01,11.8
1934-12-01,40.5
1935-01-01,41.5
1935-02-01,4.5
1935-03-01,133.5
1935-04-01,271.9
1935-05-01,134.9
1935-06-01,356.8
1935-07-01,419.5
1935-08-01,120.3
1935-09-01,248.1
1935-10-01,245.7
1935-11-01,254.2
1935-12-01,215.6
1936-01-01,253.7
1936-02-01,121.6
1936-03-01,301.1
1936-04-01,713.2
1936-05-01,164
1936-06-01,485.3
1936-07-01,420.9
1936-08-01,200.1
1936-09-01,155.8
1936-10-01,291.5
1936-11-01,195.5
1936-12-01,405.4
1937-01-01,141.4
1937-02-01,163.6
1937-03-01,179.9
1937-04-01,49
1937-05-01,100.2
1937-06-01,205.1
1937-07-01,58.2
1937-08-01,31.7
1937-09-01,12.3
1937-10-01,133.9
1937-11-01,26.3
1937-12-01,19.4
1938-01-01,41
1938-02-01,69.7
1938-03-01,57.9
1938-04-01,60
1938-05-01,26
1938-06-01,241.3
1938-07-01,130.4
1938-08-01,227.2
1938-09-01,80.2
1938-10-01,342.3
1938-11-01,33.5
1938-12-01,167.8
1939-01-01,0
1939-02-01,87
1939-03-01,47.8
1939-04-01,185.3
1939-05-01,10.9
1939-06-01,201.8
1939-07-01,157.7
1939-08-01,231.5
1939-09-01,1.6
1939-10-01,8
1939-11-01,59.7
1939-12-01,194.4
1940-01-01,74.5
1940-02-01,197.2
1940-03-01,53.1
1940-04-01,164.7
1940-05-01,78.3
1940-06-01,38
1940-07-01,191
1940-08-01,69.4
1940-09-01,111.7
1940-10-01,290.9
1940-11-01,41
1940-12-01,305.3
