"Date","CANPRMNTO01MLSAM"
1972-12-01,8951795327.25806
1973-01-01,9003324447.21632
1973-02-01,9265516734.06275
1973-03-01,9341800039.09899
1973-04-01,9209314630.18671
1973-05-01,9213735020.3792
1973-06-01,9267158593.2771
1973-07-01,9502197054.65533
1973-08-01,9225354331.74234
1973-09-01,9290649809.72866
1973-10-01,9469865057.81878
1973-11-01,9584416312.23578
1973-12-01,9591867827.13171
1974-01-01,9802657290.88252
1974-02-01,9793185026.18431
1974-03-01,9781944605.4091
1974-04-01,9580374812.63122
1974-05-01,9752770030.13862
1974-06-01,9608412716.13791
1974-07-01,9554105065.20152
1974-08-01,9552210612.26187
1974-09-01,9404948470.42039
1974-10-01,9427303015.10816
1974-11-01,9256802250.5404
1974-12-01,9210325005.08785
1975-01-01,8856693789.68805
1975-02-01,8860482695.56733
1975-03-01,8722945412.14934
1975-04-01,8812237294.03779
1975-05-01,8684172275.318
1975-06-01,8752625174.87039
1975-07-01,8868691991.63911
1975-08-01,8816405090.505
1975-09-01,8853031180.67141
1975-10-01,8838885932.05542
1975-11-01,9036666818.95402
1975-12-01,9272968248.95867
1976-01-01,9203378677.6425
1976-02-01,9338263726.94499
1976-03-01,9515331928.37018
1976-04-01,9666256679.22831
1976-05-01,9745697405.83062
1976-06-01,9592878202.03285
1976-07-01,9633293198.07854
1976-08-01,9762621185.42476
1976-09-01,9671687444.32195
1976-10-01,9445616060.19136
1976-11-01,9701746097.63094
1976-12-01,9780176449.33211
1977-01-01,9929206747.25059
1977-02-01,9837515224.97193
1977-03-01,9870731299.84698
1977-04-01,9803667665.78366
1977-05-01,9878056517.88026
1977-06-01,10002206333.8581
1977-07-01,9952445369.97686
1977-08-01,9906852202.56282
1977-09-01,9870226112.39641
1977-10-01,9952445369.97686
1977-11-01,9926301919.40981
1977-12-01,9922260419.80524
1978-01-01,9994754818.9622
1978-02-01,10066238843.218
1978-03-01,10076595185.9547
1978-04-01,10408755934.7053
1978-05-01,10322747771.2455
1978-06-01,10446518696.6354
1978-07-01,10441340525.2671
1978-08-01,10436920135.0746
1978-09-01,10723487716.4111
1978-10-01,10696839078.3934
1978-11-01,10846500860.6252
1978-12-01,10988458534.2356
1979-01-01,10966356583.2732
1979-02-01,10940970913.882
1979-03-01,10952716522.1077
1979-04-01,10769207180.6878
1979-05-01,10997551908.3459
1979-06-01,10875928029.6209
1979-07-01,10868981702.1756
1979-08-01,10930993461.7332
1979-09-01,10869992077.0767
1979-10-01,10890704762.5501
1979-11-01,10797118787.3318
1979-12-01,10643036614.9076
1980-01-01,10800023615.1726
1980-02-01,10562206622.8162
1980-03-01,10648593676.8639
1980-04-01,10403072575.8863
1980-05-01,10048683579.3107
1980-06-01,9994123334.64898
1980-07-01,10053356563.2285
1980-08-01,10021656050.7051
1980-09-01,10355963846.1206
1980-10-01,10500700050.7092
1980-11-01,10508783049.9183
1980-12-01,10629017663.1543
1981-01-01,10638742521.5778
1981-02-01,10755188228.9344
1981-03-01,10755314525.7971
1981-04-01,10949306506.8164
1981-05-01,10864687608.8457
1981-06-01,10918616369.1942
1981-07-01,10913059307.2379
1981-08-01,10262883058.3528
1981-09-01,10543767280.8704
1981-10-01,10435657166.4482
1981-11-01,10270839760.6993
1981-12-01,10205291688.9877
1982-01-01,9979978086.03299
1982-02-01,10025697550.3097
1982-03-01,9852039364.17585
1982-04-01,9657037008.25539
1982-05-01,9544253909.91538
1982-06-01,9338263726.94499
1982-07-01,9201484224.70286
1982-08-01,9315656588.53194
1982-09-01,9249224438.78183
1982-10-01,9046517974.24016
1982-11-01,9036919412.67931
1982-12-01,9030604569.54716
1983-01-01,9245182939.17726
1983-02-01,9387140612.78775
1983-03-01,9463802808.41192
1983-04-01,9595151545.56042
1983-05-01,9669666694.51967
1983-06-01,9878182814.74291
1983-07-01,9887907673.1664
1983-08-01,10105769761.2252
1983-09-01,10303803241.8491
1983-10-01,10327673348.8886
1983-11-01,10525075345.1993
1983-12-01,10791435428.5129
1984-01-01,10901818886.4627
1984-02-01,10781457976.3641
1984-03-01,10761250478.3413
1984-04-01,11067394073.3874
1984-05-01,11275531303.0227
1984-06-01,11330975625.7229
1984-07-01,11474069971.0972
1984-08-01,11503497140.0929
1984-09-01,11415973414.2815
1984-10-01,11514358670.2802
1984-11-01,11530650965.5611
1984-12-01,11558436275.3425
1985-01-01,11561593696.9086
1985-02-01,11632067346.2633
1985-03-01,11667935655.2538
1985-04-01,11625121018.8179
1985-05-01,11771751676.3462
1985-06-01,11776803550.8519
1985-07-01,11912067490.7423
1985-08-01,12010326449.8784
1985-09-01,11990876733.0314
1985-10-01,12101891675.2944
1985-11-01,12079789724.332
1985-12-01,12028008010.6484
1986-01-01,12119573236.0644
1986-02-01,12061855569.8367
1986-03-01,11960439189.1345
1986-04-01,12139528140.362
1986-05-01,11954250642.865
1986-06-01,11908152288.0004
1986-07-01,12042153259.2644
1986-08-01,11798400314.3638
1986-09-01,11866853213.9162
1986-10-01,11922171239.7538
1986-11-01,11856370574.3169
1986-12-01,12089514582.7555
1987-01-01,12152284123.4889
1987-02-01,12297020328.0776
1987-03-01,12339456073.9255
1987-04-01,12286537688.4782
1987-05-01,12263172768.8893
1987-06-01,12366357305.6684
1987-07-01,12492780465.1739
1987-08-01,12578662331.771
1987-09-01,12700538804.2213
1987-10-01,12810038184.1326
1987-11-01,12944923233.435
1987-12-01,13134747417.9872
1988-01-01,13173773148.5438
1988-02-01,13190696928.1379
1988-03-01,13283904012.7683
1988-04-01,13285924762.5706
1988-05-01,13301964464.1262
1988-06-01,13332528304.8858
1988-07-01,13166700524.2358
1988-08-01,13216335191.2544
1988-09-01,13338085366.842
1988-10-01,13297922964.5216
1988-11-01,13259781312.0035
1988-12-01,13477390806.337
1989-01-01,13544328143.5377
1989-02-01,13587521670.5615
1989-03-01,13553800408.2359
1989-04-01,13570850484.6927
1989-05-01,13502523882.003
1989-06-01,13382794456.2176
1989-07-01,13357282489.9637
1989-08-01,13404138626.0042
1989-09-01,13402875657.3778
1989-10-01,13333538679.7869
1989-11-01,13434955060.4891
1989-12-01,13502523882.003
1990-01-01,13185645053.6322
1990-02-01,13360061020.9419
1990-03-01,13405780485.2186
1990-04-01,13221134472.0348
1990-05-01,13260665390.042
1990-06-01,13263570217.8828
1990-07-01,13196127693.2316
1990-08-01,12937598015.4018
1990-09-01,12636758888.5866
1990-10-01,12592049799.2111
1990-11-01,12317859310.4136
1990-12-01,12073980068.6504
1991-01-01,11956397689.53
1991-02-01,11881756243.7081
1991-03-01,11831995279.8268
1991-04-01,11934674629.1554
1991-05-01,12028134307.5111
1991-06-01,12065391881.9907
1991-07-01,12149884483.0987
1991-08-01,12139654437.2246
1991-09-01,12176280527.3911
1991-10-01,12100755003.5307
1991-11-01,11950714330.711
1991-12-01,11761269036.7469
1992-01-01,11959049923.6455
1992-02-01,12059582226.3091
1992-03-01,11992771185.9711
1992-04-01,12116036923.9104
1992-05-01,12092419410.5962
1992-06-01,12227051866.1735
1992-07-01,12088883098.4422
1992-08-01,12132455516.054
1992-09-01,12148747811.3349
1992-10-01,12250669379.4876
1992-11-01,12283885454.3627
1992-12-01,12416749753.8629
1993-01-01,12397173740.1533
1993-02-01,12556686677.6711
1993-03-01,12699781023.0454
1993-04-01,12696497304.6167
1993-05-01,12682352056.0007
1993-06-01,12713547381.0735
1993-07-01,12685509477.5668
1993-08-01,12809280402.9567
1993-09-01,13021206538.4713
1993-10-01,12949848811.0781
1993-11-01,13033709927.8729
1993-12-01,12979275980.0739
1994-01-01,12996578650.256
1994-02-01,13056317066.286
1994-03-01,13340611304.0949
1994-04-01,13431166154.6098
1994-05-01,13590679092.1276
1994-06-01,13792248884.9055
1994-07-01,13774314730.4102
1994-08-01,13949109588.3078
1994-09-01,14076795716.4397
1994-10-01,14101297307.7924
1994-11-01,14302867100.5703
1994-12-01,14570616449.373
1995-01-01,14718502624.0638
1995-02-01,14681780685.7122
1995-03-01,14584781279.9263
1995-04-01,14422361278.0855
1995-05-01,14432853260.4717
1995-06-01,14351591828.2651
1995-07-01,14310961112.1618
1995-08-01,14375147357.3478
1995-09-01,14356837819.4582
1995-10-01,14358175032.8995
1995-11-01,14346345837.072
1995-12-01,14196989381.9277
1996-01-01,14337191068.1272
1996-02-01,14341099845.8789
1996-03-01,14199560946.2381
1996-04-01,14445916807.1682
1996-05-01,14540241786.0713
1996-06-01,14559888537.4023
1996-07-01,14759133340.1671
1996-08-01,14784026082.6911
1996-09-01,14756458913.2843
1996-10-01,14635903978.4158
1996-11-01,14942537306.7802
1996-12-01,14726320179.5672
1997-01-01,15270666666.6667
1997-02-01,15447416666.6667
1997-03-01,15298333333.3333
1997-04-01,15541583333.3333
1997-05-01,1.5686e+10
1997-06-01,15572500000
1997-07-01,15969583333.3333
1997-08-01,15897833333.3333
1997-09-01,15925750000
1997-10-01,16110666666.6667
1997-11-01,16034166666.6667
1997-12-01,16189166666.6667
1998-01-01,16122750000
1998-02-01,16386500000
1998-03-01,16520666666.6667
1998-04-01,16546916666.6667
1998-05-01,16457083333.3333
1998-06-01,16340833333.3333
1998-07-01,16044083333.3333
1998-08-01,16439666666.6667
1998-09-01,16682833333.3333
1998-10-01,16824166666.6667
1998-11-01,16833750000
1998-12-01,17123916666.6667
1999-01-01,17318250000
1999-02-01,1.7338e+10
1999-03-01,17282583333.3333
1999-04-01,17449333333.3333
1999-05-01,17356333333.3333
1999-06-01,17656166666.6667
1999-07-01,17689750000
1999-08-01,17944250000
1999-09-01,18111916666.6667
1999-10-01,18003166666.6667
1999-11-01,18403500000
1999-12-01,18774583333.3333
2000-01-01,18786250000
2000-02-01,18707083333.3333
2000-03-01,1.9181e+10
2000-04-01,19017416666.6667
2000-05-01,19327416666.6667
2000-06-01,19444416666.6667
2000-07-01,19537916666.6667
2000-08-01,19776083333.3333
2000-09-01,19775166666.6667
2000-10-01,19854750000
2000-11-01,19818833333.3333
2000-12-01,19700166666.6667
2001-01-01,19287083333.3333
2001-02-01,19108250000
2001-03-01,18930083333.3333
2001-04-01,18873166666.6667
2001-05-01,18948833333.3333
2001-06-01,18816333333.3333
2001-07-01,1.8595e+10
2001-08-01,18575250000
2001-09-01,18262083333.3333
2001-10-01,1.834e+10
2001-11-01,18359166666.6667
2001-12-01,17950750000
2002-01-01,18815666666.6667
2002-02-01,19068416666.6667
2002-03-01,18860666666.6667
2002-04-01,19108916666.6667
2002-05-01,19288416666.6667
2002-06-01,19078416666.6667
2002-07-01,19218750000
2002-08-01,19253666666.6667
2002-09-01,18863666666.6667
2002-10-01,18977750000
2002-11-01,18864083333.3333
2002-12-01,18564416666.6667
2003-01-01,18672500000
2003-02-01,18662250000
2003-03-01,18678166666.6667
2003-04-01,18606666666.6667
2003-05-01,18661250000
2003-06-01,18462500000
2003-07-01,18684166666.6667
2003-08-01,18315500000
2003-09-01,18815916666.6667
2003-10-01,19072250000
2003-11-01,19081583333.3333
2003-12-01,1.9059e+10
2004-01-01,18765166666.6667
2004-02-01,18783583333.3333
2004-03-01,19182583333.3333
2004-04-01,1.9016e+10
2004-05-01,18850500000
2004-06-01,19204166666.6667
2004-07-01,19092500000
2004-08-01,19164916666.6667
2004-09-01,1.9385e+10
2004-10-01,19238333333.3333
2004-11-01,19185500000
2004-12-01,19289916666.6667
2005-01-01,19623833333.3333
2005-02-01,19479083333.3333
2005-03-01,19268583333.3333
2005-04-01,19387750000
2005-05-01,19417583333.3333
2005-06-01,19320500000
2005-07-01,19301666666.6667
2005-08-01,19512333333.3333
2005-09-01,19461500000
2005-10-01,1.9493e+10
2005-11-01,19554333333.3333
2005-12-01,19657666666.6667
2006-01-01,19844583333.3333
2006-02-01,19693833333.3333
2006-03-01,19618833333.3333
2006-04-01,19451416666.6667
2006-05-01,19182500000
2006-06-01,19141083333.3333
2006-07-01,19069583333.3333
2006-08-01,18947166666.6667
2006-09-01,18589416666.6667
2006-10-01,18428500000
2006-11-01,18527750000
2006-12-01,18832666666.6667
2007-01-01,1.8599e+10
2007-02-01,18710166666.6667
2007-03-01,1.8711e+10
2007-04-01,18772333333.3333
2007-05-01,1.8622e+10
2007-06-01,18673333333.3333
2007-07-01,18500083333.3333
2007-08-01,18447666666.6667
2007-09-01,18401500000
2007-10-01,18391083333.3333
2007-11-01,18353416666.6667
2007-12-01,17860333333.3333
2008-01-01,1.7713e+10
2008-02-01,17857583333.3333
2008-03-01,17472500000
2008-04-01,17716916666.6667
2008-05-01,17820416666.6667
2008-06-01,17804833333.3333
2008-07-01,17844916666.6667
2008-08-01,17574833333.3333
2008-09-01,1.7501e+10
2008-10-01,17249416666.6667
2008-11-01,17009833333.3333
2008-12-01,16161750000
2009-01-01,15563250000
2009-02-01,15360166666.6667
2009-03-01,1.5177e+10
2009-04-01,14964500000
2009-05-01,14722666666.6667
2009-06-01,14562166666.6667
2009-07-01,14740666666.6667
2009-08-01,14881250000
2009-09-01,15036166666.6667
2009-10-01,14984500000
2009-11-01,15203916666.6667
2009-12-01,15132250000
2010-01-01,15271833333.3333
2010-02-01,15471416666.6667
2010-03-01,1.5695e+10
2010-04-01,15624500000
2010-05-01,15749083333.3333
2010-06-01,15942333333.3333
2010-07-01,15886916666.6667
2010-08-01,15874833333.3333
2010-09-01,15776250000
2010-10-01,15769333333.3333
2010-11-01,15620083333.3333
2010-12-01,15872416666.6667
2011-01-01,16071666666.6667
2011-02-01,1.5944e+10
2011-03-01,16068166666.6667
2011-04-01,16077916666.6667
2011-05-01,16042750000
2011-06-01,16045083333.3333
2011-07-01,16289166666.6667
2011-08-01,16297500000
2011-09-01,16421083333.3333
2011-10-01,16463750000
2011-11-01,16535916666.6667
2011-12-01,16829250000
2012-01-01,16755333333.3333
2012-02-01,1.6453e+10
2012-03-01,16529666666.6667
2012-04-01,16644083333.3333
2012-05-01,16597666666.6667
2012-06-01,16600250000
2012-07-01,16597750000
2012-08-01,16509583333.3333
2012-09-01,16328750000
2012-10-01,16177333333.3333
2012-11-01,16315583333.3333
2012-12-01,1.6128e+10
2013-01-01,16282750000
2013-02-01,16348916666.6667
2013-03-01,1.6422e+10
2013-04-01,16297666666.6667
2013-05-01,16291416666.6667
2013-06-01,16276916666.6667
2013-07-01,16228083333.3333
2013-08-01,16336500000
2013-09-01,16551416666.6667
2013-10-01,1.6773e+10
2013-11-01,16700916666.6667
2013-12-01,16313666666.6667
2014-01-01,16431333333.3333
2014-02-01,16737833333.3333
2014-03-01,16585333333.3333
2014-04-01,16665500000
2014-05-01,16872333333.3333
2014-06-01,16979916666.6667
2014-07-01,17088416666.6667
2014-08-01,16897750000
2014-09-01,1.7083e+10
2014-10-01,17124166666.6667
2014-11-01,16952583333.3333
2014-12-01,17287750000
2015-01-01,17110333333.3333
2015-02-01,16921166666.6667
2015-03-01,17058166666.6667
2015-04-01,17009333333.3333
2015-05-01,16961416666.6667
2015-06-01,16841166666.6667
2015-07-01,16887916666.6667
2015-08-01,17172750000
2015-09-01,16994916666.6667
2015-10-01,16934166666.6667
2015-11-01,16963916666.6667
2015-12-01,16986666666.6667
2016-01-01,1.711e+10
2016-02-01,16983750000
2016-03-01,1.6903e+10
2016-04-01,16995333333.3333
2016-05-01,16779083333.3333
2016-06-01,1.6933e+10
2016-07-01,16920250000
2016-08-01,16908416666.6667
2016-09-01,16961166666.6667
2016-10-01,16784666666.6667
2016-11-01,16963833333.3333
2016-12-01,17045666666.6667
2017-01-01,17131500000
2017-02-01,17095666666.6667
2017-03-01,17238750000
2017-04-01,17317416666.6667
2017-05-01,17417250000
2017-06-01,17433416666.6667
2017-07-01,17299083333.3333
2017-08-01,17068916666.6667
2017-09-01,17117083333.3333
2017-10-01,17267500000
2017-11-01,17492666666.6667
2017-12-01,17429750000
2018-01-01,17582416666.6667
2018-02-01,17609833333.3333
2018-03-01,17729500000
2018-04-01,17867166666.6667
2018-05-01,17638916666.6667
2018-06-01,17935416666.6667
2018-07-01,17853833333.3333
2018-08-01,17777833333.3333
2018-09-01,17884500000
2018-10-01,17930916666.6667
2018-11-01,1.7821e+10
2018-12-01,17696666666.6667
2019-01-01,17808916666.6667
2019-02-01,17701333333.3333
2019-03-01,17813333333.3333
2019-04-01,17658083333.3333
2019-05-01,18038750000
2019-06-01,17873666666.6667
2019-07-01,17751166666.6667
2019-08-01,17702500000
2019-09-01,17711666666.6667
2019-10-01,17628083333.3333
2019-11-01,17681583333.3333
2019-12-01,17480916666.6667
2020-01-01,17321416666.6667
2020-02-01,17500500000
2020-03-01,15882583333.3333
2020-04-01,12602166666.6667
2020-05-01,13939916666.6667
2020-06-01,15748750000
2020-07-01,16429083333.3333
2020-08-01,16711916666.6667
2020-09-01,16838666666.6667
2020-10-01,16925166666.6667
2020-11-01,17135833333.3333
2020-12-01,1.7077e+10
2021-01-01,17309083333.3333
2021-02-01,17059166666.6667
2021-03-01,17245666666.6667
2021-04-01,16853583333.3333
2021-05-01,16753500000
2021-06-01,17073750000
2021-07-01,16945833333.3333
2021-08-01,16997166666.6667
2021-09-01,1.6792e+10
2021-10-01,17197500000
2021-11-01,17366333333.3333
2021-12-01,17446416666.6667
2022-01-01,17603500000
2022-02-01,1.7708e+10
2022-03-01,17968500000
2022-04-01,17921583333.3333
2022-05-01,1.7775e+10
2022-06-01,17969083333.3333
2022-07-01,17749583333.3333
2022-08-01,17711250000
2022-09-01,17726750000
2022-10-01,17531666666.6667
2022-11-01,17543666666.6667
2022-12-01,17463416666.6667
2023-01-01,17602250000
2023-02-01,17653583333.3333
2023-03-01,17760500000
2023-04-01,17672583333.3333
2023-05-01,18003416666.6667
2023-06-01,17893666666.6667
2023-07-01,17694750000
2023-08-01,17534333333.3333
2023-09-01,17640500000
