"Date","CANPRINTO01MLSAM"
1970-07-01,11546415271.384
1970-08-01,11636971060.4188
1970-09-01,11481673403.9186
1970-10-01,11477670175.4399
1970-11-01,11611571265.9334
1970-12-01,11689013030.6416
1971-01-01,11799032792.6244
1971-02-01,11874541964.2739
1971-03-01,11919681816.4299
1971-04-01,11939145789.378
1971-05-01,12107833554.9276
1971-06-01,12187622039.7784
1971-07-01,12226273900.9518
1971-08-01,12564615728.5803
1971-09-01,12643299874.5404
1971-10-01,12699068988.5192
1971-11-01,12615415317.5511
1971-12-01,12793075836.5874
1972-01-01,12870379558.9341
1972-02-01,12711630843.4006
1972-03-01,12859060085.3048
1972-04-01,13193122599.732
1972-05-01,13099253794.0252
1972-06-01,13232326630.3507
1972-07-01,13291132676.2788
1972-08-01,13315566174.2349
1972-09-01,13644245036.5701
1972-10-01,13901555998.0958
1972-11-01,14071348102.5361
1972-12-01,14145476850.5722
1973-01-01,14269162806.3271
1973-02-01,14692676770.8984
1973-03-01,14870337289.9347
1973-04-01,14754657791.1372
1973-05-01,14790410762.7226
1973-06-01,14900292482.3441
1973-07-01,15175963077.9272
1973-08-01,14759351231.4225
1973-09-01,14905538092.0748
1973-10-01,15067185697.1964
1973-11-01,15250505953.0473
1973-12-01,15201776999.4966
1974-01-01,15413257897.0596
1974-02-01,15413672024.1436
1974-03-01,15482831247.1717
1974-04-01,15208955202.2859
1974-05-01,15393103712.3049
1974-06-01,15182313026.5485
1974-07-01,15108322320.8738
1974-08-01,15091205068.0684
1974-09-01,14897393592.7561
1974-10-01,14876273111.472
1974-11-01,14608470930.485
1974-12-01,14574374467.2356
1975-01-01,14080182813.6614
1975-02-01,14089707736.5934
1975-03-01,13847857519.5371
1975-04-01,13974442364.8799
1975-05-01,13647558053.2421
1975-06-01,13837504342.437
1975-07-01,14028969097.6067
1975-08-01,13922400394.6572
1975-09-01,13990593321.156
1975-10-01,13856830273.0237
1975-11-01,14170738602.6962
1975-12-01,14433709301.0367
1976-01-01,14414659455.1726
1976-02-01,14508804345.6021
1976-03-01,14734641648.7438
1976-04-01,14916581480.9814
1976-05-01,15112325549.3524
1976-06-01,14898083804.5628
1976-07-01,14907884812.2174
1976-08-01,15060697706.2137
1976-09-01,15098383270.8577
1976-10-01,14842452732.9453
1976-11-01,15139519894.5351
1976-12-01,15184383661.9685
1977-01-01,15469027011.0383
1977-02-01,15268175375.298
1977-03-01,15293713212.1447
1977-04-01,15185488000.8592
1977-05-01,15366875663.6515
1977-06-01,15523553743.7651
1977-07-01,15434930547.789
1977-08-01,15477861722.1637
1977-09-01,15410911176.9169
1977-10-01,15516099456.2531
1977-11-01,15562619732.0225
1977-12-01,15602237889.7252
1978-01-01,15631640912.6893
1978-02-01,15747734538.5708
1978-03-01,15690585000.9787
1978-04-01,15984201103.5352
1978-05-01,15792184178.9202
1978-06-01,16109681609.9874
1978-07-01,15871282451.9643
1978-08-01,15947481835.4204
1978-09-01,16348080768.0104
1978-10-01,16402745543.0985
1978-11-01,16559009496.1281
1978-12-01,16817424796.5445
1979-01-01,16791472832.6138
1979-02-01,16818115008.3512
1979-03-01,16781533782.5978
1979-04-01,16673998783.119
1979-05-01,16958228005.1048
1979-06-01,16844757184.0886
1979-07-01,17030976329.5275
1979-08-01,17022969872.5702
1979-09-01,16987907112.7915
1979-10-01,16962369275.9448
1979-11-01,16819495431.9645
1979-12-01,16600974373.9735
1980-01-01,16824326914.6112
1980-02-01,16524360863.4334
1980-03-01,16716239745.687
1980-04-01,16344905793.6998
1980-05-01,15941960140.9671
1980-06-01,15841327259.5549
1980-07-01,15983510891.7285
1980-08-01,15909244101.3311
1980-09-01,16275470485.949
1980-10-01,16463760266.808
1980-11-01,16495786094.6373
1980-12-01,16627478507.3495
1981-01-01,16445262590.3892
1981-02-01,16544791132.9107
1981-03-01,16509176203.6867
1981-04-01,16853867979.9366
1981-05-01,16591863578.1255
1981-06-01,16692082332.4536
1981-07-01,16708509373.4523
1981-08-01,16079450332.8553
1981-09-01,16476460164.0506
1981-10-01,16236128412.9689
1981-11-01,15932021090.9511
1981-12-01,16026718150.8259
1982-01-01,15797705873.3735
1982-02-01,15819102439.3802
1982-03-01,15627223557.1266
1982-04-01,15192252076.5646
1982-05-01,15310830464.9501
1982-06-01,15045651088.8283
1982-07-01,14745132868.2052
1982-08-01,15023426268.6536
1982-09-01,14845765749.6173
1982-10-01,14567610391.5302
1982-11-01,14808632354.4186
1982-12-01,14703720159.8051
1983-01-01,14975249484.5482
1983-02-01,14988363508.8749
1983-03-01,15090100729.1777
1983-04-01,15337058513.6035
1983-05-01,15434102293.6209
1983-06-01,15908691931.8857
1983-07-01,15908139762.4404
1983-08-01,16311085415.173
1983-09-01,16641420785.8442
1983-10-01,16493163289.772
1983-11-01,16715549533.8804
1983-12-01,17222303042.3358
1984-01-01,17112973492.1597
1984-02-01,17055133742.7609
1984-03-01,17299330679.96
1984-04-01,17817679746.7675
1984-05-01,18036614931.8425
1984-06-01,18039513821.4305
1984-07-01,18304002985.7456
1984-08-01,18322500662.1643
1984-09-01,18014666196.3905
1984-10-01,18382549089.3444
1984-11-01,18324157170.5003
1984-12-01,18347072202.4817
1985-01-01,18500851393.0072
1985-02-01,18730968009.3503
1985-03-01,18825112899.7798
1985-04-01,18681410801.6315
1985-05-01,18814207553.2344
1985-06-01,18792672944.8664
1985-07-01,18846233381.0638
1985-08-01,18902830749.2106
1985-09-01,18973370395.852
1985-10-01,19145785305.1576
1985-11-01,19169666633.6683
1985-12-01,19192443623.2884
1986-01-01,19297217775.5405
1986-02-01,19181538276.743
1986-03-01,18845267084.5345
1986-04-01,19000702783.3961
1986-05-01,18602312528.5874
1986-06-01,18530944627.778
1986-07-01,18665397887.7168
1986-08-01,18497676418.6966
1986-09-01,18581054004.942
1986-10-01,18559243311.8513
1986-11-01,18519349069.4259
1986-12-01,18847061635.2318
1987-01-01,19041977449.4348
1987-02-01,19083252115.4735
1987-03-01,19208732621.9257
1987-04-01,19117624663.4456
1987-05-01,19130186518.3269
1987-06-01,19354505355.494
1987-07-01,19564881914.1663
1987-08-01,19785887734.6613
1987-09-01,19894665115.3922
1987-10-01,20097725428.9138
1987-11-01,20261857796.5394
1987-12-01,20464227898.2544
1988-01-01,20628912435.3253
1988-02-01,20690617370.8414
1988-03-01,20863860534.3151
1988-04-01,20826313012.0323
1988-05-01,20977193312.9699
1988-06-01,20863446407.2311
1988-07-01,20741969129.2575
1988-08-01,20752184263.9962
1988-09-01,20889950540.6071
1988-10-01,20703593352.8068
1988-11-01,20568173796.3386
1988-12-01,20849642171.0977
1989-01-01,20780344905.7083
1989-02-01,20993896438.6913
1989-03-01,20875456092.6671
1989-04-01,21001074641.4806
1989-05-01,20799532793.9336
1989-06-01,20641474290.2067
1989-07-01,20476375626.0518
1989-08-01,20511576428.1918
1989-09-01,20566931415.0866
1989-10-01,20318317122.3248
1989-11-01,20526899130.2998
1989-12-01,20752460348.7189
1990-01-01,20285877167.4115
1990-02-01,20391479573.8316
1990-03-01,20491008116.3531
1990-04-01,20333915909.1555
1990-05-01,20377123168.2529
1990-06-01,20407216403.0237
1990-07-01,20425852121.8037
1990-08-01,20115256808.8032
1990-09-01,19763938999.2093
1990-10-01,19773325879.78
1990-11-01,19548454873.1676
1990-12-01,19391776793.054
1991-01-01,19490891208.4915
1991-02-01,19152273296.1403
1991-03-01,19165525362.8283
1991-04-01,19176154624.651
1991-05-01,19319856722.7992
1991-06-01,19419523307.6821
1991-07-01,19473083743.8795
1991-08-01,19447545907.0328
1991-09-01,19526644180.0769
1991-10-01,19441886170.2181
1991-11-01,19343185881.8646
1991-12-01,19138469060.0069
1992-01-01,19407651664.6074
1992-02-01,19388463776.382
1992-03-01,19372312820.106
1992-04-01,19549007042.6129
1992-05-01,19447545907.0328
1992-06-01,19516981214.7836
1992-07-01,19322893654.7486
1992-08-01,19454448025.0994
1992-09-01,19562811278.7463
1992-10-01,19797897420.0973
1992-11-01,19850215475.0428
1992-12-01,19896873793.1735
1993-01-01,19933869146.0109
1993-02-01,20223896147.1727
1993-03-01,20430683604.4504
1993-04-01,20339023476.5249
1993-05-01,20232592815.9367
1993-06-01,20347582102.9276
1993-07-01,20215061436.0473
1993-08-01,20489213565.6558
1993-09-01,20755083153.5842
1993-10-01,20760604848.0376
1993-11-01,20819686978.6883
1993-12-01,20634434129.7787
1994-01-01,20848813916.9297
1994-02-01,20906239539.2445
1994-03-01,21196542625.1289
1994-04-01,21345076205.9238
1994-05-01,21549654985.4202
1994-06-01,21829466851.8433
1994-07-01,21824359284.4739
1994-08-01,22014719700.7529
1994-09-01,22206736625.3679
1994-10-01,22132193750.2478
1994-11-01,22394198152.0589
1994-12-01,22744825749.8461
1995-01-01,22987604894.8514
1995-02-01,22990477427.8485
1995-03-01,22826636656.9
1995-04-01,22777697205.8375
1995-05-01,22754716941.8603
1995-06-01,22713012018.3461
1995-07-01,22641198693.4174
1995-08-01,22691414825.812
1995-09-01,22619601500.8833
1995-10-01,22608111368.8947
1995-11-01,22665562028.8377
1995-12-01,22559171917.8322
1996-01-01,22779186667.3916
1996-02-01,22773441601.3973
1996-03-01,22629708561.4288
1996-04-01,22744609881.3148
1996-05-01,22859617591.3117
1996-06-01,22915685179.8116
1996-07-01,23148573132.8027
1996-08-01,23227620985.2798
1996-09-01,23221875919.2855
1996-10-01,23148573132.8027
1996-11-01,23510831460.7765
1996-12-01,23118358341.2772
1997-01-01,23563833333.3333
1997-02-01,23823250000
1997-03-01,23680416666.6667
1997-04-01,24006750000
1997-05-01,24045666666.6667
1997-06-01,23842666666.6667
1997-07-01,24433833333.3333
1997-08-01,2.438e+10
1997-09-01,24340250000
1997-10-01,24625333333.3333
1997-11-01,24654750000
1997-12-01,24735416666.6667
1998-01-01,24553583333.3333
1998-02-01,24855916666.6667
1998-03-01,25100833333.3333
1998-04-01,24990750000
1998-05-01,24791166666.6667
1998-06-01,24775916666.6667
1998-07-01,24389083333.3333
1998-08-01,25015416666.6667
1998-09-01,25086416666.6667
1998-10-01,25137250000
1998-11-01,25207916666.6667
1998-12-01,25607250000
1999-01-01,25892666666.6667
1999-02-01,25868083333.3333
1999-03-01,25771416666.6667
1999-04-01,25928750000
1999-05-01,25880416666.6667
1999-06-01,26235666666.6667
1999-07-01,26385083333.3333
1999-08-01,26637083333.3333
1999-09-01,26991750000
1999-10-01,26841666666.6667
1999-11-01,27185833333.3333
1999-12-01,27609833333.3333
2000-01-01,27715583333.3333
2000-02-01,27608666666.6667
2000-03-01,27927916666.6667
2000-04-01,27849333333.3333
2000-05-01,28272166666.6667
2000-06-01,28367666666.6667
2000-07-01,28369083333.3333
2000-08-01,28656750000
2000-09-01,28645416666.6667
2000-10-01,28708916666.6667
2000-11-01,28706750000
2000-12-01,28735250000
2001-01-01,2.8e+10
2001-02-01,27934166666.6667
2001-03-01,27722666666.6667
2001-04-01,27816333333.3333
2001-05-01,27853500000
2001-06-01,27579583333.3333
2001-07-01,27195583333.3333
2001-08-01,27339666666.6667
2001-09-01,26920500000
2001-10-01,27000500000
2001-11-01,27024666666.6667
2001-12-01,26498083333.3333
2002-01-01,2.743e+10
2002-02-01,27800750000
2002-03-01,27755583333.3333
2002-04-01,28151666666.6667
2002-05-01,28134666666.6667
2002-06-01,27934083333.3333
2002-07-01,28223916666.6667
2002-08-01,28165666666.6667
2002-09-01,27909250000
2002-10-01,2.8098e+10
2002-11-01,27921083333.3333
2002-12-01,27609333333.3333
2003-01-01,27912250000
2003-02-01,27956833333.3333
2003-03-01,27853250000
2003-04-01,27752916666.6667
2003-05-01,27770916666.6667
2003-06-01,27640333333.3333
2003-07-01,27942833333.3333
2003-08-01,27567666666.6667
2003-09-01,28116333333.3333
2003-10-01,28275166666.6667
2003-11-01,28298500000
2003-12-01,28355416666.6667
2004-01-01,28237833333.3333
2004-02-01,28140583333.3333
2004-03-01,28484583333.3333
2004-04-01,28432333333.3333
2004-05-01,28310583333.3333
2004-06-01,28724333333.3333
2004-07-01,28530083333.3333
2004-08-01,28683833333.3333
2004-09-01,28828583333.3333
2004-10-01,2.8801e+10
2004-11-01,28804250000
2004-12-01,28820083333.3333
2005-01-01,29190583333.3333
2005-02-01,28895833333.3333
2005-03-01,28595166666.6667
2005-04-01,28957250000
2005-05-01,29202500000
2005-06-01,29009583333.3333
2005-07-01,29093583333.3333
2005-08-01,29344500000
2005-09-01,29396166666.6667
2005-10-01,29420500000
2005-11-01,29645666666.6667
2005-12-01,29844583333.3333
2006-01-01,29718833333.3333
2006-02-01,29649166666.6667
2006-03-01,29693666666.6667
2006-04-01,29503166666.6667
2006-05-01,29401833333.3333
2006-06-01,29245250000
2006-07-01,29256666666.6667
2006-08-01,29048583333.3333
2006-09-01,28572166666.6667
2006-10-01,28515750000
2006-11-01,28493083333.3333
2006-12-01,28785250000
2007-01-01,28660416666.6667
2007-02-01,28968333333.3333
2007-03-01,2.9022e+10
2007-04-01,28893333333.3333
2007-05-01,28957750000
2007-06-01,29037833333.3333
2007-07-01,28732666666.6667
2007-08-01,28912250000
2007-09-01,28757666666.6667
2007-10-01,28555666666.6667
2007-11-01,28457833333.3333
2007-12-01,27942500000
2008-01-01,27872666666.6667
2008-02-01,27917166666.6667
2008-03-01,27664500000
2008-04-01,27957833333.3333
2008-05-01,2.7877e+10
2008-06-01,2.8077e+10
2008-07-01,28521666666.6667
2008-08-01,28188416666.6667
2008-09-01,27908916666.6667
2008-10-01,27798500000
2008-11-01,27279750000
2008-12-01,26414166666.6667
2009-01-01,25904500000
2009-02-01,25589333333.3333
2009-03-01,25070500000
2009-04-01,24598750000
2009-05-01,24380583333.3333
2009-06-01,24274750000
2009-07-01,24301583333.3333
2009-08-01,2.4229e+10
2009-09-01,24644750000
2009-10-01,24646083333.3333
2009-11-01,25028250000
2009-12-01,24882083333.3333
2010-01-01,25156333333.3333
2010-02-01,25487416666.6667
2010-03-01,25814083333.3333
2010-04-01,25763416666.6667
2010-05-01,2.6402e+10
2010-06-01,26571750000
2010-07-01,26580333333.3333
2010-08-01,26587333333.3333
2010-09-01,2.646e+10
2010-10-01,26682833333.3333
2010-11-01,26691083333.3333
2010-12-01,27196083333.3333
2011-01-01,27133333333.3333
2011-02-01,27023500000
2011-03-01,2.7331e+10
2011-04-01,27437166666.6667
2011-05-01,26956750000
2011-06-01,27124583333.3333
2011-07-01,27605416666.6667
2011-08-01,27897333333.3333
2011-09-01,28085083333.3333
2011-10-01,27899333333.3333
2011-11-01,27827583333.3333
2011-12-01,28094666666.6667
2012-01-01,28097916666.6667
2012-02-01,27487833333.3333
2012-03-01,2.7536e+10
2012-04-01,27783333333.3333
2012-05-01,27767250000
2012-06-01,27607583333.3333
2012-07-01,2.7503e+10
2012-08-01,27226166666.6667
2012-09-01,27134333333.3333
2012-10-01,2.7127e+10
2012-11-01,27403833333.3333
2012-12-01,27284250000
2013-01-01,27494916666.6667
2013-02-01,27787083333.3333
2013-03-01,27959750000
2013-04-01,27765750000
2013-05-01,27707666666.6667
2013-06-01,27623333333.3333
2013-07-01,27736250000
2013-08-01,27978750000
2013-09-01,28210583333.3333
2013-10-01,28604666666.6667
2013-11-01,28508500000
2013-12-01,2.8264e+10
2014-01-01,28369833333.3333
2014-02-01,28898750000
2014-03-01,28992166666.6667
2014-04-01,29371750000
2014-05-01,29449916666.6667
2014-06-01,29698416666.6667
2014-07-01,2.9526e+10
2014-08-01,29034416666.6667
2014-09-01,29590750000
2014-10-01,29827583333.3333
2014-11-01,29717916666.6667
2014-12-01,29836500000
2015-01-01,29634416666.6667
2015-02-01,29444916666.6667
2015-03-01,29266666666.6667
2015-04-01,29011250000
2015-05-01,28740416666.6667
2015-06-01,28973166666.6667
2015-07-01,29398583333.3333
2015-08-01,29715666666.6667
2015-09-01,29084666666.6667
2015-10-01,29018583333.3333
2015-11-01,29110833333.3333
2015-12-01,29240583333.3333
2016-01-01,29417416666.6667
2016-02-01,29145250000
2016-03-01,28844333333.3333
2016-04-01,28912833333.3333
2016-05-01,27798166666.6667
2016-06-01,28511916666.6667
2016-07-01,29247666666.6667
2016-08-01,29353250000
2016-09-01,29683333333.3333
2016-10-01,29508250000
2016-11-01,29859083333.3333
2016-12-01,29904416666.6667
2017-01-01,30020750000
2017-02-01,29959750000
2017-03-01,30147916666.6667
2017-04-01,30278666666.6667
2017-05-01,30613083333.3333
2017-06-01,30529083333.3333
2017-07-01,30556750000
2017-08-01,3.0122e+10
2017-09-01,30187916666.6667
2017-10-01,29967750000
2017-11-01,30294833333.3333
2017-12-01,30401500000
2018-01-01,30535333333.3333
2018-02-01,30826416666.6667
2018-03-01,31271166666.6667
2018-04-01,31274416666.6667
2018-05-01,31199916666.6667
2018-06-01,31445166666.6667
2018-07-01,31641500000
2018-08-01,31579666666.6667
2018-09-01,31552583333.3333
2018-10-01,31597416666.6667
2018-11-01,31369666666.6667
2018-12-01,31034750000
2019-01-01,31045666666.6667
2019-02-01,31009083333.3333
2019-03-01,31351833333.3333
2019-04-01,31707916666.6667
2019-05-01,31899416666.6667
2019-06-01,31648750000
2019-07-01,31141166666.6667
2019-08-01,31139500000
2019-09-01,31163666666.6667
2019-10-01,31119333333.3333
2019-11-01,30982583333.3333
2019-12-01,30852083333.3333
2020-01-01,31112416666.6667
2020-02-01,31465500000
2020-03-01,29292250000
2020-04-01,24793333333.3333
2020-05-01,26150250000
2020-06-01,27711916666.6667
2020-07-01,28622916666.6667
2020-08-01,28723750000
2020-09-01,29039333333.3333
2020-10-01,29292333333.3333
2020-11-01,29743250000
2020-12-01,30085750000
2021-01-01,30359166666.6667
2021-02-01,30080833333.3333
2021-03-01,30234833333.3333
2021-04-01,2.9643e+10
2021-05-01,29660666666.6667
2021-06-01,30218666666.6667
2021-07-01,30178250000
2021-08-01,30263500000
2021-09-01,30187750000
2021-10-01,30729416666.6667
2021-11-01,30617333333.3333
2021-12-01,30795583333.3333
2022-01-01,31007500000
2022-02-01,31087166666.6667
2022-03-01,31379916666.6667
2022-04-01,3.1658e+10
2022-05-01,31550750000
2022-06-01,31798666666.6667
2022-07-01,31645500000
2022-08-01,31631750000
2022-09-01,31653416666.6667
2022-10-01,3.129e+10
2022-11-01,31337916666.6667
2022-12-01,31022416666.6667
2023-01-01,31245666666.6667
2023-02-01,31453250000
2023-03-01,31688250000
2023-04-01,31675333333.3333
2023-05-01,31638083333.3333
2023-06-01,31705750000
2023-07-01,31661500000
2023-08-01,3.1481e+10
2023-09-01,31436916666.6667
