"Date","LFIN55FECAM647N"
2009-04-01,895300
2009-05-01,901500
2009-06-01,902600
2009-07-01,938500
2009-08-01,922200
2009-09-01,918000
2009-10-01,913200
2009-11-01,926100
2009-12-01,941200
2010-01-01,953300
2010-02-01,950700
2010-03-01,956300
2010-04-01,955000
2010-05-01,952500
2010-06-01,940900
2010-07-01,953100
2010-08-01,940900
2010-09-01,928000
2010-10-01,913600
2010-11-01,915800
2010-12-01,929300
2011-01-01,920600
2011-02-01,919400
2011-03-01,943300
2011-04-01,920200
2011-05-01,931000
2011-06-01,948000
2011-07-01,993600
2011-08-01,978800
2011-09-01,985100
2011-10-01,982600
2011-11-01,975700
2011-12-01,954800
2012-01-01,952600
2012-02-01,951900
2012-03-01,934200
2012-04-01,927400
2012-05-01,942800
2012-06-01,954400
2012-07-01,997400
2012-08-01,964800
2012-09-01,957600
2012-10-01,965200
2012-11-01,965100
2012-12-01,961000
2013-01-01,954200
2013-02-01,930600
2013-03-01,948900
2013-04-01,945300
2013-05-01,938500
2013-06-01,957100
2013-07-01,981800
2013-08-01,954900
2013-09-01,952500
2013-10-01,952000
2013-11-01,950100
2013-12-01,948600
2014-01-01,951500
2014-02-01,951300
2014-03-01,970400
2014-04-01,950500
2014-05-01,963200
2014-06-01,968400
2014-07-01,1002700
2014-08-01,1e+06
2014-09-01,996200
2014-10-01,995900
2014-11-01,998400
2014-12-01,1009900
2015-01-01,1007800
2015-02-01,988400
2015-03-01,971700
2015-04-01,991500
2015-05-01,1001200
2015-06-01,1005700
2015-07-01,1050200
2015-08-01,1022800
2015-09-01,1021800
2015-10-01,1002800
2015-11-01,1006300
2015-12-01,1006500
2016-01-01,1013200
2016-02-01,1001200
2016-03-01,997500
2016-04-01,990700
2016-05-01,986800
2016-06-01,1001400
2016-07-01,1034100
2016-08-01,998600
2016-09-01,984400
2016-10-01,980500
2016-11-01,1007100
2016-12-01,1008700
2017-01-01,1013700
2017-02-01,1006900
2017-03-01,1016800
2017-04-01,1017300
2017-05-01,1027600
2017-06-01,1002800
2017-07-01,1035800
2017-08-01,1002500
2017-09-01,1005400
2017-10-01,994900
2017-11-01,986200
2017-12-01,973300
2018-01-01,1001500
2018-02-01,1005000
2018-03-01,1017500
2018-04-01,1024300
2018-05-01,1027800
2018-06-01,1024600
2018-07-01,1045400
2018-08-01,1011600
2018-09-01,989700
2018-10-01,984400
2018-11-01,984600
2018-12-01,1015800
2019-01-01,1056600
2019-02-01,1056300
2019-03-01,1039300
2019-04-01,1035200
2019-05-01,1044500
2019-06-01,1020700
2019-07-01,1058000
2019-08-01,1031800
2019-09-01,992100
2019-10-01,981300
2019-11-01,985400
2019-12-01,1005600
2020-01-01,1024700
2020-02-01,1003700
2020-03-01,1064100
2020-04-01,1139200
2020-05-01,1145800
2020-06-01,1099100
2020-07-01,1099400
2020-08-01,1049600
2020-09-01,1047200
2020-10-01,1010200
2020-11-01,1006500
2020-12-01,998700
2021-01-01,1009100
2021-02-01,989700
2021-03-01,983900
2021-04-01,977800
2021-05-01,991500
2021-06-01,985800
2021-07-01,1022000
2021-08-01,985500
2021-09-01,972700
2021-10-01,978600
2021-11-01,978400
2021-12-01,997200
2022-01-01,1014200
2022-02-01,1005500
2022-03-01,1004200
2022-04-01,1009700
2022-05-01,1013100
2022-06-01,1030200
2022-07-01,1055900
2022-08-01,1029500
2022-09-01,988200
2022-10-01,974600
2022-11-01,989800
2022-12-01,997600
2023-01-01,989800
2023-02-01,952900
2023-03-01,955900
2023-04-01,951800
2023-05-01,954900
2023-06-01,947500
2023-07-01,978000
2023-08-01,994500
2023-09-01,969700
2023-10-01,964300
2023-11-01,962900
