"Date","CANSLMNTO02MLM"
1979-01-01,11427800000
1979-02-01,11459400000
1979-03-01,13125600000
1979-04-01,12133200000
1979-05-01,13342700000
1979-06-01,13349200000
1979-07-01,11716600000
1979-08-01,12752400000
1979-09-01,13272600000
1979-10-01,14218800000
1979-11-01,13557300000
1979-12-01,12130900000
1980-01-01,12889199990
1980-02-01,13453799990
1980-03-01,14548099990
1980-04-01,13669799990
1980-05-01,1.3859e+10
1980-06-01,13961799990
1980-07-01,12901099990
1980-08-01,12841500000
1980-09-01,15033799990
1980-10-01,15789599990
1980-11-01,14816099990
1980-12-01,14600199990
1981-01-01,13806353000
1981-02-01,14538585000
1981-03-01,16604714000
1981-04-01,16457535000
1981-05-01,16464169000
1981-06-01,17733151000
1981-07-01,15570323000
1981-08-01,14866009000
1981-09-01,16860025000
1981-10-01,16986774000
1981-11-01,15952841000
1981-12-01,15010957000
1982-01-01,14106112000
1982-02-01,15095995000
1982-03-01,17274282000
1982-04-01,15526355000
1982-05-01,16070866000
1982-06-01,17152474000
1982-07-01,14406805000
1982-08-01,15528664000
1982-09-01,16465177000
1982-10-01,15549748000
1982-11-01,15591714000
1982-12-01,14602058000
1983-01-01,14301572000
1983-02-01,14950830000
1983-03-01,17209347000
1983-04-01,16231602000
1983-05-01,17459904000
1983-06-01,18416187000
1983-07-01,15602477000
1983-08-01,16834949000
1983-09-01,18317327000
1983-10-01,18392475000
1983-11-01,18521987000
1983-12-01,16780085000
1984-01-01,17319657000
1984-02-01,17916283000
1984-03-01,19772191000
1984-04-01,18454259000
1984-05-01,20469065000
1984-06-01,20400058000
1984-07-01,17869530000
1984-08-01,19527415000
1984-09-01,19592212000
1984-10-01,20669375000
1984-11-01,20277882000
1984-12-01,17580477000
1985-01-01,18757891000
1985-02-01,18633949000
1985-03-01,20920829000
1985-04-01,20549773000
1985-05-01,22045313000
1985-06-01,21615911000
1985-07-01,19424875000
1985-08-01,20563162000
1985-09-01,21744891000
1985-10-01,22669893000
1985-11-01,21743669000
1985-12-01,19861336000
1986-01-01,20170209000
1986-02-01,20101187000
1986-03-01,21577188000
1986-04-01,22182726000
1986-05-01,22157095000
1986-06-01,21934667000
1986-07-01,19833507000
1986-08-01,19967529000
1986-09-01,21875443000
1986-10-01,22602492000
1986-11-01,20838383000
1986-12-01,20088723000
1987-01-01,20342120000
1987-02-01,20975305000
1987-03-01,23168981000
1987-04-01,22331212000
1987-05-01,22916188000
1987-06-01,23878236000
1987-07-01,21108136000
1987-08-01,21895808000
1987-09-01,24178125000
1987-10-01,24634189000
1987-11-01,23951406000
1987-12-01,22647975000
1988-01-01,22802751000
1988-02-01,23835154000
1988-03-01,26373479000
1988-04-01,24438673000
1988-05-01,25988670000
1988-06-01,26630864000
1988-07-01,22014728000
1988-08-01,24616989000
1988-09-01,26237372000
1988-10-01,25728066000
1988-11-01,25540166000
1988-12-01,23483986000
1989-01-01,24070225000
1989-02-01,24751114000
1989-03-01,26894159000
1989-04-01,25864970000
1989-05-01,27605089000
1989-06-01,27434430000
1989-07-01,23183974000
1989-08-01,25516035000
1989-09-01,26660197000
1989-10-01,27002590000
1989-11-01,26444275000
1989-12-01,23559660000
1990-01-01,23067952000
1990-02-01,23875261000
1990-03-01,26790146000
1990-04-01,24828225000
1990-05-01,27225960000
1990-06-01,26789536000
1990-07-01,23036238000
1990-08-01,24563751000
1990-09-01,25102067000
1990-10-01,27035414000
1990-11-01,24965466000
1990-12-01,21915211000
1991-01-01,21924585000
1991-02-01,21399683000
1991-03-01,23388623000
1991-04-01,23889646000
1991-05-01,25233256000
1991-06-01,24684801000
1991-07-01,21858221000
1991-08-01,23434502000
1991-09-01,24517445000
1991-10-01,25264680000
1991-11-01,23669083000
1991-12-01,21239421000
1992-01-01,20532164000
1992-02-01,21629502000
1992-03-01,23899635000
1992-04-01,23391246000
1992-05-01,24074180000
1992-06-01,25307741000
1992-07-01,21189663000
1992-08-01,23273109000
1992-09-01,24707614000
1992-10-01,25354038000
1992-11-01,24223502000
1992-12-01,22935758000
1993-01-01,21715563000
1993-02-01,23094193000
1993-03-01,27118241000
1993-04-01,25490122000
1993-05-01,25841563000
1993-06-01,26983201000
1993-07-01,22203738000
1993-08-01,25616413000
1993-09-01,27483145000
1993-10-01,27170665000
1993-11-01,26910018000
1993-12-01,24316121000
1994-01-01,23455550000
1994-02-01,24421659000
1994-03-01,29350286000
1994-04-01,28059861000
1994-05-01,30108068000
1994-06-01,30991797000
1994-07-01,25654722000
1994-08-01,30556084000
1994-09-01,31160407000
1994-10-01,31350166000
1994-11-01,32342411000
1994-12-01,29489821000
1995-01-01,30446447000
1995-02-01,30498776000
1995-03-01,34649844000
1995-04-01,31734888000
1995-05-01,34816546000
1995-06-01,34363629000
1995-07-01,28211238000
1995-08-01,33713813000
1995-09-01,33951851000
1995-10-01,33991868000
1995-11-01,33378407000
1995-12-01,30022144000
1996-01-01,30691885000
1996-02-01,31254370000
1996-03-01,32813045000
1996-04-01,33129076000
1996-05-01,35583227000
1996-06-01,34379885000
1996-07-01,31126191000
1996-08-01,34000675000
1996-09-01,35264556000
1996-10-01,35346450000
1996-11-01,34839606000
1996-12-01,31656084000
1997-01-01,32522694000
1997-02-01,32564664000
1997-03-01,35170267000
1997-04-01,36237221000
1997-05-01,37143106000
1997-06-01,36626246000
1997-07-01,33645290000
1997-08-01,35325774000
1997-09-01,37660036000
1997-10-01,38541370000
1997-11-01,36261988000
1997-12-01,34820764000
1998-01-01,32633990000
1998-02-01,34470942000
1998-03-01,38907606000
1998-04-01,37228320000
1998-05-01,37758323000
1998-06-01,37254911000
1998-07-01,31707088000
1998-08-01,36326682000
1998-09-01,38872870000
1998-10-01,40016983000
1998-11-01,39030357000
1998-12-01,36944533000
1999-01-01,36252930000
1999-02-01,37779250000
1999-03-01,44397236000
1999-04-01,41425906000
1999-05-01,42675733000
1999-06-01,44929697000
1999-07-01,37610285000
1999-08-01,44337510000
1999-09-01,46060309000
1999-10-01,45257759000
1999-11-01,46549564000
1999-12-01,43273721000
2000-01-01,41600521000
2000-02-01,43525929000
2000-03-01,50042237000
2000-04-01,43832638000
2000-05-01,49774960000
2000-06-01,49285927000
2000-07-01,40807413000
2000-08-01,48914715000
2000-09-01,48315489000
2000-10-01,50955802000
2000-11-01,49941364000
2000-12-01,44303910000
2001-01-01,44382710000
2001-02-01,41997222000
2001-03-01,48600289000
2001-04-01,45490603000
2001-05-01,50194715000
2001-06-01,47963232000
2001-07-01,40622041000
2001-08-01,47125905000
2001-09-01,44795193000
2001-10-01,46467027000
2001-11-01,45922134000
2001-12-01,39710906000
2002-01-01,41700553000
2002-02-01,42023869000
2002-03-01,46182221000
2002-04-01,48100866000
2002-05-01,50368511000
2002-06-01,48144501000
2002-07-01,43127393000
2002-08-01,49049232000
2002-09-01,48730513000
2002-10-01,50909541000
2002-11-01,48398906000
2002-12-01,43166605000
2003-01-01,44423258000
2003-02-01,43929386000
2003-03-01,49097723000
2003-04-01,47419111000
2003-05-01,49136060000
2003-06-01,47439411000
2003-07-01,43860747000
2003-08-01,45925128000
2003-09-01,50046152000
2003-10-01,50527512000
2003-11-01,47253856000
2003-12-01,44575629000
2004-01-01,42804380000
2004-02-01,44257981000
2004-03-01,52090261000
2004-04-01,49295927000
2004-05-01,50753944000
2004-06-01,52669211000
2004-07-01,44706402000
2004-08-01,50531354000
2004-09-01,51144624000
2004-10-01,50003854000
2004-11-01,49387897000
2004-12-01,44916776000
2005-01-01,45713871000
2005-02-01,46198595000
2005-03-01,51459761000
2005-04-01,49809471000
2005-05-01,51893733000
2005-06-01,52802353000
2005-07-01,44130482000
2005-08-01,52671219000
2005-09-01,52753856000
2005-10-01,52617895000
2005-11-01,51653920000
2005-12-01,47500747000
2006-01-01,47690492000
2006-02-01,46548082000
2006-03-01,54283996000
2006-04-01,49096037000
2006-05-01,53696332000
2006-06-01,53993935000
2006-07-01,46628051000
2006-08-01,53438026000
2006-09-01,50701218000
2006-10-01,50996419000
2006-11-01,51191615000
2006-12-01,47262712000
2007-01-01,47700458000
2007-02-01,46345631000
2007-03-01,53840715000
2007-04-01,50726602000
2007-05-01,54328971000
2007-06-01,52084846000
2007-07-01,46502019000
2007-08-01,51336253000
2007-09-01,48881931000
2007-10-01,51864754000
2007-11-01,50363336000
2007-12-01,43697537000
2008-01-01,45322947000
2008-02-01,46473349000
2008-03-01,48631793000
2008-04-01,50070376000
2008-05-01,53160161000
2008-06-01,54132255000
2008-07-01,51483365000
2008-08-01,50988825000
2008-09-01,52194464000
2008-10-01,52709823000
2008-11-01,46054755000
2008-12-01,40747551000
2009-01-01,37686669000
2009-02-01,37735813000
2009-03-01,41624028000
2009-04-01,40421598000
2009-05-01,39406977000
2009-06-01,41966210000
2009-07-01,40238445000
2009-08-01,40932544000
2009-09-01,42792997000
2009-10-01,43027598000
2009-11-01,42080811000
2009-12-01,40816924000
2010-01-01,39191081000
2010-02-01,39374943000
2010-03-01,46085297000
2010-04-01,43890772000
2010-05-01,45640846000
2010-06-01,47237426000
2010-07-01,41937647000
2010-08-01,45158869000
2010-09-01,45990581000
2010-10-01,45839762000
2010-11-01,45419058000
2010-12-01,43508415000
2011-01-01,43205172000
2011-02-01,42213975000
2011-03-01,49861958000
2011-04-01,45329171000
2011-05-01,47660515000
2011-06-01,48581090000
2011-07-01,44083598000
2011-08-01,49506153000
2011-09-01,50259945000
2011-10-01,49891539000
2011-11-01,50469935000
2011-12-01,47219105000
2012-01-01,45983800000
2012-02-01,45849449000
2012-03-01,51603590000
2012-04-01,47992835000
2012-05-01,52515587000
2012-06-01,51045507000
2012-07-01,45817772000
2012-08-01,50492523000
2012-09-01,48463414000
2012-10-01,50913468000
2012-11-01,50107352000
2012-12-01,44550427000
2013-01-01,45818475000
2013-02-01,45225068000
2013-03-01,49596674000
2013-04-01,48806059000
2013-05-01,51582771000
2013-06-01,49515534000
2013-07-01,47077183000
2013-08-01,50256287000
2013-09-01,50032885000
2013-10-01,52845941000
2013-11-01,50742360000
2013-12-01,46596269000
2014-01-01,46976299000
2014-02-01,46615039000
2014-03-01,52385346000
2014-04-01,49988356000
2014-05-01,53723094000
2014-06-01,53920385000
2014-07-01,51575902000
2014-08-01,51332981000
2014-09-01,54365041000
2014-10-01,55032487000
2014-11-01,50777692000
2014-12-01,49917100000
2015-01-01,46682026000
2015-02-01,45233820000
2015-03-01,53458497000
2015-04-01,49138584000
2015-05-01,51211595000
2015-06-01,54311561000
2015-07-01,50590884000
2015-08-01,51763767000
2015-09-01,52957425000
2015-10-01,51993421000
2015-11-01,51334033000
2015-12-01,49372063000
2016-01-01,47853024000
2016-02-01,47689563000
2016-03-01,52330402000
2016-04-01,49514486000
2016-05-01,52131531000
2016-06-01,54102916000
2016-07-01,47636790000
2016-08-01,53540755000
2016-09-01,53489409000
2016-10-01,51978305000
2016-11-01,53958089000
2016-12-01,51036323000
2017-01-01,50216441000
2017-02-01,49080495000
2017-03-01,57336843000
2017-04-01,51723619000
2017-05-01,58737611000
2017-06-01,57569379000
2017-07-01,49914166000
2017-08-01,56132509000
2017-09-01,55079407000
2017-10-01,55390753000
2017-11-01,57770103000
2017-12-01,52128373000
2018-01-01,52462056000
2018-02-01,51629186000
2018-03-01,58665926000
2018-04-01,55557296000
2018-05-01,61373937000
2018-06-01,61224217000
2018-07-01,56335919000
2018-08-01,60533450000
2018-09-01,57706663000
2018-10-01,61130753000
2018-11-01,59249134000
2018-12-01,52949853000
2019-01-01,54354669000
2019-02-01,51681945000
2019-03-01,59611717000
2019-04-01,57402917000
2019-05-01,63709402000
2019-06-01,59148629000
2019-07-01,56004384000
2019-08-01,59162448000
2019-09-01,58837744000
2019-10-01,60272497000
2019-11-01,57706672000
2019-12-01,54209225000
2020-01-01,53093505000
2020-02-01,52275656000
2020-03-01,52422920000
2020-04-01,35883492000
2020-05-01,41858014000
2020-06-01,52798768000
2020-07-01,51912537000
2020-08-01,52712467000
2020-09-01,56373328000
2020-10-01,56298302000
2020-11-01,54431860000
2020-12-01,53000125000
2021-01-01,51878234000
2021-02-01,51320009000
2021-03-01,63861259000
2021-04-01,57713974000
2021-05-01,60123226000
2021-06-01,64637893000
2021-07-01,58670813000
2021-08-01,62065288000
2021-09-01,61875411000
2021-10-01,62834586000
2021-11-01,65613701000
2021-12-01,62385364000
2022-01-01,59479322000
2022-02-01,62560054000
2022-03-01,77412597000
2022-04-01,71530338000
2022-05-01,75850545000
2022-06-01,77903770000
2022-07-01,69292236000
2022-08-01,73476498000
2022-09-01,72857354000
2022-10-01,72863745000
2022-11-01,73802573000
2022-12-01,66586002000
2023-01-01,68937908000
2023-02-01,64451432000
2023-03-01,77993722000
2023-04-01,68036517000
2023-05-01,77323536000
2023-06-01,75638146000
2023-07-01,68455586000
2023-08-01,75529661000
2023-09-01,73820854000
