"Date","CANLFTOTMDSMEI"
1978-12-01,11360.9
1979-01-01,11387.8
1979-02-01,11398.2
1979-03-01,11439
1979-04-01,11488.5
1979-05-01,11483
1979-06-01,11477.2
1979-07-01,11531.6
1979-08-01,11563.5
1979-09-01,11558.5
1979-10-01,11656.3
1979-11-01,11684
1979-12-01,11710.8
1980-01-01,11791.9
1980-02-01,11788.9
1980-03-01,11800.9
1980-04-01,11851.8
1980-05-01,11812.8
1980-06-01,11872.1
1980-07-01,11841.4
1980-08-01,11877
1980-09-01,11934.6
1980-10-01,11955.9
1980-11-01,11985.1
1980-12-01,12016
1981-01-01,12104.8
1981-02-01,12173.2
1981-03-01,12177.6
1981-04-01,12184.4
1981-05-01,12218
1981-06-01,12271.8
1981-07-01,12220.1
1981-08-01,12212.8
1981-09-01,12335.1
1981-10-01,12318.7
1981-11-01,12307.2
1981-12-01,12308
1982-01-01,12260
1982-02-01,12252.2
1982-03-01,12279.4
1982-04-01,12277.6
1982-05-01,12287.3
1982-06-01,12305
1982-07-01,12373.2
1982-08-01,12320.7
1982-09-01,12334.1
1982-10-01,12381.8
1982-11-01,12352.5
1982-12-01,12392.5
1983-01-01,12357.3
1983-02-01,12386.7
1983-03-01,12430.3
1983-04-01,12480
1983-05-01,12507.5
1983-06-01,12569.7
1983-07-01,12584.7
1983-08-01,12601.6
1983-09-01,12601.4
1983-10-01,12570.7
1983-11-01,12561.2
1983-12-01,12606.3
1984-01-01,12566.9
1984-02-01,12628.8
1984-03-01,12632.8
1984-04-01,12660.9
1984-05-01,12739.4
1984-06-01,12733
1984-07-01,12769.9
1984-08-01,12787.8
1984-09-01,12887.2
1984-10-01,12855.4
1984-11-01,12867
1984-12-01,12846.5
1985-01-01,12857.4
1985-02-01,12874.2
1985-03-01,12935.1
1985-04-01,12962.5
1985-05-01,12980
1985-06-01,12978.6
1985-07-01,13024.4
1985-08-01,13051.2
1985-09-01,13053.8
1985-10-01,13103.9
1985-11-01,13157.2
1985-12-01,13162.8
1986-01-01,13199.8
1986-02-01,13209.9
1986-03-01,13215.5
1986-04-01,13272.9
1986-05-01,13223.8
1986-06-01,13290.9
1986-07-01,13273.4
1986-08-01,13291.5
1986-09-01,13303.7
1986-10-01,13312.5
1986-11-01,13329.8
1986-12-01,13340.7
1987-01-01,13375.4
1987-02-01,13407.9
1987-03-01,13442.7
1987-04-01,13469.7
1987-05-01,13487.1
1987-06-01,13537
1987-07-01,13522.4
1987-08-01,13538.4
1987-09-01,13575.1
1987-10-01,13615.2
1987-11-01,13631.2
1987-12-01,13679.1
1988-01-01,13687.2
1988-02-01,13712.7
1988-03-01,13729.6
1988-04-01,13730
1988-05-01,13749.9
1988-06-01,13739.5
1988-07-01,13787.2
1988-08-01,13803.1
1988-09-01,13815.4
1988-10-01,13834.4
1988-11-01,13867.8
1988-12-01,13883.5
1989-01-01,13994.7
1989-02-01,13998.1
1989-03-01,14039.5
1989-04-01,14042.5
1989-05-01,14040.7
1989-06-01,14027
1989-07-01,14036.4
1989-08-01,14062.5
1989-09-01,14055.2
1989-10-01,14062.1
1989-11-01,14124.2
1989-12-01,14158.7
1990-01-01,14233.2
1990-02-01,14229.2
1990-03-01,14161.3
1990-04-01,14232.3
1990-05-01,14212
1990-06-01,14206.5
1990-07-01,14234.2
1990-08-01,14260
1990-09-01,14290.9
1990-10-01,14304.7
1990-11-01,14301.3
1990-12-01,14293.7
1991-01-01,14298.9
1991-02-01,14297
1991-03-01,14309.8
1991-04-01,14333.9
1991-05-01,14352
1991-06-01,14375.3
1991-07-01,14371.1
1991-08-01,14381.7
1991-09-01,14340.2
1991-10-01,14347.6
1991-11-01,14310.3
1991-12-01,14288.4
1992-01-01,14281
1992-02-01,14268.9
1992-03-01,14299.4
1992-04-01,14265
1992-05-01,14307.9
1992-06-01,14385.2
1992-07-01,14346.9
1992-08-01,14355.5
1992-09-01,14359.4
1992-10-01,14350.2
1992-11-01,14451
1992-12-01,14404.8
1993-01-01,14340.8
1993-02-01,14333.5
1993-03-01,14389.7
1993-04-01,14419.7
1993-05-01,14437.8
1993-06-01,14490
1993-07-01,14468.7
1993-08-01,14443.6
1993-09-01,14486.3
1993-10-01,14455.6
1993-11-01,14498.8
1993-12-01,14496.2
1994-01-01,14482
1994-02-01,14493.7
1994-03-01,14457.2
1994-04-01,14530.1
1994-05-01,14572
1994-06-01,14549.7
1994-07-01,14566.2
1994-08-01,14607.5
1994-09-01,14639.9
1994-10-01,14626.1
1994-11-01,14667.6
1994-12-01,14652.6
1995-01-01,14672
1995-02-01,14662.7
1995-03-01,14719.6
1995-04-01,14656.5
1995-05-01,14660.6
1995-06-01,14672.9
1995-07-01,14698.9
1995-08-01,14701.6
1995-09-01,14688.1
1995-10-01,14716.6
1995-11-01,14672
1995-12-01,14736.5
1996-01-01,14769.6
1996-02-01,14810.2
1996-03-01,14790.3
1996-04-01,14780.8
1996-05-01,14793.6
1996-06-01,14866.2
1996-07-01,14891.6
1996-08-01,14859.5
1996-09-01,14889.6
1996-10-01,14892.2
1996-11-01,14912.8
1996-12-01,14918.8
1997-01-01,14951.9
1997-02-01,14961.8
1997-03-01,14968.1
1997-04-01,14986.5
1997-05-01,15045.2
1997-06-01,15066.2
1997-07-01,15075.9
1997-08-01,15143.7
1997-09-01,15155.2
1997-10-01,15180.5
1997-11-01,15205.8
1997-12-01,15158
1998-01-01,15202.8
1998-02-01,15217.1
1998-03-01,15222.9
1998-04-01,15238.5
1998-05-01,15257.6
1998-06-01,15284.1
1998-07-01,15333.4
1998-08-01,15341.4
1998-09-01,15405.4
1998-10-01,15392.5
1998-11-01,15439.1
1998-12-01,15459
1999-01-01,15499.4
1999-02-01,15486.6
1999-03-01,15497.7
1999-04-01,15592.5
1999-05-01,15591.5
1999-06-01,15553.3
1999-07-01,15610.2
1999-08-01,15610.6
1999-09-01,15645.9
1999-10-01,15640.3
1999-11-01,15633.5
1999-12-01,15671.1
2000-01-01,15720.8
2000-02-01,15753.3
2000-03-01,15779.8
2000-04-01,15787.2
2000-05-01,15783.8
2000-06-01,15807.8
2000-07-01,15818.5
2000-08-01,15883.5
2000-09-01,15916.3
2000-10-01,15955.7
2000-11-01,15982.1
2000-12-01,16003.2
2001-01-01,15987.3
2001-02-01,16012.6
2001-03-01,16051
2001-04-01,16068.3
2001-05-01,16077
2001-06-01,16091.8
2001-07-01,16098.6
2001-08-01,16117.5
2001-09-01,16141.8
2001-10-01,16179.9
2001-11-01,16220.1
2001-12-01,16272.6
2002-01-01,16329.6
2002-02-01,16345.7
2002-03-01,16418.9
2002-04-01,16444.5
2002-05-01,16508.6
2002-06-01,16559.6
2002-07-01,16599.1
2002-08-01,16662.4
2002-09-01,16694.6
2002-10-01,16698.7
2002-11-01,16726.4
2002-12-01,16800.3
2003-01-01,16794.5
2003-02-01,16854.6
2003-03-01,16859.9
2003-04-01,16886.1
2003-05-01,16909.2
2003-06-01,16922.2
2003-07-01,16955.4
2003-08-01,16990.3
2003-09-01,17028.1
2003-10-01,17027.4
2003-11-01,17043.7
2003-12-01,17077.9
2004-01-01,17075.6
2004-02-01,17088.1
2004-03-01,17088.8
2004-04-01,17128.8
2004-05-01,17142.1
2004-06-01,17173.8
2004-07-01,17147.5
2004-08-01,17139.6
2004-09-01,17178.3
2004-10-01,17216.4
2004-11-01,17251.7
2004-12-01,17246
2005-01-01,17226
2005-02-01,17256.4
2005-03-01,17218.4
2005-04-01,17237.2
2005-05-01,17258.7
2005-06-01,17286.9
2005-07-01,17299.4
2005-08-01,17342.8
2005-09-01,17335.5
2005-10-01,17368.5
2005-11-01,17338.3
2005-12-01,17378.8
2006-01-01,17349.6
2006-02-01,17385.9
2006-03-01,17423.4
2006-04-01,17456.9
2006-05-01,17493.8
2006-06-01,17502.6
2006-07-01,17569.4
2006-08-01,17572.1
2006-09-01,17593.4
2006-10-01,17566.7
2006-11-01,17621.2
2006-12-01,17663.7
2007-01-01,17731.5
2007-02-01,17770.7
2007-03-01,17819.4
2007-04-01,17807.3
2007-05-01,17797.7
2007-06-01,17879.5
2007-07-01,17908.4
2007-08-01,17909.6
2007-09-01,17937.9
2007-10-01,17977.4
2007-11-01,18041
2007-12-01,18035.1
2008-01-01,18058.5
2008-02-01,18132.5
2008-03-01,18168.1
2008-04-01,18175.7
2008-05-01,18199.5
2008-06-01,18177.2
2008-07-01,18177.6
2008-08-01,18186.5
2008-09-01,18287.7
2008-10-01,18289
2008-11-01,18263.3
2008-12-01,18292.6
2009-01-01,18248.6
2009-02-01,18298.9
2009-03-01,18293.3
2009-04-01,18288.6
2009-05-01,18334.3
2009-06-01,18333.4
2009-07-01,18327.1
2009-08-01,18366.6
2009-09-01,18334
2009-10-01,18327.1
2009-11-01,18442.8
2009-12-01,18422
2010-01-01,18398.3
2010-02-01,18421.8
2010-03-01,18434.8
2010-04-01,18489.3
2010-05-01,18532.3
2010-06-01,18554.3
2010-07-01,18582.5
2010-08-01,18610.8
2010-09-01,18584.9
2010-10-01,18573
2010-11-01,18551.1
2010-12-01,18581.6
2011-01-01,18671.6
2011-02-01,18670.6
2011-03-01,18663.9
2011-04-01,18699.1
2011-05-01,18674.6
2011-06-01,18715.2
2011-07-01,18696.6
2011-08-01,18701.9
2011-09-01,18737.4
2011-10-01,18715.4
2011-11-01,18731.4
2011-12-01,18754.5
2012-01-01,18778.2
2012-02-01,18740.3
2012-03-01,18792.8
2012-04-01,18865.3
