"Date","LFUN64FECAM647N"
1992-03-01,664800
1992-04-01,606700
1992-05-01,629300
1992-06-01,646700
1992-07-01,714200
1992-08-01,725700
1992-09-01,648800
1992-10-01,621200
1992-11-01,692000
1992-12-01,642200
1993-01-01,669400
1993-02-01,648000
1993-03-01,704100
1993-04-01,695100
1993-05-01,715900
1993-06-01,699900
1993-07-01,768100
1993-08-01,770700
1993-09-01,662600
1993-10-01,653400
1993-11-01,653600
1993-12-01,640800
1994-01-01,690300
1994-02-01,651200
1994-03-01,662600
1994-04-01,650200
1994-05-01,667000
1994-06-01,641000
1994-07-01,679600
1994-08-01,715400
1994-09-01,603400
1994-10-01,597200
1994-11-01,567200
1994-12-01,540500
1995-01-01,623000
1995-02-01,607100
1995-03-01,635200
1995-04-01,575600
1995-05-01,594100
1995-06-01,603000
1995-07-01,672600
1995-08-01,685300
1995-09-01,570100
1995-10-01,555300
1995-11-01,566700
1995-12-01,536100
1996-01-01,608300
1996-02-01,597900
1996-03-01,611300
1996-04-01,570900
1996-05-01,580900
1996-06-01,637500
1996-07-01,699100
1996-08-01,704600
1996-09-01,650700
1996-10-01,632400
1996-11-01,608900
1996-12-01,561100
1997-01-01,627000
1997-02-01,610200
1997-03-01,606600
1997-04-01,593600
1997-05-01,625600
1997-06-01,646400
1997-07-01,661100
1997-08-01,672400
1997-09-01,588600
1997-10-01,589500
1997-11-01,580300
1997-12-01,496000
1998-01-01,606600
1998-02-01,581100
1998-03-01,566300
1998-04-01,537700
1998-05-01,570000
1998-06-01,568300
1998-07-01,599300
1998-08-01,613300
1998-09-01,547100
1998-10-01,503400
1998-11-01,502500
1998-12-01,478000
1999-01-01,541500
1999-02-01,529800
1999-03-01,523400
1999-04-01,552600
1999-05-01,563100
1999-06-01,528900
1999-07-01,582500
1999-08-01,590900
1999-09-01,491900
1999-10-01,462900
1999-11-01,447600
1999-12-01,408100
2000-01-01,464700
2000-02-01,477300
2000-03-01,475200
2000-04-01,461200
2000-05-01,473900
2000-06-01,456700
2000-07-01,550000
2000-08-01,592700
2000-09-01,491800
2000-10-01,481400
2000-11-01,469600
2000-12-01,427900
2001-01-01,495100
2001-02-01,482300
2001-03-01,474700
2001-04-01,480400
2001-05-01,487600
2001-06-01,491900
2001-07-01,565100
2001-08-01,615800
2001-09-01,509000
2001-10-01,485700
2001-11-01,497200
2001-12-01,481000
2002-01-01,525100
2002-02-01,523900
2002-03-01,531200
2002-04-01,528400
2002-05-01,558700
2002-06-01,538900
2002-07-01,615900
2002-08-01,649400
2002-09-01,544000
2002-10-01,519400
2002-11-01,514100
2002-12-01,471000
2003-01-01,545400
2003-02-01,525900
2003-03-01,528300
2003-04-01,557100
2003-05-01,589400
2003-06-01,550300
2003-07-01,627000
2003-08-01,691300
2003-09-01,592100
2003-10-01,531300
2003-11-01,522600
2003-12-01,477000
2004-01-01,548300
2004-02-01,520100
2004-03-01,521200
2004-04-01,526100
2004-05-01,542200
2004-06-01,528400
2004-07-01,611100
2004-08-01,674600
2004-09-01,533800
2004-10-01,524000
2004-11-01,535800
2004-12-01,474300
2005-01-01,521500
2005-02-01,512200
2005-03-01,501300
2005-04-01,484700
2005-05-01,538200
2005-06-01,504400
2005-07-01,559400
2005-08-01,638100
2005-09-01,527300
2005-10-01,508400
2005-11-01,454600
2005-12-01,457700
2006-01-01,515300
2006-02-01,491700
2006-03-01,494900
2006-04-01,502500
2006-05-01,501300
2006-06-01,482600
2006-07-01,591700
2006-08-01,635500
2006-09-01,487000
2006-10-01,461200
2006-11-01,468200
2006-12-01,424300
2007-01-01,483500
2007-02-01,463900
2007-03-01,471900
2007-04-01,454700
2007-05-01,490200
2007-06-01,463500
2007-07-01,546300
2007-08-01,605000
2007-09-01,494000
2007-10-01,435700
2007-11-01,455300
2007-12-01,416900
2008-01-01,465500
2008-02-01,465000
2008-03-01,467800
2008-04-01,449600
2008-05-01,493500
2008-06-01,450400
2008-07-01,541800
2008-08-01,629200
2008-09-01,473600
2008-10-01,458400
2008-11-01,473700
2008-12-01,473900
2009-01-01,540800
2009-02-01,544300
2009-03-01,575300
2009-04-01,571100
2009-05-01,630300
2009-06-01,616200
2009-07-01,728400
2009-08-01,817700
2009-09-01,600300
2009-10-01,585200
2009-11-01,595800
2009-12-01,540800
2010-01-01,610500
2010-02-01,600400
2010-03-01,606000
2010-04-01,610500
2010-05-01,626700
2010-06-01,610100
2010-07-01,717200
2010-08-01,836000
2010-09-01,652700
2010-10-01,624400
2010-11-01,585900
2010-12-01,539000
2011-01-01,622800
2011-02-01,608800
2011-03-01,612200
2011-04-01,619400
2011-05-01,628700
2011-06-01,604100
2011-07-01,683700
2011-08-01,783200
2011-09-01,609800
2011-10-01,595800
2011-11-01,596200
2011-12-01,521400
2012-01-01,619500
2012-02-01,602100
2012-03-01,586000
2012-04-01,591000
2012-05-01,633900
2012-06-01,6e+05
2012-07-01,660800
2012-08-01,768200
2012-09-01,593900
2012-10-01,564300
2012-11-01,558600
2012-12-01,530800
2013-01-01,576700
2013-02-01,591200
2013-03-01,606000
2013-04-01,577500
2013-05-01,588800
2013-06-01,579800
2013-07-01,680500
2013-08-01,753900
2013-09-01,572800
2013-10-01,550200
2013-11-01,525700
2013-12-01,520800
2014-01-01,582100
2014-02-01,575800
2014-03-01,569500
2014-04-01,569900
2014-05-01,618200
2014-06-01,578900
2014-07-01,646800
2014-08-01,732200
2014-09-01,544000
2014-10-01,518900
2014-11-01,519600
2014-12-01,486600
2015-01-01,543500
2015-02-01,530000
2015-03-01,552500
2015-04-01,540100
2015-05-01,565800
2015-06-01,548000
2015-07-01,628200
2015-08-01,723300
2015-09-01,550500
2015-10-01,525200
2015-11-01,513500
2015-12-01,501000
2016-01-01,559800
2016-02-01,545300
2016-03-01,560600
2016-04-01,557300
2016-05-01,571200
2016-06-01,543200
2016-07-01,646900
2016-08-01,709300
2016-09-01,546000
2016-10-01,520200
2016-11-01,495800
2016-12-01,506700
2017-01-01,531000
2017-02-01,518900
2017-03-01,527700
2017-04-01,510200
2017-05-01,541800
2017-06-01,535000
2017-07-01,620200
2017-08-01,698700
2017-09-01,505200
2017-10-01,506200
2017-11-01,480000
2017-12-01,450200
2018-01-01,492900
2018-02-01,492200
2018-03-01,485900
2018-04-01,460100
2018-05-01,524800
2018-06-01,520700
2018-07-01,571800
2018-08-01,692300
2018-09-01,508600
2018-10-01,463600
2018-11-01,447400
2018-12-01,436200
2019-01-01,473100
2019-02-01,462100
2019-03-01,497400
2019-04-01,467300
2019-05-01,470500
2019-06-01,468600
2019-07-01,567800
2019-08-01,644500
2019-09-01,483100
2019-10-01,459600
2019-11-01,469000
2019-12-01,419900
2020-01-01,483900
2020-02-01,485000
2020-03-01,816700
2020-04-01,1134200
2020-05-01,1263800
2020-06-01,1130300
2020-07-01,1075200
2020-08-01,1113800
2020-09-01,757800
2020-10-01,725700
2020-11-01,697200
2020-12-01,700400
2021-01-01,859500
2021-02-01,771200
2021-03-01,697800
2021-04-01,723600
2021-05-01,789500
2021-06-01,671900
2021-07-01,742800
2021-08-01,832500
2021-09-01,597300
2021-10-01,545400
2021-11-01,475300
2021-12-01,472500
2022-01-01,609300
2022-02-01,459800
2022-03-01,511700
2022-04-01,463400
2022-05-01,459900
2022-06-01,440400
2022-07-01,524000
2022-08-01,655500
2022-09-01,457100
2022-10-01,465900
2022-11-01,421700
2022-12-01,397000
2023-01-01,454200
2023-02-01,462200
2023-03-01,467800
2023-04-01,444100
2023-05-01,505300
2023-06-01,518500
2023-07-01,650200
2023-08-01,713300
2023-09-01,506700
2023-10-01,504900
2023-11-01,498400
