"Date","LFEM55FECAM647N"
1987-11-01,384100
1987-12-01,390600
1988-01-01,388000
1988-02-01,394400
1988-03-01,388100
1988-04-01,395800
1988-05-01,402400
1988-06-01,390100
1988-07-01,385500
1988-08-01,384700
1988-09-01,409600
1988-10-01,401300
1988-11-01,387200
1988-12-01,388300
1989-01-01,384800
1989-02-01,386300
1989-03-01,385300
1989-04-01,386800
1989-05-01,386800
1989-06-01,395100
1989-07-01,376400
1989-08-01,371400
1989-09-01,391200
1989-10-01,391800
1989-11-01,388400
1989-12-01,389200
1990-01-01,393000
1990-02-01,382600
1990-03-01,387800
1990-04-01,401200
1990-05-01,403300
1990-06-01,404100
1990-07-01,397300
1990-08-01,403000
1990-09-01,410600
1990-10-01,408500
1990-11-01,395900
1990-12-01,397900
1991-01-01,379300
1991-02-01,381900
1991-03-01,387900
1991-04-01,393400
1991-05-01,394700
1991-06-01,398400
1991-07-01,390500
1991-08-01,394900
1991-09-01,409900
1991-10-01,407200
1991-11-01,395600
1991-12-01,388900
1992-01-01,393800
1992-02-01,386300
1992-03-01,379000
1992-04-01,386500
1992-05-01,391900
1992-06-01,395300
1992-07-01,386700
1992-08-01,398000
1992-09-01,409300
1992-10-01,414700
1992-11-01,409600
1992-12-01,401500
1993-01-01,394200
1993-02-01,401700
1993-03-01,402600
1993-04-01,409400
1993-05-01,396600
1993-06-01,393500
1993-07-01,391100
1993-08-01,386000
1993-09-01,390100
1993-10-01,394200
1993-11-01,402900
1993-12-01,386500
1994-01-01,393800
1994-02-01,397000
1994-03-01,411100
1994-04-01,423500
1994-05-01,422700
1994-06-01,429900
1994-07-01,417100
1994-08-01,426400
1994-09-01,428700
1994-10-01,426500
1994-11-01,420300
1994-12-01,419600
1995-01-01,418300
1995-02-01,416700
1995-03-01,416400
1995-04-01,405300
1995-05-01,412400
1995-06-01,416500
1995-07-01,405900
1995-08-01,413700
1995-09-01,428500
1995-10-01,427700
1995-11-01,420000
1995-12-01,412000
1996-01-01,417400
1996-02-01,422300
1996-03-01,424100
1996-04-01,422300
1996-05-01,433400
1996-06-01,441100
1996-07-01,423100
1996-08-01,431000
1996-09-01,430400
1996-10-01,425500
1996-11-01,423600
1996-12-01,415800
1997-01-01,414200
1997-02-01,428300
1997-03-01,435200
1997-04-01,438900
1997-05-01,436100
1997-06-01,443100
1997-07-01,433000
1997-08-01,439200
1997-09-01,442100
1997-10-01,451600
1997-11-01,459600
1997-12-01,463700
1998-01-01,451000
1998-02-01,475000
1998-03-01,475100
1998-04-01,471900
1998-05-01,464600
1998-06-01,477000
1998-07-01,469800
1998-08-01,468600
1998-09-01,492900
1998-10-01,496100
1998-11-01,500300
1998-12-01,492000
1999-01-01,482600
1999-02-01,494200
1999-03-01,499000
1999-04-01,512300
1999-05-01,507900
1999-06-01,501800
1999-07-01,499800
1999-08-01,499700
1999-09-01,516600
1999-10-01,516600
1999-11-01,523200
1999-12-01,538600
2000-01-01,542600
2000-02-01,544100
2000-03-01,537700
2000-04-01,547500
2000-05-01,543800
2000-06-01,536500
2000-07-01,531800
2000-08-01,547400
2000-09-01,548400
2000-10-01,562500
2000-11-01,568800
2000-12-01,567800
2001-01-01,557300
2001-02-01,559400
2001-03-01,575300
2001-04-01,573400
2001-05-01,568600
2001-06-01,571200
2001-07-01,553500
2001-08-01,557000
2001-09-01,579500
2001-10-01,585500
2001-11-01,590900
2001-12-01,612300
2002-01-01,610900
2002-02-01,604300
2002-03-01,605500
2002-04-01,611200
2002-05-01,613400
2002-06-01,619900
2002-07-01,613700
2002-08-01,637700
2002-09-01,654800
2002-10-01,678700
2002-11-01,685900
2002-12-01,707600
2003-01-01,713900
2003-02-01,719000
2003-03-01,724900
2003-04-01,717200
2003-05-01,727900
2003-06-01,731100
2003-07-01,711300
2003-08-01,718000
2003-09-01,752400
2003-10-01,754000
2003-11-01,775300
2003-12-01,788100
2004-01-01,772500
2004-02-01,772600
2004-03-01,759000
2004-04-01,778000
2004-05-01,785100
2004-06-01,767900
2004-07-01,752800
2004-08-01,765000
2004-09-01,805000
2004-10-01,812300
2004-11-01,821900
2004-12-01,813300
2005-01-01,797700
2005-02-01,814500
2005-03-01,820500
2005-04-01,830100
2005-05-01,835800
2005-06-01,829400
2005-07-01,809900
2005-08-01,818000
2005-09-01,836100
2005-10-01,850900
2005-11-01,849900
2005-12-01,853500
2006-01-01,844900
2006-02-01,866400
2006-03-01,872600
2006-04-01,871800
2006-05-01,886400
2006-06-01,882600
2006-07-01,867200
2006-08-01,857900
2006-09-01,899300
2006-10-01,894000
2006-11-01,903700
2006-12-01,906700
2007-01-01,908000
2007-02-01,926700
2007-03-01,937400
2007-04-01,954400
2007-05-01,942200
2007-06-01,935300
2007-07-01,911000
2007-08-01,922400
2007-09-01,957900
2007-10-01,975900
2007-11-01,976500
2007-12-01,973100
2008-01-01,981600
2008-02-01,985900
2008-03-01,1010000
2008-04-01,1004800
2008-05-01,1005700
2008-06-01,1006700
2008-07-01,970000
2008-08-01,954700
2008-09-01,998900
2008-10-01,1021500
2008-11-01,1020300
2008-12-01,1019400
2009-01-01,1025800
2009-02-01,1044000
2009-03-01,1056100
2009-04-01,1066100
2009-05-01,1075600
2009-06-01,1082800
2009-07-01,1042100
2009-08-01,1037600
2009-09-01,1085300
2009-10-01,1087600
2009-11-01,1079900
2009-12-01,1071900
2010-01-01,1066300
2010-02-01,1075900
2010-03-01,1076200
2010-04-01,1082800
2010-05-01,1100500
2010-06-01,1119200
2010-07-01,1093800
2010-08-01,1085500
2010-09-01,1137400
2010-10-01,1152900
2010-11-01,1161100
2010-12-01,1152000
2011-01-01,1154800
2011-02-01,1159700
2011-03-01,1140000
2011-04-01,1164000
2011-05-01,1165700
2011-06-01,1168800
2011-07-01,1120800
2011-08-01,1113000
2011-09-01,1146100
2011-10-01,1141600
2011-11-01,1150300
2011-12-01,1170500
2012-01-01,1166200
2012-02-01,1188400
2012-03-01,1204900
2012-04-01,1218200
2012-05-01,1210900
2012-06-01,1206200
2012-07-01,1156600
2012-08-01,1184900
2012-09-01,1218400
2012-10-01,1214600
2012-11-01,1218000
2012-12-01,1219900
2013-01-01,1228700
2013-02-01,1249900
2013-03-01,1248400
2013-04-01,1259600
2013-05-01,1280200
2013-06-01,1255700
2013-07-01,1222400
2013-08-01,1240500
2013-09-01,1280400
2013-10-01,1284000
2013-11-01,1286200
2013-12-01,1296700
2014-01-01,1288800
2014-02-01,1289900
2014-03-01,1284000
2014-04-01,1312700
2014-05-01,1306600
2014-06-01,1323600
2014-07-01,1271800
2014-08-01,1261800
2014-09-01,1306600
2014-10-01,1299200
2014-11-01,1299400
2014-12-01,1296300
2015-01-01,1299400
2015-02-01,1320700
2015-03-01,1346100
2015-04-01,1332700
2015-05-01,1339000
2015-06-01,1337900
2015-07-01,1283300
2015-08-01,1296000
2015-09-01,1338100
2015-10-01,1358500
2015-11-01,1357200
2015-12-01,1358600
2016-01-01,1355500
2016-02-01,1367700
2016-03-01,1371700
2016-04-01,1387000
2016-05-01,1403800
2016-06-01,1401500
2016-07-01,1349300
2016-08-01,1364900
2016-09-01,1426100
2016-10-01,1437200
2016-11-01,1416000
2016-12-01,1413000
2017-01-01,1410500
2017-02-01,1415600
2017-03-01,1409500
2017-04-01,1421300
2017-05-01,1422700
2017-06-01,1446200
2017-07-01,1401500
2017-08-01,1421300
2017-09-01,1460300
2017-10-01,1474100
2017-11-01,1495000
2017-12-01,1513200
2018-01-01,1480100
2018-02-01,1482300
2018-03-01,1465200
2018-04-01,1475400
2018-05-01,1481600
2018-06-01,1483800
2018-07-01,1450600
2018-08-01,1456900
2018-09-01,1519600
2018-10-01,1531200
2018-11-01,1530800
2018-12-01,1510400
2019-01-01,1467800
2019-02-01,1464300
2019-03-01,1475000
2019-04-01,1502500
2019-05-01,1499500
2019-06-01,1528800
2019-07-01,1485400
2019-08-01,1491500
2019-09-01,1548700
2019-10-01,1570200
2019-11-01,1565700
2019-12-01,1551400
2020-01-01,1530800
2020-02-01,1539400
2020-03-01,1445600
2020-04-01,1313900
2020-05-01,1330900
2020-06-01,1397200
2020-07-01,1396500
2020-08-01,1426100
2020-09-01,1484700
2020-10-01,1514700
2020-11-01,1525400
2020-12-01,1514700
2021-01-01,1486300
2021-02-01,1506400
2021-03-01,1533500
2021-04-01,1522200
2021-05-01,1511900
2021-06-01,1531100
2021-07-01,1477100
2021-08-01,1491600
2021-09-01,1541400
2021-10-01,1530000
2021-11-01,1540100
2021-12-01,1533600
2022-01-01,1505300
2022-02-01,1533500
2022-03-01,1534400
2022-04-01,1534900
2022-05-01,1541800
2022-06-01,1533500
2022-07-01,1485200
2022-08-01,1476700
2022-09-01,1556400
2022-10-01,1564700
2022-11-01,1555400
2022-12-01,1550100
2023-01-01,1536700
2023-02-01,1584500
2023-03-01,1573800
2023-04-01,1588700
2023-05-01,1587600
2023-06-01,1582100
2023-07-01,1540400
2023-08-01,1488700
2023-09-01,1546900
2023-10-01,1550700
2023-11-01,1553500
