"Date","LFIN24MACAM647S"
2013-01-01,807439.864965243
2013-02-01,809861.677891693
2013-03-01,811844.689249644
2013-04-01,797324.212095686
2013-05-01,777056.086045038
2013-06-01,788827.200683753
2013-07-01,796766.987608497
2013-08-01,781038.035097373
2013-09-01,806823.74286718
2013-10-01,792681.981006667
2013-11-01,805856.516222714
2013-12-01,792211.289104272
2014-01-01,806595.62051691
2014-02-01,809283.353116928
2014-03-01,791435.218739991
2014-04-01,822649.712277021
2014-05-01,809561.262979354
2014-06-01,815386.952682323
2014-07-01,810907.04842852
2014-08-01,803697.92881052
2014-09-01,778998.238655758
2014-10-01,776804.17401096
2014-11-01,779696.64944155
2014-12-01,770110.227706625
2015-01-01,775661.293331676
2015-02-01,761064.044426668
2015-03-01,770812.656634246
2015-04-01,776886.962003314
2015-05-01,769290.245526572
2015-06-01,782796.046411856
2015-07-01,782261.275210368
2015-08-01,773578.374826364
2015-09-01,785103.409460484
2015-10-01,790791.10918372
2015-11-01,815168.665856592
2015-12-01,804016.754115303
2016-01-01,800198.747396647
2016-02-01,801668.86804505
2016-03-01,813383.763750264
2016-04-01,797128.3464414
2016-05-01,797475.846724962
2016-06-01,815530.337685384
2016-07-01,818965.85505497
2016-08-01,809821.787200881
2016-09-01,787341.450356281
2016-10-01,786623.732641028
2016-11-01,790429.308262081
2016-12-01,785593.583305376
2017-01-01,759250.70039797
2017-02-01,775365.539004896
2017-03-01,769452.056775144
2017-04-01,794820.619158209
2017-05-01,773980.628905461
2017-06-01,786635.901546468
2017-07-01,796654.038510127
2017-08-01,797553.83127738
2017-09-01,812942.820360216
2017-10-01,789056.523666039
2017-11-01,771878.974997914
2017-12-01,776487.049138777
2018-01-01,783149.896711571
2018-02-01,797737.435334119
2018-03-01,791422.001204955
2018-04-01,803014.579879506
2018-05-01,799289.512324403
2018-06-01,788943.998164891
2018-07-01,795688.452078504
2018-08-01,810696.025035312
2018-09-01,809952.958658092
2018-10-01,805790.290884813
2018-11-01,803289.164221808
2018-12-01,813501.818244235
2019-01-01,785744.675682207
2019-02-01,796929.701115268
2019-03-01,795576.204038771
2019-04-01,781090.019170657
2019-05-01,799260.312339276
2019-06-01,809894.243601489
2019-07-01,805784.425810559
2019-08-01,796553.220111086
2019-09-01,808723.035838289
2019-10-01,808016.542613984
2019-11-01,805525.040669439
2019-12-01,814864.977283853
2020-01-01,828224.404768179
2020-02-01,813800.994879112
2020-03-01,936822.622522734
2020-04-01,1060231.75236071
2020-05-01,976151.418411316
2020-06-01,836800.010286947
2020-07-01,833565.2670139
2020-08-01,819927.870374138
2020-09-01,807258.375985948
2020-10-01,824104.546493898
2020-11-01,834254.048643115
2020-12-01,855034.512703407
2021-01-01,851899.672114363
2021-02-01,841109.439887987
2021-03-01,807910.496867498
2021-04-01,827572.939744957
2021-05-01,873197.329452134
2021-06-01,823918.382748578
2021-07-01,808242.08331844
2021-08-01,820572.134191104
2021-09-01,799022.265501965
2021-10-01,837724.364749224
2021-11-01,800065.238832666
2021-12-01,797900.559245906
2022-01-01,827997.563770619
2022-02-01,800152.629592842
2022-03-01,832041.015697984
2022-04-01,800948.485862154
2022-05-01,797781.562705963
2022-06-01,818824.690198028
2022-07-01,839481.260376456
2022-08-01,826124.71768062
2022-09-01,820090.930304107
2022-10-01,807654.042615206
2022-11-01,820073.978018359
2022-12-01,807666.943179544
2023-01-01,802758.196015805
2023-02-01,817339.129350035
2023-03-01,822980.676619405
2023-04-01,831542.579621848
2023-05-01,826537.1505584
2023-06-01,812491.01457427
2023-07-01,824200.182801104
2023-08-01,837590.065382138
2023-09-01,867671.787594953
2023-10-01,855150.79325796
2023-11-01,871651.045514179
