"Date","LFIN24MACAM647N"
1985-12-01,720600
1986-01-01,748800
1986-02-01,733700
1986-03-01,706900
1986-04-01,679000
1986-05-01,570500
1986-06-01,446000
1986-07-01,341100
1986-08-01,391800
1986-09-01,677100
1986-10-01,670400
1986-11-01,681500
1986-12-01,699100
1987-01-01,719200
1987-02-01,697500
1987-03-01,672500
1987-04-01,675300
1987-05-01,550400
1987-06-01,429900
1987-07-01,310400
1987-08-01,359500
1987-09-01,637800
1987-10-01,618200
1987-11-01,640000
1987-12-01,649900
1988-01-01,672100
1988-02-01,670000
1988-03-01,644100
1988-04-01,651500
1988-05-01,500900
1988-06-01,443900
1988-07-01,297000
1988-08-01,351300
1988-09-01,619300
1988-10-01,614900
1988-11-01,626700
1988-12-01,644300
1989-01-01,646000
1989-02-01,639500
1989-03-01,614200
1989-04-01,619100
1989-05-01,480500
1989-06-01,415600
1989-07-01,263900
1989-08-01,319300
1989-09-01,589900
1989-10-01,586400
1989-11-01,593200
1989-12-01,612900
1990-01-01,613000
1990-02-01,625200
1990-03-01,621500
1990-04-01,621300
1990-05-01,511700
1990-06-01,453600
1990-07-01,310400
1990-08-01,358100
1990-09-01,605800
1990-10-01,608600
1990-11-01,632400
1990-12-01,647700
1991-01-01,682000
1991-02-01,670700
1991-03-01,668200
1991-04-01,667800
1991-05-01,549100
1991-06-01,479400
1991-07-01,320000
1991-08-01,388400
1991-09-01,657600
1991-10-01,656600
1991-11-01,682800
1991-12-01,696000
1992-01-01,729500
1992-02-01,732700
1992-03-01,701300
1992-04-01,728800
1992-05-01,594900
1992-06-01,485700
1992-07-01,381100
1992-08-01,435000
1992-09-01,703200
1992-10-01,710900
1992-11-01,713600
1992-12-01,733100
1993-01-01,768800
1993-02-01,754500
1993-03-01,724500
1993-04-01,738200
1993-05-01,621600
1993-06-01,512200
1993-07-01,385300
1993-08-01,483200
1993-09-01,726300
1993-10-01,739900
1993-11-01,737100
1993-12-01,756100
1994-01-01,789800
1994-02-01,755600
1994-03-01,759400
1994-04-01,777800
1994-05-01,617000
1994-06-01,553100
1994-07-01,409400
1994-08-01,474500
1994-09-01,724800
1994-10-01,737400
1994-11-01,734400
1994-12-01,776400
1995-01-01,794100
1995-02-01,783300
1995-03-01,761600
1995-04-01,778200
1995-05-01,648800
1995-06-01,566800
1995-07-01,432200
1995-08-01,505400
1995-09-01,772200
1995-10-01,760000
1995-11-01,792800
1995-12-01,776600
1996-01-01,815400
1996-02-01,788400
1996-03-01,790900
1996-04-01,792700
1996-05-01,671200
1996-06-01,603100
1996-07-01,473800
1996-08-01,532800
1996-09-01,780300
1996-10-01,779900
1996-11-01,780900
1996-12-01,809100
1997-01-01,815600
1997-02-01,822000
1997-03-01,830300
1997-04-01,831500
1997-05-01,701600
1997-06-01,601300
1997-07-01,487600
1997-08-01,540600
1997-09-01,782600
1997-10-01,778100
1997-11-01,784000
1997-12-01,805300
1998-01-01,839900
1998-02-01,840500
1998-03-01,839900
1998-04-01,826600
1998-05-01,714200
1998-06-01,611300
1998-07-01,483700
1998-08-01,546200
1998-09-01,789600
1998-10-01,813900
1998-11-01,798300
1998-12-01,809500
1999-01-01,828700
1999-02-01,821500
1999-03-01,805800
1999-04-01,788300
1999-05-01,672600
1999-06-01,611800
1999-07-01,459000
1999-08-01,545900
1999-09-01,745900
1999-10-01,748700
1999-11-01,763400
1999-12-01,769300
2000-01-01,815300
2000-02-01,816500
2000-03-01,809200
2000-04-01,781700
2000-05-01,665300
2000-06-01,634900
2000-07-01,472100
2000-08-01,528000
2000-09-01,751600
2000-10-01,741400
2000-11-01,760300
2000-12-01,755500
2001-01-01,813000
2001-02-01,801400
2001-03-01,794900
2001-04-01,777100
2001-05-01,666100
2001-06-01,626100
2001-07-01,477000
2001-08-01,523900
2001-09-01,764900
2001-10-01,771200
2001-11-01,780400
2001-12-01,788700
2002-01-01,783400
2002-02-01,786400
2002-03-01,768200
2002-04-01,775200
2002-05-01,637300
2002-06-01,602500
2002-07-01,432600
2002-08-01,478200
2002-09-01,730600
2002-10-01,742500
2002-11-01,742900
2002-12-01,749900
2003-01-01,780400
2003-02-01,768800
2003-03-01,767500
2003-04-01,761800
2003-05-01,632000
2003-06-01,571600
2003-07-01,428200
2003-08-01,485300
2003-09-01,736300
2003-10-01,745800
2003-11-01,747200
2003-12-01,770800
2004-01-01,792100
2004-02-01,800400
2004-03-01,804200
2004-04-01,778800
2004-05-01,649900
2004-06-01,603600
2004-07-01,449500
2004-08-01,522600
2004-09-01,741200
2004-10-01,751400
2004-11-01,760300
2004-12-01,782600
2005-01-01,836100
2005-02-01,825300
2005-03-01,836700
2005-04-01,852400
2005-05-01,681900
2005-06-01,647300
2005-07-01,477900
2005-08-01,558300
2005-09-01,805300
2005-10-01,799300
2005-11-01,814800
2005-12-01,822000
2006-01-01,842000
2006-02-01,833700
2006-03-01,810000
2006-04-01,830200
2006-05-01,677000
2006-06-01,637600
2006-07-01,473100
2006-08-01,530400
2006-09-01,778800
2006-10-01,781500
2006-11-01,778000
2006-12-01,803100
2007-01-01,807200
2007-02-01,817900
2007-03-01,802200
2007-04-01,787000
2007-05-01,636800
2007-06-01,595600
2007-07-01,441100
2007-08-01,509400
2007-09-01,783700
2007-10-01,763800
2007-11-01,758000
2007-12-01,775700
2008-01-01,816200
2008-02-01,812200
2008-03-01,798700
2008-04-01,776700
2008-05-01,646800
2008-06-01,583100
2008-07-01,459400
2008-08-01,507700
2008-09-01,739700
2008-10-01,752400
2008-11-01,750300
2008-12-01,796400
2009-01-01,837300
2009-02-01,813600
2009-03-01,813300
2009-04-01,814900
2009-05-01,658800
2009-06-01,629500
2009-07-01,521600
2009-08-01,589200
2009-09-01,843100
2009-10-01,836000
2009-11-01,825400
2009-12-01,848800
2010-01-01,883000
2010-02-01,871500
2010-03-01,856800
2010-04-01,844900
2010-05-01,709900
2010-06-01,668600
2010-07-01,530000
2010-08-01,595600
2010-09-01,856100
2010-10-01,861300
2010-11-01,852600
2010-12-01,863200
2011-01-01,881900
2011-02-01,876900
2011-03-01,873100
2011-04-01,862500
2011-05-01,721800
2011-06-01,659500
2011-07-01,519800
2011-08-01,600800
2011-09-01,820200
2011-10-01,827900
2011-11-01,842300
2011-12-01,872100
2012-01-01,913000
2012-02-01,914700
2012-03-01,906500
2012-04-01,868000
2012-05-01,719300
2012-06-01,691000
2012-07-01,573700
2012-08-01,621400
2012-09-01,855800
2012-10-01,861500
2012-11-01,872800
2012-12-01,889700
2013-01-01,913100
2013-02-01,905800
2013-03-01,896700
2013-04-01,874500
2013-05-01,7e+05
2013-06-01,676300
2013-07-01,563100
2013-08-01,595700
2013-09-01,861700
2013-10-01,845600
2013-11-01,868600
2013-12-01,868400
2014-01-01,911100
2014-02-01,902900
2014-03-01,873800
2014-04-01,900400
2014-05-01,732300
2014-06-01,704000
2014-07-01,581200
2014-08-01,619800
2014-09-01,834200
2014-10-01,829700
2014-11-01,843200
2014-12-01,846200
2015-01-01,878700
2015-02-01,852100
2015-03-01,850900
2015-04-01,853800
2015-05-01,691600
2015-06-01,671300
2015-07-01,555300
2015-08-01,591000
2015-09-01,841000
2015-10-01,844500
2015-11-01,879200
2015-12-01,880900
2016-01-01,902100
2016-02-01,891100
2016-03-01,891800
2016-04-01,873100
2016-05-01,720000
2016-06-01,703300
2016-07-01,594200
2016-08-01,628800
2016-09-01,844600
2016-10-01,841400
2016-11-01,853700
2016-12-01,862900
2017-01-01,860400
2017-02-01,863500
2017-03-01,845900
2017-04-01,869700
2017-05-01,697300
2017-06-01,672600
2017-07-01,572600
2017-08-01,617400
2017-09-01,871500
2017-10-01,845400
2017-11-01,834500
2017-12-01,854800
2018-01-01,885500
2018-02-01,885300
2018-03-01,866700
2018-04-01,876300
2018-05-01,724000
2018-06-01,672800
2018-07-01,571200
2018-08-01,630000
2018-09-01,868200
2018-10-01,863600
2018-11-01,866200
2018-12-01,893400
2019-01-01,890800
2019-02-01,883900
2019-03-01,870200
2019-04-01,852500
2019-05-01,725500
2019-06-01,691900
2019-07-01,580700
2019-08-01,614600
2019-09-01,865300
2019-10-01,866800
2019-11-01,868900
2019-12-01,895800
2020-01-01,936600
2020-02-01,900400
2020-03-01,1011300
2020-04-01,1130700
2020-05-01,904300
2020-06-01,716800
2020-07-01,607800
2020-08-01,637100
2020-09-01,862300
2020-10-01,883800
2020-11-01,898100
2020-12-01,935800
2021-01-01,962500
2021-02-01,927000
2021-03-01,882700
2021-04-01,897400
2021-05-01,802800
2021-06-01,702100
2021-07-01,582400
2021-08-01,638000
2021-09-01,854500
2021-10-01,898300
2021-11-01,864600
2021-12-01,877300
2022-01-01,938700
2022-02-01,885000
2022-03-01,907700
2022-04-01,870200
2022-05-01,726800
2022-06-01,695100
2022-07-01,613900
2022-08-01,644100
2022-09-01,877700
2022-10-01,868600
2022-11-01,886200
2022-12-01,886500
2023-01-01,912900
2023-02-01,901700
2023-03-01,899100
2023-04-01,900800
2023-05-01,754700
2023-06-01,686900
2023-07-01,597800
2023-08-01,655200
2023-09-01,926900
2023-10-01,916200
2023-11-01,939200
