"Date","MAM1A3CAM189S"
1996-12-01,2.38422e+11
1997-01-01,2.39354e+11
1997-02-01,2.40365e+11
1997-03-01,2.44268e+11
1997-04-01,2.4349e+11
1997-05-01,2.44658e+11
1997-06-01,2.45993e+11
1997-07-01,2.45599e+11
1997-08-01,2.47128e+11
1997-09-01,2.46749e+11
1997-10-01,2.47864e+11
1997-11-01,2.50979e+11
1997-12-01,2.50917e+11
1998-01-01,2.5267e+11
1998-02-01,2.50195e+11
1998-03-01,2.52323e+11
1998-04-01,2.52274e+11
1998-05-01,2.52524e+11
1998-06-01,2.52117e+11
1998-07-01,2.53638e+11
1998-08-01,2.54491e+11
1998-09-01,2.55018e+11
1998-10-01,2.54794e+11
1998-11-01,2.54486e+11
1998-12-01,2.53497e+11
1999-01-01,2.57157e+11
1999-02-01,2.56526e+11
1999-03-01,2.5924e+11
1999-04-01,2.60978e+11
1999-05-01,2.62937e+11
1999-06-01,2.63066e+11
1999-07-01,2.65131e+11
1999-08-01,2.67008e+11
1999-09-01,2.6763e+11
1999-10-01,2.68602e+11
1999-11-01,2.69452e+11
1999-12-01,2.70758e+11
2000-01-01,2.73161e+11
2000-02-01,2.77332e+11
2000-03-01,2.81615e+11
2000-04-01,2.8558e+11
2000-05-01,2.84595e+11
2000-06-01,2.87359e+11
2000-07-01,2.89285e+11
2000-08-01,2.89712e+11
2000-09-01,2.92207e+11
2000-10-01,2.94578e+11
2000-11-01,2.95107e+11
2000-12-01,2.98456e+11
2001-01-01,2.98188e+11
2001-02-01,3.01063e+11
2001-03-01,3.03334e+11
2001-04-01,3.05963e+11
2001-05-01,3.09679e+11
2001-06-01,3.09833e+11
2001-07-01,3.13035e+11
2001-08-01,3.14849e+11
2001-09-01,3.23626e+11
2001-10-01,3.2664e+11
2001-11-01,3.33971e+11
2001-12-01,3.43864e+11
2002-01-01,3.44359e+11
2002-02-01,3.47444e+11
2002-03-01,3.50862e+11
2002-04-01,3.52487e+11
2002-05-01,3.53188e+11
2002-06-01,3.57115e+11
2002-07-01,3.58208e+11
2002-08-01,3.61893e+11
2002-09-01,3.63854e+11
2002-10-01,3.6657e+11
2002-11-01,3.67303e+11
2002-12-01,3.67163e+11
2003-01-01,3.68681e+11
2003-02-01,3.68592e+11
2003-03-01,3.69396e+11
2003-04-01,3.69845e+11
2003-05-01,3.71597e+11
2003-06-01,3.75544e+11
2003-07-01,3.81578e+11
2003-08-01,3.85753e+11
2003-09-01,3.87598e+11
2003-10-01,3.88796e+11
2003-11-01,3.91983e+11
2003-12-01,3.94484e+11
2004-01-01,3.99195e+11
2004-02-01,4.04005e+11
2004-03-01,4.07917e+11
2004-04-01,4.13969e+11
2004-05-01,4.20244e+11
2004-06-01,4.24409e+11
2004-07-01,4.26019e+11
2004-08-01,4.26806e+11
2004-09-01,4.27918e+11
2004-10-01,4.29894e+11
2004-11-01,4.29644e+11
2004-12-01,4.35227e+11
2005-01-01,4.39076e+11
2005-02-01,4.41941e+11
2005-03-01,4.43968e+11
2005-04-01,4.47047e+11
2005-05-01,4.49478e+11
2005-06-01,4.51221e+11
2005-07-01,4.51588e+11
2005-08-01,4.51676e+11
2005-09-01,4.575e+11
2005-10-01,4.62204e+11
2005-11-01,4.63647e+11
2005-12-01,4.67057e+11
2006-01-01,4.68248e+11
2006-02-01,4.73392e+11
2006-03-01,4.75563e+11
2006-04-01,4.79349e+11
2006-05-01,4.79529e+11
2006-06-01,4.81591e+11
2006-07-01,4.85964e+11
2006-08-01,4.8811e+11
2006-09-01,4.93152e+11
2006-10-01,4.97315e+11
2006-11-01,5.02941e+11
2006-12-01,5.08622e+11
2007-01-01,5.09648e+11
2007-02-01,5.12584e+11
2007-03-01,5.16834e+11
2007-04-01,5.21387e+11
2007-05-01,5.24152e+11
2007-06-01,5.29941e+11
2007-07-01,5.35509e+11
2007-08-01,5.39511e+11
2007-09-01,5.44285e+11
2007-10-01,5.3953e+11
2007-11-01,5.42147e+11
2007-12-01,5.47994e+11
2008-01-01,5.51582e+11
2008-02-01,5.55339e+11
2008-03-01,5.61924e+11
2008-04-01,5.67521e+11
2008-05-01,5.73986e+11
2008-06-01,5.79074e+11
2008-07-01,5.81617e+11
2008-08-01,5.86751e+11
2008-09-01,5.93535e+11
2008-10-01,6.00182e+11
2008-11-01,6.11169e+11
2008-12-01,6.20402e+11
2009-01-01,6.31257e+11
2009-02-01,6.38154e+11
2009-03-01,6.47663e+11
2009-04-01,6.59106e+11
2009-05-01,6.68164e+11
2009-06-01,6.75203e+11
2009-07-01,6.90884e+11
2009-08-01,7.03737e+11
2009-09-01,7.1178e+11
2009-10-01,7.23437e+11
2009-11-01,7.3168e+11
2009-12-01,7.35249e+11
2010-01-01,7.39153e+11
2010-02-01,7.50196e+11
2010-03-01,7.55475e+11
2010-04-01,7.60827e+11
2010-05-01,7.71192e+11
2010-06-01,7.75055e+11
2010-07-01,7.80202e+11
2010-08-01,7.82212e+11
2010-09-01,7.88431e+11
2010-10-01,7.93898e+11
2010-11-01,7.94907e+11
2010-12-01,8.01968e+11
2011-01-01,8.06229e+11
2011-02-01,8.12619e+11
2011-03-01,8.19907e+11
2011-04-01,8.21702e+11
2011-05-01,8.24346e+11
2011-06-01,8.30809e+11
2011-07-01,8.36133e+11
2011-08-01,8.4191e+11
2011-09-01,8.59247e+11
2011-10-01,8.72096e+11
2011-11-01,8.7582e+11
2011-12-01,8.81664e+11
2012-01-01,8.91174e+11
2012-02-01,8.94935e+11
2012-03-01,8.99631e+11
2012-04-01,9.06014e+11
2012-05-01,9.12342e+11
2012-06-01,9.20931e+11
2012-07-01,9.29806e+11
2012-08-01,9.34743e+11
2012-09-01,9.35479e+11
2012-10-01,9.36689e+11
2012-11-01,9.43998e+11
2012-12-01,9.48661e+11
2013-01-01,9.59137e+11
2013-02-01,9.70609e+11
2013-03-01,9.86284e+11
2013-04-01,9.88274e+11
2013-05-01,9.90487e+11
2013-06-01,9.95355e+11
2013-07-01,9.99336e+11
2013-08-01,1.009654e+12
2013-09-01,1.01536e+12
2013-10-01,1.022489e+12
2013-11-01,1.030899e+12
2013-12-01,1.038716e+12
2014-01-01,1.046989e+12
2014-02-01,1.051161e+12
2014-03-01,1.057499e+12
2014-04-01,1.057468e+12
2014-05-01,1.063866e+12
2014-06-01,1.064972e+12
2014-07-01,1.070949e+12
2014-08-01,1.079846e+12
2014-09-01,1.08926e+12
2014-10-01,1.098081e+12
2014-11-01,1.100707e+12
2014-12-01,1.105242e+12
2015-01-01,1.112381e+12
2015-02-01,1.119964e+12
2015-03-01,1.128101e+12
2015-04-01,1.133697e+12
2015-05-01,1.139215e+12
2015-06-01,1.144345e+12
2015-07-01,1.159609e+12
2015-08-01,1.169297e+12
2015-09-01,1.179674e+12
2015-10-01,1.185909e+12
2015-11-01,1.192102e+12
2015-12-01,1.198648e+12
2016-01-01,1.20803e+12
2016-02-01,1.215713e+12
2016-03-01,1.22017e+12
2016-04-01,1.227497e+12
2016-05-01,1.235553e+12
2016-06-01,1.243259e+12
2016-07-01,1.260805e+12
2016-08-01,1.269141e+12
2016-09-01,1.280316e+12
2016-10-01,1.292046e+12
2016-11-01,1.306167e+12
2016-12-01,1.314634e+12
2017-01-01,1.327643e+12
2017-02-01,1.323904e+12
2017-03-01,1.33634e+12
2017-04-01,1.353981e+12
