"Date","LFIN24FECAM647N"
1987-04-01,751500
1987-05-01,656400
1987-06-01,572400
1987-07-01,472600
1987-08-01,501200
1987-09-01,732900
1987-10-01,706300
1987-11-01,699100
1987-12-01,704900
1988-01-01,740500
1988-02-01,734900
1988-03-01,707000
1988-04-01,721200
1988-05-01,610800
1988-06-01,574700
1988-07-01,430500
1988-08-01,486600
1988-09-01,686400
1988-10-01,673600
1988-11-01,674500
1988-12-01,679800
1989-01-01,672200
1989-02-01,683100
1989-03-01,674700
1989-04-01,682300
1989-05-01,594900
1989-06-01,536400
1989-07-01,421500
1989-08-01,454400
1989-09-01,685500
1989-10-01,670800
1989-11-01,676900
1989-12-01,671400
1990-01-01,703000
1990-02-01,679700
1990-03-01,690600
1990-04-01,694000
1990-05-01,607000
1990-06-01,541900
1990-07-01,423400
1990-08-01,474600
1990-09-01,688000
1990-10-01,675900
1990-11-01,689700
1990-12-01,691800
1991-01-01,718600
1991-02-01,709900
1991-03-01,699000
1991-04-01,721700
1991-05-01,606700
1991-06-01,558200
1991-07-01,440800
1991-08-01,496100
1991-09-01,712300
1991-10-01,701400
1991-11-01,712100
1991-12-01,718500
1992-01-01,747300
1992-02-01,731900
1992-03-01,723700
1992-04-01,741100
1992-05-01,654700
1992-06-01,576500
1992-07-01,475600
1992-08-01,513600
1992-09-01,735000
1992-10-01,741700
1992-11-01,739200
1992-12-01,745000
1993-01-01,802200
1993-02-01,797300
1993-03-01,761600
1993-04-01,786800
1993-05-01,703500
1993-06-01,627000
1993-07-01,525000
1993-08-01,582100
1993-09-01,768600
1993-10-01,765800
1993-11-01,752600
1993-12-01,758800
1994-01-01,793100
1994-02-01,787800
1994-03-01,776800
1994-04-01,800200
1994-05-01,692400
1994-06-01,641800
1994-07-01,537800
1994-08-01,598500
1994-09-01,769700
1994-10-01,774600
1994-11-01,775200
1994-12-01,775500
1995-01-01,800500
1995-02-01,810300
1995-03-01,798400
1995-04-01,803100
1995-05-01,701100
1995-06-01,637000
1995-07-01,525600
1995-08-01,593300
1995-09-01,796800
1995-10-01,788100
1995-11-01,799900
1995-12-01,808500
1996-01-01,839000
1996-02-01,820700
1996-03-01,827300
1996-04-01,828900
1996-05-01,725700
1996-06-01,659300
1996-07-01,554600
1996-08-01,609700
1996-09-01,804500
1996-10-01,814500
1996-11-01,812300
1996-12-01,831000
1997-01-01,856500
1997-02-01,846300
1997-03-01,845700
1997-04-01,850100
1997-05-01,764100
1997-06-01,662500
1997-07-01,587000
1997-08-01,616600
1997-09-01,834300
1997-10-01,854700
1997-11-01,855700
1997-12-01,876600
1998-01-01,887900
1998-02-01,883600
1998-03-01,870700
1998-04-01,860600
1998-05-01,745800
1998-06-01,687400
1998-07-01,578300
1998-08-01,612300
1998-09-01,793200
1998-10-01,794300
1998-11-01,795500
1998-12-01,797700
1999-01-01,823000
1999-02-01,831700
1999-03-01,834100
1999-04-01,813500
1999-05-01,705700
1999-06-01,658800
1999-07-01,547200
1999-08-01,619500
1999-09-01,792500
1999-10-01,806000
1999-11-01,813400
1999-12-01,817000
2000-01-01,848900
2000-02-01,822000
2000-03-01,815400
2000-04-01,831800
2000-05-01,703800
2000-06-01,655600
2000-07-01,533300
2000-08-01,578100
2000-09-01,750700
2000-10-01,762300
2000-11-01,769100
2000-12-01,779200
2001-01-01,805500
2001-02-01,817400
2001-03-01,813500
2001-04-01,807900
2001-05-01,707400
2001-06-01,669300
2001-07-01,539600
2001-08-01,595200
2001-09-01,781600
2001-10-01,790900
2001-11-01,770300
2001-12-01,783900
2002-01-01,812000
2002-02-01,813600
2002-03-01,802700
2002-04-01,791200
2002-05-01,663200
2002-06-01,626300
2002-07-01,492200
2002-08-01,518400
2002-09-01,746200
2002-10-01,735000
2002-11-01,731100
2002-12-01,750900
2003-01-01,772700
2003-02-01,761200
2003-03-01,762100
2003-04-01,758300
2003-05-01,643400
2003-06-01,593200
2003-07-01,482700
2003-08-01,519200
2003-09-01,733900
2003-10-01,743700
2003-11-01,746000
2003-12-01,742700
2004-01-01,785100
2004-02-01,787200
2004-03-01,778300
2004-04-01,785700
2004-05-01,652900
2004-06-01,594700
2004-07-01,482900
2004-08-01,555100
2004-09-01,752800
2004-10-01,748500
2004-11-01,756100
2004-12-01,768000
2005-01-01,797400
2005-02-01,801500
2005-03-01,813300
2005-04-01,797500
2005-05-01,659300
2005-06-01,636600
2005-07-01,523300
2005-08-01,567400
2005-09-01,770500
2005-10-01,757400
2005-11-01,762500
2005-12-01,760900
2006-01-01,772500
2006-02-01,776400
2006-03-01,769400
2006-04-01,775000
2006-05-01,631700
2006-06-01,602800
2006-07-01,481700
2006-08-01,539800
2006-09-01,758600
2006-10-01,743900
2006-11-01,749200
2006-12-01,759200
2007-01-01,787400
2007-02-01,776300
2007-03-01,769300
2007-04-01,782800
2007-05-01,643000
2007-06-01,610700
2007-07-01,486100
2007-08-01,536100
2007-09-01,737800
2007-10-01,734000
2007-11-01,740500
2007-12-01,737200
2008-01-01,769200
2008-02-01,746600
2008-03-01,765900
2008-04-01,747600
2008-05-01,631400
2008-06-01,588100
2008-07-01,508200
2008-08-01,546100
2008-09-01,758400
2008-10-01,744600
2008-11-01,759500
2008-12-01,762300
2009-01-01,816000
2009-02-01,802000
2009-03-01,799500
2009-04-01,794700
2009-05-01,657200
2009-06-01,621800
2009-07-01,517500
2009-08-01,558600
2009-09-01,803300
2009-10-01,823100
2009-11-01,799400
2009-12-01,799000
2010-01-01,813900
2010-02-01,813200
2010-03-01,807800
2010-04-01,795300
2010-05-01,670800
2010-06-01,630300
2010-07-01,553400
2010-08-01,602600
2010-09-01,812100
2010-10-01,807800
2010-11-01,832900
2010-12-01,815600
2011-01-01,839900
2011-02-01,831200
2011-03-01,820000
2011-04-01,823000
2011-05-01,667400
2011-06-01,653600
2011-07-01,538800
2011-08-01,596700
2011-09-01,813100
2011-10-01,815600
2011-11-01,812600
2011-12-01,832600
2012-01-01,854700
2012-02-01,847900
2012-03-01,828200
2012-04-01,807600
2012-05-01,697700
2012-06-01,670900
2012-07-01,564200
2012-08-01,587200
2012-09-01,798800
2012-10-01,798500
2012-11-01,801800
2012-12-01,786400
2013-01-01,810200
2013-02-01,788400
2013-03-01,786300
2013-04-01,794400
2013-05-01,689700
2013-06-01,637100
2013-07-01,561300
2013-08-01,605000
2013-09-01,814600
2013-10-01,810500
2013-11-01,826000
2013-12-01,838800
2014-01-01,851100
2014-02-01,830400
2014-03-01,827200
2014-04-01,807500
2014-05-01,658400
2014-06-01,603300
2014-07-01,525600
2014-08-01,571000
2014-09-01,759900
2014-10-01,785600
2014-11-01,783400
2014-12-01,785000
2015-01-01,820300
2015-02-01,808600
2015-03-01,791400
2015-04-01,793700
2015-05-01,659600
2015-06-01,633300
2015-07-01,542400
2015-08-01,571300
2015-09-01,764900
2015-10-01,756100
2015-11-01,789500
2015-12-01,787400
2016-01-01,821000
2016-02-01,798500
2016-03-01,774200
2016-04-01,786000
2016-05-01,677200
2016-06-01,631000
2016-07-01,541300
2016-08-01,600500
2016-09-01,786600
2016-10-01,768200
2016-11-01,789800
2016-12-01,798800
2017-01-01,810600
2017-02-01,828000
2017-03-01,808500
2017-04-01,815700
2017-05-01,656400
2017-06-01,621100
2017-07-01,548300
2017-08-01,619000
2017-09-01,807600
2017-10-01,779400
2017-11-01,785100
2017-12-01,795800
2018-01-01,834300
2018-02-01,839900
2018-03-01,822200
2018-04-01,822000
2018-05-01,683400
2018-06-01,644200
2018-07-01,562700
2018-08-01,588900
2018-09-01,824300
2018-10-01,831000
2018-11-01,840200
2018-12-01,835600
2019-01-01,835300
2019-02-01,824300
2019-03-01,816900
2019-04-01,794300
2019-05-01,663800
2019-06-01,619700
2019-07-01,542900
2019-08-01,556400
2019-09-01,780300
2019-10-01,788300
2019-11-01,790200
2019-12-01,796700
2020-01-01,826600
2020-02-01,818800
2020-03-01,953600
2020-04-01,1128600
2020-05-01,919400
2020-06-01,704100
2020-07-01,594900
2020-08-01,601300
2020-09-01,809300
2020-10-01,825400
2020-11-01,849100
2020-12-01,865400
2021-01-01,940200
2021-02-01,904700
2021-03-01,881200
2021-04-01,907100
2021-05-01,755700
2021-06-01,636800
2021-07-01,560800
2021-08-01,578200
2021-09-01,767500
2021-10-01,771300
2021-11-01,786400
2021-12-01,771600
2022-01-01,821900
2022-02-01,794300
2022-03-01,770700
2022-04-01,797300
2022-05-01,651900
2022-06-01,625900
2022-07-01,535300
2022-08-01,611000
2022-09-01,833800
2022-10-01,806000
2022-11-01,811000
2022-12-01,795100
2023-01-01,805200
2023-02-01,813300
2023-03-01,808200
2023-04-01,821100
2023-05-01,710000
2023-06-01,680900
2023-07-01,582100
2023-08-01,633500
2023-09-01,866100
2023-10-01,881900
2023-11-01,905800
