"Date","LFEM64MACAM647N"
1992-10-01,6909200
1992-11-01,6793400
1992-12-01,6708600
1993-01-01,6580300
1993-02-01,6619400
1993-03-01,6637200
1993-04-01,6670100
1993-05-01,6891400
1993-06-01,7097400
1993-07-01,7204000
1993-08-01,7189800
1993-09-01,6990800
1993-10-01,6945800
1993-11-01,6862100
1993-12-01,6759100
1994-01-01,6586100
1994-02-01,6644700
1994-03-01,6684400
1994-04-01,6741300
1994-05-01,7059000
1994-06-01,7220200
1994-07-01,7356300
1994-08-01,7362000
1994-09-01,7172000
1994-10-01,7137400
1994-11-01,7089000
1994-12-01,6966000
1995-01-01,6837100
1995-02-01,6853500
1995-03-01,6895900
1995-04-01,6914600
1995-05-01,7167100
1995-06-01,7337200
1995-07-01,7429000
1995-08-01,7445400
1995-09-01,7247300
1995-10-01,7212200
1995-11-01,7122700
1995-12-01,7056500
1996-01-01,6903800
1996-02-01,6914100
1996-03-01,6934300
1996-04-01,7004300
1996-05-01,7220000
1996-06-01,7369400
1996-07-01,7515500
1996-08-01,7533400
1996-09-01,7291300
1996-10-01,7246600
1996-11-01,7161300
1996-12-01,7113500
1997-01-01,6978800
1997-02-01,6997700
1997-03-01,7033500
1997-04-01,7061100
1997-05-01,7333500
1997-06-01,7551200
1997-07-01,7643200
1997-08-01,7682100
1997-09-01,7511700
1997-10-01,7477400
1997-11-01,7398300
1997-12-01,7328800
1998-01-01,7147000
1998-02-01,7191500
1998-03-01,7210300
1998-04-01,7269200
1998-05-01,7488600
1998-06-01,7669200
1998-07-01,7767900
1998-08-01,7788500
1998-09-01,7596900
1998-10-01,7549800
1998-11-01,7489300
1998-12-01,7425000
1999-01-01,7303700
1999-02-01,7337400
1999-03-01,7359500
1999-04-01,7442800
1999-05-01,7669000
1999-06-01,7836400
1999-07-01,7942700
1999-08-01,7921600
1999-09-01,7764300
1999-10-01,7768000
1999-11-01,7719700
1999-12-01,7684400
2000-01-01,7518700
2000-02-01,7568400
2000-03-01,7588100
2000-04-01,7644600
2000-05-01,7890900
2000-06-01,7991100
2000-07-01,8113700
2000-08-01,8095700
2000-09-01,7920800
2000-10-01,7909100
2000-11-01,7859100
2000-12-01,7813400
2001-01-01,7629300
2001-02-01,7660500
2001-03-01,7658400
2001-04-01,7732400
2001-05-01,7958400
2001-06-01,8072800
2001-07-01,8169400
2001-08-01,8164500
2001-09-01,7970000
2001-10-01,7937000
2001-11-01,7850900
2001-12-01,7745800
2002-01-01,7608900
2002-02-01,7671800
2002-03-01,7733900
2002-04-01,7807200
2002-05-01,8058700
2002-06-01,8220100
2002-07-01,8338600
2002-08-01,8348400
2002-09-01,8157000
2002-10-01,8116900
2002-11-01,8060300
2002-12-01,7994600
2003-01-01,7858700
2003-02-01,7913900
2003-03-01,7929000
2003-04-01,7988400
2003-05-01,8186800
2003-06-01,8354500
2003-07-01,8442200
2003-08-01,8424300
2003-09-01,8245200
2003-10-01,8232800
2003-11-01,8180900
2003-12-01,8101400
2004-01-01,7966800
2004-02-01,7972300
2004-03-01,7984900
2004-04-01,8091600
2004-05-01,8294700
2004-06-01,8481600
2004-07-01,8576000
2004-08-01,8565500
2004-09-01,8383100
2004-10-01,8392300
2004-11-01,8312800
2004-12-01,8226500
2005-01-01,8072800
2005-02-01,8098500
2005-03-01,8114400
2005-04-01,8164800
2005-05-01,8443300
2005-06-01,8569800
2005-07-01,8659800
2005-08-01,8668500
2005-09-01,8474500
2005-10-01,8482700
2005-11-01,8403900
2005-12-01,8346400
2006-01-01,8169900
2006-02-01,8212500
2006-03-01,8259700
2006-04-01,8322000
2006-05-01,8615800
2006-06-01,8721100
2006-07-01,8804900
2006-08-01,8793600
2006-09-01,8587100
2006-10-01,8578800
2006-11-01,8505800
2006-12-01,8458600
2007-01-01,8326400
2007-02-01,8344400
2007-03-01,8344300
2007-04-01,8433300
2007-05-01,8699500
2007-06-01,8836600
2007-07-01,8946700
2007-08-01,8908800
2007-09-01,8691900
2007-10-01,8690500
2007-11-01,8666100
2007-12-01,8599800
2008-01-01,8455600
2008-02-01,8482300
2008-03-01,8506500
2008-04-01,8554700
2008-05-01,8774500
2008-06-01,8930900
2008-07-01,8977900
2008-08-01,8991000
2008-09-01,8800900
2008-10-01,8793800
2008-11-01,8686400
2008-12-01,8558100
2009-01-01,8298300
2009-02-01,8248200
2009-03-01,8211700
2009-04-01,8278400
2009-05-01,8498100
2009-06-01,8644000
2009-07-01,8711800
2009-08-01,8697100
2009-09-01,8498600
2009-10-01,8513000
2009-11-01,8468400
2009-12-01,8356000
2010-01-01,8191700
2010-02-01,8230000
2010-03-01,8238600
2010-04-01,8382400
2010-05-01,8602800
2010-06-01,8794700
2010-07-01,8858100
2010-08-01,8858700
2010-09-01,8711600
2010-10-01,8661000
2010-11-01,8646000
2010-12-01,8570100
2011-01-01,8417500
2011-02-01,8449000
2011-03-01,8451900
2011-04-01,8560000
2011-05-01,8803100
2011-06-01,8937500
2011-07-01,9011900
2011-08-01,9014400
2011-09-01,8857700
2011-10-01,8816100
2011-11-01,8736900
2011-12-01,8645200
2012-01-01,8465200
2012-02-01,8500800
2012-03-01,8530200
2012-04-01,8661100
2012-05-01,8912200
2012-06-01,9010400
2012-07-01,9069800
2012-08-01,9083100
2012-09-01,8931800
2012-10-01,8889900
2012-11-01,8844000
2012-12-01,8813600
2013-01-01,8621100
2013-02-01,8678800
2013-03-01,8639300
2013-04-01,8745800
2013-05-01,9017700
2013-06-01,9105000
2013-07-01,9155400
2013-08-01,9139200
2013-09-01,8982700
2013-10-01,8951000
2013-11-01,8881900
2013-12-01,8767700
2014-01-01,8627900
2014-02-01,8659300
2014-03-01,8687200
2014-04-01,8733400
2014-05-01,8974700
2014-06-01,9107500
2014-07-01,9172300
2014-08-01,9171100
2014-09-01,9023200
2014-10-01,9025000
2014-11-01,8957800
2014-12-01,8925900
2015-01-01,8724700
2015-02-01,8750400
2015-03-01,8748500
2015-04-01,8800900
2015-05-01,9071500
2015-06-01,9206700
2015-07-01,9254600
2015-08-01,9265500
2015-09-01,9084700
2015-10-01,9055200
2015-11-01,8950500
2015-12-01,8871400
2016-01-01,8695600
2016-02-01,8731500
2016-03-01,8720800
2016-04-01,8797500
2016-05-01,9110300
2016-06-01,9182700
2016-07-01,9229400
2016-08-01,9254700
2016-09-01,9103700
2016-10-01,9102700
2016-11-01,9060200
2016-12-01,8992100
2017-01-01,8863100
2017-02-01,8880600
2017-03-01,8907800
2017-04-01,8968200
2017-05-01,9253000
2017-06-01,9360600
2017-07-01,9434600
2017-08-01,9452100
2017-09-01,9250200
2017-10-01,9274400
2017-11-01,9276700
2017-12-01,9219800
2018-01-01,9044200
2018-02-01,9053100
2018-03-01,9103400
2018-04-01,9148300
2018-05-01,9410300
2018-06-01,9543500
2018-07-01,9599200
2018-08-01,9561200
2018-09-01,9432000
2018-10-01,9423000
2018-11-01,9430100
2018-12-01,9362000
2019-01-01,9196300
2019-02-01,9221400
2019-03-01,9246500
2019-04-01,9345600
2019-05-01,9612900
2019-06-01,9689600
2019-07-01,9757400
2019-08-01,9758400
2019-09-01,9597600
2019-10-01,9550100
2019-11-01,9478100
2019-12-01,9416500
2020-01-01,9264000
2020-02-01,9318000
2020-03-01,8917300
2020-04-01,7939700
2020-05-01,8353500
2020-06-01,8967200
2020-07-01,9152700
2020-08-01,9256000
2020-09-01,9279500
2020-10-01,9293100
2020-11-01,9250300
2020-12-01,9166900
2021-01-01,8918700
2021-02-01,9078100
2021-03-01,9209600
2021-04-01,9169100
2021-05-01,9373300
2021-06-01,9566100
2021-07-01,9672300
2021-08-01,9661500
2021-09-01,9574700
2021-10-01,9611500
2021-11-01,9607800
2021-12-01,9592900
2022-01-01,9313000
2022-02-01,9495200
2022-03-01,9549800
2022-04-01,9604600
2022-05-01,9850000
2022-06-01,9909100
2022-07-01,9984500
2022-08-01,9950400
2022-09-01,9789900
2022-10-01,9820300
2022-11-01,9772700
2022-12-01,9739600
2023-01-01,9636800
2023-02-01,9677500
2023-03-01,9711000
2023-04-01,9762800
2023-05-01,10023200
2023-06-01,10143300
2023-07-01,10190400
2023-08-01,10163700
2023-09-01,10025700
2023-10-01,10052600
2023-11-01,10025400
