"Date","LFUN25TTCAM647S"
2014-01-01,769100
2014-02-01,771000
2014-03-01,747500
2014-04-01,753200
2014-05-01,761000
2014-06-01,771800
2014-07-01,764400
2014-08-01,740800
2014-09-01,713500
2014-10-01,709100
2014-11-01,699000
2014-12-01,675900
2015-01-01,707400
2015-02-01,721000
2015-03-01,735100
2015-04-01,725600
2015-05-01,722800
2015-06-01,733700
2015-07-01,730800
2015-08-01,749500
2015-09-01,762800
2015-10-01,770700
2015-11-01,786400
2015-12-01,793400
2016-01-01,792600
2016-02-01,790400
2016-03-01,783200
2016-04-01,787100
2016-05-01,761000
2016-06-01,743100
2016-07-01,730900
2016-08-01,741000
2016-09-01,747700
2016-10-01,737800
2016-11-01,746200
2016-12-01,753700
2017-01-01,720200
2017-02-01,709000
2017-03-01,720800
2017-04-01,710700
2017-05-01,714800
2017-06-01,699800
2017-07-01,709000
2017-08-01,682200
2017-09-01,710400
2017-10-01,703300
2017-11-01,676000
2017-12-01,659100
2018-01-01,636300
2018-02-01,650000
2018-03-01,628400
2018-04-01,620400
2018-05-01,636800
2018-06-01,640600
2018-07-01,640000
2018-08-01,659400
2018-09-01,639800
2018-10-01,624000
2018-11-01,591200
2018-12-01,614900
2019-01-01,626800
2019-02-01,620000
2019-03-01,628400
2019-04-01,637900
2019-05-01,573500
2019-06-01,601800
2019-07-01,612500
2019-08-01,613900
2019-09-01,577500
2019-10-01,602600
2019-11-01,649200
2019-12-01,611500
2020-01-01,626900
2020-02-01,625100
2020-03-01,881600
2020-04-01,1418500
2020-05-01,1486100
2020-06-01,1253000
2020-07-01,1109900
2020-08-01,1018700
2020-09-01,981900
2020-10-01,971700
2020-11-01,933700
2020-12-01,936600
2021-01-01,988900
2021-02-01,887700
2021-03-01,854400
2021-04-01,872200
2021-05-01,857600
2021-06-01,822500
2021-07-01,824300
2021-08-01,793900
2021-09-01,792000
2021-10-01,726300
2021-11-01,655600
2021-12-01,629100
2022-01-01,690500
2022-02-01,572100
2022-03-01,589000
2022-04-01,569000
2022-05-01,579100
2022-06-01,544300
2022-07-01,538900
2022-08-01,608400
2022-09-01,571700
2022-10-01,558900
2022-11-01,569300
2022-12-01,563900
2023-01-01,558900
2023-02-01,582000
2023-03-01,583500
2023-04-01,588400
2023-05-01,586400
2023-06-01,599200
2023-07-01,658100
2023-08-01,622200
2023-09-01,646800
2023-10-01,664000
2023-11-01,675300
