"Date","MABMM301CAM189S"
1980-10-01,1.92701e+11
1980-11-01,1.94956e+11
1980-12-01,1.97235e+11
1981-01-01,2.01431e+11
1981-02-01,2.06171e+11
1981-03-01,2.05457e+11
1981-04-01,2.06677e+11
1981-05-01,2.06891e+11
1981-06-01,2.10709e+11
1981-07-01,2.13505e+11
1981-08-01,2.18048e+11
1981-09-01,2.19262e+11
1981-10-01,2.19024e+11
1981-11-01,2.15947e+11
1981-12-01,2.18795e+11
1982-01-01,2.17448e+11
1982-02-01,2.16581e+11
1982-03-01,2.18327e+11
1982-04-01,2.19307e+11
1982-05-01,2.19752e+11
1982-06-01,2.20653e+11
1982-07-01,2.21059e+11
1982-08-01,2.22928e+11
1982-09-01,2.23386e+11
1982-10-01,2.24045e+11
1982-11-01,2.24643e+11
1982-12-01,2.2428e+11
1983-01-01,2.25749e+11
1983-02-01,2.26329e+11
1983-03-01,2.25865e+11
1983-04-01,2.25143e+11
1983-05-01,2.24476e+11
1983-06-01,2.23878e+11
1983-07-01,2.24295e+11
1983-08-01,2.25453e+11
1983-09-01,2.26508e+11
1983-10-01,2.26882e+11
1983-11-01,2.26847e+11
1983-12-01,2.27632e+11
1984-01-01,2.27764e+11
1984-02-01,2.27801e+11
1984-03-01,2.29131e+11
1984-04-01,2.30502e+11
1984-05-01,2.32353e+11
1984-06-01,2.34664e+11
1984-07-01,2.36718e+11
1984-08-01,2.36962e+11
1984-09-01,2.3793e+11
1984-10-01,2.40434e+11
1984-11-01,2.39516e+11
1984-12-01,2.42621e+11
1985-01-01,2.43686e+11
1985-02-01,2.45349e+11
1985-03-01,2.4578e+11
1985-04-01,2.47396e+11
1985-05-01,2.49071e+11
1985-06-01,2.49825e+11
1985-07-01,2.5109e+11
1985-08-01,2.52401e+11
1985-09-01,2.54071e+11
1985-10-01,2.55551e+11
1985-11-01,2.5732e+11
1985-12-01,2.58806e+11
1986-01-01,2.62081e+11
1986-02-01,2.63541e+11
1986-03-01,2.66648e+11
1986-04-01,2.697e+11
1986-05-01,2.67397e+11
1986-06-01,2.67918e+11
1986-07-01,2.69851e+11
1986-08-01,2.72142e+11
1986-09-01,2.7403e+11
1986-10-01,2.77703e+11
1986-11-01,2.81378e+11
1986-12-01,2.85662e+11
1987-01-01,2.87671e+11
1987-02-01,2.92007e+11
1987-03-01,2.94108e+11
1987-04-01,2.97055e+11
1987-05-01,2.99843e+11
1987-06-01,3.02536e+11
1987-07-01,3.04406e+11
1987-08-01,3.05215e+11
1987-09-01,3.07013e+11
1987-10-01,3.09466e+11
1987-11-01,3.06319e+11
1987-12-01,3.08821e+11
1988-01-01,3.09899e+11
1988-02-01,3.11593e+11
1988-03-01,3.14991e+11
1988-04-01,3.18637e+11
1988-05-01,3.21778e+11
1988-06-01,3.26927e+11
1988-07-01,3.30722e+11
1988-08-01,3.36077e+11
1988-09-01,3.3836e+11
1988-10-01,3.40298e+11
1988-11-01,3.433e+11
1988-12-01,3.45363e+11
1989-01-01,3.48591e+11
1989-02-01,3.50475e+11
1989-03-01,3.55836e+11
1989-04-01,3.58439e+11
1989-05-01,3.62924e+11
1989-06-01,3.66853e+11
1989-07-01,3.69541e+11
1989-08-01,3.73921e+11
1989-09-01,3.77193e+11
1989-10-01,3.8064e+11
1989-11-01,3.85947e+11
1989-12-01,3.90101e+11
1990-01-01,3.93274e+11
1990-02-01,3.95545e+11
1990-03-01,3.9728e+11
1990-04-01,4.01024e+11
1990-05-01,4.04247e+11
1990-06-01,4.05656e+11
1990-07-01,4.08552e+11
1990-08-01,4.11134e+11
1990-09-01,4.13872e+11
1990-10-01,4.16176e+11
1990-11-01,4.18496e+11
1990-12-01,4.21678e+11
1991-01-01,4.2464e+11
1991-02-01,4.27173e+11
1991-03-01,4.29564e+11
1991-04-01,4.31102e+11
1991-05-01,4.33996e+11
1991-06-01,4.3359e+11
1991-07-01,4.33162e+11
1991-08-01,4.32325e+11
1991-09-01,4.34731e+11
1991-10-01,4.37868e+11
1991-11-01,4.39219e+11
1991-12-01,4.4132e+11
1992-01-01,4.43159e+11
1992-02-01,4.45301e+11
1992-03-01,4.48832e+11
1992-04-01,4.48982e+11
1992-05-01,4.49729e+11
1992-06-01,4.52198e+11
1992-07-01,4.55478e+11
1992-08-01,4.57307e+11
1992-09-01,4.58884e+11
1992-10-01,4.61618e+11
1992-11-01,4.66163e+11
1992-12-01,4.66303e+11
1993-01-01,4.67765e+11
1993-02-01,4.70401e+11
1993-03-01,4.72341e+11
1993-04-01,4.72204e+11
1993-05-01,4.72775e+11
1993-06-01,4.73616e+11
1993-07-01,4.74943e+11
1993-08-01,4.74999e+11
1993-09-01,4.77011e+11
1993-10-01,4.7909e+11
1993-11-01,4.78513e+11
1993-12-01,4.79717e+11
1994-01-01,4.82918e+11
1994-02-01,4.82311e+11
1994-03-01,4.82142e+11
1994-04-01,4.86424e+11
1994-05-01,4.8817e+11
1994-06-01,4.91963e+11
1994-07-01,4.95759e+11
1994-08-01,4.99334e+11
1994-09-01,5.00904e+11
1994-10-01,5.01372e+11
1994-11-01,5.02511e+11
1994-12-01,5.04205e+11
1995-01-01,5.05586e+11
1995-02-01,5.05616e+11
1995-03-01,5.08602e+11
1995-04-01,5.11274e+11
1995-05-01,5.14047e+11
1995-06-01,5.17061e+11
1995-07-01,5.20458e+11
1995-08-01,5.23095e+11
1995-09-01,5.25577e+11
1995-10-01,5.25376e+11
1995-11-01,5.29816e+11
1995-12-01,5.31128e+11
1996-01-01,5.34228e+11
1996-02-01,5.39118e+11
1996-03-01,5.40003e+11
1996-04-01,5.41473e+11
1996-05-01,5.45542e+11
1996-06-01,5.47095e+11
1996-07-01,5.47385e+11
1996-08-01,5.49041e+11
1996-09-01,5.49298e+11
1996-10-01,5.53899e+11
1996-11-01,5.55597e+11
1996-12-01,5.5804e+11
1997-01-01,5.59121e+11
1997-02-01,5.64047e+11
1997-03-01,5.69036e+11
1997-04-01,5.68401e+11
1997-05-01,5.68636e+11
1997-06-01,5.69771e+11
1997-07-01,5.69157e+11
1997-08-01,5.73735e+11
1997-09-01,5.76499e+11
1997-10-01,5.80374e+11
1997-11-01,5.82446e+11
1997-12-01,5.89295e+11
1998-01-01,5.8793e+11
1998-02-01,5.86577e+11
1998-03-01,5.8554e+11
1998-04-01,5.85146e+11
1998-05-01,5.8942e+11
1998-06-01,5.94174e+11
1998-07-01,5.94161e+11
1998-08-01,5.9469e+11
1998-09-01,5.95663e+11
1998-10-01,6.00562e+11
1998-11-01,5.97535e+11
1998-12-01,6.07467e+11
1999-01-01,5.98861e+11
1999-02-01,5.99133e+11
1999-03-01,6.01635e+11
1999-04-01,6.06551e+11
1999-05-01,6.09241e+11
1999-06-01,6.13265e+11
1999-07-01,6.16116e+11
1999-08-01,6.19559e+11
1999-09-01,6.19129e+11
1999-10-01,6.27772e+11
1999-11-01,6.32136e+11
1999-12-01,6.36424e+11
2000-01-01,6.38821e+11
2000-02-01,6.4467e+11
2000-03-01,6.50944e+11
2000-04-01,6.54043e+11
2000-05-01,6.51726e+11
2000-06-01,6.5279e+11
2000-07-01,6.62354e+11
2000-08-01,6.71594e+11
2000-09-01,6.747e+11
2000-10-01,6.75419e+11
2000-11-01,6.77209e+11
2000-12-01,6.8747e+11
2001-01-01,6.88608e+11
2001-02-01,6.8806e+11
2001-03-01,6.91345e+11
2001-04-01,6.88736e+11
2001-05-01,6.92405e+11
2001-06-01,6.92133e+11
2001-07-01,6.93685e+11
2001-08-01,6.97433e+11
2001-09-01,7.0879e+11
2001-10-01,7.09344e+11
2001-11-01,7.12886e+11
2001-12-01,7.17062e+11
2002-01-01,7.22393e+11
2002-02-01,7.26232e+11
2002-03-01,7.28619e+11
2002-04-01,7.30673e+11
2002-05-01,7.30705e+11
2002-06-01,7.32842e+11
2002-07-01,7.41647e+11
2002-08-01,7.46891e+11
2002-09-01,7.52508e+11
2002-10-01,7.52838e+11
2002-11-01,7.5659e+11
2002-12-01,7.56657e+11
2003-01-01,7.58973e+11
2003-02-01,7.53746e+11
2003-03-01,7.64347e+11
2003-04-01,7.70974e+11
2003-05-01,7.79812e+11
2003-06-01,7.87096e+11
2003-07-01,7.94366e+11
2003-08-01,7.91166e+11
2003-09-01,7.94528e+11
2003-10-01,7.98389e+11
2003-11-01,8.06332e+11
2003-12-01,8.08396e+11
2004-01-01,8.23069e+11
2004-02-01,8.27125e+11
2004-03-01,8.34152e+11
2004-04-01,8.41398e+11
2004-05-01,8.52049e+11
2004-06-01,8.49618e+11
2004-07-01,8.54785e+11
2004-08-01,8.62088e+11
2004-09-01,8.66224e+11
2004-10-01,8.74882e+11
2004-11-01,8.80738e+11
2004-12-01,8.92617e+11
2005-01-01,9.00394e+11
2005-02-01,9.13573e+11
2005-03-01,9.20564e+11
2005-04-01,9.29397e+11
2005-05-01,9.34682e+11
2005-06-01,9.41652e+11
2005-07-01,9.49038e+11
2005-08-01,9.49935e+11
2005-09-01,9.52377e+11
2005-10-01,9.56826e+11
2005-11-01,9.5751e+11
2005-12-01,9.60509e+11
2006-01-01,9.6552e+11
2006-02-01,9.77723e+11
2006-03-01,9.89399e+11
2006-04-01,9.88467e+11
2006-05-01,9.95896e+11
2006-06-01,1.00258e+12
2006-07-01,1.009267e+12
2006-08-01,1.016831e+12
2006-09-01,1.028695e+12
2006-10-01,1.035132e+12
2006-11-01,1.043284e+12
2006-12-01,1.054937e+12
2007-01-01,1.061888e+12
2007-02-01,1.068444e+12
2007-03-01,1.081886e+12
2007-04-01,1.088342e+12
2007-05-01,1.097787e+12
2007-06-01,1.10448e+12
2007-07-01,1.116704e+12
2007-08-01,1.137347e+12
2007-09-01,1.158433e+12
2007-10-01,1.159337e+12
2007-11-01,1.174683e+12
2007-12-01,1.183734e+12
2008-01-01,1.197008e+12
2008-02-01,1.198525e+12
2008-03-01,1.217792e+12
2008-04-01,1.228031e+12
2008-05-01,1.243608e+12
2008-06-01,1.257467e+12
2008-07-01,1.260951e+12
2008-08-01,1.268455e+12
2008-09-01,1.276451e+12
2008-10-01,1.28511e+12
2008-11-01,1.292437e+12
2008-12-01,1.293688e+12
2009-01-01,1.290052e+12
2009-02-01,1.281435e+12
2009-03-01,1.282841e+12
2009-04-01,1.286903e+12
2009-05-01,1.283993e+12
2009-06-01,1.286106e+12
2009-07-01,1.2919e+12
2009-08-01,1.29238e+12
2009-09-01,1.297706e+12
2009-10-01,1.30059e+12
2009-11-01,1.302616e+12
2009-12-01,1.307211e+12
2010-01-01,1.309865e+12
2010-02-01,1.322003e+12
2010-03-01,1.322571e+12
2010-04-01,1.339017e+12
2010-05-01,1.354646e+12
2010-06-01,1.365174e+12
2010-07-01,1.375259e+12
2010-08-01,1.385797e+12
2010-09-01,1.383065e+12
2010-10-01,1.392278e+12
2010-11-01,1.395402e+12
2010-12-01,1.401941e+12
2011-01-01,1.41282e+12
2011-02-01,1.421289e+12
2011-03-01,1.433739e+12
2011-04-01,1.444081e+12
2011-05-01,1.447791e+12
2011-06-01,1.455444e+12
2011-07-01,1.459209e+12
2011-08-01,1.476302e+12
2011-09-01,1.494135e+12
2011-10-01,1.492804e+12
2011-11-01,1.501111e+12
2011-12-01,1.509991e+12
2012-01-01,1.523634e+12
2012-02-01,1.526712e+12
2012-03-01,1.53758e+12
2012-04-01,1.546126e+12
2012-05-01,1.554507e+12
2012-06-01,1.561319e+12
2012-07-01,1.569569e+12
2012-08-01,1.571921e+12
2012-09-01,1.57215e+12
2012-10-01,1.582283e+12
2012-11-01,1.587366e+12
2012-12-01,1.594382e+12
2013-01-01,1.601575e+12
2013-02-01,1.616248e+12
2013-03-01,1.622955e+12
2013-04-01,1.634749e+12
2013-05-01,1.645336e+12
2013-06-01,1.655703e+12
2013-07-01,1.654741e+12
2013-08-01,1.672329e+12
2013-09-01,1.687279e+12
2013-10-01,1.702903e+12
2013-11-01,1.722554e+12
2013-12-01,1.73757e+12
2014-01-01,1.760453e+12
2014-02-01,1.754271e+12
2014-03-01,1.762973e+12
2014-04-01,1.771667e+12
2014-05-01,1.778565e+12
2014-06-01,1.78813e+12
2014-07-01,1.802844e+12
2014-08-01,1.816335e+12
2014-09-01,1.830195e+12
2014-10-01,1.840314e+12
2014-11-01,1.846051e+12
2014-12-01,1.8518e+12
2015-01-01,1.865845e+12
2015-02-01,1.875776e+12
2015-03-01,1.88797e+12
2015-04-01,1.892034e+12
2015-05-01,1.898133e+12
2015-06-01,1.907903e+12
2015-07-01,1.947407e+12
2015-08-01,1.969234e+12
2015-09-01,1.982932e+12
2015-10-01,1.979533e+12
2015-11-01,1.99452e+12
2015-12-01,2.01177e+12
2016-01-01,2.030964e+12
2016-02-01,2.042343e+12
2016-03-01,2.032275e+12
2016-04-01,2.047797e+12
2016-05-01,2.077799e+12
2016-06-01,2.093965e+12
2016-07-01,2.120136e+12
2016-08-01,2.128511e+12
2016-09-01,2.142465e+12
2016-10-01,2.158122e+12
2016-11-01,2.164777e+12
2016-12-01,2.177625e+12
2017-01-01,2.187563e+12
2017-02-01,2.184597e+12
2017-03-01,2.199617e+12
2017-04-01,2.221806e+12
2017-05-01,2.240153e+12
2017-06-01,2.233725e+12
2017-07-01,2.228234e+12
2017-08-01,2.23423e+12
2017-09-01,2.242407e+12
2017-10-01,2.258339e+12
2017-11-01,2.271493e+12
2017-12-01,2.284759e+12
2018-01-01,2.281341e+12
2018-02-01,2.298989e+12
2018-03-01,2.307461e+12
2018-04-01,2.31247e+12
2018-05-01,2.317738e+12
2018-06-01,2.333327e+12
2018-07-01,2.337974e+12
2018-08-01,2.352908e+12
2018-09-01,2.364907e+12
2018-10-01,2.38026e+12
2018-11-01,2.396412e+12
2018-12-01,2.429608e+12
2019-01-01,2.42737e+12
2019-02-01,2.441889e+12
2019-03-01,2.478136e+12
2019-04-01,2.498966e+12
2019-05-01,2.498944e+12
2019-06-01,2.5085e+12
2019-07-01,2.522163e+12
2019-08-01,2.546539e+12
2019-09-01,2.560452e+12
2019-10-01,2.583708e+12
2019-11-01,2.597381e+12
2019-12-01,2.621295e+12
2020-01-01,2.634025e+12
2020-02-01,2.652313e+12
2020-03-01,2.731553e+12
2020-04-01,2.826343e+12
2020-05-01,2.870361e+12
2020-06-01,2.917425e+12
2020-07-01,2.923819e+12
2020-08-01,2.937855e+12
2020-09-01,2.958122e+12
2020-10-01,2.900909e+12
2020-11-01,2.909892e+12
2020-12-01,2.926982e+12
2021-01-01,2.948304e+12
2021-02-01,2.969634e+12
2021-03-01,2.980683e+12
2021-04-01,2.979939e+12
2021-05-01,3.010136e+12
2021-06-01,3.025335e+12
2021-07-01,3.062656e+12
2021-08-01,3.09515e+12
2021-09-01,3.102666e+12
2021-10-01,3.115545e+12
2021-11-01,3.146033e+12
2021-12-01,3.160697e+12
2022-01-01,3.19289e+12
2022-02-01,3.215429e+12
2022-03-01,3.234582e+12
2022-04-01,3.26156e+12
2022-05-01,3.283922e+12
2022-06-01,3.303106e+12
2022-07-01,3.315769e+12
2022-08-01,3.336695e+12
2022-09-01,3.360794e+12
2022-10-01,3.377464e+12
2022-11-01,3.404261e+12
2022-12-01,3.417384e+12
2023-01-01,3.454215e+12
2023-02-01,3.45319e+12
2023-03-01,3.454091e+12
2023-04-01,3.473758e+12
2023-05-01,3.465786e+12
2023-06-01,3.475271e+12
2023-07-01,3.493917e+12
2023-08-01,3.530632e+12
2023-09-01,3.522781e+12
