"Date","CANSLRTTO02MLSAM"
1966-01-01,1804868112.67149
1966-02-01,1843937117.38026
1966-03-01,1912182974.71041
1966-04-01,1803169460.29284
1966-05-01,1771294748.01126
1966-06-01,1846734897.76861
1966-07-01,1854528714.56473
1966-08-01,1910184560.14731
1966-09-01,1902990267.72012
1966-10-01,1911183767.42886
1966-11-01,1915880041.65217
1966-12-01,1888901445.0502
1967-01-01,1959645320.58424
1967-02-01,1897894310.58419
1967-03-01,1920876078.05994
1967-04-01,1954649284.17647
1967-05-01,1981827722.23475
1967-06-01,1997415355.82699
1967-07-01,1967638978.83668
1967-08-01,2000213136.21535
1967-09-01,2064761926.60375
1967-10-01,2004609648.25419
1967-11-01,2034485945.97266
1967-12-01,2009305922.47749
1968-01-01,2092939571.94358
1968-02-01,1944857052.81724
1968-03-01,2035485153.25421
1968-04-01,2046276591.895
1968-05-01,2058866603.64258
1968-06-01,2099534340.00184
1968-07-01,2172176709.37084
1968-08-01,2135106119.22517
1968-09-01,2170478056.99219
1968-10-01,2157088679.41937
1968-11-01,2215342463.93398
1968-12-01,2212544683.54563
1969-01-01,2211345634.80776
1969-02-01,2258508218.49713
1969-03-01,2229231445.14759
1969-04-01,2219738975.97282
1969-05-01,2234926926.65245
1969-06-01,2243220347.08935
1969-07-01,2239823042.33206
1969-08-01,2259907108.6913
1969-09-01,2282589113.98258
1969-10-01,2312465411.70106
1969-11-01,2282189431.06996
1969-12-01,2330551063.49719
1970-01-01,2288384516.2156
1970-02-01,2255710438.10877
1970-03-01,2241221932.52624
1970-04-01,2261405919.61363
1970-05-01,2277393236.1185
1970-06-01,2312365490.9729
1970-07-01,2367921415.82732
1970-08-01,2322857167.42922
1970-09-01,2353632751.70109
1970-10-01,2341442422.86613
1970-11-01,2336746148.64283
1970-12-01,2398397237.91472
1971-01-01,2347737428.73992
1971-02-01,2421079243.20601
1971-03-01,2433769175.68175
1971-04-01,2526495611.40998
1971-05-01,2533989666.02164
1971-06-01,2555272781.11875
1971-07-01,2561467866.26438
1971-08-01,2553973811.65272
1971-09-01,2623118955.53628
1971-10-01,2628714516.31298
1971-11-01,2665185582.08972
1971-12-01,2651096759.4198
1972-01-01,2674205426.22031
1972-02-01,2632435564.22949
1972-03-01,2729855276.55919
1972-04-01,2811525483.71703
1972-05-01,2832446885.77821
1972-06-01,2829421286.12967
1972-07-01,2807681533.30489
1972-08-01,2823302140.73743
1972-09-01,2914264975.61372
1972-10-01,2961935156.60211
1972-11-01,2938147028.85015
1972-12-01,2982947486.52592
1973-01-01,2990824237.52641
1973-02-01,3020008084.59877
1973-03-01,3136923330.19887
1973-04-01,3198829217.32756
1973-05-01,3076725088.31435
1973-06-01,3129572162.22847
1973-07-01,3195173117.88436
1973-08-01,3166668731.76346
1973-09-01,3244916653.98197
1973-10-01,3299223569.73445
1973-11-01,3379441928.71219
1973-12-01,3359924412.88159
1974-01-01,3481604878.00742
1974-02-01,3587041230.35703
1974-03-01,3590942135.58422
1974-04-01,3597463961.51092
1974-05-01,3703702677.30762
1974-06-01,3729585143.52172
1974-07-01,3768728089.56932
1974-08-01,3891667555.86992
1974-09-01,3834363018.27278
1974-10-01,3816834924.13976
1974-11-01,3816806946.33587
1974-12-01,3844742783.51357
1975-01-01,3968774383.3729
1975-02-01,4058684053.77443
1975-03-01,4041479702.80063
1975-04-01,4012646577.4841
1975-05-01,4184735051.54979
1975-06-01,4205508570.9333
1975-07-01,4331607530.65817
1975-08-01,4376074253.1019
1975-09-01,4312848413.15427
1975-10-01,4402203523.51454
1975-11-01,4568404668.27731
1975-12-01,4791542642.3576
1976-01-01,4481461644.29471
1976-02-01,4469316279.78742
1976-03-01,4572973043.96857
1976-04-01,4748077125.60999
1976-05-01,4662653895.90263
1976-06-01,4773036324.29593
1976-07-01,4759541030.75126
1976-08-01,4758853576.14155
1976-09-01,4774790932.28234
1976-10-01,4874449868.13
1976-11-01,4810753401.55276
1976-12-01,5015000362.76799
1977-01-01,4998983070.04468
1977-02-01,4999784434.28448
1977-03-01,5027519430.79858
1977-04-01,5024317970.66848
1977-05-01,5015201203.43158
1977-06-01,5019722616.38062
1977-07-01,5065273478.72483
1977-08-01,5197808332.55019
1977-09-01,5188432770.62737
1977-10-01,5242916546.06868
1977-11-01,5355641116.32994
1977-12-01,5316035537.31097
1978-01-01,5343055101.41148
1978-02-01,5509857768.95774
1978-03-01,5514223305.57086
1978-04-01,5590825533.39665
1978-05-01,5668103225.34478
1978-06-01,5724429539.01327
1978-07-01,5686175887.44625
1978-08-01,5784610794.374
1978-09-01,6054131970.46405
1978-10-01,5886901642.20128
1978-11-01,5900987467.24935
1978-12-01,5975854072.02709
1979-01-01,6001725546.96109
1979-02-01,6127779542.35829
1979-03-01,6388090025.72696
1979-04-01,6230269232.43459
1979-05-01,6326940538.5104
1979-06-01,6453224351.58236
1979-07-01,6499986253.15182
1979-08-01,6556458451.08342
1979-09-01,6510297073.09018
1979-10-01,6580749180.098
1979-11-01,6561531426.45187
1979-12-01,6608067507.1757
1980-01-01,6686199521.34955
1980-02-01,6728711794.35056
1980-03-01,6628944944.11649
1980-04-01,6677759217.44226
1980-05-01,6743434114.43698
1980-06-01,6759369472.16321
1980-07-01,6989620802.88089
1980-08-01,7118490564.39751
1980-09-01,7241300133.7515
1980-10-01,7299180214.74281
1980-11-01,7421142456.32204
1980-12-01,7439997497.72497
1981-01-01,8443002766.15644
1981-02-01,8460755681.92781
1981-03-01,8433465332.654
1981-04-01,8545380545.0172
1981-05-01,8498686589.54289
1981-06-01,8581933545.79102
1981-07-01,8604569587.54735
1981-08-01,8577746867.28131
1981-09-01,8742387250.27029
1981-10-01,8718227417.40959
1981-11-01,8945931768.76658
1981-12-01,8796630216.75674
1982-01-01,8608296630.70755
1982-02-01,8833272146.97862
1982-03-01,8725863359.45522
1982-04-01,8786459285.8378
1982-05-01,8994236446.37876
1982-06-01,8809880704.51744
1982-07-01,8869073743.87671
1982-08-01,8965854962.75349
1982-09-01,9074476787.9167
1982-10-01,8981987164.31419
1982-11-01,9101865059.5041
1982-12-01,9246568259.60423
1983-01-01,9153628992.72502
1983-02-01,9265653118.68191
1983-03-01,9522342474.86224
1983-04-01,9162115260.16726
1983-05-01,9522296511.32728
1983-06-01,9932360188.39706
1983-07-01,9867533618.38438
1983-08-01,9868801612.42468
1983-09-01,9921344927.32521
1983-10-01,10040982013.5603
1983-11-01,10038208214.1467
1983-12-01,10179262309.2546
1984-01-01,10349340378.2698
1984-02-01,10371096118.411
1984-03-01,10272526318.5003
1984-04-01,10549618488.1626
1984-05-01,10452121836.8723
1984-06-01,10668062520.9035
1984-07-01,10609345104.2103
1984-08-01,10597012887.9413
1984-09-01,10687905778.3079
1984-10-01,10913635696.0766
1984-11-01,10961463751.8154
1984-12-01,10880181237.0828
1985-01-01,11217309777.0501
1985-02-01,11351031689.126
1985-03-01,11624534706.233
1985-04-01,11626562097.8073
1985-05-01,11812431638.7002
1985-06-01,11669307186.1049
1985-07-01,11828159161.3118
1985-08-01,12050076104.0941
1985-09-01,12040447742.729
1985-10-01,12078047912.7339
1985-11-01,12402754307.7769
1985-12-01,12398357795.7381
1986-01-01,12493145596.0881
1986-02-01,12532506369.3231
1986-03-01,12610952134.5834
1986-04-01,12544048212.6324
1986-05-01,12678534518.2786
1986-06-01,12634002847.3616
1986-07-01,12848751477.1059
1986-08-01,13015661059.8313
1986-09-01,13106970619.6343
1986-10-01,12984457814.8429
1986-11-01,13081804585.0411
1986-12-01,13132906043.8343
1987-01-01,13078954845.8741
1987-02-01,13543110609.1308
1987-03-01,13509235483.8716
1987-04-01,13920342333.3433
1987-05-01,13878693375.4335
1987-06-01,14238031295.6479
1987-07-01,14188287759.5503
1987-08-01,14250568349.4096
1987-09-01,14213856474.678
1987-10-01,14586176095.8943
1987-11-01,14652259668.6672
1987-12-01,14700129691.1119
1988-01-01,14654512881.0871
1988-02-01,14521386496.5511
1988-03-01,15043500278.9671
1988-04-01,14772952916.9989
1988-05-01,15037599959.9695
1988-06-01,15015689342.6996
1988-07-01,15343170536.3635
1988-08-01,15198432364.0085
1988-09-01,15292371837.3765
1988-10-01,15497832835.4388
1988-11-01,15411251524.4922
1988-12-01,15719351094.5157
1989-01-01,15631124089.1763
1989-02-01,15597759558.838
1989-03-01,15588329040.5146
1989-04-01,15698626536.289
1989-05-01,15828180754.7935
1989-06-01,15827598216.9483
1989-07-01,15766876390.4483
1989-08-01,15855017463.9615
1989-09-01,15942620963.9572
1989-10-01,15794447516.9682
1989-11-01,15801589850.6168
1989-12-01,15819346763.2173
1990-01-01,16160757905.5933
1990-02-01,16201086910.6841
1990-03-01,16425894560.1319
1990-04-01,16092123356.6306
1990-05-01,15870991790.7717
1990-06-01,15916664556.4043
1990-07-01,15948508293.2601
1990-08-01,16039327242.2879
1990-09-01,15956970579.7276
1990-10-01,15930388668.4164
1990-11-01,15880281420.8683
1990-12-01,15982519310.7096
1991-01-01,15014977907.1151
1991-02-01,15292452773.1663
1991-03-01,15401372362.0994
1991-04-01,15281285632.5877
1991-05-01,15663656279.8492
1991-06-01,15495637577.0413
1991-07-01,15543981223.7374
1991-08-01,15418412843.0791
1991-09-01,15415083484.4169
1991-10-01,15398034010.5718
1991-11-01,15650373817.4555
1991-12-01,15337457069.1275
1992-01-01,15465605402.9869
1992-02-01,15500724541.3117
1992-03-01,15515623721.0869
1992-04-01,15696103537.9031
1992-05-01,15629600298.072
1992-06-01,15811445032.0347
1992-07-01,15856872991.8833
1992-08-01,15832070668.7406
1992-09-01,15970568791.6223
1992-10-01,16113051753.1428
1992-11-01,16036755282.7451
1992-12-01,16082967620.3097
1993-01-01,16395856390.8338
1993-02-01,16226166014.2438
1993-03-01,16302026830.2667
1993-04-01,16564284768.6272
1993-05-01,16458987306.0897
1993-06-01,16338944541.6983
1993-07-01,16699665364.7904
1993-08-01,16690171896.4083
1993-09-01,16742055734.503
1993-10-01,16806048965.6429
1993-11-01,16944758920.4683
1993-12-01,17007942793.7101
1994-01-01,17062627409.815
1994-02-01,17379362129.1657
1994-03-01,17876720551.1812
1994-04-01,17493809332.7804
1994-05-01,17760988367.0025
1994-06-01,17867893554.056
1994-07-01,17771700868.268
1994-08-01,17867800627.7788
1994-09-01,17938415605.5735
1994-10-01,18179280516.0358
1994-11-01,18250197254.4296
1994-12-01,18373263620.055
1995-01-01,18323028473.9748
1995-02-01,18244995381.3218
1995-03-01,18211260145.082
1995-04-01,18203219524.0873
1995-05-01,18318518052.3059
1995-06-01,18488812949.3012
1995-07-01,18392662230.219
1995-08-01,18705942689.9975
1995-09-01,18613967658.145
1995-10-01,18398095919.4161
1995-11-01,18491634710.6643
1995-12-01,18510476762.3725
1996-01-01,18516735796.7842
1996-02-01,18642861735.1057
1996-03-01,18759166465.0567
1996-04-01,18724168230.813
1996-05-01,18743139180.2606
1996-06-01,18962760943.9171
1996-07-01,18899069473.3763
1996-08-01,19056059925.4177
1996-09-01,19004913502.2968
1996-10-01,19472625444.2685
1996-11-01,19804362261.7446
1996-12-01,19672646757.8901
1997-01-01,19841623700.481
1997-02-01,20125522470.1453
1997-03-01,20041049486.5627
1997-04-01,20199314927.0954
1997-05-01,20370791886.3048
1997-06-01,20450658524.3194
1997-07-01,20664835607.4987
1997-08-01,20589014759.7671
1997-09-01,20630197087.8763
1997-10-01,21020344565.4102
1997-11-01,20956934871.3228
1997-12-01,21732008968.3443
1998-01-01,20759744311.9299
1998-02-01,21137010009.1899
1998-03-01,21024545232.8218
1998-04-01,21487571891.8504
1998-05-01,21487215174.8509
1998-06-01,21230467864.6482
1998-07-01,21368667224.5527
1998-08-01,21319066575.0964
1998-09-01,21643474207.1622
1998-10-01,21548361664.4456
1998-11-01,21696847863.3137
1998-12-01,21588082152.3019
1999-01-01,22056544498.9422
1999-02-01,22268593270.6118
1999-03-01,22384920982.3303
1999-04-01,22371480645.1861
1999-05-01,22282805994.9846
1999-06-01,22432690084.8396
1999-07-01,22596237335.0625
1999-08-01,22788104118.0593
1999-09-01,22799077412.4253
1999-10-01,22949358187.5711
1999-11-01,23018265520.1216
1999-12-01,23368636554.1914
2000-01-01,23415874078.4268
2000-02-01,23359794568.9569
2000-03-01,23794768483.5558
2000-04-01,23519200104.9978
2000-05-01,23625276949.2149
2000-06-01,23822111790.8156
2000-07-01,24185005889.745
2000-08-01,24247121610.4028
2000-09-01,24476280807.5618
2000-10-01,24311452573.6038
2000-11-01,24354334553.299
2000-12-01,24499040751.021
2001-01-01,24620984007.6619
2001-02-01,24458571856.9108
2001-03-01,24564499819.2429
2001-04-01,24924708048.9995
2001-05-01,25123484350.3482
2001-06-01,25170109360.5201
2001-07-01,24794160618.4572
2001-08-01,24998092829.3787
2001-09-01,24684150894.3799
2001-10-01,25129835311.8298
2001-11-01,25637136845.504
2001-12-01,26103995464.4574
2002-01-01,26475724554.1703
2002-02-01,26085295300.1831
2002-03-01,26051964742.8923
2002-04-01,26636433056.5064
2002-05-01,26145255730.7346
2002-06-01,26747703780.173
2002-07-01,26599485368.8563
2002-08-01,26746060084.1948
2002-09-01,26599156629.6607
2002-10-01,27040391577.0858
2002-11-01,26993799540.7543
2002-12-01,27150847946.818
2003-01-01,27116032567.5068
2003-02-01,27600641104.6096
2003-03-01,27253548469.6307
2003-04-01,27154762840.9471
2003-05-01,27462827438.7158
2003-06-01,27547894950.631
2003-07-01,27685896467.4937
2003-08-01,27998542430.6483
2003-09-01,27819273653.0574
2003-10-01,27802966590.2224
2003-11-01,27755511238.7996
2003-12-01,27683015752.901
2004-01-01,2.7936e+10
2004-02-01,2.872e+10
2004-03-01,2.869e+10
2004-04-01,2.8254e+10
2004-05-01,2.8554e+10
2004-06-01,2.8551e+10
2004-07-01,2.8616e+10
2004-08-01,2.8837e+10
2004-09-01,2.9244e+10
2004-10-01,2.9561e+10
2004-11-01,2.9901e+10
2004-12-01,2.9594e+10
2005-01-01,2.9889e+10
2005-02-01,3.0461e+10
2005-03-01,3.0006e+10
2005-04-01,2.994e+10
2005-05-01,2.9936e+10
2005-06-01,3.0591e+10
2005-07-01,3.08e+10
2005-08-01,3.0647e+10
2005-09-01,3.06e+10
2005-10-01,3.0887e+10
2005-11-01,3.1013e+10
2005-12-01,3.123e+10
2006-01-01,3.1748e+10
2006-02-01,3.1744e+10
2006-03-01,3.1872e+10
2006-04-01,3.2354e+10
2006-05-01,3.2048e+10
2006-06-01,3.2242e+10
2006-07-01,3.304e+10
2006-08-01,3.3008e+10
2006-09-01,3.2493e+10
2006-10-01,3.2595e+10
2006-11-01,3.2814e+10
2006-12-01,3.3515e+10
2007-01-01,3.3221e+10
2007-02-01,3.3466e+10
2007-03-01,3.391e+10
2007-04-01,3.4386e+10
2007-05-01,3.4789e+10
2007-06-01,3.4436e+10
2007-07-01,3.4431e+10
2007-08-01,3.4725e+10
2007-09-01,3.4341e+10
2007-10-01,3.4306e+10
2007-11-01,3.4959e+10
2007-12-01,3.5625e+10
2008-01-01,3.5933e+10
2008-02-01,3.5527e+10
2008-03-01,3.553e+10
2008-04-01,3.5914e+10
2008-05-01,3.6007e+10
2008-06-01,3.64e+10
2008-07-01,3.6404e+10
2008-08-01,3.6138e+10
2008-09-01,3.6391e+10
2008-10-01,3.5748e+10
2008-11-01,3.4662e+10
2008-12-01,3.3303e+10
2009-01-01,3.3791e+10
2009-02-01,3.3862e+10
2009-03-01,3.3838e+10
2009-04-01,3.3933e+10
2009-05-01,3.4367e+10
2009-06-01,3.4753e+10
2009-07-01,3.4735e+10
2009-08-01,3.4959e+10
2009-09-01,3.5271e+10
2009-10-01,3.5442e+10
2009-11-01,3.5095e+10
2009-12-01,3.5671e+10
2010-01-01,3.6091e+10
2010-02-01,3.6048e+10
2010-03-01,3.6872e+10
2010-04-01,3.6394e+10
2010-05-01,3.6051e+10
2010-06-01,3.6309e+10
2010-07-01,3.6357e+10
2010-08-01,3.6453e+10
2010-09-01,3.657e+10
2010-10-01,3.6837e+10
2010-11-01,3.7539e+10
2010-12-01,3.7437e+10
2011-01-01,3.7312e+10
2011-02-01,3.7418e+10
2011-03-01,3.7624e+10
2011-04-01,3.7883e+10
2011-05-01,3.7736e+10
2011-06-01,3.8121e+10
2011-07-01,3.7897e+10
2011-08-01,3.8004e+10
2011-09-01,3.8283e+10
2011-10-01,3.8584e+10
2011-11-01,3.8694e+10
2011-12-01,3.9174e+10
2012-01-01,3.8959e+10
2012-02-01,3.8861e+10
2012-03-01,3.9198e+10
2012-04-01,3.8844e+10
2012-05-01,3.8792e+10
2012-06-01,3.8764e+10
2012-07-01,3.8857e+10
2012-08-01,3.8946e+10
2012-09-01,3.9061e+10
2012-10-01,3.9237e+10
2012-11-01,3.9204e+10
2012-12-01,3.9076e+10
2013-01-01,3.952e+10
2013-02-01,3.9774e+10
2013-03-01,3.9905e+10
2013-04-01,3.9719e+10
2013-05-01,4.0395e+10
2013-06-01,4.0101e+10
2013-07-01,4.0573e+10
2013-08-01,4.0891e+10
2013-09-01,4.0786e+10
2013-10-01,4.0919e+10
2013-11-01,4.0932e+10
2013-12-01,4.0959e+10
2014-01-01,4.1355e+10
2014-02-01,4.1682e+10
2014-03-01,4.1588e+10
2014-04-01,4.208e+10
2014-05-01,4.2197e+10
2014-06-01,4.2686e+10
2014-07-01,4.291e+10
2014-08-01,4.2834e+10
2014-09-01,4.3066e+10
2014-10-01,4.3042e+10
2014-11-01,4.292e+10
2014-12-01,4.2988e+10
2015-01-01,4.1539e+10
2015-02-01,4.2396e+10
2015-03-01,4.2908e+10
2015-04-01,4.2961e+10
2015-05-01,4.3268e+10
2015-06-01,4.3688e+10
2015-07-01,4.4033e+10
2015-08-01,4.4212e+10
2015-09-01,4.421e+10
2015-10-01,4.4159e+10
2015-11-01,4.464e+10
2015-12-01,4.459e+10
2016-01-01,4.5149e+10
2016-02-01,4.5498e+10
2016-03-01,4.5033e+10
2016-04-01,4.5463e+10
2016-05-01,4.5168e+10
2016-06-01,4.5622e+10
2016-07-01,4.5436e+10
2016-08-01,4.5622e+10
2016-09-01,4.6193e+10
2016-10-01,4.6481e+10
2016-11-01,4.6759e+10
2016-12-01,4.7286e+10
2017-01-01,4.8568e+10
2017-02-01,4.8022e+10
2017-03-01,4.8132e+10
2017-04-01,4.899e+10
2017-05-01,4.8892e+10
2017-06-01,4.8932e+10
2017-07-01,4.9015e+10
2017-08-01,4.9072e+10
2017-09-01,4.9009e+10
2017-10-01,5.041e+10
2017-11-01,5.0053e+10
2017-12-01,5.0078e+10
2018-01-01,5.0061e+10
2018-02-01,4.9797e+10
2018-03-01,4.9781e+10
2018-04-01,4.9973e+10
2018-05-01,5.1327e+10
2018-06-01,5.1112e+10
2018-07-01,5.077e+10
2018-08-01,5.1034e+10
2018-09-01,5.1231e+10
2018-10-01,5.1406e+10
2018-11-01,5.0545e+10
2018-12-01,5.0862e+10
2019-01-01,5.0435e+10
2019-02-01,5.0489e+10
2019-03-01,5.1132e+10
2019-04-01,5.1429e+10
2019-05-01,5.1851e+10
2019-06-01,5.1506e+10
2019-07-01,5.1782e+10
2019-08-01,5.1713e+10
2019-09-01,5.1642e+10
2019-10-01,5.0949e+10
2019-11-01,5.1271e+10
2019-12-01,5.2345e+10
2020-01-01,5.1931e+10
2020-02-01,5.2137e+10
2020-03-01,4.606e+10
2020-04-01,3.5196e+10
2020-05-01,4.3643e+10
2020-06-01,5.3419e+10
2020-07-01,5.3426e+10
2020-08-01,5.3255e+10
2020-09-01,5.487e+10
2020-10-01,5.5517e+10
2020-11-01,5.5562e+10
2020-12-01,5.3315e+10
2021-01-01,5.226e+10
2021-02-01,5.5787e+10
2021-03-01,5.8523e+10
2021-04-01,5.5624e+10
2021-05-01,5.454e+10
2021-06-01,5.6792e+10
2021-07-01,5.6785e+10
2021-08-01,5.7699e+10
2021-09-01,5.7201e+10
2021-10-01,5.8219e+10
2021-11-01,5.8751e+10
2021-12-01,5.792e+10
2022-01-01,5.9987e+10
2022-02-01,6.0183e+10
2022-03-01,6.0483e+10
2022-04-01,6.0873e+10
2022-05-01,6.2191e+10
2022-06-01,6.2641e+10
2022-07-01,6.1229e+10
2022-08-01,6.1437e+10
2022-09-01,6.1044e+10
2022-10-01,6.1814e+10
2022-11-01,6.1788e+10
2022-12-01,6.2123e+10
