"Date","TRESEGCAM052N"
1998-04-01,21640706942.013
1998-05-01,20419638932.0286
1998-06-01,19829809220.4078
1998-07-01,22384282707.7425
1998-08-01,17833814666.1763
1998-09-01,19420032678.6182
1998-10-01,19992921516.9051
1998-11-01,23221860284.5072
1998-12-01,23307487320.0369
1999-01-01,23324199885.7605
1999-02-01,22236230071.6375
1999-03-01,24847124796.4935
1999-04-01,25412683472.7573
1999-05-01,25090579611.0733
1999-06-01,25233966515.0005
1999-07-01,25072654899.0077
1999-08-01,25217130886.954
1999-09-01,25696480209.4305
1999-10-01,26228837128.9316
1999-11-01,28370977914.7709
1999-12-01,28126386617.4575
2000-01-01,28502721917.6748
2000-02-01,29430050446.6498
2000-03-01,30695271162.0828
2000-04-01,30046414752.7143
2000-05-01,29119049377.8108
2000-06-01,29801339132.6675
2000-07-01,29877211447.386
2000-08-01,30250814162.8023
2000-09-01,30349488740.1506
2000-10-01,30205340082.7224
2000-11-01,30658042376.6621
2000-12-01,32102319496.4522
2001-01-01,32241265484.8996
2001-02-01,32383611829.5121
2001-03-01,33214453628.8467
2001-04-01,32902772434.587
2001-05-01,32950594554.1543
2001-06-01,32700852247.4604
2001-07-01,33495640699.7572
2001-08-01,34719792716.625
2001-09-01,33884843305.5337
2001-10-01,34648624921.7178
2001-11-01,34281299090.5765
2001-12-01,33961817467.5387
2002-01-01,33348690271.6969
2002-02-01,33897168798.9511
2002-03-01,33743102945.0822
2002-04-01,34690624405.1286
2002-05-01,35395842105.9425
2002-06-01,36917101328.2031
2002-07-01,36149266472.526
2002-08-01,36855257523.0191
2002-09-01,36365574169.3815
2002-10-01,37041217690.3384
2002-11-01,36285386830.4638
2002-12-01,36984083073.6644
2003-01-01,37414758517.3541
2003-02-01,35723438421.5519
2003-03-01,35756717496.8472
2003-04-01,36120620985.0966
2003-05-01,37268586022.8414
2003-06-01,36591671783.0687
2003-07-01,35654467457.6639
2003-08-01,35224651621.8688
2003-09-01,36610723079.1447
2003-10-01,35788592263.8138
2003-11-01,36054079623.4911
2003-12-01,36222100799.3034
2004-01-01,36323415551.1149
2004-02-01,35938921517.6084
2004-03-01,36365514774.0294
2004-04-01,35064356251.9509
2004-05-01,35933267219.3344
2004-06-01,35373481271.2144
2004-07-01,35154463410.332
2004-08-01,35843575708.3092
2004-09-01,36215251593.1239
2004-10-01,36413990601.1601
2004-11-01,34032191900.5594
2004-12-01,34428643087.8754
2005-01-01,34544332565.4839
2005-02-01,35514502489.4829
2005-03-01,36199398217.2264
2005-04-01,35556385119.7726
2005-05-01,34989561274.4122
2005-06-01,34876105243.2253
2005-07-01,33282668965.4371
2005-08-01,34251748995.6322
2005-09-01,33547292849.792
2005-10-01,34163368099.9335
2005-11-01,34144867115.2696
2005-12-01,32962124276.077
2006-01-01,32896903204.5917
2006-02-01,32623387772.996
2006-03-01,35966263259.7398
2006-04-01,35645983310.8016
2006-05-01,35613005444.7953
2006-06-01,35845663402.193
2006-07-01,36321837534.6482
2006-08-01,35785116344.5995
2006-09-01,35952397829.7298
2006-10-01,35576435938.0041
2006-11-01,36407752069.3555
2006-12-01,34993800647.1937
2007-01-01,35836791877.7717
2007-02-01,36237469504.6624
2007-03-01,39230596216.9836
2007-04-01,40109021411.7292
2007-05-01,40024261892.1908
2007-06-01,39341247571.3
2007-07-01,40229904114.7071
2007-08-01,40228380573.019
2007-09-01,40900194285.5364
2007-10-01,40711549518.2959
2007-11-01,40767405923.417
2007-12-01,40991230028.8237
2008-01-01,42159168737.5868
2008-02-01,43507589054.0245
2008-03-01,42950198658.7468
2008-04-01,43507373181.9754
2008-05-01,43490511388.5729
2008-06-01,43753937787.0059
2008-07-01,42559110148.6673
2008-08-01,42502899903.1387
2008-09-01,42883279597.7383
2008-10-01,41322100625.2335
2008-11-01,41466436151.9931
2008-12-01,43777513813.9077
2009-01-01,42629146129.3557
2009-02-01,43089127569.7218
2009-03-01,43423137270.2631
2009-04-01,42528683879.7421
2009-05-01,44763057079.6967
2009-06-01,44559868933.1239
2009-07-01,45311783002.8364
2009-08-01,53467279586.0583
2009-09-01,58052768345.4696
2009-10-01,56122506580.5582
2009-11-01,56292170935.2578
2009-12-01,54237792266.8962
2010-01-01,56859605469.8246
2010-02-01,57221239015.591
2010-03-01,56543637620.1878
2010-04-01,56714112150.5919
2010-05-01,55895501644.6132
2010-06-01,55256934659.4102
2010-07-01,57184039031.9161
2010-08-01,57789177018.0571
2010-09-01,59404517258.1217
2010-10-01,58800836630.1541
2010-11-01,56420576810.6389
2010-12-01,56997958271.2186
2011-01-01,58561455040.4464
2011-02-01,60178002678.9029
2011-03-01,60442640532.793
2011-04-01,62851075278.9264
2011-05-01,63834927984.6326
2011-06-01,62324101447.6053
2011-07-01,63059823344.1159
2011-08-01,64295743862.3032
2011-09-01,63541525522.4023
2011-10-01,65240140967.654
2011-11-01,65549808930.4499
2011-12-01,65652106667.1989
2012-01-01,66185742630.0197
2012-02-01,69602336200.5652
2012-03-01,69167031424.7562
2012-04-01,69363381741.3875
2012-05-01,68528785265.6316
2012-06-01,66043370287.6359
2012-07-01,66144061636.4799
2012-08-01,67002219235.5226
2012-09-01,67946631009.7173
2012-10-01,67865909841.1671
2012-11-01,68034366172.1506
2012-12-01,68364967361.9693
2013-01-01,68711876649.9997
2013-02-01,69191798657.8605
2013-03-01,70052520925.7838
2013-04-01,71484874744.0361
2013-05-01,70553151711.2175
2013-06-01,68765485631.1812
2013-07-01,69624569254.2364
2013-08-01,69789755095.1138
2013-09-01,71262053241.9019
2013-10-01,71367326455.2169
2013-11-01,71915806240.002
2013-12-01,71821453415.7952
2014-01-01,72658449547.0271
2014-02-01,77041209628.2518
2014-03-01,76324843917.7972
2014-04-01,77171787074.0287
2014-05-01,77765056267.2533
2014-06-01,75748112352.29
2014-07-01,75343229887.4336
2014-08-01,75489710340.953
2014-09-01,73570642580.1115
2014-10-01,73800596382.532
2014-11-01,73998375870.4909
2014-12-01,74584186252.5789
2015-01-01,74715821315.9382
2015-02-01,74652648358.3451
2015-03-01,77566305158.607
2015-04-01,77729307154.2994
2015-05-01,77154588959.4182
2015-06-01,76282391752.0699
2015-07-01,76875714454.6722
2015-08-01,77744936600.164
2015-09-01,78329008072.882
2015-10-01,79042398758.7374
2015-11-01,78109883531.9543
2015-12-01,79695445869.8993
2016-01-01,81158339588.3635
2016-02-01,81290272888.3842
2016-03-01,82191019548.7832
2016-04-01,83921478903.0433
2016-05-01,84298076729.048
2016-06-01,83521118742.2714
2016-07-01,82904066931.0374
2016-08-01,83756262084.7649
2016-09-01,84195523389.6498
2016-10-01,83383350970.3496
2016-11-01,83129726108.1223
2016-12-01,82718110857.6299
2017-01-01,84783208595.1343
2017-02-01,82091175303.3735
2017-03-01,82549564193.8556
2017-04-01,84709897437.8309
2017-05-01,85589617143.9805
2017-06-01,84626069133.8751
2017-07-01,84948002408.6582
2017-08-01,85154786860.8475
2017-09-01,84391113990.7797
2017-10-01,83438642146.4722
2017-11-01,86857190281.739
2017-12-01,86677706696.7064
2018-01-01,86747518623.4853
2018-02-01,86485409164.3207
2018-03-01,83297024509.248
2018-04-01,82220420608.8757
2018-05-01,80777755579.4812
2018-06-01,81764649228.9169
2018-07-01,81816747557.9894
2018-08-01,81238224226.3635
2018-09-01,80683138690.7245
2018-10-01,82088225254.7604
2018-11-01,82008591348.2021
2018-12-01,83925602808.0082
2019-01-01,87872894482.6523
2019-02-01,84420236111.1111
2019-03-01,83401144007.4077
2019-04-01,86039503026.4985
2019-05-01,85704761258.5929
2019-06-01,86299952711.9551
2019-07-01,85259529146.4709
2019-08-01,86147556444.6719
2019-09-01,85238479470.6555
2019-10-01,85514946076.8762
2019-11-01,85012477724.0059
2019-12-01,85297110783.6887
2020-01-01,86471477904.0596
2020-02-01,87567426807.547
2020-03-01,86100434087.7484
2020-04-01,87322571005.7675
2020-05-01,87372030451.9567
2020-06-01,87276930267.3664
2020-07-01,90400670221.0038
2020-08-01,89894847005.7395
2020-09-01,90157260039.5247
2020-10-01,90872094332.8308
2020-11-01,91741733184.6036
2020-12-01,90428136419.3486
2021-01-01,89106939581.4182
2021-02-01,86325626837.2299
2021-03-01,83375060405.6331
2021-04-01,84337317238.3092
2021-05-01,89216501553.7395
2021-06-01,89053334543.416
2021-07-01,90198499888.5558
2021-08-01,106538505867.222
2021-09-01,106175639454.316
2021-10-01,104169320780.327
2021-11-01,103626563077.828
2021-12-01,106615119570.101
2022-01-01,104402248779.755
2022-02-01,102889214424.005
2022-03-01,103763679862.59
2022-04-01,105617449659.891
2022-05-01,107893187473.428
2022-06-01,106282334088.398
2022-07-01,106637443789.41
2022-08-01,107766222723.818
2022-09-01,102771151718.303
2022-10-01,103483691144.634
2022-11-01,106163574104.461
2022-12-01,106952377364.743
2023-01-01,109601610377.544
2023-02-01,108463224839.782
2023-03-01,109654311053.625
2023-04-01,114028429834.345
2023-05-01,113514363056.141
2023-06-01,113956635918.908
2023-07-01,113994539012.969
2023-08-01,114173662527.447
2023-09-01,111938834118.374
2023-10-01,112030154019.418
