"Date","LFIN55MACAM647N"
1997-11-01,508600
1997-12-01,525300
1998-01-01,530500
1998-02-01,528600
1998-03-01,532900
1998-04-01,544200
1998-05-01,534100
1998-06-01,525100
1998-07-01,523800
1998-08-01,515300
1998-09-01,512400
1998-10-01,520400
1998-11-01,525600
1998-12-01,535800
1999-01-01,531100
1999-02-01,538400
1999-03-01,536500
1999-04-01,519800
1999-05-01,521900
1999-06-01,513300
1999-07-01,527100
1999-08-01,513600
1999-09-01,512300
1999-10-01,512100
1999-11-01,523300
1999-12-01,531900
2000-01-01,536500
2000-02-01,536200
2000-03-01,537300
2000-04-01,533300
2000-05-01,527300
2000-06-01,521100
2000-07-01,544200
2000-08-01,530000
2000-09-01,533400
2000-10-01,544100
2000-11-01,544000
2000-12-01,540200
2001-01-01,561800
2001-02-01,559400
2001-03-01,542000
2001-04-01,550700
2001-05-01,544300
2001-06-01,539800
2001-07-01,555900
2001-08-01,544400
2001-09-01,551100
2001-10-01,560100
2001-11-01,571100
2001-12-01,565300
2002-01-01,558200
2002-02-01,555800
2002-03-01,556300
2002-04-01,549100
2002-05-01,543000
2002-06-01,545500
2002-07-01,561900
2002-08-01,559000
2002-09-01,545200
2002-10-01,550800
2002-11-01,542100
2002-12-01,552500
2003-01-01,552800
2003-02-01,547500
2003-03-01,554900
2003-04-01,539600
2003-05-01,544400
2003-06-01,541200
2003-07-01,559200
2003-08-01,544300
2003-09-01,532600
2003-10-01,531300
2003-11-01,546100
2003-12-01,553300
2004-01-01,564800
2004-02-01,549500
2004-03-01,562700
2004-04-01,561700
2004-05-01,553900
2004-06-01,551500
2004-07-01,577500
2004-08-01,571000
2004-09-01,564900
2004-10-01,558700
2004-11-01,555700
2004-12-01,566700
2005-01-01,564600
2005-02-01,572300
2005-03-01,574900
2005-04-01,569500
2005-05-01,561800
2005-06-01,566700
2005-07-01,574800
2005-08-01,571500
2005-09-01,565100
2005-10-01,569300
2005-11-01,584300
2005-12-01,601000
2006-01-01,606400
2006-02-01,617000
2006-03-01,602700
2006-04-01,605000
2006-05-01,594800
2006-06-01,594300
2006-07-01,599700
2006-08-01,599200
2006-09-01,595900
2006-10-01,591800
2006-11-01,598700
2006-12-01,603200
2007-01-01,625600
2007-02-01,616900
2007-03-01,615500
2007-04-01,602700
2007-05-01,605600
2007-06-01,607700
2007-07-01,621600
2007-08-01,612300
2007-09-01,610500
2007-10-01,599600
2007-11-01,622600
2007-12-01,622000
2008-01-01,629300
2008-02-01,639500
2008-03-01,627700
2008-04-01,642900
2008-05-01,631700
2008-06-01,632900
2008-07-01,647600
2008-08-01,644200
2008-09-01,625600
2008-10-01,618700
2008-11-01,644000
2008-12-01,646600
2009-01-01,647100
2009-02-01,657500
2009-03-01,646600
2009-04-01,636900
2009-05-01,639800
2009-06-01,641300
2009-07-01,634100
2009-08-01,637000
2009-09-01,644000
2009-10-01,648800
2009-11-01,654500
2009-12-01,659300
2010-01-01,679400
2010-02-01,670900
2010-03-01,668700
2010-04-01,660600
2010-05-01,655100
2010-06-01,658700
2010-07-01,663600
2010-08-01,662700
2010-09-01,632700
2010-10-01,640400
2010-11-01,644500
2010-12-01,653400
2011-01-01,682900
2011-02-01,674400
2011-03-01,664100
2011-04-01,656100
2011-05-01,662700
2011-06-01,669800
2011-07-01,684400
2011-08-01,677600
2011-09-01,668000
2011-10-01,680600
2011-11-01,690500
2011-12-01,674700
2012-01-01,695500
2012-02-01,694900
2012-03-01,683400
2012-04-01,674300
2012-05-01,666500
2012-06-01,674000
2012-07-01,688200
2012-08-01,658800
2012-09-01,652100
2012-10-01,643900
2012-11-01,666600
2012-12-01,664900
2013-01-01,673000
2013-02-01,674400
2013-03-01,669300
2013-04-01,655000
2013-05-01,650600
2013-06-01,660000
2013-07-01,675300
2013-08-01,666100
2013-09-01,670900
2013-10-01,667700
2013-11-01,686800
2013-12-01,700900
2014-01-01,713900
2014-02-01,693500
2014-03-01,679000
2014-04-01,672000
2014-05-01,659500
2014-06-01,648300
2014-07-01,668700
2014-08-01,694500
2014-09-01,685100
2014-10-01,680100
2014-11-01,713400
2014-12-01,724700
2015-01-01,716400
2015-02-01,692900
2015-03-01,693900
2015-04-01,681500
2015-05-01,666400
2015-06-01,661000
2015-07-01,663200
2015-08-01,672400
2015-09-01,671300
2015-10-01,694500
2015-11-01,697600
2015-12-01,693500
2016-01-01,708200
2016-02-01,683200
2016-03-01,696400
2016-04-01,678000
2016-05-01,676300
2016-06-01,682900
2016-07-01,690600
2016-08-01,677900
2016-09-01,668400
2016-10-01,666600
2016-11-01,700300
2016-12-01,691500
2017-01-01,703900
2017-02-01,699400
2017-03-01,707500
2017-04-01,704100
2017-05-01,692200
2017-06-01,705600
2017-07-01,722100
2017-08-01,696300
2017-09-01,692100
2017-10-01,688300
2017-11-01,699100
2017-12-01,709600
2018-01-01,738600
2018-02-01,731600
2018-03-01,706300
2018-04-01,714600
2018-05-01,695000
2018-06-01,678100
2018-07-01,692000
2018-08-01,688900
2018-09-01,680000
2018-10-01,694900
2018-11-01,676700
2018-12-01,695900
2019-01-01,709100
2019-02-01,697600
2019-03-01,693100
2019-04-01,678400
2019-05-01,667600
2019-06-01,671200
2019-07-01,680900
2019-08-01,676400
2019-09-01,679000
2019-10-01,687700
2019-11-01,703600
2019-12-01,713800
2020-01-01,713900
2020-02-01,700500
2020-03-01,727200
2020-04-01,790500
2020-05-01,748800
2020-06-01,726500
2020-07-01,708300
2020-08-01,692200
2020-09-01,681300
2020-10-01,664900
2020-11-01,697800
2020-12-01,683600
2021-01-01,696800
2021-02-01,698400
2021-03-01,663500
2021-04-01,680500
2021-05-01,661800
2021-06-01,644100
2021-07-01,656800
2021-08-01,649700
2021-09-01,653400
2021-10-01,656500
2021-11-01,678500
2021-12-01,707200
2022-01-01,711000
2022-02-01,707500
2022-03-01,696100
2022-04-01,688200
2022-05-01,692700
2022-06-01,721300
2022-07-01,699800
2022-08-01,700500
2022-09-01,691000
2022-10-01,696700
2022-11-01,705800
2022-12-01,707400
2023-01-01,693900
2023-02-01,694800
2023-03-01,672800
2023-04-01,675000
2023-05-01,671200
2023-06-01,690800
2023-07-01,689800
2023-08-01,677900
2023-09-01,666200
2023-10-01,644400
2023-11-01,651800
