"Date","LFEM24FECAM647N"
1984-01-01,1138600
1984-02-01,1162300
1984-03-01,1170400
1984-04-01,1167800
1984-05-01,1239400
1984-06-01,1294000
1984-07-01,1397700
1984-08-01,1366700
1984-09-01,1168600
1984-10-01,1176100
1984-11-01,1184800
1984-12-01,1195800
1985-01-01,1144100
1985-02-01,1155900
1985-03-01,1171800
1985-04-01,1164300
1985-05-01,1232300
1985-06-01,1283900
1985-07-01,1400800
1985-08-01,1390000
1985-09-01,1190100
1985-10-01,1213800
1985-11-01,1209100
1985-12-01,1222700
1986-01-01,1164700
1986-02-01,1171100
1986-03-01,1170000
1986-04-01,1193100
1986-05-01,1248900
1986-06-01,1364900
1986-07-01,1441500
1986-08-01,1411100
1986-09-01,1183200
1986-10-01,1181200
1986-11-01,1176000
1986-12-01,1182700
1987-01-01,1142100
1987-02-01,1156400
1987-03-01,1168300
1987-04-01,1174500
1987-05-01,1239900
1987-06-01,1304300
1987-07-01,1404600
1987-08-01,1396000
1987-09-01,1180000
1987-10-01,1197300
1987-11-01,1196200
1987-12-01,1215400
1988-01-01,1155600
1988-02-01,1161300
1988-03-01,1170500
1988-04-01,1172400
1988-05-01,1245800
1988-06-01,1288000
1988-07-01,1400400
1988-08-01,1361200
1988-09-01,1172100
1988-10-01,1189900
1988-11-01,1188200
1988-12-01,1195700
1989-01-01,1173600
1989-02-01,1165100
1989-03-01,1176900
1989-04-01,1171800
1989-05-01,1223900
1989-06-01,1278200
1989-07-01,1386900
1989-08-01,1364100
1989-09-01,1150900
1989-10-01,1158400
1989-11-01,1155000
1989-12-01,1167000
1990-01-01,1109200
1990-02-01,1129300
1990-03-01,1114500
1990-04-01,1108600
1990-05-01,1168200
1990-06-01,1234600
1990-07-01,1329700
1990-08-01,1302500
1990-09-01,1093400
1990-10-01,1095500
1990-11-01,1087000
1990-12-01,1097200
1991-01-01,1044400
1991-02-01,1062700
1991-03-01,1053300
1991-04-01,1041300
1991-05-01,1125900
1991-06-01,1169300
1991-07-01,1272600
1991-08-01,1249600
1991-09-01,1046100
1991-10-01,1060100
1991-11-01,1047200
1991-12-01,1065800
1992-01-01,999300
1992-02-01,1013600
1992-03-01,1011700
1992-04-01,1003100
1992-05-01,1057800
1992-06-01,1122500
1992-07-01,1202800
1992-08-01,1187900
1992-09-01,990100
1992-10-01,1009600
1992-11-01,996400
1992-12-01,1009300
1993-01-01,950000
1993-02-01,960500
1993-03-01,974800
1993-04-01,956800
1993-05-01,1006700
1993-06-01,1078400
1993-07-01,1163000
1993-08-01,1132600
1993-09-01,977600
1993-10-01,982600
1993-11-01,989700
1993-12-01,1004500
1994-01-01,938500
1994-02-01,954000
1994-03-01,972800
1994-04-01,947600
1994-05-01,1028500
1994-06-01,1082200
1994-07-01,1174400
1994-08-01,1141700
1994-09-01,994200
1994-10-01,980100
1994-11-01,993200
1994-12-01,1007400
1995-01-01,962000
1995-02-01,954600
1995-03-01,957200
1995-04-01,965400
1995-05-01,1037300
1995-06-01,1098100
1995-07-01,1176200
1995-08-01,1151400
1995-09-01,967600
1995-10-01,989100
1995-11-01,972200
1995-12-01,978900
1996-01-01,925700
1996-02-01,948100
1996-03-01,950800
1996-04-01,953600
1996-05-01,1030700
1996-06-01,1069600
1996-07-01,1153900
1996-08-01,1133100
1996-09-01,945500
1996-10-01,952400
1996-11-01,955300
1996-12-01,967300
1997-01-01,910300
1997-02-01,919700
1997-03-01,922000
1997-04-01,918300
1997-05-01,969900
1997-06-01,1039200
1997-07-01,1114900
1997-08-01,1118200
1997-09-01,923000
1997-10-01,922600
1997-11-01,924200
1997-12-01,938400
1998-01-01,887500
1998-02-01,905300
1998-03-01,916800
1998-04-01,934700
1998-05-01,1001900
1998-06-01,1062900
1998-07-01,1171500
1998-08-01,1171200
1998-09-01,1000700
1998-10-01,1016900
1998-11-01,1016500
1998-12-01,1034300
1999-01-01,993100
1999-02-01,985900
1999-03-01,984500
1999-04-01,985700
1999-05-01,1064100
1999-06-01,1123300
1999-07-01,1217500
1999-08-01,1191900
1999-09-01,1021800
1999-10-01,1022900
1999-11-01,1029700
1999-12-01,1052600
2000-01-01,1006700
2000-02-01,1023400
2000-03-01,1026200
2000-04-01,1016600
2000-05-01,1114400
2000-06-01,1179000
2000-07-01,1266300
2000-08-01,1248900
2000-09-01,1095700
2000-10-01,1099000
2000-11-01,1096400
2000-12-01,1110500
2001-01-01,1067500
2001-02-01,1055500
2001-03-01,1069800
2001-04-01,1064300
2001-05-01,1151700
2001-06-01,1191000
2001-07-01,1296600
2001-08-01,1268100
2001-09-01,1086500
2001-10-01,1102900
2001-11-01,1109100
2001-12-01,1119900
2002-01-01,1078300
2002-02-01,1073300
2002-03-01,1086100
2002-04-01,1097200
2002-05-01,1175700
2002-06-01,1241000
2002-07-01,1340400
2002-08-01,1341300
2002-09-01,1130700
2002-10-01,1157500
2002-11-01,1171700
2002-12-01,1178400
2003-01-01,1128500
2003-02-01,1147700
2003-03-01,1151400
2003-04-01,1135000
2003-05-01,1216100
2003-06-01,1290100
2003-07-01,1358400
2003-08-01,1344300
2003-09-01,1139800
2003-10-01,1162000
2003-11-01,1174200
2003-12-01,1200100
2004-01-01,1128800
2004-02-01,1122100
2004-03-01,1135200
2004-04-01,1119600
2004-05-01,1223000
2004-06-01,1312400
2004-07-01,1387700
2004-08-01,1342600
2004-09-01,1163900
2004-10-01,1180700
2004-11-01,1183600
2004-12-01,1203100
2005-01-01,1150100
2005-02-01,1163600
2005-03-01,1149000
2005-04-01,1161100
2005-05-01,1253400
2005-06-01,1312000
2005-07-01,1398600
2005-08-01,1382300
2005-09-01,1181100
2005-10-01,1201700
2005-11-01,1224200
2005-12-01,1234500
2006-01-01,1203500
2006-02-01,1204600
2006-03-01,1210300
2006-04-01,1202800
2006-05-01,1319700
2006-06-01,1379900
2006-07-01,1449900
2006-08-01,1419100
2006-09-01,1211700
2006-10-01,1251800
2006-11-01,1252800
2006-12-01,1269500
2007-01-01,1217000
2007-02-01,1240500
2007-03-01,1249600
2007-04-01,1225200
2007-05-01,1327100
2007-06-01,1383800
2007-07-01,1489300
2007-08-01,1463900
2007-09-01,1252600
2007-10-01,1281400
2007-11-01,1275600
2007-12-01,1302900
2008-01-01,1245500
2008-02-01,1273900
2008-03-01,1272800
2008-04-01,1273200
2008-05-01,1363400
2008-06-01,1428700
2008-07-01,1492700
2008-08-01,1475400
2008-09-01,1264900
2008-10-01,1277800
2008-11-01,1267500
2008-12-01,1280900
2009-01-01,1215000
2009-02-01,1224600
2009-03-01,1222600
2009-04-01,1222900
2009-05-01,1308800
2009-06-01,1368600
2009-07-01,1424500
2009-08-01,1410600
2009-09-01,1202300
2009-10-01,1197000
2009-11-01,1214100
2009-12-01,1239900
2010-01-01,1204100
2010-02-01,1220200
2010-03-01,1216100
2010-04-01,1215700
2010-05-01,1294400
2010-06-01,1370000
2010-07-01,1432700
2010-08-01,1386500
2010-09-01,1183800
2010-10-01,1212000
2010-11-01,1215200
2010-12-01,1250300
2011-01-01,1192700
2011-02-01,1211400
2011-03-01,1213600
2011-04-01,1195000
2011-05-01,1310700
2011-06-01,1354300
2011-07-01,1436000
2011-08-01,1409400
2011-09-01,1199700
2011-10-01,1213300
2011-11-01,1222400
2011-12-01,1229800
2012-01-01,1171200
2012-02-01,1181000
2012-03-01,1201600
2012-04-01,1214600
2012-05-01,1276300
2012-06-01,1313100
2012-07-01,1411000
2012-08-01,1377100
2012-09-01,1195500
2012-10-01,1222300
2012-11-01,1220400
2012-12-01,1262300
2013-01-01,1216300
2013-02-01,1231600
2013-03-01,1226200
2013-04-01,1209500
2013-05-01,1283300
2013-06-01,1345100
2013-07-01,1400200
2013-08-01,1369800
2013-09-01,1191400
2013-10-01,1192000
2013-11-01,1192800
2013-12-01,1192200
2014-01-01,1152900
2014-02-01,1167900
2014-03-01,1181500
2014-04-01,1183600
2014-05-01,1283800
2014-06-01,1359200
2014-07-01,1429700
2014-08-01,1383300
2014-09-01,1207900
2014-10-01,1206600
2014-11-01,1203000
2014-12-01,1213500
2015-01-01,1167400
2015-02-01,1178400
2015-03-01,1189400
2015-04-01,1176100
2015-05-01,1266500
2015-06-01,1313400
2015-07-01,1388300
2015-08-01,1363200
2015-09-01,1188300
2015-10-01,1214900
2015-11-01,1191100
2015-12-01,1204800
2016-01-01,1143800
2016-02-01,1166100
2016-03-01,1188900
2016-04-01,1177600
2016-05-01,1242300
2016-06-01,1313600
2016-07-01,1369500
2016-08-01,1339100
2016-09-01,1161300
2016-10-01,1189900
2016-11-01,1189800
2016-12-01,1193000
2017-01-01,1172300
2017-02-01,1159200
2017-03-01,1179200
2017-04-01,1171200
2017-05-01,1297700
2017-06-01,1338900
2017-07-01,1425600
2017-08-01,1357200
2017-09-01,1189800
2017-10-01,1221200
2017-11-01,1226000
2017-12-01,1236700
2018-01-01,1184700
2018-02-01,1182100
2018-03-01,1203400
2018-04-01,1192200
2018-05-01,1281100
2018-06-01,1341100
2018-07-01,1439100
2018-08-01,1400300
2018-09-01,1184000
2018-10-01,1213000
2018-11-01,1200800
2018-12-01,1221200
2019-01-01,1202200
2019-02-01,1225600
2019-03-01,1228300
2019-04-01,1247000
2019-05-01,1339500
2019-06-01,1395500
2019-07-01,1457300
2019-08-01,1447900
2019-09-01,1246300
2019-10-01,1260200
2019-11-01,1252800
2019-12-01,1268500
2020-01-01,1225200
2020-02-01,1239900
2020-03-01,975600
2020-04-01,736600
2020-05-01,820400
2020-06-01,1058900
2020-07-01,1206800
2020-08-01,1242300
2020-09-01,1113500
2020-10-01,1128600
2020-11-01,1119200
2020-12-01,1103200
2021-01-01,986100
2021-02-01,1041700
2021-03-01,1102600
2021-04-01,1072100
2021-05-01,1134500
2021-06-01,1309700
2021-07-01,1407800
2021-08-01,1410400
2021-09-01,1250900
2021-10-01,1271300
2021-11-01,1275000
2021-12-01,1286900
2022-01-01,1185200
2022-02-01,1257200
2022-03-01,1271500
2022-04-01,1256700
2022-05-01,1379900
2022-06-01,1418100
2022-07-01,1485500
2022-08-01,1428800
2022-09-01,1211300
2022-10-01,1236900
2022-11-01,1261600
2022-12-01,1295900
2023-01-01,1272000
2023-02-01,1270300
2023-03-01,1288300
2023-04-01,1278500
2023-05-01,1346900
2023-06-01,1387400
2023-07-01,1468200
2023-08-01,1456100
2023-09-01,1261700
2023-10-01,1261800
2023-11-01,1247500
