"Date","M10006M144NNBR"
1939-10-01,20.5
1939-11-01,64.4
1939-12-01,203.4
1940-01-01,95.8
1940-02-01,219.2
1940-03-01,75.9
1940-04-01,242
1940-05-01,85.9
1940-06-01,40.1
1940-07-01,203
1940-08-01,123.8
1940-09-01,119.4
1940-10-01,306.5
1940-11-01,59.7
1940-12-01,367.6
