"Date","LFAC24FECAM647N"
2000-02-01,1155800
2000-03-01,1164100
2000-04-01,1149300
2000-05-01,1279500
2000-06-01,1329700
2000-07-01,1454000
2000-08-01,1411700
2000-09-01,1241300
2000-10-01,1231800
2000-11-01,1227300
2000-12-01,1219300
2001-01-01,1195100
2001-02-01,1185400
2001-03-01,1191600
2001-04-01,1200200
2001-05-01,1303200
2001-06-01,1343800
2001-07-01,1476000
2001-08-01,1422400
2001-09-01,1237800
2001-10-01,1230300
2001-11-01,1252500
2001-12-01,1240200
2002-01-01,1213800
2002-02-01,1213700
2002-03-01,1226300
2002-04-01,1240000
2002-05-01,1369700
2002-06-01,1408400
2002-07-01,1544400
2002-08-01,1519600
2002-09-01,1293300
2002-10-01,1305700
2002-11-01,1311000
2002-12-01,1292300
2003-01-01,1271700
2003-02-01,1284500
2003-03-01,1285200
2003-04-01,1290800
2003-05-01,1407200
2003-06-01,1459300
2003-07-01,1571400
2003-08-01,1536500
2003-09-01,1323800
2003-10-01,1315600
2003-11-01,1314800
2003-12-01,1319400
2004-01-01,1278600
2004-02-01,1278200
2004-03-01,1288800
2004-04-01,1283200
2004-05-01,1417900
2004-06-01,1478700
2004-07-01,1592600
2004-08-01,1523000
2004-09-01,1327500
2004-10-01,1333800
2004-11-01,1328100
2004-12-01,1318000
2005-01-01,1290700
2005-02-01,1289000
2005-03-01,1279500
2005-04-01,1297700
2005-05-01,1438700
2005-06-01,1463900
2005-07-01,1579500
2005-08-01,1538300
2005-09-01,1337200
2005-10-01,1352300
2005-11-01,1348800
2005-12-01,1352000
2006-01-01,1342300
2006-02-01,1339900
2006-03-01,1348700
2006-04-01,1345000
2006-05-01,1490600
2006-06-01,1521700
2006-07-01,1644800
2006-08-01,1589000
2006-09-01,1372000
2006-10-01,1388700
2006-11-01,1385200
2006-12-01,1376900
2007-01-01,1350400
2007-02-01,1362900
2007-03-01,1371500
2007-04-01,1359800
2007-05-01,1501200
2007-06-01,1535300
2007-07-01,1662100
2007-08-01,1614000
2007-09-01,1414000
2007-10-01,1419400
2007-11-01,1414300
2007-12-01,1418800
2008-01-01,1387800
2008-02-01,1411500
2008-03-01,1393600
2008-04-01,1413400
2008-05-01,1531100
2008-06-01,1576200
2008-07-01,1657800
2008-08-01,1621300
2008-09-01,1410400
2008-10-01,1425600
2008-11-01,1411700
2008-12-01,1409700
2009-01-01,1356700
2009-02-01,1371200
2009-03-01,1374600
2009-04-01,1380400
2009-05-01,1519000
2009-06-01,1555600
2009-07-01,1661300
2009-08-01,1621500
2009-09-01,1378000
2009-10-01,1359200
2009-11-01,1383600
2009-12-01,1384400
2010-01-01,1369800
2010-02-01,1370800
2010-03-01,1377000
2010-04-01,1390200
2010-05-01,1515600
2010-06-01,1557300
2010-07-01,1635600
2010-08-01,1587700
2010-09-01,1379000
2010-10-01,1384000
2010-11-01,1359400
2010-12-01,1377100
2011-01-01,1352800
2011-02-01,1361600
2011-03-01,1373000
2011-04-01,1370400
2011-05-01,1526400
2011-06-01,1540800
2011-07-01,1655500
2011-08-01,1596800
2011-09-01,1379700
2011-10-01,1376600
2011-11-01,1378600
2011-12-01,1357900
2012-01-01,1334200
2012-02-01,1339400
2012-03-01,1358300
2012-04-01,1377900
2012-05-01,1487000
2012-06-01,1513200
2012-07-01,1618700
2012-08-01,1594500
2012-09-01,1381600
2012-10-01,1380700
2012-11-01,1376200
2012-12-01,1390300
2013-01-01,1363800
2013-02-01,1384100
2013-03-01,1384900
2013-04-01,1375100
2013-05-01,1478600
2013-06-01,1530000
2013-07-01,1604000
2013-08-01,1558700
2013-09-01,1346800
2013-10-01,1349300
2013-11-01,1331900
2013-12-01,1317300
2014-01-01,1302100
2014-02-01,1320800
2014-03-01,1322100
2014-04-01,1339600
2014-05-01,1486700
2014-06-01,1539300
2014-07-01,1615500
2014-08-01,1568300
2014-09-01,1376800
2014-10-01,1348800
2014-11-01,1348600
2014-12-01,1344700
2015-01-01,1306100
2015-02-01,1314400
2015-03-01,1329200
2015-04-01,1324400
2015-05-01,1456200
2015-06-01,1479800
2015-07-01,1568900
2015-08-01,1537900
2015-09-01,1342000
2015-10-01,1349000
2015-11-01,1313800
2015-12-01,1314300
2016-01-01,1278900
2016-02-01,1300100
2016-03-01,1323600
2016-04-01,1311400
2016-05-01,1419500
2016-06-01,1465500
2016-07-01,1557200
2016-08-01,1500500
2016-09-01,1316200
2016-10-01,1336100
2016-11-01,1316000
2016-12-01,1308200
2017-01-01,1298400
2017-02-01,1282700
2017-03-01,1304000
2017-04-01,1298700
2017-05-01,1460300
2017-06-01,1497500
2017-07-01,1572000
2017-08-01,1504000
2017-09-01,1317400
2017-10-01,1347400
2017-11-01,1343300
2017-12-01,1334300
2018-01-01,1298200
2018-02-01,1294300
2018-03-01,1314100
2018-04-01,1316800
2018-05-01,1457300
2018-06-01,1498400
2018-07-01,1582900
2018-08-01,1558900
2018-09-01,1325600
2018-10-01,1320800
2018-11-01,1313500
2018-12-01,1319600
2019-01-01,1322000
2019-02-01,1334200
2019-03-01,1343300
2019-04-01,1368100
2019-05-01,1500500
2019-06-01,1546700
2019-07-01,1625400
2019-08-01,1612600
2019-09-01,1389300
2019-10-01,1381600
2019-11-01,1379700
2019-12-01,1372800
2020-01-01,1342100
2020-02-01,1349600
2020-03-01,1214100
2020-04-01,1038000
2020-05-01,1246100
2020-06-01,1460600
2020-07-01,1569900
2020-08-01,1564000
2020-09-01,1356600
2020-10-01,1340900
2020-11-01,1317500
2020-12-01,1299900
2021-01-01,1223100
2021-02-01,1257400
2021-03-01,1279400
2021-04-01,1251900
2021-05-01,1401400
2021-06-01,1517700
2021-07-01,1593400
2021-08-01,1576300
2021-09-01,1387900
2021-10-01,1385200
2021-11-01,1371100
2021-12-01,1388500
2022-01-01,1339600
2022-02-01,1369000
2022-03-01,1394300
2022-04-01,1369100
2022-05-01,1516100
2022-06-01,1543700
2022-07-01,1636400
2022-08-01,1564000
2022-09-01,1344900
2022-10-01,1376800
2022-11-01,1375000
2022-12-01,1395500
2023-01-01,1392600
2023-02-01,1390600
2023-03-01,1404600
2023-04-01,1399800
2023-05-01,1520600
2023-06-01,1559600
2023-07-01,1668400
2023-08-01,1630200
2023-09-01,1409400
2023-10-01,1407500
2023-11-01,1393000
