"Date","LFWA64TTCAM647N"
1986-09-01,17604400
1986-10-01,17615300
1986-11-01,17626100
1986-12-01,17637700
1987-01-01,17651400
1987-02-01,17666100
1987-03-01,17679100
1987-04-01,17692800
1987-05-01,17707000
1987-06-01,17725400
1987-07-01,17739800
1987-08-01,17753800
1987-09-01,17771500
1987-10-01,17785000
1987-11-01,17798600
1987-12-01,17811000
1988-01-01,17826000
1988-02-01,17840800
1988-03-01,17854500
1988-04-01,17869400
1988-05-01,17888600
1988-06-01,17904000
1988-07-01,17919300
1988-08-01,17938600
1988-09-01,17953200
1988-10-01,17967100
1988-11-01,17980900
1988-12-01,17994300
1989-01-01,18013500
1989-02-01,18027700
1989-03-01,18043300
1989-04-01,18059600
1989-05-01,18081200
1989-06-01,18098500
1989-07-01,18116100
1989-08-01,18137700
1989-09-01,18154700
1989-10-01,18175600
1989-11-01,18192000
1989-12-01,18208100
1990-01-01,18226600
1990-02-01,18242200
1990-03-01,18259400
1990-04-01,18283800
1990-05-01,18303800
1990-06-01,18323900
1990-07-01,18349600
1990-08-01,18369000
1990-09-01,18386200
1990-10-01,18406400
1990-11-01,18423700
1990-12-01,18439800
1991-01-01,18459200
1991-02-01,18475800
1991-03-01,18493900
1991-04-01,18516300
1991-05-01,18534900
1991-06-01,18552900
1991-07-01,18570600
1991-08-01,18582100
1991-09-01,18599100
1991-10-01,18612700
1991-11-01,18631300
1991-12-01,18652200
1992-01-01,18673000
1992-02-01,18686600
1992-03-01,18709700
1992-04-01,18727500
1992-05-01,18746200
1992-06-01,18768200
1992-07-01,18784900
1992-08-01,18801100
1992-09-01,18820400
1992-10-01,18835500
1992-11-01,18849600
1992-12-01,18864100
1993-01-01,18880800
1993-02-01,18896600
1993-03-01,18913500
1993-04-01,18929400
1993-05-01,18945000
1993-06-01,18966900
1993-07-01,18983100
1993-08-01,19002500
1993-09-01,19018600
1993-10-01,19033800
1993-11-01,19047300
1993-12-01,19062000
1994-01-01,19078300
1994-02-01,19096800
1994-03-01,19114900
1994-04-01,19133300
1994-05-01,19156500
1994-06-01,19174500
1994-07-01,19193200
1994-08-01,19215600
1994-09-01,19232000
1994-10-01,19247700
1994-11-01,19263200
1994-12-01,19277800
1995-01-01,19299800
1995-02-01,19316700
1995-03-01,19335200
1995-04-01,19354900
1995-05-01,19379000
1995-06-01,19397900
1995-07-01,19416600
1995-08-01,19439400
1995-09-01,19456300
1995-10-01,19474300
1995-11-01,19491600
1995-12-01,19508000
1996-01-01,19540300
1996-02-01,19557400
1996-03-01,19574700
1996-04-01,19591600
1996-05-01,19613200
1996-06-01,19630200
1996-07-01,19652000
1996-08-01,19669100
1996-09-01,19689400
1996-10-01,19705300
1996-11-01,19721400
1996-12-01,19736700
1997-01-01,19755000
1997-02-01,19770900
1997-03-01,19788400
1997-04-01,19811100
1997-05-01,19829300
1997-06-01,19850800
1997-07-01,19867500
1997-08-01,19884500
1997-09-01,19905600
1997-10-01,19922400
1997-11-01,19938000
1997-12-01,19952200
1998-01-01,19969200
1998-02-01,19987400
1998-03-01,20003900
1998-04-01,20021100
1998-05-01,20038200
1998-06-01,20058900
1998-07-01,20072800
1998-08-01,20086000
1998-09-01,20103700
1998-10-01,20118600
1998-11-01,20133200
1998-12-01,20147400
1999-01-01,20164600
1999-02-01,20183600
1999-03-01,20202200
1999-04-01,20220800
1999-05-01,20240000
1999-06-01,20263700
1999-07-01,20281800
1999-08-01,20302700
1999-09-01,20321600
1999-10-01,20340700
1999-11-01,20359500
1999-12-01,20377700
2000-01-01,20397500
2000-02-01,20419500
2000-03-01,20440100
2000-04-01,20461200
2000-05-01,20488700
2000-06-01,20511100
2000-07-01,20532000
2000-08-01,20556700
2000-09-01,20578300
2000-10-01,20600100
2000-11-01,20621600
2000-12-01,20642600
2001-01-01,20659700
2001-02-01,20681000
2001-03-01,20704700
2001-04-01,20735700
2001-05-01,20761000
2001-06-01,20786800
2001-07-01,20815400
2001-08-01,20838000
2001-09-01,20859700
2001-10-01,20880700
2001-11-01,20901300
2001-12-01,20920500
2002-01-01,20947300
2002-02-01,20969000
2002-03-01,20993400
2002-04-01,21024400
2002-05-01,21049500
2002-06-01,21074800
2002-07-01,21101700
2002-08-01,21118700
2002-09-01,21138300
2002-10-01,21154600
2002-11-01,21170900
2002-12-01,21186000
2003-01-01,21203400
2003-02-01,21219900
2003-03-01,21239700
2003-04-01,21264200
2003-05-01,21283800
2003-06-01,21309800
2003-07-01,21330000
2003-08-01,21349000
2003-09-01,21373100
2003-10-01,21392400
2003-11-01,21410900
2003-12-01,21427800
2004-01-01,21447000
2004-02-01,21468000
2004-03-01,21488900
2004-04-01,21510500
2004-05-01,21533000
2004-06-01,21561400
2004-07-01,21583400
2004-08-01,21609500
2004-09-01,21629800
2004-10-01,21649600
2004-11-01,21667500
2004-12-01,21684700
2005-01-01,21704400
2005-02-01,21727400
2005-03-01,21749800
2005-04-01,21772400
2005-05-01,21802000
2005-06-01,21827200
2005-07-01,21851800
2005-08-01,21879600
2005-09-01,21900500
2005-10-01,21919700
2005-11-01,21938700
2005-12-01,21955600
2006-01-01,21977200
2006-02-01,21994200
2006-03-01,22013800
2006-04-01,22034300
2006-05-01,22060800
2006-06-01,22083000
2006-07-01,22105300
2006-08-01,22132100
2006-09-01,22152200
2006-10-01,22171400
2006-11-01,22189800
2006-12-01,22207200
2007-01-01,22225600
2007-02-01,22240300
2007-03-01,22257900
2007-04-01,22279800
2007-05-01,22298800
2007-06-01,22319800
2007-07-01,22345500
2007-08-01,22366100
2007-09-01,22385500
2007-10-01,22404500
2007-11-01,22422500
2007-12-01,22439000
2008-01-01,22456400
2008-02-01,22471900
2008-03-01,22491000
2008-04-01,22514500
2008-05-01,22535700
2008-06-01,22563400
2008-07-01,22586400
2008-08-01,22607200
2008-09-01,22630000
2008-10-01,22649900
2008-11-01,22668100
2008-12-01,22684800
2009-01-01,22701000
2009-02-01,22720200
2009-03-01,22739800
2009-04-01,22760400
2009-05-01,22782000
2009-06-01,22809600
2009-07-01,22833200
2009-08-01,22854300
2009-09-01,22877900
2009-10-01,22896500
2009-11-01,22913100
2009-12-01,22927500
2010-01-01,22941700
2010-02-01,22958100
2010-03-01,22977000
2010-04-01,22996800
2010-05-01,23017600
2010-06-01,23044700
2010-07-01,23067400
2010-08-01,23090600
2010-09-01,23107100
2010-10-01,23122600
2010-11-01,23136000
2010-12-01,23147300
2011-01-01,23156100
2011-02-01,23166100
2011-03-01,23178000
2011-04-01,23191100
2011-05-01,23206300
2011-06-01,23221000
2011-07-01,23234000
2011-08-01,23250100
2011-09-01,23261700
2011-10-01,23272400
2011-11-01,23281700
2011-12-01,23291500
2012-01-01,23297600
2012-02-01,23304700
2012-03-01,23313900
2012-04-01,23329000
2012-05-01,23341700
2012-06-01,23356100
2012-07-01,23372100
2012-08-01,23381100
2012-09-01,23389600
2012-10-01,23399300
2012-11-01,23408400
2012-12-01,23416800
2013-01-01,23421100
2013-02-01,23427000
2013-03-01,23437700
2013-04-01,23452100
2013-05-01,23465800
2013-06-01,23479900
2013-07-01,23495300
2013-08-01,23505200
2013-09-01,23515700
2013-10-01,23525200
2013-11-01,23533200
2013-12-01,23540200
2014-01-01,23544000
2014-02-01,23549400
2014-03-01,23560100
2014-04-01,23574300
2014-05-01,23586700
2014-06-01,23601100
2014-07-01,23612800
2014-08-01,23619900
2014-09-01,23625900
2014-10-01,23629000
2014-11-01,23632000
2014-12-01,23634500
2015-01-01,23631000
2015-02-01,23630100
2015-03-01,23633000
2015-04-01,23636700
2015-05-01,23641800
2015-06-01,23651200
2015-07-01,23658800
2015-08-01,23663800
2015-09-01,23670800
2015-10-01,23676100
2015-11-01,23680700
2015-12-01,23685600
2016-01-01,23692900
2016-02-01,23706300
2016-03-01,23719000
2016-04-01,23732500
2016-05-01,23750300
2016-06-01,23767800
2016-07-01,23782300
2016-08-01,23798600
2016-09-01,23810400
2016-10-01,23820300
2016-11-01,23828700
2016-12-01,23837000
2017-01-01,23848900
2017-02-01,23860700
2017-03-01,23876500
2017-04-01,23892400
2017-05-01,23911700
2017-06-01,23928900
2017-07-01,23948200
2017-08-01,23970500
2017-09-01,23987400
2017-10-01,24002900
2017-11-01,24018400
2017-12-01,24034000
2018-01-01,24056700
2018-02-01,24074000
2018-03-01,24095800
2018-04-01,24123600
2018-05-01,24145300
2018-06-01,24168200
2018-07-01,24196300
2018-08-01,24216100
2018-09-01,24235600
2018-10-01,24255000
2018-11-01,24273000
2018-12-01,24289500
2019-01-01,24307300
2019-02-01,24320300
2019-03-01,24337800
2019-04-01,24363000
2019-05-01,24385800
2019-06-01,24411200
2019-07-01,24438300
2019-08-01,24454300
2019-09-01,24474000
2019-10-01,24488600
2019-11-01,24500100
2019-12-01,24507600
2020-01-01,24513100
2020-02-01,24521900
2020-03-01,24530100
2020-04-01,24528700
2020-05-01,24526200
2020-06-01,24531200
2020-07-01,24536100
2020-08-01,24538800
2020-09-01,24542700
2020-10-01,24546800
2020-11-01,24550500
2020-12-01,24547400
2021-01-01,24539600
2021-02-01,24543700
2021-03-01,24544800
2021-04-01,24545700
2021-05-01,24544400
2021-06-01,24540200
2021-07-01,24551900
2021-08-01,24566500
2021-09-01,24580900
2021-10-01,24599600
2021-11-01,24616900
2021-12-01,24641600
2022-01-01,24655700
2022-02-01,24674100
2022-03-01,24691100
2022-04-01,24706200
2022-05-01,24722800
2022-06-01,24743100
2022-07-01,24760300
2022-08-01,24783200
2022-09-01,24805400
2022-10-01,24836000
2022-11-01,24853700
2022-12-01,24877100
2023-01-01,24914600
2023-02-01,24957600
2023-03-01,25018500
2023-04-01,25070700
2023-05-01,25128700
2023-06-01,25189700
2023-07-01,25249000
2023-08-01,25323600
2023-09-01,25384500
2023-10-01,25448600
2023-11-01,25506100
