"Date","LFIN55TTCAM647S"
2018-05-01,1729052.72185022
2018-06-01,1709228.14470761
2018-07-01,1705292.99190826
2018-08-01,1698348.87581675
2018-09-01,1686616.90003221
2018-10-01,1703668.80892558
2018-11-01,1669492.32037923
2018-12-01,1707591.33092616
2019-01-01,1741106.96739663
2019-02-01,1747868.13342023
2019-03-01,1732811.4228572
2019-04-01,1720368.94377839
2019-05-01,1717183.29784624
2019-06-01,1697931.13348538
2019-07-01,1706284.79868314
2019-08-01,1705428.4233146
2019-09-01,1688357.56967806
2019-10-01,1693901.52320312
2019-11-01,1697487.96963195
2019-12-01,1714761.15799477
2020-01-01,1713893.55711549
2020-02-01,1698300.41411408
2020-03-01,1792194.6233266
2020-04-01,1937531.96001091
2020-05-01,1900001.04888048
2020-06-01,1831669.19132821
2020-07-01,1773665.71794365
2020-08-01,1738492.29488489
2020-09-01,1746044.04348316
2020-10-01,1700184.47864696
2020-11-01,1712918.24503139
2020-12-01,1677570.63370636
2021-01-01,1681597.98340493
2021-02-01,1682529.74781675
2021-03-01,1648866.86423464
2021-04-01,1665405.50710677
2021-05-01,1658440.12006912
2021-06-01,1635129.93264731
2021-07-01,1647179.82659122
2021-08-01,1631547.25851918
2021-09-01,1642860.63667089
2021-10-01,1659707.70705113
2021-11-01,1665147.28739453
2021-12-01,1698832.40198951
2022-01-01,1700411.62911205
2022-02-01,1707726.31413356
2022-03-01,1702132.34540804
2022-04-01,1705503.8680213
2022-05-01,1711610.82001198
2022-06-01,1757264.98753917
2022-07-01,1722960.45726362
2022-08-01,1725435.59188898
2022-09-01,1696526.70558972
2022-10-01,1696417.16597318
2022-11-01,1703658.66111907
2022-12-01,1699014.33212177
2023-01-01,1659539.86024105
2023-02-01,1642735.60386654
2023-03-01,1630803.2207916
2023-04-01,1634328.81922176
2023-05-01,1632216.15235776
2023-06-01,1644113.02231626
2023-07-01,1637688.81917491
2023-08-01,1667459.34015202
2023-09-01,1652461.65240127
2023-10-01,1632656.29076656
2023-11-01,1622573.58869373
