"Date","LFWA25FECAM647N"
1987-12-01,5636300
1988-01-01,5649600
1988-02-01,5662800
1988-03-01,5674100
1988-04-01,5685700
1988-05-01,5700400
1988-06-01,5712100
1988-07-01,5724000
1988-08-01,5739100
1988-09-01,5750900
1988-10-01,5762600
1988-11-01,5774300
1988-12-01,5785600
1989-01-01,5802500
1989-02-01,5814000
1989-03-01,5826000
1989-04-01,5838100
1989-05-01,5853500
1989-06-01,5865500
1989-07-01,5877400
1989-08-01,5891800
1989-09-01,5903200
1989-10-01,5917300
1989-11-01,5928400
1989-12-01,5939200
1990-01-01,5952100
1990-02-01,5962400
1990-03-01,5973100
1990-04-01,5987300
1990-05-01,5998400
1990-06-01,6009800
1990-07-01,6024100
1990-08-01,6035300
1990-09-01,6045700
1990-10-01,6057900
1990-11-01,6067900
1990-12-01,6077600
1991-01-01,6089100
1991-02-01,6098600
1991-03-01,6108600
1991-04-01,6121000
1991-05-01,6130900
1991-06-01,6140800
1991-07-01,6150200
1991-08-01,6156600
1991-09-01,6165200
1991-10-01,6172100
1991-11-01,6180800
1991-12-01,6190200
1992-01-01,6200200
1992-02-01,6207200
1992-03-01,6217900
1992-04-01,6226200
1992-05-01,6234600
1992-06-01,6244800
1992-07-01,6253300
1992-08-01,6261600
1992-09-01,6271800
1992-10-01,6279700
1992-11-01,6287500
1992-12-01,6295600
1993-01-01,6305000
1993-02-01,6314100
1993-03-01,6323100
1993-04-01,6331500
1993-05-01,6339700
1993-06-01,6350700
1993-07-01,6358400
1993-08-01,6367500
1993-09-01,6374700
1993-10-01,6381800
1993-11-01,6388400
1993-12-01,6395100
1994-01-01,6402900
1994-02-01,6411500
1994-03-01,6419500
1994-04-01,6427600
1994-05-01,6437800
1994-06-01,6445700
1994-07-01,6453500
1994-08-01,6462800
1994-09-01,6469700
1994-10-01,6476200
1994-11-01,6482800
1994-12-01,6489300
1995-01-01,6498700
1995-02-01,6505900
1995-03-01,6513600
1995-04-01,6521700
1995-05-01,6531400
1995-06-01,6538800
1995-07-01,6546300
1995-08-01,6555200
1995-09-01,6561800
1995-10-01,6568800
1995-11-01,6575700
1995-12-01,6582300
1996-01-01,6597300
1996-02-01,6603500
1996-03-01,6609800
1996-04-01,6616000
1996-05-01,6623800
1996-06-01,6630000
1996-07-01,6637900
1996-08-01,6644200
1996-09-01,6651400
1996-10-01,6657000
1996-11-01,6662500
1996-12-01,6667900
1997-01-01,6674000
1997-02-01,6679300
1997-03-01,6685100
1997-04-01,6692500
1997-05-01,6698200
1997-06-01,6704700
1997-07-01,6709300
1997-08-01,6713700
1997-09-01,6719300
1997-10-01,6723400
1997-11-01,6727200
1997-12-01,6730300
1998-01-01,6733900
1998-02-01,6737900
1998-03-01,6741800
1998-04-01,6745800
1998-05-01,6749700
1998-06-01,6753900
1998-07-01,6757100
1998-08-01,6759800
1998-09-01,6763400
1998-10-01,6766700
1998-11-01,6769700
1998-12-01,6772600
1999-01-01,6775900
1999-02-01,6779800
1999-03-01,6784300
1999-04-01,6788600
1999-05-01,6793200
1999-06-01,6798800
1999-07-01,6802800
1999-08-01,6806900
1999-09-01,6811200
1999-10-01,6815600
1999-11-01,6819800
1999-12-01,6823900
2000-01-01,6828100
2000-02-01,6833000
2000-03-01,6837800
2000-04-01,6842800
2000-05-01,6849400
2000-06-01,6854600
2000-07-01,6859000
2000-08-01,6863800
2000-09-01,6868400
2000-10-01,6872900
2000-11-01,6877300
2000-12-01,6881300
2001-01-01,6888000
2001-02-01,6891900
2001-03-01,6896500
2001-04-01,6902500
2001-05-01,6907200
2001-06-01,6911600
2001-07-01,6916100
2001-08-01,6919500
2001-09-01,6922100
2001-10-01,6924500
2001-11-01,6926600
2001-12-01,6927800
2002-01-01,6929100
2002-02-01,6931400
2002-03-01,6934600
2002-04-01,6939000
2002-05-01,6942500
2002-06-01,6946200
2002-07-01,6949300
2002-08-01,6949900
2002-09-01,6950500
2002-10-01,6951000
2002-11-01,6951700
2002-12-01,6952100
2003-01-01,6951900
2003-02-01,6952800
2003-03-01,6954900
2003-04-01,6957700
2003-05-01,6959900
2003-06-01,6963200
2003-07-01,6965900
2003-08-01,6968000
2003-09-01,6971000
2003-10-01,6973500
2003-11-01,6975600
2003-12-01,6977200
2004-01-01,6978600
2004-02-01,6980700
2004-03-01,6983900
2004-04-01,6987300
2004-05-01,6990900
2004-06-01,6995400
2004-07-01,6998400
2004-08-01,7001600
2004-09-01,7004300
2004-10-01,7006500
2004-11-01,7008200
2004-12-01,7009300
2005-01-01,7010200
2005-02-01,7012500
2005-03-01,7015900
2005-04-01,7019500
2005-05-01,7024400
2005-06-01,7028900
2005-07-01,7033300
2005-08-01,7037400
2005-09-01,7040400
2005-10-01,7042300
2005-11-01,7045100
2005-12-01,7046600
2006-01-01,7047600
2006-02-01,7049300
2006-03-01,7052000
2006-04-01,7055000
2006-05-01,7059000
2006-06-01,7062300
2006-07-01,7066200
2006-08-01,7071300
2006-09-01,7074800
2006-10-01,7077800
2006-11-01,7080800
2006-12-01,7083300
2007-01-01,7084200
2007-02-01,7085900
2007-03-01,7088700
2007-04-01,7092100
2007-05-01,7095300
2007-06-01,7099100
2007-07-01,7103900
2007-08-01,7107600
2007-09-01,7111100
2007-10-01,7114200
2007-11-01,7117200
2007-12-01,7119400
2008-01-01,7120500
2008-02-01,7122600
2008-03-01,7126000
2008-04-01,7130300
2008-05-01,7134400
2008-06-01,7140000
2008-07-01,7144900
2008-08-01,7148700
2008-09-01,7152500
2008-10-01,7155800
2008-11-01,7158700
2008-12-01,7161000
2009-01-01,7162300
2009-02-01,7164500
2009-03-01,7168000
2009-04-01,7171900
2009-05-01,7176000
2009-06-01,7181300
2009-07-01,7186100
2009-08-01,7189900
2009-09-01,7193600
2009-10-01,7196300
2009-11-01,7198400
2009-12-01,7199600
2010-01-01,7199600
2010-02-01,7200500
2010-03-01,7203600
2010-04-01,7207000
2010-05-01,7211000
2010-06-01,7216400
2010-07-01,7220900
2010-08-01,7225000
2010-09-01,7227300
2010-10-01,7229500
2010-11-01,7230800
2010-12-01,7231400
2011-01-01,7230100
2011-02-01,7229500
2011-03-01,7230800
2011-04-01,7232500
2011-05-01,7234700
2011-06-01,7237500
2011-07-01,7238600
2011-08-01,7241700
2011-09-01,7243900
2011-10-01,7245700
2011-11-01,7247200
2011-12-01,7248700
2012-01-01,7248700
2012-02-01,7249000
2012-03-01,7250900
2012-04-01,7254100
2012-05-01,7257000
2012-06-01,7260400
2012-07-01,7263700
2012-08-01,7265000
2012-09-01,7265900
2012-10-01,7267200
2012-11-01,7268300
2012-12-01,7268900
2013-01-01,7267000
2013-02-01,7266900
2013-03-01,7268500
2013-04-01,7270900
2013-05-01,7273500
2013-06-01,7276200
2013-07-01,7279200
2013-08-01,7280700
2013-09-01,7282000
2013-10-01,7283300
2013-11-01,7284100
2013-12-01,7284600
2014-01-01,7283300
2014-02-01,7283300
2014-03-01,7285500
2014-04-01,7288400
2014-05-01,7291000
2014-06-01,7294100
2014-07-01,7296300
2014-08-01,7296900
2014-09-01,7296400
2014-10-01,7295300
2014-11-01,7294400
2014-12-01,7293200
2015-01-01,7289500
2015-02-01,7286600
2015-03-01,7286000
2015-04-01,7285500
2015-05-01,7285500
2015-06-01,7286500
2015-07-01,7287400
2015-08-01,7287000
2015-09-01,7287000
2015-10-01,7286700
2015-11-01,7286000
2015-12-01,7285200
2016-01-01,7284700
2016-02-01,7286700
2016-03-01,7288900
2016-04-01,7291200
2016-05-01,7294600
2016-06-01,7298100
2016-07-01,7299700
2016-08-01,7300600
2016-09-01,7300800
2016-10-01,7300500
2016-11-01,7299700
2016-12-01,7298800
2017-01-01,7297700
2017-02-01,7298400
2017-03-01,7300700
2017-04-01,7302900
2017-05-01,7305400
2017-06-01,7308200
2017-07-01,7311500
2017-08-01,7314200
2017-09-01,7316100
2017-10-01,7317700
2017-11-01,7319200
2017-12-01,7320900
2018-01-01,7323400
2018-02-01,7326000
2018-03-01,7330300
2018-04-01,7335900
2018-05-01,7340100
2018-06-01,7344800
2018-07-01,7350700
2018-08-01,7354500
2018-09-01,7358400
2018-10-01,7362300
2018-11-01,7365800
2018-12-01,7368700
2019-01-01,7370600
2019-02-01,7372300
2019-03-01,7375700
2019-04-01,7381300
2019-05-01,7386800
2019-06-01,7393300
2019-07-01,7401600
2019-08-01,7407200
2019-09-01,7414300
2019-10-01,7419600
2019-11-01,7423700
2019-12-01,7426300
2020-01-01,7428200
2020-02-01,7431600
2020-03-01,7434400
2020-04-01,7433300
2020-05-01,7431800
2020-06-01,7433100
2020-07-01,7434700
2020-08-01,7435200
2020-09-01,7436100
2020-10-01,7437300
2020-11-01,7438600
2020-12-01,7438300
2021-01-01,7436800
2021-02-01,7440200
2021-03-01,7442400
2021-04-01,7444900
2021-05-01,7446400
2021-06-01,7447400
2021-07-01,7454400
2021-08-01,7463300
2021-09-01,7471200
2021-10-01,7480900
2021-11-01,7490200
2021-12-01,7501100
2022-01-01,7508100
2022-02-01,7517200
2022-03-01,7524700
2022-04-01,7531800
2022-05-01,7539400
2022-06-01,7548600
2022-07-01,7556200
2022-08-01,7566300
2022-09-01,7574600
2022-10-01,7586500
2022-11-01,7593100
2022-12-01,7600800
2023-01-01,7613800
2023-02-01,7629700
2023-03-01,7650600
2023-04-01,7668000
2023-05-01,7686500
2023-06-01,7705700
2023-07-01,7724000
2023-08-01,7746400
2023-09-01,7763300
2023-10-01,7778300
2023-11-01,7797100
