"Date","LFACTTTTCAM647S"
1985-03-01,12952900
1985-04-01,12975900
1985-05-01,12985500
1985-06-01,13018300
1985-07-01,13039500
1985-08-01,13060200
1985-09-01,13055100
1985-10-01,13109400
1985-11-01,13169200
1985-12-01,13186600
1986-01-01,13203700
1986-02-01,13221700
1986-03-01,13224900
1986-04-01,13292300
1986-05-01,13236700
1986-06-01,13289800
1986-07-01,13288400
1986-08-01,13302200
1986-09-01,13300500
1986-10-01,13313100
1986-11-01,13332800
1986-12-01,13346600
1987-01-01,13376200
1987-02-01,13406700
1987-03-01,13441300
1987-04-01,13466600
1987-05-01,13486800
1987-06-01,13523200
1987-07-01,13524700
1987-08-01,13543200
1987-09-01,13568000
1987-10-01,13617000
1987-11-01,13632600
1987-12-01,13680400
1988-01-01,13708400
1988-02-01,13711000
1988-03-01,13730400
1988-04-01,13732300
1988-05-01,13747100
1988-06-01,13742000
1988-07-01,13781500
1988-08-01,13797700
1988-09-01,13816800
1988-10-01,13842900
1988-11-01,13872600
1988-12-01,13884500
1989-01-01,13971600
1989-02-01,13997700
1989-03-01,14041500
1989-04-01,14049700
1989-05-01,14039600
1989-06-01,14030700
1989-07-01,14025900
1989-08-01,14058800
1989-09-01,14062100
1989-10-01,14048500
1989-11-01,14114900
1989-12-01,14150000
1990-01-01,14220500
1990-02-01,14228500
1990-03-01,14159900
1990-04-01,14218100
1990-05-01,14207100
1990-06-01,14215200
1990-07-01,14242100
1990-08-01,14262000
1990-09-01,14307600
1990-10-01,14299400
1990-11-01,14291600
1990-12-01,14289800
1991-01-01,14291800
1991-02-01,14297000
1991-03-01,14308800
1991-04-01,14326100
1991-05-01,14347100
1991-06-01,14396700
1991-07-01,14383000
1991-08-01,14388000
1991-09-01,14333300
1991-10-01,14340600
1991-11-01,14304100
1991-12-01,14286100
1992-01-01,14280100
1992-02-01,14268000
1992-03-01,14299200
1992-04-01,14260900
1992-05-01,14301400
1992-06-01,14350500
1992-07-01,14354100
1992-08-01,14371500
1992-09-01,14368200
1992-10-01,14347200
1992-11-01,14453600
1992-12-01,14404700
1993-01-01,14359100
1993-02-01,14333200
1993-03-01,14390300
1993-04-01,14417000
1993-05-01,14431600
1993-06-01,14469700
1993-07-01,14470800
1993-08-01,14430900
1993-09-01,14505000
1993-10-01,14453500
1993-11-01,14505300
1993-12-01,14496100
1994-01-01,14513200
1994-02-01,14492100
1994-03-01,14458400
1994-04-01,14527700
1994-05-01,14565800
1994-06-01,14543500
1994-07-01,14564700
1994-08-01,14601300
1994-09-01,14664800
1994-10-01,14626200
1994-11-01,14676600
1994-12-01,14653200
1995-01-01,14672000
1995-02-01,14662700
1995-03-01,14719600
1995-04-01,14656500
1995-05-01,14660600
1995-06-01,14672900
1995-07-01,14698900
1995-08-01,14701600
1995-09-01,14688100
1995-10-01,14716600
1995-11-01,14672000
1995-12-01,14736500
1996-01-01,14769600
1996-02-01,14810200
1996-03-01,14790300
1996-04-01,14780800
1996-05-01,14793600
1996-06-01,14866200
1996-07-01,14891600
1996-08-01,14859500
1996-09-01,14889600
1996-10-01,14892200
1996-11-01,14912800
1996-12-01,14918800
1997-01-01,14951900
1997-02-01,14961800
1997-03-01,14968100
1997-04-01,14986500
1997-05-01,15045200
1997-06-01,15066200
1997-07-01,15075900
1997-08-01,15143700
1997-09-01,15155200
1997-10-01,15180500
1997-11-01,15205800
1997-12-01,15158000
1998-01-01,15202800
1998-02-01,15217100
1998-03-01,15222900
1998-04-01,15238500
1998-05-01,15257600
1998-06-01,15284100
1998-07-01,15333400
1998-08-01,15341400
1998-09-01,15405400
1998-10-01,15392500
1998-11-01,15439100
1998-12-01,15459000
1999-01-01,15499400
1999-02-01,15486600
1999-03-01,15497700
1999-04-01,15592500
1999-05-01,15591500
1999-06-01,15553300
1999-07-01,15610200
1999-08-01,15610600
1999-09-01,15645900
1999-10-01,15640300
1999-11-01,15633500
1999-12-01,15671100
2000-01-01,15720800
2000-02-01,15753300
2000-03-01,15779800
2000-04-01,15787200
2000-05-01,15783800
2000-06-01,15807800
2000-07-01,15818500
2000-08-01,15883500
2000-09-01,15916300
2000-10-01,15955700
2000-11-01,15982100
2000-12-01,16003200
2001-01-01,15994500
2001-02-01,16004400
2001-03-01,16033200
2001-04-01,16066900
2001-05-01,16076900
2001-06-01,16085100
2001-07-01,16083900
2001-08-01,16112400
2001-09-01,16131500
2001-10-01,16159800
2001-11-01,16199700
2001-12-01,16276100
2002-01-01,16327400
2002-02-01,16338500
2002-03-01,16412200
2002-04-01,16432500
2002-05-01,16503600
2002-06-01,16543300
2002-07-01,16592800
2002-08-01,16641800
2002-09-01,16665100
2002-10-01,16686500
2002-11-01,16723400
2002-12-01,16792700
2003-01-01,16797000
2003-02-01,16859000
2003-03-01,16852400
2003-04-01,16876800
2003-05-01,16899500
2003-06-01,16912600
2003-07-01,16954400
2003-08-01,16967300
2003-09-01,17010100
2003-10-01,17019100
2003-11-01,17045500
2003-12-01,17074400
2004-01-01,17069900
2004-02-01,17075400
2004-03-01,17087200
2004-04-01,17113600
2004-05-01,17108600
2004-06-01,17164000
2004-07-01,17148300
2004-08-01,17146800
2004-09-01,17170700
2004-10-01,17203400
2004-11-01,17249100
2004-12-01,17252000
2005-01-01,17226100
2005-02-01,17254400
2005-03-01,17230800
2005-04-01,17233300
2005-05-01,17285100
2005-06-01,17277700
2005-07-01,17300700
2005-08-01,17349000
2005-09-01,17331900
2005-10-01,17372500
2005-11-01,17338100
2005-12-01,17373600
2006-01-01,17436600
2006-02-01,17439100
2006-03-01,17479800
2006-04-01,17516900
2006-05-01,17544900
2006-06-01,17538700
2006-07-01,17587900
2006-08-01,17584700
2006-09-01,17613000
2006-10-01,17605400
2006-11-01,17641300
2006-12-01,17671400
2007-01-01,17743500
2007-02-01,17748800
2007-03-01,17783700
2007-04-01,17775400
2007-05-01,17775600
2007-06-01,17822300
2007-07-01,17872300
2007-08-01,17886200
2007-09-01,17915200
2007-10-01,17967300
2007-11-01,18009200
2007-12-01,18017000
2008-01-01,18045900
2008-02-01,18074400
2008-03-01,18085800
2008-04-01,18094000
2008-05-01,18101800
2008-06-01,18099800
2008-07-01,18094800
2008-08-01,18115900
2008-09-01,18175300
2008-10-01,18240600
2008-11-01,18199900
2008-12-01,18248200
2009-01-01,18198400
2009-02-01,18264300
2009-03-01,18284300
2009-04-01,18269000
2009-05-01,18323700
2009-06-01,18319700
2009-07-01,18310000
2009-08-01,18299200
2009-09-01,18302200
2009-10-01,18323900
2009-11-01,18401700
2009-12-01,18374300
2010-01-01,18361700
2010-02-01,18360800
2010-03-01,18395300
2010-04-01,18437500
2010-05-01,18449200
2010-06-01,18508100
2010-07-01,18552300
2010-08-01,18590100
2010-09-01,18579600
2010-10-01,18542000
2010-11-01,18543700
2010-12-01,18572400
2011-01-01,18649200
2011-02-01,18644100
2011-03-01,18648800
2011-04-01,18681700
2011-05-01,18649900
2011-06-01,18686700
2011-07-01,18674600
2011-08-01,18681800
2011-09-01,18690000
2011-10-01,18687800
2011-11-01,18703600
2011-12-01,18698700
2012-01-01,18744300
2012-02-01,18707100
2012-03-01,18756900
2012-04-01,18862200
2012-05-01,18876900
2012-06-01,18847000
2012-07-01,18854200
2012-08-01,18919800
2012-09-01,18974000
2012-10-01,18992300
2012-11-01,19010600
2012-12-01,19031100
2013-01-01,19000100
2013-02-01,19054900
2013-03-01,19026400
2013-04-01,19040600
2013-05-01,19072400
2013-06-01,19094800
2013-07-01,19088200
2013-08-01,19106000
2013-09-01,19066600
2013-10-01,19098400
2013-11-01,19093000
2013-12-01,19116800
2014-01-01,19098300
2014-02-01,19096600
2014-03-01,19089600
2014-04-01,19084800
2014-05-01,19117500
2014-06-01,19127600
2014-07-01,19171900
2014-08-01,19109800
2014-09-01,19138900
2014-10-01,19126100
2014-11-01,19127400
2014-12-01,19136100
2015-01-01,19158700
2015-02-01,19200800
2015-03-01,19237700
2015-04-01,19209900
2015-05-01,19209700
2015-06-01,19199600
2015-07-01,19235400
2015-08-01,19281900
2015-09-01,19299500
2015-10-01,19293200
2015-11-01,19284800
2015-12-01,19298300
2016-01-01,19298500
2016-02-01,19335700
2016-03-01,19327800
2016-04-01,19371200
2016-05-01,19349700
2016-06-01,19334100
2016-07-01,19331200
2016-08-01,19377500
2016-09-01,19429300
2016-10-01,19441200
2016-11-01,19440400
2016-12-01,19490100
2017-01-01,19548500
2017-02-01,19543400
2017-03-01,19578600
2017-04-01,19565100
2017-05-01,19635400
2017-06-01,19669000
2017-07-01,19672900
2017-08-01,19678700
2017-09-01,19689700
2017-10-01,19744400
2017-11-01,19781500
2017-12-01,19827200
2018-01-01,19754600
2018-02-01,19765800
2018-03-01,19792100
2018-04-01,19789300
2018-05-01,19800900
2018-06-01,19880700
2018-07-01,19941400
2018-08-01,19913600
2018-09-01,19967400
2018-10-01,19960900
2018-11-01,20041700
2018-12-01,20068000
2019-01-01,20122500
2019-02-01,20188000
2019-03-01,20171600
2019-04-01,20280100
2019-05-01,20234900
2019-06-01,20276100
2019-07-01,20295100
2019-08-01,20353000
2019-09-01,20328700
2019-10-01,20318100
2019-11-01,20329400
2019-12-01,20342900
2020-01-01,20344400
2020-02-01,20393900
2020-03-01,19722800
2020-04-01,18623700
2020-05-01,19086500
2020-06-01,19904500
2020-07-01,20050900
2020-08-01,20116200
2020-09-01,20371700
2020-10-01,20409400
2020-11-01,20366300
2020-12-01,20356900
2021-01-01,20223100
2021-02-01,20341900
2021-03-01,20434600
2021-04-01,20337400
2021-05-01,20281200
2021-06-01,20478700
2021-07-01,20515700
2021-08-01,20531200
2021-09-01,20686500
2021-10-01,20605000
2021-11-01,20669300
2021-12-01,20708900
2022-01-01,20624000
2022-02-01,20769700
2022-03-01,20759500
2022-04-01,20811900
2022-05-01,20823400
2022-06-01,20728800
2022-07-01,20742600
2022-08-01,20810100
2022-09-01,20791300
2022-10-01,20872200
2022-11-01,20881300
2022-12-01,20925800
2023-01-01,21078300
2023-02-01,21120500
2023-03-01,21141800
2023-04-01,21188400
2023-05-01,21205900
2023-06-01,21319900
2023-07-01,21333200
2023-08-01,21387400
2023-09-01,21459200
2023-10-01,21517000
2023-11-01,21553000
