"Date","CANPRCNTO01MLM"
1967-07-01,4451094524.56853
1967-08-01,4549145252.96655
1967-09-01,4604298787.69044
1967-10-01,4451094524.56853
1967-11-01,4263163961.80565
1967-12-01,3813764789.98139
1968-01-01,3658517803.35119
1968-02-01,3856661983.65552
1968-03-01,3928157306.44575
1968-04-01,4046635269.92669
1968-05-01,4232523109.18127
1968-06-01,4547102529.45826
1968-07-01,4765673944.84552
1968-08-01,4820827479.5694
1968-09-01,4837169267.63574
1968-10-01,4765673944.84552
1968-11-01,4536888911.9168
1968-12-01,3766782149.29067
1969-01-01,3644218738.79314
1969-02-01,3870961048.21357
1969-03-01,3846448366.11406
1969-04-01,3946541818.02037
1969-05-01,3985353564.67792
1969-06-01,4179412297.96568
1969-07-01,4420453671.94415
1969-08-01,4653324151.88945
1969-09-01,4692135898.547
1969-10-01,4624726022.77336
1969-11-01,4432710012.9939
1969-12-01,3883217389.26332
1970-01-01,3644218738.79314
1970-02-01,3870961048.21357
1970-03-01,3799465725.42334
1970-04-01,3870961048.21357
1970-05-01,4069105228.5179
1970-06-01,4383684648.79489
1970-07-01,4538931635.42509
1970-08-01,4706434963.10504
1970-09-01,4853511055.70208
1970-10-01,4737075815.72943
1970-11-01,4522589847.35875
1970-12-01,3883217389.26332
1971-01-01,3272443060.28398
1971-02-01,3427690046.91418
1971-03-01,3466501793.57173
1971-04-01,3779038490.34042
1971-05-01,4056848887.46815
1971-06-01,4737075815.72943
1971-07-01,4888237355.34304
1971-08-01,5098637876.69713
1971-09-01,5090466982.66396
1971-10-01,4922963654.98401
1971-11-01,4434752736.50219
1971-12-01,3717756785.09166
1972-01-01,3464459070.06344
1972-02-01,3560467074.95316
1972-03-01,3544125286.88683
1972-04-01,3901601900.83795
1972-05-01,4085447016.58424
1972-06-01,4636982363.82311
1972-07-01,4808571138.51965
1972-08-01,5061868853.54787
1972-09-01,4988330807.24936
1972-10-01,4730947645.20455
1972-11-01,4334659284.59588
1972-12-01,3660560526.85948
1973-01-01,3497142646.19611
1973-02-01,3582937033.54438
1973-03-01,3615620609.67705
1973-04-01,3856661983.65552
1973-05-01,4181455021.47397
1973-06-01,4647195981.36457
1973-07-01,4904579143.40938
1973-08-01,5043484341.97324
1973-09-01,5153791411.42102
1973-10-01,5063911577.05616
1973-11-01,4608384234.70702
1973-12-01,3971054500.11988
1974-01-01,3801508448.93164
1974-02-01,3911815518.37941
1974-03-01,3932242753.46233
1974-04-01,4112002422.19204
1974-05-01,4205967703.57347
1974-06-01,4616555128.74019
1974-07-01,4873938290.785
1974-08-01,5072082471.08933
1974-09-01,5237543075.26099
1974-10-01,5166047752.47077
1974-11-01,4769759391.8621
1974-12-01,4095660634.1257
1975-01-01,3903644624.34624
1975-02-01,4065019781.50132
1975-03-01,3932242753.46233
1975-04-01,4291762090.92174
1975-05-01,4669665939.95579
1975-06-01,5147663240.89614
1975-07-01,5484712619.76434
1975-08-01,5831975616.174
1975-09-01,6066888819.6276
1975-10-01,6005607114.37883
1975-11-01,5633831435.86966
1975-12-01,4873938290.785
1976-01-01,4559358870.50801
1976-02-01,4755460327.30405
1976-03-01,4833083820.61916
1976-04-01,5213030393.16149
1976-05-01,5603190583.24528
1976-06-01,6291588405.53973
1976-07-01,6250733935.37389
1976-08-01,6387596410.42946
1976-09-01,6305887470.09777
1976-10-01,6191494953.63342
1976-11-01,5881000980.37301
1976-12-01,5043484341.97324
1977-01-01,4724819474.67967
1977-02-01,4943390890.06693
1977-03-01,4959732678.13327
1977-04-01,5376448273.82486
1977-05-01,5813591104.59937
1977-06-01,6459091733.21968
1977-07-01,6585740590.73379
1977-08-01,6824739241.20397
1977-09-01,6832910135.23714
1977-10-01,6720560342.28107
1977-11-01,6160854101.00903
1977-12-01,5166047752.47077
1978-01-01,4686007728.02212
1978-02-01,4935219996.03376
1978-03-01,4888237355.34304
1978-04-01,5257970310.34392
1978-05-01,5533737983.96335
1978-06-01,6079145160.67735
1978-07-01,6091401501.7271
1978-08-01,6344699216.75532
1978-09-01,6387596410.42946
1978-10-01,6177195889.07537
1978-11-01,5778864804.95841
1978-12-01,4863724673.24354
1979-01-01,4608384234.70702
1979-02-01,4716648580.6465
1979-03-01,4639025087.3314
1979-04-01,4918878207.96742
1979-05-01,5392790061.8912
1979-06-01,6085273331.20222
1979-07-01,6305887470.09777
1979-08-01,6493818032.86065
1979-09-01,6626595060.89964
1979-10-01,6540800673.55137
1979-11-01,6136341418.90953
1979-12-01,5423430914.51558
1980-01-01,5157876858.4376
1980-02-01,5174218646.50394
1980-03-01,5127236005.81322
1980-04-01,5503097131.33897
1980-05-01,5950453579.65494
1980-06-01,6324271981.6724
1980-07-01,6649065019.49085
1980-08-01,6804312006.12105
1980-09-01,7000413462.91709
1980-10-01,6973858057.3093
1980-11-01,6610253272.8333
1980-12-01,5842189233.71546
1981-01-01,5460505779.45235
1981-02-01,5626711324.72296
1981-03-01,5273757975.77751
1981-04-01,5777977045.69958
1981-05-01,6252316467.03368
1981-06-01,7047862110.6885
1981-07-01,7204730265.77536
1981-08-01,7316778947.98027
1981-09-01,7512864141.83885
1981-10-01,7062801934.98248
1981-11-01,6797620053.76421
1981-12-01,6073038575.50583
1982-01-01,5649121061.16394
1982-02-01,5940447634.89669
1982-03-01,5621108890.61271
1982-04-01,6052496317.1016
1982-05-01,6379304973.53257
1982-06-01,7025452374.24752
1982-07-01,7027319852.28427
1982-08-01,7066536891.05598
1982-09-01,6986235335.4758
1982-10-01,6620209640.27311
1982-11-01,6175749867.52699
1982-12-01,5703277924.22964
1983-01-01,5428758652.82763
1983-02-01,5495987862.15057
1983-03-01,5292432756.14499
1983-04-01,5628578802.75971
1983-05-01,6241111598.81318
1983-06-01,7096416539.64396
1983-07-01,7146838446.63616
1983-08-01,6986235335.4758
1983-09-01,6980632901.36556
1983-10-01,6614607206.16287
1983-11-01,6338220456.7241
1983-12-01,5742494963.00136
1984-01-01,5141167035.16837
1984-02-01,5171046683.75635
1984-03-01,5075805303.88218
1984-04-01,5294300234.18174
1984-05-01,5693940534.0459
1984-06-01,6422256968.37778
1984-07-01,6829367180.38893
1984-08-01,6874186653.2709
1984-09-01,6864849263.08715
1984-10-01,6433461836.59827
1984-11-01,6132797872.68178
1984-12-01,5600566632.20848
1985-01-01,5200926332.34432
1985-02-01,5398879004.23965
1985-03-01,5079540259.95567
1985-04-01,5316709970.62272
1985-05-01,5932977722.7497
1985-06-01,6885391521.49139
1985-07-01,7167380705.0404
1985-08-01,7249549738.65733
1985-09-01,7447502410.55266
1985-10-01,7040392198.5415
1985-11-01,6803222487.87446
1985-12-01,6158942565.19626
1986-01-01,5960989893.30092
1986-02-01,6114123092.31429
1986-03-01,5658458451.34768
1986-04-01,5949785025.08043
1986-05-01,6390509841.75306
1986-06-01,6988102813.51255
1986-07-01,7311176513.87002
1986-08-01,7288766777.42904
1986-09-01,7337321206.3845
1986-10-01,7001175159.76979
1986-11-01,6674366503.33882
1986-12-01,5888158249.86774
1987-01-01,5428758652.82763
1987-02-01,5634181236.86995
1987-03-01,5397011526.2029
1987-04-01,6024484146.55037
1987-05-01,6651956766.89784
1987-06-01,7488586927.36112
1987-07-01,7871419924.89454
1987-08-01,8039492948.2019
1987-09-01,8166481454.7008
1987-10-01,7811660627.7186
1987-11-01,7516599097.91235
1987-12-01,6590329991.68514
1988-01-01,5989002063.85215
1988-02-01,5989002063.85215
1988-03-01,5693940534.0459
1988-04-01,6282196115.62165
1988-05-01,6848041960.75642
1988-06-01,7499791795.58161
1988-07-01,7905034529.55602
1988-08-01,8048830338.38564
1988-09-01,8315879697.64067
1988-10-01,8033890514.09166
1988-11-01,7576358395.0883
1988-12-01,6814427356.09495
1989-01-01,6287798549.73189
1989-02-01,6504426001.99471
1989-03-01,6000206932.07264
1989-04-01,6536173128.61943
1989-05-01,7137501056.45242
1989-06-01,7753768808.5794
1989-07-01,8263590312.61171
1989-08-01,8497025067.20526
1989-09-01,8751002080.20305
1989-10-01,8562386798.49146
1989-11-01,8099252245.37785
1989-12-01,7115091320.01144
1990-01-01,6541775562.72968
1990-02-01,6618342162.23636
1990-03-01,6205629516.11496
1990-04-01,6834969614.49918
1990-05-01,7406417893.74419
1990-06-01,8272927702.79546
1990-07-01,8566121754.56496
1990-08-01,8650158266.21863
1990-09-01,8631483485.85115
1990-10-01,8160879020.59055
1990-11-01,7574490917.05155
1990-12-01,6465208963.22299
1991-01-01,5901230596.12497
1991-02-01,5880688337.72074
1991-03-01,5389541614.05591
1991-04-01,5962857371.33767
1991-05-01,6693041283.7063
1991-06-01,7531538922.20634
1991-07-01,7891962183.29878
1991-08-01,7934914178.14399
1991-09-01,8091782333.23086
1991-10-01,7849010188.45357
1991-11-01,7404550415.70744
1991-12-01,6291533505.80539
1992-01-01,5805989216.25081
1992-02-01,5649121061.16394
1992-03-01,5443698477.12162
1992-04-01,5880688337.72074
1992-05-01,6321413154.39337
1992-06-01,7008645071.91678
1992-07-01,7290634255.46579
1992-08-01,7130031144.30543
1992-09-01,7146838446.63616
1992-10-01,6728523366.40452
1992-11-01,6397979753.90005
1992-12-01,5899363118.08823
1993-01-01,5307372580.43898
1993-02-01,5355927009.39444
1993-03-01,5090745128.17616
1993-04-01,5621108890.61271
1993-05-01,6127195438.57153
1993-06-01,6764005449.10274
1993-07-01,7034789764.43126
1993-08-01,6846174482.71967
1993-09-01,6879789087.38114
1993-10-01,6599667381.86888
1993-11-01,6470811397.33324
1993-12-01,5893760683.97798
1994-01-01,5368999355.65168
1994-02-01,5400746482.2764
1994-03-01,5085142694.06592
1994-04-01,5679000709.75191
1994-05-01,6280328637.5849
1994-06-01,7029187330.32101
1994-07-01,7311176513.87002
1994-08-01,7210332699.88561
1994-09-01,7187922963.44463
1994-10-01,6954488208.85108
1994-11-01,6644486854.75084
1994-12-01,6101050746.05705
1995-01-01,5414226206.95612
1995-02-01,5551272695.42936
1995-03-01,5125894633.80461
1995-04-01,5638484097.18507
1995-05-01,6083440228.59172
1995-06-01,6665442848.47162
1995-07-01,6861223546.29054
1995-08-01,6843425301.03428
1995-09-01,6870122668.91868
1995-10-01,6631626182.48471
1995-11-01,6451863905.39642
1995-12-01,5873420934.56778
1996-01-01,5287858665.63663
1996-02-01,5303877086.36727
1996-03-01,5079619196.13832
1996-04-01,5704337604.63325
1996-05-01,6243624435.89811
1996-06-01,7014288455.49443
1996-07-01,7361354237.99162
1996-08-01,7307959502.22282
1996-09-01,7288381432.44093
1996-10-01,6964453368.77688
1996-11-01,6809608635.04737
1996-12-01,6286340224.51315
1997-01-01,5.922e+09
1997-02-01,6.172e+09
1997-03-01,5.841e+09
1997-04-01,6.313e+09
1997-05-01,6.669e+09
1997-06-01,7.434e+09
1997-07-01,7.63e+09
1997-08-01,7.563e+09
1997-09-01,7.633e+09
1997-10-01,7.412e+09
1997-11-01,7.304e+09
1997-12-01,6.79e+09
1998-01-01,6.329e+09
1998-02-01,6.531e+09
1998-03-01,6.15e+09
1998-04-01,6.591e+09
1998-05-01,6.83e+09
1998-06-01,7.439e+09
1998-07-01,7.567e+09
1998-08-01,7.437e+09
1998-09-01,7.429e+09
1998-10-01,7.204e+09
1998-11-01,7.159e+09
1998-12-01,6.761e+09
1999-01-01,6.372e+09
1999-02-01,6.602e+09
1999-03-01,6.2e+09
1999-04-01,6.704e+09
1999-05-01,6.994e+09
1999-06-01,7.644e+09
1999-07-01,7.867e+09
1999-08-01,7.751e+09
1999-09-01,7.902e+09
1999-10-01,7.783e+09
1999-11-01,7.827e+09
1999-12-01,7.445e+09
2000-01-01,6.968e+09
2000-02-01,6.836e+09
2000-03-01,6.788e+09
2000-04-01,7.085e+09
2000-05-01,7.363e+09
2000-06-01,7.866e+09
2000-07-01,8.189e+09
2000-08-01,8.142e+09
2000-09-01,8.177e+09
2000-10-01,8.162e+09
2000-11-01,7.877e+09
2000-12-01,7.52e+09
2001-01-01,7.113e+09
2001-02-01,7.019e+09
2001-03-01,7.145e+09
2001-04-01,7.44e+09
2001-05-01,7.792e+09
2001-06-01,8.369e+09
2001-07-01,8.762e+09
2001-08-01,8.772e+09
2001-09-01,8.865e+09
2001-10-01,8.851e+09
2001-11-01,8.586e+09
2001-12-01,8.218e+09
2002-01-01,6.989e+09
2002-02-01,7.056e+09
2002-03-01,7.144e+09
2002-04-01,7.943e+09
2002-05-01,8.783e+09
2002-06-01,9.45e+09
2002-07-01,9.427e+09
2002-08-01,9.306e+09
2002-09-01,9.358e+09
2002-10-01,9.448e+09
2002-11-01,8.997e+09
2002-12-01,8.233e+09
2003-01-01,7.195e+09
2003-02-01,7.284e+09
2003-03-01,7.393e+09
2003-04-01,8.142e+09
2003-05-01,9.015e+09
2003-06-01,9.548e+09
2003-07-01,9.585e+09
2003-08-01,9.573e+09
2003-09-01,9.684e+09
2003-10-01,9.644e+09
2003-11-01,9.27e+09
2003-12-01,8.584e+09
2004-01-01,7.503e+09
2004-02-01,7.57e+09
2004-03-01,7.809e+09
2004-04-01,8.622e+09
2004-05-01,9.552e+09
2004-06-01,1.0049e+10
2004-07-01,1.0153e+10
2004-08-01,1.0137e+10
2004-09-01,1.0262e+10
2004-10-01,1.0119e+10
2004-11-01,9.765e+09
2004-12-01,9.061e+09
2005-01-01,7.872e+09
2005-02-01,7.999e+09
2005-03-01,8.165e+09
2005-04-01,9.137e+09
2005-05-01,1.0079e+10
2005-06-01,1.0582e+10
2005-07-01,1.0592e+10
2005-08-01,1.066e+10
2005-09-01,1.0648e+10
2005-10-01,1.0487e+10
2005-11-01,1.0113e+10
2005-12-01,9.337e+09
2006-01-01,8.133e+09
2006-02-01,8.344e+09
2006-03-01,8.562e+09
2006-04-01,9.373e+09
2006-05-01,1.0339e+10
2006-06-01,1.0844e+10
2006-07-01,1.0859e+10
2006-08-01,1.1e+10
2006-09-01,1.1108e+10
2006-10-01,1.0955e+10
2006-11-01,1.065e+10
2006-12-01,9.831e+09
2007-01-01,8.644e+09
2007-02-01,8.793e+09
2007-03-01,9.034e+09
2007-04-01,9.919e+09
2007-05-01,1.0992e+10
2007-06-01,1.1561e+10
2007-07-01,1.1561e+10
2007-08-01,1.1675e+10
2007-09-01,1.1753e+10
2007-10-01,1.1457e+10
2007-11-01,1.1045e+10
2007-12-01,1.015e+10
2008-01-01,9.078e+09
2008-02-01,9.227e+09
2008-03-01,9.351e+09
2008-04-01,1.0176e+10
2008-05-01,1.1287e+10
2008-06-01,1.1804e+10
2008-07-01,1.1799e+10
2008-08-01,1.1877e+10
2008-09-01,1.2024e+10
2008-10-01,1.1896e+10
2008-11-01,1.1293e+10
2008-12-01,1.0045e+10
2009-01-01,8.548e+09
2009-02-01,8.541e+09
2009-03-01,8.639e+09
2009-04-01,9.324e+09
2009-05-01,1.038e+10
2009-06-01,1.0916e+10
2009-07-01,1.0945e+10
2009-08-01,1.1106e+10
2009-09-01,1.129e+10
2009-10-01,1.1181e+10
2009-11-01,1.095e+10
2009-12-01,9.98e+09
2010-01-01,8.907e+09
2010-02-01,9.129e+09
2010-03-01,9.405e+09
2010-04-01,1.0269e+10
2010-05-01,1.1283e+10
2010-06-01,1.1913e+10
2010-07-01,1.1952e+10
2010-08-01,1.2126e+10
2010-09-01,1.2194e+10
2010-10-01,1.1987e+10
2010-11-01,1.1555e+10
2010-12-01,1.0485e+10
2011-01-01,9.294e+09
2011-02-01,9.512e+09
2011-03-01,9.726e+09
2011-04-01,1.047e+10
2011-05-01,1.1542e+10
2011-06-01,1.2261e+10
2011-07-01,1.2417e+10
2011-08-01,1.2625e+10
2011-09-01,1.2715e+10
2011-10-01,1.2495e+10
2011-11-01,1.2077e+10
2011-12-01,1.101e+10
2012-01-01,9.81e+09
2012-02-01,1.011e+10
2012-03-01,1.0484e+10
2012-04-01,1.1421e+10
2012-05-01,1.2552e+10
2012-06-01,1.3186e+10
2012-07-01,1.3277e+10
2012-08-01,1.3459e+10
2012-09-01,1.3694e+10
2012-10-01,1.3615e+10
2012-11-01,1.3142e+10
2012-12-01,1.1977e+10
2013-01-01,1.0521e+10
2013-02-01,1.0789e+10
2013-03-01,1.1063e+10
2013-04-01,1.2032e+10
2013-05-01,1.3261e+10
2013-06-01,1.3575e+10
2013-07-01,1.3895e+10
2013-08-01,1.4061e+10
2013-09-01,1.4181e+10
2013-10-01,1.4009e+10
2013-11-01,1.3483e+10
2013-12-01,1.2104e+10
2014-01-01,1.0716e+10
2014-02-01,1.1005e+10
2014-03-01,1.1234e+10
2014-04-01,1.1976e+10
2014-05-01,1.3423e+10
2014-06-01,1.4116e+10
2014-07-01,1.4298e+10
2014-08-01,1.436e+10
2014-09-01,1.458e+10
2014-10-01,1.4539e+10
2014-11-01,1.3969e+10
2014-12-01,1.2622e+10
2015-01-01,1.1149e+10
2015-02-01,1.114e+10
2015-03-01,1.109e+10
2015-04-01,1.1687e+10
2015-05-01,1.3285e+10
2015-06-01,1.3978e+10
2015-07-01,1.405e+10
2015-08-01,1.4064e+10
2015-09-01,1.3965e+10
2015-10-01,1.3676e+10
2015-11-01,1.3209e+10
2015-12-01,1.203e+10
2016-01-01,1.0615e+10
2016-02-01,1.0595e+10
2016-03-01,1.0497e+10
2016-04-01,1.1245e+10
2016-05-01,1.2514e+10
2016-06-01,1.3127e+10
2016-07-01,1.3296e+10
2016-08-01,1.3185e+10
2016-09-01,1.3352e+10
2016-10-01,1.312e+10
2016-11-01,1.2754e+10
2016-12-01,1.1708e+10
2017-01-01,1.0504e+10
2017-02-01,1.0493e+10
2017-03-01,1.0475e+10
2017-04-01,1.12e+10
2017-05-01,1.2561e+10
2017-06-01,1.3704e+10
2017-07-01,1.4021e+10
2017-08-01,1.3943e+10
2017-09-01,1.4129e+10
2017-10-01,1.3969e+10
2017-11-01,1.3676e+10
2017-12-01,1.2591e+10
2018-01-01,1.1129e+10
2018-02-01,1.1182e+10
2018-03-01,1.1207e+10
2018-04-01,1.1806e+10
2018-05-01,1.3427e+10
2018-06-01,1.4229e+10
2018-07-01,1.4303e+10
2018-08-01,1.4209e+10
2018-09-01,1.4211e+10
2018-10-01,1.3856e+10
2018-11-01,1.3451e+10
2018-12-01,1.2415e+10
2019-01-01,1.0963e+10
2019-02-01,1.0921e+10
2019-03-01,1.1017e+10
2019-04-01,1.1605e+10
2019-05-01,1.3243e+10
2019-06-01,1.4269e+10
2019-07-01,1.4513e+10
2019-08-01,1.4406e+10
2019-09-01,1.4523e+10
2019-10-01,1.4179e+10
2019-11-01,1.3919e+10
2019-12-01,1.2911e+10
2020-01-01,1.1532e+10
2020-02-01,1.1558e+10
2020-03-01,1.1095e+10
2020-04-01,9.641e+09
2020-05-01,1.2588e+10
2020-06-01,1.4195e+10
2020-07-01,1.3957e+10
2020-08-01,1.3954e+10
2020-09-01,1.4084e+10
2020-10-01,1.3982e+10
2020-11-01,1.3645e+10
2020-12-01,1.27e+10
2021-01-01,1.1352e+10
2021-02-01,1.1555e+10
2021-03-01,1.1914e+10
2021-04-01,1.2927e+10
2021-05-01,1.4208e+10
2021-06-01,1.4945e+10
2021-07-01,1.4753e+10
2021-08-01,1.478e+10
2021-09-01,1.4839e+10
2021-10-01,1.4767e+10
2021-11-01,1.4423e+10
2021-12-01,1.321e+10
2022-01-01,1.1819e+10
2022-02-01,1.1961e+10
2022-03-01,1.2188e+10
2022-04-01,1.2819e+10
2022-05-01,1.4362e+10
2022-06-01,1.5196e+10
2022-07-01,1.5102e+10
2022-08-01,1.5104e+10
2022-09-01,1.5105e+10
2022-10-01,1.5047e+10
2022-11-01,1.4647e+10
2022-12-01,1.3375e+10
2023-01-01,1.21e+10
2023-02-01,1.2169e+10
2023-03-01,1.236e+10
2023-04-01,1.3068e+10
2023-05-01,1.4485e+10
2023-06-01,1.5217e+10
2023-07-01,1.5117e+10
2023-08-01,1.5126e+10
2023-09-01,1.5391e+10
