"Date","CANPRMNTO01MLM"
1969-10-01,7750022793.69146
1969-11-01,7836167163.57151
1969-12-01,7240582813.19392
1970-01-01,7056412091.3814
1970-02-01,7423268287.24989
1970-03-01,7393563332.11884
1970-04-01,7423268287.24989
1970-05-01,7427724030.51955
1970-06-01,7078690807.72968
1970-07-01,6610837764.41562
1970-08-01,6976208712.52756
1970-09-01,7331182926.34363
1970-10-01,7308904209.99534
1970-11-01,7445547003.59818
1970-12-01,6910857811.23924
1971-01-01,6633116480.7639
1971-02-01,7518324143.66925
1971-03-01,7545058603.2872
1971-04-01,7666848919.32451
1971-05-01,7724773581.83007
1971-06-01,7910429551.39914
1971-07-01,6680644408.97359
1971-08-01,7558425833.09617
1971-09-01,8462941716.8367
1971-10-01,8378282594.71321
1971-11-01,8397590815.54839
1971-12-01,7430694526.03265
1972-01-01,7292566484.67326
1972-02-01,8030734619.6799
1972-03-01,8162921670.01308
1972-04-01,8468882707.86292
1972-05-01,8308475950.15524
1972-06-01,8571364803.06505
1972-07-01,7262861529.54221
1972-08-01,7919341037.93846
1972-09-01,9076349040.29293
1972-10-01,9019909625.54393
1972-11-01,9281313230.69719
1972-12-01,8162921670.01308
1973-01-01,8027764124.1668
1973-02-01,9316959176.85445
1973-03-01,9410529785.51726
1973-04-01,9297650956.01927
1973-05-01,9223388568.19164
1973-06-01,9459542961.4835
1973-07-01,8241639801.11037
1973-08-01,8497102415.23742
1973-09-01,9685300620.4795
1973-10-01,9766989247.08989
1973-11-01,10003143640.3818
1973-12-01,8795637214.30449
1974-01-01,8816430682.89622
1974-02-01,9860559855.7527
1974-03-01,9856104112.48305
1974-04-01,9649654674.32223
1974-05-01,9764018751.57678
1974-06-01,9811546679.78647
1974-07-01,8326298923.23387
1974-08-01,8816430682.89622
1974-09-01,9764018751.57678
1974-10-01,9694212107.01881
1974-11-01,9661536656.37466
1974-12-01,8409472797.60081
1975-01-01,7956472231.85227
1975-02-01,8982778431.63012
1975-03-01,8831283160.46175
1975-04-01,8905545548.28938
1975-05-01,8685728880.3196
1975-06-01,8935250503.42043
1975-07-01,7693583378.94246
1975-08-01,8137672458.15169
1975-09-01,9156552419.14677
1975-10-01,9097142508.88466
1975-11-01,9429838006.35245
1975-12-01,8436207257.21876
1976-01-01,8298079215.85937
1976-02-01,9466969200.26626
1976-03-01,9670448142.91397
1976-04-01,9781841724.65541
1976-05-01,9744710530.7416
1976-06-01,9940763234.60654
1976-07-01,8223816828.03174
1976-08-01,9083775279.0757
1976-09-01,9973438685.2507
1976-10-01,9611038232.65187
1976-11-01,10050671568.5914
1976-12-01,8910001291.55904
1977-01-01,8978322688.36046
1977-02-01,10049186320.8349
1977-03-01,10108596231.097
1977-04-01,9912543527.23204
1977-05-01,9850163121.45684
1977-06-01,10239298033.6736
1977-07-01,8592158271.65678
1977-08-01,9104568747.66743
1977-09-01,10191770105.4639
1977-10-01,10156124159.3067
1977-11-01,10328412899.0668
1977-12-01,8963470210.79493
1978-01-01,8994660413.68254
1978-02-01,10301678439.4488
1978-03-01,10393763800.3551
1978-04-01,10530406593.9579
1978-05-01,10309104678.2316
1978-06-01,10766560987.2498
1978-07-01,8991689918.16943
1978-08-01,9526379110.52837
1978-09-01,11124505696.579
1978-10-01,10940334974.7664
1978-11-01,11194312341.1369
1978-12-01,9866500846.77891
1979-01-01,9867986094.53547
1979-02-01,11225502544.0245
1979-03-01,11366601080.897
1979-04-01,10858646348.156
1979-05-01,10937364479.2533
1979-06-01,11354719098.8446
1979-07-01,9333296902.17653
1979-08-01,9912543527.23204
1979-09-01,11289368197.5563
1979-10-01,11167577881.519
1979-11-01,11123020448.8224
1979-12-01,9456572465.9704
1980-01-01,9688271115.9926
1980-02-01,10742797023.1449
1980-03-01,11056184299.7775
1980-04-01,10451688462.8606
1980-05-01,9951159968.90241
1980-06-01,10525950850.6883
1980-07-01,8635230456.59681
1980-08-01,9204080347.35646
1980-09-01,10787354455.8415
1980-10-01,10802206933.407
1980-11-01,10802206933.407
1980-12-01,9388251069.16898
1981-01-01,9525350123.88979
1981-02-01,10881066943.2812
1981-03-01,11178120725.1362
1981-04-01,10983138286.8261
1981-05-01,10801241918.2012
1981-06-01,11585097492.3473
1981-07-01,9440290670.9357
1981-08-01,9675839925.27011
1981-09-01,11014544854.0707
1981-10-01,10564384056.8982
1981-11-01,10351081121.0287
1981-12-01,8962649127.42426
1982-01-01,8931242560.17967
1982-02-01,10140395399.0963
1982-03-01,10254244205.3579
1982-04-01,9691543208.8924
1982-05-01,9556756691.13438
1982-06-01,9928401070.19533
1982-07-01,7969416438.31416
1982-08-01,8793838828.4846
1982-09-01,9707246492.51469
1982-10-01,9192963953.88457
1982-11-01,9189038132.97899
1982-12-01,7938009871.06958
1983-01-01,8363307135.84004
1983-02-01,9571151367.78814
1983-03-01,9827638333.61895
1983-04-01,9652284999.83666
1983-05-01,9741270273.69633
1983-06-01,10530360275.7166
1983-07-01,8583153106.55215
1983-08-01,9569842760.81962
1983-09-01,10759366495.2084
1983-10-01,10470164355.1645
1983-11-01,10695244753.7507
1983-12-01,9429821815.1875
1984-01-01,9893068682.04517
1984-02-01,10962200575.3297
1984-03-01,11148022764.8602
1984-04-01,11158491620.6084
1984-05-01,11386189233.1316
1984-06-01,12041801324.3624
1984-07-01,10047484304.3311
1984-08-01,10917707938.3998
1984-09-01,11855979134.8319
1984-10-01,11695020477.7034
1984-11-01,11688477442.8608
1984-12-01,10127309329.4111
1985-01-01,10463621320.3218
1985-02-01,11832424209.3985
1985-03-01,12011703364.0863
1985-04-01,11719884010.1054
1985-05-01,11857287741.8004
1985-06-01,12465789982.1643
1985-07-01,10409968434.6123
1985-08-01,11348239631.0444
1985-09-01,12419988738.266
1985-10-01,12282585006.5709
1985-11-01,12217154658.1447
1985-12-01,10563075449.9297
1986-01-01,11085209630.371
1986-02-01,12374187494.3676
1986-03-01,12187056697.8686
1986-04-01,12387273564.0529
1986-05-01,12037875503.4568
1986-06-01,12566552718.7407
1986-07-01,10543446345.4018
1986-08-01,11132319481.2379
1986-09-01,12153032916.687
1986-10-01,12105923065.8201
1986-11-01,11935804159.9119
1986-12-01,10580087340.5205
1987-01-01,11078666595.5284
1987-02-01,12582256002.363
1987-03-01,12582256002.363
1987-04-01,12418680131.2974
1987-05-01,12299596897.1617
1987-06-01,12964369237.1722
1987-07-01,10976595251.9835
1987-08-01,11952816050.5027
1987-09-01,13032416799.5354
1987-10-01,12990541376.5426
1987-11-01,13082143864.3394
1987-12-01,11554999532.0713
1988-01-01,12054887394.0476
1988-02-01,13508749736.0783
1988-03-01,13617364114.4659
1988-04-01,13461639885.2115
1988-05-01,13453788243.4003
1988-06-01,14076685160.418
1988-07-01,11579863064.4732
1988-08-01,12683018738.9394
1988-09-01,13773088343.7203
1988-10-01,13580723119.3472
1988-11-01,13464257099.1485
1988-12-01,11887385702.0765
1989-01-01,12389890777.9899
1989-02-01,13863382224.5485
1989-03-01,13846370333.9577
1989-04-01,13801877697.0278
1989-05-01,13665782572.3013
1989-06-01,14164361827.3091
1989-07-01,11780079930.6575
1989-08-01,12925111028.1164
1989-09-01,13956293319.3137
1989-10-01,13640919039.8993
1989-11-01,13727287099.8219
1989-12-01,11947581622.6286
1990-01-01,11935804159.9119
1990-02-01,13442010780.6836
1990-03-01,13697189139.5459
1990-04-01,13303298442.02
1990-05-01,13464257099.1485
1990-06-01,14163053220.3406
1990-07-01,11725118437.9795
1990-08-01,12520751474.8424
1990-09-01,13265348839.9328
1990-10-01,12917259386.3053
1990-11-01,12637217495.041
1990-12-01,10777686992.7677
1991-01-01,10730577141.9008
1991-02-01,11890002916.0135
1991-03-01,12070590677.6699
1991-04-01,12061430428.8903
1991-05-01,12255104260.2319
1991-06-01,12964369237.1722
1991-07-01,10822179629.6976
1991-08-01,11910940627.5099
1991-09-01,12893704460.8718
1991-10-01,12480184658.8181
1991-11-01,12370261673.462
1991-12-01,10556532415.0871
1992-01-01,10716182465.2471
1992-02-01,12100688637.946
1992-03-01,12291745255.3506
1992-04-01,12306139932.0043
1992-05-01,12384656350.1158
1992-06-01,13088686899.182
1992-07-01,10695244753.7507
1992-08-01,12013011971.0548
1992-09-01,12905481923.5886
1992-10-01,12698722022.5617
1992-11-01,12787707296.4214
1992-12-01,11170269083.3251
1993-01-01,11214761720.2549
1993-02-01,12690870380.7505
1993-03-01,13108316003.7098
1993-04-01,12976146699.8889
1993-05-01,13083452471.3079
1993-06-01,13644844860.8049
1993-07-01,11217378934.192
1993-08-01,12736671624.6489
1993-09-01,13837210085.178
1993-10-01,13455096850.3688
1993-11-01,13548007945.1341
1993-12-01,11599492169.0011
1994-01-01,11832424209.3985
1994-02-01,13180289386.9787
1994-03-01,13767853915.8462
1994-04-01,13710275209.2311
1994-05-01,14024340881.677
1994-06-01,14730988644.6802
1994-07-01,12077133712.5126
1994-08-01,13940590035.6914
1994-09-01,14851380485.7845
1994-10-01,14673409938.0651
1994-11-01,14852689092.753
1994-12-01,12995775804.4167
1995-01-01,13490409376.4718
1995-02-01,14906945548.0798
1995-03-01,15058717280.752
1995-04-01,14731729401.4175
1995-05-01,14919284713.3377
1995-06-01,15269717006.6623
1995-07-01,12677258385.9756
1995-08-01,14328238697.4838
1995-09-01,15143857521.0316
1995-10-01,14974810956.9983
1995-11-01,14919284713.3377
1995-12-01,12648878305.8824
1996-01-01,13137509250.0956
1996-02-01,14653992660.2926
1996-03-01,14623144747.1479
1996-04-01,14766279064.1396
1996-05-01,15050079865.0715
1996-06-01,15420254822.8088
1996-07-01,13163421497.1372
1996-08-01,14588595084.4257
1996-09-01,15544880391.9137
1996-10-01,15342518081.684
1996-11-01,15581897887.6874
1996-12-01,13094322171.6929
1997-01-01,1.4067e+10
1997-02-01,1.5729e+10
1997-03-01,1.5618e+10
1997-04-01,1.6189e+10
1997-05-01,1.6172e+10
1997-06-01,1.6409e+10
1997-07-01,1.4451e+10
1997-08-01,1.5645e+10
1997-09-01,1.6763e+10
1997-10-01,1.6792e+10
1997-11-01,1.6676e+10
1997-12-01,1.4434e+10
1998-01-01,1.4836e+10
1998-02-01,1.6624e+10
1998-03-01,1.7073e+10
1998-04-01,1.6994e+10
1998-05-01,1.6987e+10
1998-06-01,1.723e+10
1998-07-01,1.4539e+10
1998-08-01,1.6265e+10
1998-09-01,1.7509e+10
1998-10-01,1.7484e+10
1998-11-01,1.7525e+10
1998-12-01,1.5257e+10
1999-01-01,1.6106e+10
1999-02-01,1.7615e+10
1999-03-01,1.7934e+10
1999-04-01,1.7879e+10
1999-05-01,1.7918e+10
1999-06-01,1.8617e+10
1999-07-01,1.5858e+10
1999-08-01,1.785e+10
1999-09-01,1.8895e+10
1999-10-01,1.8674e+10
1999-11-01,1.9254e+10
1999-12-01,1.6727e+10
2000-01-01,1.7436e+10
2000-02-01,1.882e+10
2000-03-01,1.9831e+10
2000-04-01,1.9361e+10
2000-05-01,1.9982e+10
2000-06-01,2.0528e+10
2000-07-01,1.7636e+10
2000-08-01,1.979e+10
2000-09-01,2.0621e+10
2000-10-01,2.0586e+10
2000-11-01,2.0787e+10
2000-12-01,1.7547e+10
2001-01-01,1.7826e+10
2001-02-01,1.9222e+10
2001-03-01,1.9525e+10
2001-04-01,1.9154e+10
2001-05-01,1.9604e+10
2001-06-01,1.9924e+10
2001-07-01,1.6841e+10
2001-08-01,1.8679e+10
2001-09-01,1.909e+10
2001-10-01,1.9002e+10
2001-11-01,1.9199e+10
2001-12-01,1.598e+10
2002-01-01,1.7194e+10
2002-02-01,1.9224e+10
2002-03-01,1.9121e+10
2002-04-01,1.9637e+10
2002-05-01,1.9826e+10
2002-06-01,2.0095e+10
2002-07-01,1.732e+10
2002-08-01,1.9365e+10
2002-09-01,1.9894e+10
2002-10-01,1.984e+10
2002-11-01,1.9806e+10
2002-12-01,1.6639e+10
2003-01-01,1.7111e+10
2003-02-01,1.8817e+10
2003-03-01,1.9131e+10
2003-04-01,1.9006e+10
2003-05-01,1.9208e+10
2003-06-01,1.9479e+10
2003-07-01,1.6852e+10
2003-08-01,1.8307e+10
2003-09-01,1.9834e+10
2003-10-01,1.9914e+10
2003-11-01,2.0042e+10
2003-12-01,1.7072e+10
2004-01-01,1.7203e+10
2004-02-01,1.89e+10
2004-03-01,1.9718e+10
2004-04-01,1.9378e+10
2004-05-01,1.9407e+10
2004-06-01,2.0288e+10
2004-07-01,1.721e+10
2004-08-01,1.9444e+10
2004-09-01,2.0347e+10
2004-10-01,1.9994e+10
2004-11-01,2.0022e+10
2004-12-01,1.7247e+10
2005-01-01,1.805e+10
2005-02-01,1.9636e+10
2005-03-01,1.9441e+10
2005-04-01,1.9996e+10
2005-05-01,1.9932e+10
2005-06-01,2.0378e+10
2005-07-01,1.7482e+10
2005-08-01,1.9829e+10
2005-09-01,2.0385e+10
2005-10-01,2.0301e+10
2005-11-01,2.0425e+10
2005-12-01,1.7622e+10
2006-01-01,1.8257e+10
2006-02-01,1.9848e+10
2006-03-01,2.0038e+10
2006-04-01,1.9778e+10
2006-05-01,1.9703e+10
2006-06-01,2.0262e+10
2006-07-01,1.7381e+10
2006-08-01,1.9255e+10
2006-09-01,1.9484e+10
2006-10-01,1.9196e+10
2006-11-01,1.9296e+10
2006-12-01,1.6828e+10
2007-01-01,1.706e+10
2007-02-01,1.8653e+10
2007-03-01,1.9018e+10
2007-04-01,1.8965e+10
2007-05-01,1.9115e+10
2007-06-01,1.9756e+10
2007-07-01,1.7248e+10
2007-08-01,1.859e+10
2007-09-01,1.9215e+10
2007-10-01,1.9127e+10
2007-11-01,1.9148e+10
2007-12-01,1.6147e+10
2008-01-01,1.6299e+10
2008-02-01,1.7723e+10
2008-03-01,1.7498e+10
2008-04-01,1.8061e+10
2008-05-01,1.8219e+10
2008-06-01,1.8788e+10
2008-07-01,1.6751e+10
2008-08-01,1.7754e+10
2008-09-01,1.825e+10
2008-10-01,1.7955e+10
2008-11-01,1.7739e+10
2008-12-01,1.4689e+10
2009-01-01,1.435e+10
2009-02-01,1.5154e+10
2009-03-01,1.5379e+10
2009-04-01,1.502e+10
2009-05-01,1.5072e+10
2009-06-01,1.5392e+10
2009-07-01,1.4101e+10
2009-08-01,1.4901e+10
2009-09-01,1.5716e+10
2009-10-01,1.5626e+10
2009-11-01,1.5876e+10
2009-12-01,1.3742e+10
2010-01-01,1.4097e+10
2010-02-01,1.5253e+10
2010-03-01,1.5915e+10
2010-04-01,1.5693e+10
2010-05-01,1.6138e+10
2010-06-01,1.6833e+10
2010-07-01,1.5029e+10
2010-08-01,1.6016e+10
2010-09-01,1.6442e+10
2010-10-01,1.6429e+10
2010-11-01,1.6288e+10
2010-12-01,1.4421e+10
2011-01-01,1.4853e+10
2011-02-01,1.5777e+10
2011-03-01,1.6352e+10
2011-04-01,1.6154e+10
2011-05-01,1.6435e+10
2011-06-01,1.6919e+10
2011-07-01,1.5513e+10
2011-08-01,1.6373e+10
2011-09-01,1.7117e+10
2011-10-01,1.7148e+10
2011-11-01,1.7233e+10
2011-12-01,1.5213e+10
2012-01-01,1.5499e+10
2012-02-01,1.6222e+10
2012-03-01,1.6854e+10
2012-04-01,1.6718e+10
2012-05-01,1.713e+10
2012-06-01,1.747e+10
2012-07-01,1.5836e+10
2012-08-01,1.6633e+10
2012-09-01,1.6949e+10
2012-10-01,1.6753e+10
2012-11-01,1.6913e+10
2012-12-01,1.466e+10
2013-01-01,1.5081e+10
2013-02-01,1.6138e+10
2013-03-01,1.6446e+10
2013-04-01,1.6649e+10
2013-05-01,1.6789e+10
2013-06-01,1.7096e+10
2013-07-01,1.554e+10
2013-08-01,1.6418e+10
2013-09-01,1.7181e+10
2013-10-01,1.7339e+10
2013-11-01,1.7319e+10
2013-12-01,1.4826e+10
2014-01-01,1.5239e+10
2014-02-01,1.6553e+10
2014-03-01,1.6932e+10
2014-04-01,1.677e+10
2014-05-01,1.7348e+10
2014-06-01,1.7836e+10
2014-07-01,1.6411e+10
2014-08-01,1.6942e+10
2014-09-01,1.7738e+10
2014-10-01,1.7657e+10
2014-11-01,1.758e+10
2014-12-01,1.57e+10
2015-01-01,1.5901e+10
2015-02-01,1.6764e+10
2015-03-01,1.743e+10
2015-04-01,1.7106e+10
2015-05-01,1.7404e+10
2015-06-01,1.7684e+10
2015-07-01,1.6262e+10
2015-08-01,1.7237e+10
2015-09-01,1.7624e+10
2015-10-01,1.741e+10
2015-11-01,1.7571e+10
2015-12-01,1.5449e+10
2016-01-01,1.5981e+10
2016-02-01,1.6808e+10
2016-03-01,1.7071e+10
2016-04-01,1.7251e+10
2016-05-01,1.7259e+10
2016-06-01,1.7732e+10
2016-07-01,1.6269e+10
2016-08-01,1.698e+10
2016-09-01,1.7595e+10
2016-10-01,1.7204e+10
2016-11-01,1.7578e+10
2016-12-01,1.5559e+10
2017-01-01,1.6072e+10
2017-02-01,1.693e+10
2017-03-01,1.7536e+10
2017-04-01,1.7386e+10
2017-05-01,1.7709e+10
2017-06-01,1.8176e+10
2017-07-01,1.6614e+10
2017-08-01,1.7269e+10
2017-09-01,1.7781e+10
2017-10-01,1.7653e+10
2017-11-01,1.8169e+10
2017-12-01,1.6014e+10
2018-01-01,1.6603e+10
2018-02-01,1.7482e+10
2018-03-01,1.8086e+10
2018-04-01,1.7892e+10
2018-05-01,1.786e+10
2018-06-01,1.8624e+10
2018-07-01,1.7191e+10
2018-08-01,1.7893e+10
2018-09-01,1.8577e+10
2018-10-01,1.83e+10
2018-11-01,1.8519e+10
2018-12-01,1.6301e+10
2019-01-01,1.6835e+10
2019-02-01,1.7557e+10
2019-03-01,1.8206e+10
2019-04-01,1.761e+10
2019-05-01,1.8172e+10
2019-06-01,1.8508e+10
2019-07-01,1.7031e+10
2019-08-01,1.7942e+10
2019-09-01,1.8451e+10
2019-10-01,1.7994e+10
2019-11-01,1.8393e+10
2019-12-01,1.6151e+10
2020-01-01,1.6437e+10
2020-02-01,1.7356e+10
2020-03-01,1.6294e+10
2020-04-01,1.2509e+10
2020-05-01,1.4043e+10
2020-06-01,1.6303e+10
2020-07-01,1.5865e+10
2020-08-01,1.6926e+10
2020-09-01,1.7559e+10
2020-10-01,1.7258e+10
2020-11-01,1.7826e+10
2020-12-01,1.5737e+10
2021-01-01,1.6428e+10
2021-02-01,1.6895e+10
2021-03-01,1.7718e+10
2021-04-01,1.6732e+10
2021-05-01,1.6888e+10
2021-06-01,1.7673e+10
2021-07-01,1.6421e+10
2021-08-01,1.7201e+10
2021-09-01,1.7449e+10
2021-10-01,1.7496e+10
2021-11-01,1.8033e+10
2021-12-01,1.6106e+10
2022-01-01,1.6706e+10
2022-02-01,1.7539e+10
2022-03-01,1.8497e+10
2022-04-01,1.7785e+10
2022-05-01,1.7824e+10
2022-06-01,1.8597e+10
2022-07-01,1.711e+10
2022-08-01,1.795e+10
2022-09-01,1.8428e+10
2022-10-01,1.7848e+10
2022-11-01,1.8258e+10
2022-12-01,1.613e+10
2023-01-01,1.6731e+10
2023-02-01,1.7565e+10
2023-03-01,1.8355e+10
2023-04-01,1.748e+10
2023-05-01,1.8054e+10
2023-06-01,1.8717e+10
2023-07-01,1.7002e+10
2023-08-01,1.7709e+10
2023-09-01,1.8335e+10
