"Date","LFIN64MACAM647S"
2012-02-01,2158202.43963172
2012-03-01,2152790.72859124
2012-04-01,2118467.76148485
2012-05-01,2104102.11227631
2012-06-01,2138237.7930038
2012-07-01,2141954.6976267
2012-08-01,2110004.68938448
2012-09-01,2096863.30685283
2012-10-01,2098464.48103494
2012-11-01,2105792.43884938
2012-12-01,2094027.45151756
2013-01-01,2110400.40596184
2013-02-01,2117737.28354248
2013-03-01,2132103.1248971
2013-04-01,2107628.68591342
2013-05-01,2089883.48201651
2013-06-01,2108237.01443518
2013-07-01,2119104.29128955
2013-08-01,2126552.6472482
2013-09-01,2153782.49277116
2013-10-01,2136135.46441862
2013-11-01,2136531.89942029
2013-12-01,2149530.93008245
2014-01-01,2143550.84835281
2014-02-01,2149334.57806113
2014-03-01,2141867.78748359
2014-04-01,2178223.28847318
2014-05-01,2180319.05946202
2014-06-01,2166065.03389262
2014-07-01,2164208.66560368
2014-08-01,2185610.9029341
2014-09-01,2148077.99801429
2014-10-01,2148501.25697068
2014-11-01,2163144.65970635
2014-12-01,2142218.57545631
2015-01-01,2148022.61448354
2015-02-01,2115625.21325257
2015-03-01,2135776.0972827
2015-04-01,2137401.99455595
2015-05-01,2117496.07816255
2015-06-01,2107125.40714787
2015-07-01,2094163.94366374
2015-08-01,2086876.27761471
2015-09-01,2103735.45912736
2015-10-01,2114262.25627774
2015-11-01,2140384.39697705
2015-12-01,2124600.21957829
2016-01-01,2132719.07231461
2016-02-01,2108196.95592507
2016-03-01,2137100.98747552
2016-04-01,2126400.35010479
2016-05-01,2144499.49142518
2016-06-01,2172808.04710173
2016-07-01,2186099.95629851
2016-08-01,2150301.65946389
2016-09-01,2142369.15060303
2016-10-01,2139058.49465147
2016-11-01,2133691.18204792
2016-12-01,2132944.6206532
2017-01-01,2092316.93783502
2017-02-01,2132063.11649513
2017-03-01,2106100.07097867
2017-04-01,2133342.97012338
2017-05-01,2107763.03068455
2017-06-01,2134684.42404761
2017-07-01,2135289.84831041
2017-08-01,2130036.84307606
2017-09-01,2155122.66661383
2017-10-01,2126680.74019602
2017-11-01,2116679.57603835
2017-12-01,2115983.35106593
2018-01-01,2148675.60977716
2018-02-01,2165584.47160283
2018-03-01,2156504.18226186
2018-04-01,2168744.52227961
2018-05-01,2178405.41709913
2018-06-01,2134976.30567096
2018-07-01,2151278.06377015
2018-08-01,2182969.73298724
2018-09-01,2162563.5408461
2018-10-01,2159695.72868579
2018-11-01,2131265.83113191
2018-12-01,2144519.74192132
2019-01-01,2111885.55443819
2019-02-01,2123822.27534479
2019-03-01,2131431.74674437
2019-04-01,2104149.64405404
2019-05-01,2102245.63931227
2019-06-01,2125108.61050331
2019-07-01,2121026.50892324
2019-08-01,2096509.0103528
2019-09-01,2139721.49843371
2019-10-01,2170698.73415294
2019-11-01,2164649.82372241
2019-12-01,2176071.72629038
2020-01-01,2182269.43592254
2020-02-01,2149154.35733014
2020-03-01,2405461.19825731
2020-04-01,2872409.99076226
2020-05-01,2656884.36701917
2020-06-01,2312950.03421372
2020-07-01,2249995.84181306
2020-08-01,2210396.38575198
2020-09-01,2154441.91715168
2020-10-01,2126799.0534369
2020-11-01,2167869.0924403
2020-12-01,2157223.08017516
2021-01-01,2167985.797697
2021-02-01,2164109.81456257
2021-03-01,2108134.69891614
2021-04-01,2154842.86109298
2021-05-01,2175026.58533081
2021-06-01,2106752.80174401
2021-07-01,2087281.07893844
2021-08-01,2110030.82626509
2021-09-01,2086943.17693498
2021-10-01,2117426.25430603
2021-11-01,2080280.86304983
2021-12-01,2083295.77818326
2022-01-01,2141530.52737024
2022-02-01,2095943.85567646
2022-03-01,2129740.20108168
2022-04-01,2094174.45415337
2022-05-01,2083365.9964296
2022-06-01,2157403.43199166
2022-07-01,2149727.71025223
2022-08-01,2126692.8754241
2022-09-01,2147442.37520913
2022-10-01,2146017.19009287
2022-11-01,2136434.00847969
2022-12-01,2136181.68951926
2023-01-01,2077218.25707007
2023-02-01,2121521.37173234
2023-03-01,2126839.98183237
2023-04-01,2135263.66603934
2023-05-01,2127316.18703201
2023-06-01,2107152.25400654
2023-07-01,2141265.43569985
2023-08-01,2164074.93396368
2023-09-01,2155519.71806832
2023-10-01,2132087.46708998
2023-11-01,2150303.1264981
