"Date","CANXTEXVA01CXMLM"
1969-06-01,1205339063.90389
1969-07-01,1118886359.85122
1969-08-01,955987943.426849
1969-09-01,1197812459.42989
1969-10-01,1255172861.60868
1969-11-01,1184736279.56689
1969-12-01,1318569128.09152
1970-01-01,1251597901.15287
1970-02-01,1166402348.11778
1970-03-01,1246230495.33006
1970-04-01,1364649355.00708
1970-05-01,1393855659.72675
1970-06-01,1460823699.42197
1970-07-01,1429114341.08527
1970-08-01,1184122428.99119
1970-09-01,1345963582.67717
1970-10-01,1420174338.88345
1970-11-01,1500360784.31373
1970-12-01,1357522123.89381
1971-01-01,1282581027.66798
1971-02-01,1245426587.30159
1971-03-01,1516428429.42346
1971-04-01,1417301587.30159
1971-05-01,1547351833.49851
1971-06-01,1607745347.69834
1971-07-01,1411521057.78648
1971-08-01,1412296150.04936
1971-09-01,1461065153.01086
1971-10-01,1540919322.70916
1971-11-01,1628600597.60956
1971-12-01,1577281281.28128
1972-01-01,1365074552.6839
1972-02-01,1496151243.7811
1972-03-01,1563857715.43086
1972-04-01,1538593373.49398
1972-05-01,1963004044.48938
1972-06-01,1932631256.38407
1972-07-01,1489957317.07317
1972-08-01,1559156822.81059
1972-09-01,1561561546.28688
1972-10-01,2018519837.23296
1972-11-01,2085998986.82877
1972-12-01,1776469408.22467
1973-01-01,1883058394.81361
1973-02-01,1799189282.56883
1973-03-01,1960189835.36637
1973-04-01,2054074911.21175
1973-05-01,2364123798.98954
1973-06-01,2237111899.33991
1973-07-01,2122793142.82256
1973-08-01,1829940337.34291
1973-09-01,1890589945.69445
1973-10-01,2469519132.94118
1973-11-01,2614460646.5948
1973-12-01,2198051556.68504
1974-01-01,2355964321.21021
1974-02-01,2286960962.81302
1974-03-01,2560368240.0038
1974-04-01,2644643249.99223
1974-05-01,3261735901.9698
1974-06-01,2820928650.3681
1974-07-01,2854143878.3921
1974-08-01,2639595561.57087
1974-09-01,2749412633.52425
1974-10-01,3171936532.39672
1974-11-01,3060574963.88606
1974-12-01,2780668634.93865
1975-01-01,2731676979.55024
1975-02-01,2528445985.51673
1975-03-01,2500695424.92988
1975-04-01,2617780806.98972
1975-05-01,2954238811.74446
1975-06-01,3047463092.29912
1975-07-01,2635543023.86026
1975-08-01,2224064501.97198
1975-09-01,2706426015.26981
1975-10-01,2968477778.50033
1975-11-01,2923288316.53268
1975-12-01,2928788720.93414
1976-01-01,2845792730.2891
1976-02-01,2990437382.46254
1976-03-01,3042959303.39066
1976-04-01,3163529979.18293
1976-05-01,3445689629.97511
1976-06-01,3756055722.15269
1976-07-01,3183610689.46959
1976-08-01,3130009133.82317
1976-09-01,3337673922.78794
1976-10-01,3313632293.81596
1976-11-01,3493848772.48238
1976-12-01,3338838971.87472
1977-01-01,3128079107.93971
1977-02-01,3188798405.86738
1977-03-01,3716587432.00268
1977-04-01,3354232965.60728
1977-05-01,3808664075.87016
1977-06-01,3879703055.1314
1977-07-01,3366976690.21635
1977-08-01,3293781081.04024
1977-09-01,3303220023.26485
1977-10-01,3745082906.70079
1977-11-01,3333580673.34936
1977-12-01,3751485833.82497
1978-01-01,3205099869.61132
1978-02-01,3700785478.28204
1978-03-01,3637865736.60632
1978-04-01,4114305389.49071
1978-05-01,4237379888.56357
1978-06-01,4113415640.38882
1978-07-01,3520443292.27904
1978-08-01,3475811654.15911
1978-09-01,4019937211.59475
1978-10-01,4103002909.72298
1978-11-01,4533557164.42538
1978-12-01,3908442596.04799
1979-01-01,4254406887.54372
1979-02-01,3851795416.11358
1979-03-01,4636998656.46297
1979-04-01,4307228062.21183
1979-05-01,5057134634.64487
1979-06-01,4562697877.98542
1979-07-01,4391007431.64398
1979-08-01,4704555229.15138
1979-09-01,4885066705.92376
1979-10-01,5381153520.83422
1979-11-01,5141633228.94698
1979-12-01,4893139304.5601
1980-01-01,5092715404.33723
1980-02-01,5352713797.97312
1980-03-01,5576891533.9136
1980-04-01,5319267668.32812
1980-05-01,5183308517.85324
1980-06-01,5720362263.00684
1980-07-01,5234099376.69405
1980-08-01,4800217872.60747
1980-09-01,5368404177.4667
1980-10-01,6206968323.69578
1980-11-01,5804402460.50003
1980-12-01,5456844122.43039
1981-01-01,5600369978.79247
1981-02-01,5314478873.58727
1981-03-01,5912971322.93401
1981-04-01,5900741956.92558
1981-05-01,6097073767.43981
1981-06-01,6697382556.15255
1981-07-01,5553475916.29531
1981-08-01,4899362250.57617
1981-09-01,5682510073.14607
1981-10-01,6027146946.80553
1981-11-01,6453511697.21297
1981-12-01,5790187069.46275
1982-01-01,5038362599.80728
1982-02-01,5580801496.49417
1982-03-01,6255963945.62367
1982-04-01,5866534873.76393
1982-05-01,6087307923.24598
1982-06-01,6239860736.64438
1982-07-01,5384161170.75678
1982-08-01,5211524829.85788
1982-09-01,6132442622.88247
1982-10-01,5425762850.6093
1982-11-01,5707397148.54464
1982-12-01,5580009482.12686
1983-01-01,5209115658.56128
1983-02-01,5556296014.34812
1983-03-01,6079753156.7671
1983-04-01,5990032910.54032
1983-05-01,6489646127.19843
1983-06-01,6718573458.38509
1983-07-01,5450139150.27446
1983-08-01,5683017715.5919
1983-09-01,6223438593.67478
1983-10-01,6672541631.92252
1983-11-01,7026551871.28169
1983-12-01,6415773350.0124
1984-01-01,6673703963.0005
1984-02-01,6683754012.29366
1984-03-01,7299273690.45543
1984-04-01,7101322022.35143
1984-05-01,7958919816.89406
1984-06-01,7628507423.3112
1984-07-01,6967578011.5035
1984-08-01,6850609643.17535
1984-09-01,7240163623.76412
1984-10-01,7758619338.05184
1984-11-01,7726217948.29565
1984-12-01,6846236797.06087
1985-01-01,6910817777.51462
1985-02-01,6709584769.60502
1985-03-01,7630926410.97472
1985-04-01,7554096882.34273
1985-05-01,7864426332.22636
1985-06-01,7486484217.31924
1985-07-01,6218120357.55933
1985-08-01,6572144825.87114
1985-09-01,7634321287.77609
1985-10-01,8187880925.99684
1985-11-01,7544561142.73244
1985-12-01,7117641045.95146
1986-01-01,7148299678.35931
1986-02-01,6712626359.03846
1986-03-01,6932935745.77409
1986-04-01,7705751712.73348
1986-05-01,7482366152.90794
1986-06-01,7405864857.76674
1986-07-01,6709184429.68854
1986-08-01,6234132993.62033
1986-09-01,7576452478.10071
1986-10-01,7926944262.68394
1986-11-01,7753373866.91189
1986-12-01,7268191114.91117
1987-01-01,6731105823.90883
1987-02-01,7411886469.21581
1987-03-01,8088499435.65643
1987-04-01,7743603585.13679
1987-05-01,7944807234.64869
1987-06-01,8073034045.5539
1987-07-01,7185270547.47175
1987-08-01,7065073597.99222
1987-09-01,8161502735.09938
1987-10-01,8655662620.89337
1987-11-01,8744426918.88439
1987-12-01,8569332896.99422
1988-01-01,8024286482.47498
1988-02-01,8867905945.28014
1988-03-01,10040162467.4064
1988-04-01,9338315291.51134
1988-05-01,9829214845.91736
1988-06-01,10574116660.6145
1988-07-01,8010400035.34814
1988-08-01,8929943125.99048
1988-09-01,9549893760.79556
1988-10-01,9863269581.26509
1988-11-01,10242994905.365
1988-12-01,9283995681.05432
1989-01-01,9540488000.0494
1989-02-01,9467249062.06176
1989-03-01,10088472269.506
1989-04-01,9867152572.74162
1989-05-01,10537137034.9582
1989-06-01,10073701809.9598
1989-07-01,8284092336.00783
1989-08-01,9219646494.37985
1989-09-01,9820721830.81596
1989-10-01,10215796258.7804
1989-11-01,10605929448.724
1989-12-01,9415366801.4929
1990-01-01,9742289029.41119
1990-02-01,9607686258.23459
1990-03-01,11285271600.5045
1990-04-01,10597277230.2489
1990-05-01,11756489011.5041
1990-06-01,11235877442.3914
1990-07-01,9704183928.57614
1990-08-01,10326414761.8946
1990-09-01,10626841947.8818
1990-10-01,11970876217.3568
1990-11-01,10918429427.3027
1990-12-01,9883864824.46146
1991-01-01,10087538693.2314
1991-02-01,9744287082.88676
1991-03-01,10427703559.0161
1991-04-01,11020276227.7293
1991-05-01,11424055553.9495
1991-06-01,11004969558.5971
1991-07-01,9872008888.86962
1991-08-01,10478997914.8674
1991-09-01,10502926372.3308
1991-10-01,11671382451.7502
1991-11-01,10950394631.1958
1991-12-01,10234896290.8618
1992-01-01,10315694321.0936
1992-02-01,10480817013.0226
1992-03-01,11658327502.3979
1992-04-01,11491075842.4284
1992-05-01,11670674806.8822
1992-06-01,11729922127.633
1992-07-01,10291702021.3705
1992-08-01,10774896338.5412
1992-09-01,11603117040.5935
1992-10-01,12148924135.3053
1992-11-01,11378165413.6842
1992-12-01,11061989738.9068
1993-01-01,10749822895.6015
1993-02-01,10946694539.2864
1993-03-01,13173905829.712
1993-04-01,12359638319.1437
1993-05-01,12593139329.9379
1993-06-01,13251873448.2307
1993-07-01,10546842798.2154
1993-08-01,11393531366.1972
1993-09-01,12454917494.8124
1993-10-01,13102125784.5371
1993-11-01,12932243218.2988
1993-12-01,11810148223.5415
1994-01-01,11255485225.1595
1994-02-01,11355777489.7584
1994-03-01,13999019095.4071
1994-04-01,13082198711.4164
1994-05-01,13332054327.3427
1994-06-01,14880545640.9207
1994-07-01,12198760382.0982
1994-08-01,13917590225.547
1994-09-01,14633650520.6145
1994-10-01,15531911942.3364
1994-11-01,15989301526.7806
1994-12-01,14941175847.5389
1995-01-01,15134932392.5456
1995-02-01,14822816574.4388
1995-03-01,16419820632.9898
1995-04-01,15625672325.3356
1995-05-01,16542055769.2008
1995-06-01,16713031294.9653
1995-07-01,13152144275.9224
1995-08-01,16243539208.9485
1995-09-01,16483568575.8602
1995-10-01,17196408227.7883
1995-11-01,16946139279.9961
1995-12-01,15872510570.3712
1996-01-01,15781936017.3528
1996-02-01,15909011672.5729
1996-03-01,16883681031.4366
1996-04-01,17118680706.4838
1996-05-01,17662546793.7601
1996-06-01,17311365890.3131
1996-07-01,15310327628.4199
1996-08-01,16872829784.9081
1996-09-01,17461333995.4141
1996-10-01,17596211118.7309
1996-11-01,17745032123.1137
1996-12-01,16627329127.4549
1997-01-01,17723408269.9876
1997-02-01,17183571138.8858
1997-03-01,18413595041.4657
1997-04-01,18181465646.4668
1997-05-01,18421864811.9974
1997-06-01,17810710022.3269
1997-07-01,16391910064.1954
1997-08-01,17398435755.881
1997-09-01,18432215152.2252
1997-10-01,19008097666.0879
1997-11-01,18113177295.377
1997-12-01,18099299634.9123
1998-01-01,16640531991.5393
1998-02-01,17385833675.7455
1998-03-01,19256374587.7967
1998-04-01,18748627318.4039
1998-05-01,18324352180.6428
1998-06-01,17886734365.8157
1998-07-01,15614202000.5743
1998-08-01,17138657596.4964
1998-09-01,18425141751.4879
1998-10-01,19034581999.2226
1998-11-01,18410795576.3074
1998-12-01,17782014388.4892
1999-01-01,17498198181.7184
1999-02-01,18403354891.2699
1999-03-01,20372880190.4712
1999-04-01,19305764033.8631
1999-05-01,19716198107.5316
1999-06-01,20694923906.5532
1999-07-01,17764452304.2779
1999-08-01,20433159281.4371
1999-09-01,20844775087.6632
1999-10-01,21410207465.2075
1999-11-01,22133224139.116
1999-12-01,20791072272.8412
2000-01-01,21149323522.2012
2000-02-01,21819838122.5666
2000-03-01,24899571526.8145
2000-04-01,22094322191.2257
2000-05-01,24064937394.5967
2000-06-01,24584460804.4872
2000-07-01,20704040542.142
2000-08-01,23784079380.7754
2000-09-01,23377336090.908
2000-10-01,24541577446.7786
2000-11-01,23963931451.5919
2000-12-01,23128018186.0195
2001-01-01,24778960041.2354
2001-02-01,21824009921.2396
2001-03-01,24193673788.5961
2001-04-01,22528943322.9515
2001-05-01,23757488110.332
2001-06-01,22691766092.5618
2001-07-01,19358221970.6908
2001-08-01,21408135994.8606
2001-09-01,19886324304.8994
2001-10-01,21129811210.0915
2001-11-01,21201401067.4056
2001-12-01,18380807596.8091
2002-01-01,19433349550.9319
2002-02-01,19450133750.2672
2002-03-01,20950977197.3747
2002-04-01,21747978080.7382
2002-05-01,22486465146.2782
2002-06-01,21178333176.1292
2002-07-01,19541986381.7256
2002-08-01,21472433681.906
2002-09-01,21359871885.0985
2002-10-01,23036238916.6959
2002-11-01,21766093561.5414
2002-12-01,20074770257.214
2003-01-01,21460019786.3604
2003-02-01,20798429012.4622
2003-03-01,24243206868.0428
2003-04-01,22433117657.8163
2003-05-01,23127313593.5927
2003-06-01,22804630579.4524
2003-07-01,21008789411.4755
2003-08-01,21486497832.755
2003-09-01,23649079689.7205
2003-10-01,24950678915.5315
2003-11-01,23521435704.5004
2003-12-01,23124641824.8432
2004-01-01,23014725491.3528
2004-02-01,23727389336.8143
2004-03-01,27341251712.1972
2004-04-01,26261160779.1307
2004-05-01,26207208076.9396
2004-06-01,28674169353.4483
2004-07-01,24779165154.1201
2004-08-01,27163663877.918
2004-09-01,26765960078.0484
2004-10-01,27814149144.4692
2004-11-01,28459484148.1348
2004-12-01,26890840963.104
2005-01-01,26954791636.7589
2005-02-01,26595821410.8462
2005-03-01,29828376869.8722
2005-04-01,29021930947.2409
2005-05-01,29331174788.5576
2005-06-01,29930847493.6853
2005-07-01,26547554182.7731
2005-08-01,31190251025.0295
2005-09-01,32117027264.8733
2005-10-01,33851009765.234
2005-11-01,32703147421.0825
2005-12-01,32582908052.9589
2006-01-01,32090089281.7483
2006-02-01,29941717117.9044
2006-03-01,33583311533.9721
2006-04-01,31128090099.9371
2006-05-01,33668750243.5761
2006-06-01,34140782308.5824
2006-07-01,30066112933.8165
2006-08-01,33422627242.5089
2006-09-01,32465923428.5824
2006-10-01,32821777615.4776
2006-11-01,33007031560.2937
2006-12-01,31979893307.1261
2007-01-01,32520057113.922
2007-02-01,30636462242.1817
2007-03-01,35538397428.7465
2007-04-01,34749462270.6107
2007-05-01,36392669624.6036
2007-06-01,36940714494.5253
2007-07-01,33312497128.3232
2007-08-01,35581618298.2993
2007-09-01,34615563273.2412
2007-10-01,38212714484.9829
2007-11-01,38053058429.874
2007-12-01,33659396012.9861
2008-01-01,36092009938.6742
2008-02-01,36650669232.7624
2008-03-01,39536407920.3591
2008-04-01,40681198785.1717
2008-05-01,41879854446.2133
2008-06-01,41867667728.6358
2008-07-01,42909162561.5764
2008-08-01,39717123101.9521
2008-09-01,39684633549.4396
2008-10-01,37651487919.8587
2008-11-01,31718539786.7104
2008-12-01,27798803653.7062
2009-01-01,24075322666.0152
2009-02-01,23979745207.5714
2009-03-01,25920858653.051
2009-04-01,24322539918.3067
2009-05-01,23908788480.6356
2009-06-01,25977187416.7534
2009-07-01,26518642099.5587
2009-08-01,26315438181.5794
2009-09-01,27655543875.8778
2009-10-01,29605744102.8075
2009-11-01,28773419087.8836
2009-12-01,29465467062.4125
2010-01-01,29205123989.5875
2010-02-01,28697080119.2561
2010-03-01,33909898002.5499
2010-04-01,32426627486.4375
2010-05-01,32483236438.5441
2010-06-01,32997880725.1072
2010-07-01,29725204739.5015
2010-08-01,31922243088.6142
2010-09-01,32187888923.1174
2010-10-01,33607261682.243
2010-11-01,33984732755.9125
2010-12-01,36309474910.4717
2011-01-01,35017306310.1912
2011-02-01,32791152055.0719
2011-03-01,39933627136.7521
2011-04-01,36297509197.5738
2011-05-01,38250283944.2437
2011-06-01,38018893902.0419
2011-07-01,37153323037.0666
2011-08-01,39279493312.0737
2011-09-01,39521343012.7042
2011-10-01,38127870841.3046
2011-11-01,38456374767.1016
2011-12-01,38672012438.916
2012-01-01,36930327096.5138
2012-02-01,36737553771.15
2012-03-01,40924972547.5842
2012-04-01,39057904834.9962
2012-05-01,39051976063.3718
2012-06-01,37922596487.9768
2012-07-01,35597193454.3823
2012-08-01,37419808138.7709
2012-09-01,37016559337.6265
2012-10-01,39865044735.3343
2012-11-01,38244849756.0531
2012-12-01,36797950050.5269
2013-01-01,38141019683.486
2013-02-01,35809801980.198
2013-03-01,39763391611.6432
2013-04-01,39047202141.9011
2013-05-01,39796131771.7325
2013-06-01,37732431580.7335
2013-07-01,35837879972.0808
2013-08-01,37314798715.6245
2013-09-01,38716652023.717
2013-10-01,40563382053.8091
2013-11-01,37940099780.7365
2013-12-01,37509041409.6991
2014-01-01,36905790013.5983
2014-02-01,35685893232.6407
2014-03-01,41059589957.2981
2014-04-01,39026397085.2786
2014-05-01,41481053457.8066
2014-06-01,41739880884.3066
2014-07-01,40484205880.3282
2014-08-01,39663004381.6623
2014-09-01,41879920877.7775
2014-10-01,41911006108.906
2014-11-01,37533186572.7281
2014-12-01,39568524133.2555
2015-01-01,35103863073.7038
2015-02-01,32019252697.6582
2015-03-01,36160193177.5178
2015-04-01,34086184670.9146
2015-05-01,34073088609.674
2015-06-01,37207924433.9164
2015-07-01,34056429016.1893
2015-08-01,33605068419.6793
2015-09-01,34570017919.4891
2015-10-01,33648589961.304
2015-11-01,32234974010.5537
2015-12-01,33473904251.1378
2016-01-01,30752840623.4288
2016-02-01,30069119459.7227
2016-03-01,32932260283.2142
2016-04-01,31282408886.5774
2016-05-01,31473334339.4744
2016-06-01,33173896174.4394
2016-07-01,30301728797.2188
2016-08-01,33732261204.9903
2016-09-01,33947566972.8845
2016-10-01,33737190403.3111
2016-11-01,34757605986.7241
2016-12-01,33879564168.1106
2017-01-01,33769850830.5169
2017-02-01,32283181655.2113
2017-03-01,37180020791.3715
2017-04-01,33760883477.9503
2017-05-01,36822610490.9252
2017-06-01,36151628571.5261
2017-07-01,32258277351.2476
2017-08-01,34569767161.1318
2017-09-01,34947780628.26
2017-10-01,36109960107.6301
2017-11-01,36598720217.6415
2017-12-01,36140693173.4275
2018-01-01,36454551177.1372
2018-02-01,33659437853.1298
2018-03-01,38468754833.72
2018-04-01,37338883403.6443
2018-05-01,39482267658.8714
2018-06-01,39932094106.719
2018-07-01,37508971962.6168
2018-08-01,38692189443.4275
2018-09-01,37340200729.4371
2018-10-01,39798259044.0787
2018-11-01,37226993189.0335
2018-12-01,34815247376.7897
2019-01-01,34227166758.0911
2019-02-01,32181078993.9888
2019-03-01,38625122893.0082
2019-04-01,37199684690.5006
2019-05-01,41183155827.333
2019-06-01,38382289855.7269
2019-07-01,37278381069.3306
2019-08-01,37204641639.1602
2019-09-01,37141543661.5668
2019-10-01,38541241310.2023
2019-11-01,36277177256.0334
2019-12-01,37885210596.7946
2020-01-01,35590622673.6148
2020-02-01,33502333634.4474
2020-03-01,34526142268.4107
2020-04-01,23100465967.5537
2020-05-01,24476339748.1329
2020-06-01,30331022082.675
2020-07-01,32049305365.5082
2020-08-01,32957404308.1574
2020-09-01,35302981652.1647
2020-10-01,35959510743.3466
2020-11-01,35784518607.338
2020-12-01,37226054875.2343
2021-01-01,37248981149.8691
2021-02-01,35872102179.6649
2021-03-01,42805325799.8035
2021-04-01,39111946730.4775
2021-05-01,41193786087.4348
2021-06-01,45253413191.4734
2021-07-01,41186145866.2282
2021-08-01,42840258507.7708
2021-09-01,41601964949.5487
2021-10-01,44294075086.4217
2021-11-01,46880427468.5442
2021-12-01,45700682629.8065
2022-01-01,43440348242.1845
2022-02-01,42830282894.6075
2022-03-01,53905911771.6766
2022-04-01,50507676468.2588
2022-05-01,55079720012.5915
2022-06-01,55860489535.296
2022-07-01,51044315722.8448
2022-08-01,51951104169.9624
2022-09-01,49646185696.4041
2022-10-01,48630026902.8371
2022-11-01,48025997471.2474
2022-12-01,47732166503.9258
2023-01-01,48661945368.8062
2023-02-01,43566134655.5556
2023-03-01,50255477630.2953
2023-04-01,45876066949.9507
2023-05-01,48828159873.4186
2023-06-01,46678242546.1461
2023-07-01,44336519752.6772
2023-08-01,47840249263.7881
2023-09-01,47491670125.7221
