"Date","LFAC64FECAM647N"
1986-10-01,5653500
1986-11-01,5631300
1986-12-01,5608000
1987-01-01,5597500
1987-02-01,5640600
1987-03-01,5720900
1987-04-01,5719000
1987-05-01,5817900
1987-06-01,5903800
1987-07-01,5935500
1987-08-01,5928700
1987-09-01,5805200
1987-10-01,5833300
1987-11-01,5825300
1987-12-01,5826000
1988-01-01,5776100
1988-02-01,5828100
1988-03-01,5884400
1988-04-01,5877500
1988-05-01,5994400
1988-06-01,6058200
1988-07-01,6121900
1988-08-01,6124700
1988-09-01,5988400
1988-10-01,6014200
1988-11-01,5998900
1988-12-01,5970800
1989-01-01,5991500
1989-02-01,5998200
1989-03-01,6058200
1989-04-01,6049200
1989-05-01,6140800
1989-06-01,6184600
1989-07-01,6237100
1989-08-01,6257200
1989-09-01,6117000
1989-10-01,6146800
1989-11-01,6142200
1989-12-01,6146500
1990-01-01,6117700
1990-02-01,6154800
1990-03-01,6153100
1990-04-01,6175700
1990-05-01,6281800
1990-06-01,6356400
1990-07-01,6409400
1990-08-01,6410400
1990-09-01,6268200
1990-10-01,6303000
1990-11-01,6269600
1990-12-01,6235100
1991-01-01,6202600
1991-02-01,6233200
1991-03-01,6306100
1991-04-01,6278600
1991-05-01,6397700
1991-06-01,6476800
1991-07-01,6528600
1991-08-01,6524100
1991-09-01,6340500
1991-10-01,6365400
1991-11-01,6317200
1991-12-01,6275800
1992-01-01,6229700
1992-02-01,6268800
1992-03-01,6298200
1992-04-01,6267800
1992-05-01,6376400
1992-06-01,6470200
1992-07-01,6519500
1992-08-01,6515100
1992-09-01,6345400
1992-10-01,6351400
1992-11-01,6394400
1992-12-01,6345200
1993-01-01,6255700
1993-02-01,6283600
1993-03-01,6353400
1993-04-01,6342000
1993-05-01,6464900
1993-06-01,6550400
1993-07-01,6590800
1993-08-01,6580200
1993-09-01,6442300
1993-10-01,6440500
1993-11-01,6441400
1993-12-01,6403300
1994-01-01,6342000
1994-02-01,6355200
1994-03-01,6392300
1994-04-01,6390300
1994-05-01,6534800
1994-06-01,6597500
1994-07-01,6639200
1994-08-01,6656100
1994-09-01,6526900
1994-10-01,6528800
1994-11-01,6505400
1994-12-01,6498700
1995-01-01,6482900
1995-02-01,6483400
1995-03-01,6532400
1995-04-01,6475800
1995-05-01,6606100
1995-06-01,6686300
1995-07-01,6732300
1995-08-01,6728200
1995-09-01,6576800
1995-10-01,6577200
1995-11-01,6535000
1995-12-01,6517100
1996-01-01,6501700
1996-02-01,6544500
1996-03-01,6561100
1996-04-01,6547200
1996-05-01,6678200
1996-06-01,6783900
1996-07-01,6832600
1996-08-01,6828100
1996-09-01,6701300
1996-10-01,6681000
1996-11-01,6657600
1996-12-01,6627000
1997-01-01,6604800
1997-02-01,6629200
1997-03-01,6660200
1997-04-01,6687400
1997-05-01,6806000
1997-06-01,6919300
1997-07-01,6926900
1997-08-01,6958400
1997-09-01,6788300
1997-10-01,6797200
1997-11-01,6792700
1997-12-01,6733500
1998-01-01,6726000
1998-02-01,6773200
1998-03-01,6800600
1998-04-01,6819000
1998-05-01,6942700
1998-06-01,7014500
1998-07-01,7057600
1998-08-01,7077600
1998-09-01,6963300
1998-10-01,6954100
1998-11-01,6956500
1998-12-01,6949000
1999-01-01,6910500
1999-02-01,6925100
1999-03-01,6938700
1999-04-01,7003000
1999-05-01,7130800
1999-06-01,7173400
1999-07-01,7228800
1999-08-01,7236500
1999-09-01,7075000
1999-10-01,7058000
1999-11-01,7044300
1999-12-01,7033400
2000-01-01,6993900
2000-02-01,7066000
2000-03-01,7089200
2000-04-01,7095000
2000-05-01,7242100
2000-06-01,7304100
2000-07-01,7347600
2000-08-01,7390300
2000-09-01,7242300
2000-10-01,7264900
2000-11-01,7251700
2000-12-01,7230800
2001-01-01,7194600
2001-02-01,7198100
2001-03-01,7238400
2001-04-01,7275300
2001-05-01,7405700
2001-06-01,7440400
2001-07-01,7480900
2001-08-01,7501400
2001-09-01,7341200
2001-10-01,7337400
2001-11-01,7368700
2001-12-01,7368000
2002-01-01,7353800
2002-02-01,7356900
2002-03-01,7406500
2002-04-01,7451200
2002-05-01,7609200
2002-06-01,7679600
2002-07-01,7735700
2002-08-01,7802300
2002-09-01,7643900
2002-10-01,7653400
2002-11-01,7664000
2002-12-01,7664400
2003-01-01,7607100
2003-02-01,7640400
2003-03-01,7662300
2003-04-01,7678100
2003-05-01,7837000
2003-06-01,7896800
2003-07-01,7926100
2003-08-01,7981000
2003-09-01,7817500
2003-10-01,7817400
2003-11-01,7827300
2003-12-01,7841500
2004-01-01,7757700
2004-02-01,7775300
2004-03-01,7786200
2004-04-01,7815100
2004-05-01,7982100
2004-06-01,8052400
2004-07-01,8037200
2004-08-01,8055800
2004-09-01,7886300
2004-10-01,7894000
2004-11-01,7919700
2004-12-01,7888300
2005-01-01,7828400
2005-02-01,7861200
2005-03-01,7841000
2005-04-01,7860700
2005-05-01,8024200
2005-06-01,8069500
2005-07-01,8057900
2005-08-01,8119500
2005-09-01,7944000
2005-10-01,7977200
2005-11-01,7951900
2005-12-01,7954500
2006-01-01,7957300
2006-02-01,7947500
2006-03-01,7966700
2006-04-01,8014100
2006-05-01,8184300
2006-06-01,8218200
2006-07-01,8251400
2006-08-01,8246300
2006-09-01,8069500
2006-10-01,8098100
2006-11-01,8098000
2006-12-01,8112500
2007-01-01,8095700
2007-02-01,8118800
2007-03-01,8166000
2007-04-01,8155800
2007-05-01,8312400
2007-06-01,8355300
2007-07-01,8398000
2007-08-01,8448000
2007-09-01,8282400
2007-10-01,8294900
2007-11-01,8283800
2007-12-01,8261000
2008-01-01,8211200
2008-02-01,8259500
2008-03-01,8250700
2008-04-01,8265700
2008-05-01,8450900
2008-06-01,8475500
2008-07-01,8456700
2008-08-01,8521900
2008-09-01,8337800
2008-10-01,8382200
2008-11-01,8366800
2008-12-01,8384900
2009-01-01,8306500
2009-02-01,8351300
2009-03-01,8388600
2009-04-01,8408500
2009-05-01,8574200
2009-06-01,8602000
2009-07-01,8577200
2009-08-01,8663800
2009-09-01,8459300
2009-10-01,8433700
2009-11-01,8491000
2009-12-01,8433500
2010-01-01,8422100
2010-02-01,8433600
2010-03-01,8447000
2010-04-01,8483400
2010-05-01,8633200
2010-06-01,8712500
2010-07-01,8699600
2010-08-01,8777300
2010-09-01,8558300
2010-10-01,8560300
2010-11-01,8534800
2010-12-01,8508300
2011-01-01,8527500
2011-02-01,8541200
2011-03-01,8519900
2011-04-01,8570000
2011-05-01,8698900
2011-06-01,8743000
2011-07-01,8722600
2011-08-01,8800900
2011-09-01,8572500
2011-10-01,8567600
2011-11-01,8575100
2011-12-01,8544500
2012-01-01,8541100
2012-02-01,8546100
2012-03-01,8573000
2012-04-01,8656400
2012-05-01,8772700
2012-06-01,8786700
2012-07-01,8778200
2012-08-01,8888600
2012-09-01,8694400
2012-10-01,8692800
2012-11-01,8705300
2012-12-01,8707400
2013-01-01,8671500
2013-02-01,8727200
2013-03-01,8707300
2013-04-01,8713900
2013-05-01,8851800
2013-06-01,8897700
2013-07-01,8888900
2013-08-01,8970800
2013-09-01,8758900
2013-10-01,8751800
2013-11-01,8729200
2013-12-01,8709300
2014-01-01,8655500
2014-02-01,8670800
2014-03-01,8673900
2014-04-01,8703000
2014-05-01,8874100
2014-06-01,8911600
2014-07-01,8893800
2014-08-01,8916400
2014-09-01,8737300
2014-10-01,8726300
2014-11-01,8734000
2014-12-01,8680400
2015-01-01,8648300
2015-02-01,8680800
2015-03-01,8740700
2015-04-01,8727500
2015-05-01,8871300
2015-06-01,8898300
2015-07-01,8878200
2015-08-01,8953600
2015-09-01,8769600
2015-10-01,8759300
2015-11-01,8749900
2015-12-01,8743900
2016-01-01,8705400
2016-02-01,8714200
2016-03-01,8769300
2016-04-01,8803600
2016-05-01,8943600
2016-06-01,8972000
2016-07-01,8934100
2016-08-01,8978900
2016-09-01,8810200
2016-10-01,8839800
2016-11-01,8807100
2016-12-01,8831100
2017-01-01,8836400
2017-02-01,8837500
2017-03-01,8860800
2017-04-01,8863800
2017-05-01,9044500
2017-06-01,9128900
2017-07-01,9098500
2017-08-01,9125000
2017-09-01,8930000
2017-10-01,8967200
2017-11-01,8954600
2017-12-01,8964500
2018-01-01,8876300
2018-02-01,8904400
2018-03-01,8934100
2018-04-01,8946400
2018-05-01,9113200
2018-06-01,9186300
2018-07-01,9196400
2018-08-01,9297800
2018-09-01,9094600
2018-10-01,9100100
2018-11-01,9085300
2018-12-01,9093000
2019-01-01,9027300
2019-02-01,9069900
2019-03-01,9071700
2019-04-01,9147200
2019-05-01,9271100
2019-06-01,9364300
2019-07-01,9317200
2019-08-01,9384800
2019-09-01,9250400
2019-10-01,9253600
2019-11-01,9252700
2019-12-01,9229500
2020-01-01,9177100
2020-02-01,9184100
2020-03-01,8840700
2020-04-01,8323600
2020-05-01,8654800
2020-06-01,9120200
2020-07-01,9188300
2020-08-01,9325900
2020-09-01,9197900
2020-10-01,9236400
2020-11-01,9213100
2020-12-01,9171500
2021-01-01,9068600
2021-02-01,9142800
2021-03-01,9186600
2021-04-01,9158900
2021-05-01,9291600
2021-06-01,9426000
2021-07-01,9410100
2021-08-01,9517500
2021-09-01,9399400
2021-10-01,9384700
2021-11-01,9389300
2021-12-01,9395000
2022-01-01,9304300
2022-02-01,9379700
2022-03-01,9411300
2022-04-01,9407500
2022-05-01,9590400
2022-06-01,9594900
2022-07-01,9537600
2022-08-01,9591900
2022-09-01,9421000
2022-10-01,9498000
2022-11-01,9475000
2022-12-01,9484900
2023-01-01,9511100
2023-02-01,9569200
2023-03-01,9599200
2023-04-01,9594900
2023-05-01,9764300
2023-06-01,9828800
2023-07-01,9830200
2023-08-01,9860900
2023-09-01,9677500
2023-10-01,9695600
2023-11-01,9691200
