"Date","LFEM64FECAM647S"
1993-04-01,5709700
1993-05-01,5710100
1993-06-01,5732400
1993-07-01,5728200
1993-08-01,5743800
1993-09-01,5770300
1993-10-01,5770300
1993-11-01,5797800
1993-12-01,5775800
1994-01-01,5784300
1994-02-01,5786800
1994-03-01,5799600
1994-04-01,5805300
1994-05-01,5827300
1994-06-01,5842700
1994-07-01,5868500
1994-08-01,5874800
1994-09-01,5911200
1994-10-01,5918700
1994-11-01,5950100
1994-12-01,5972400
1995-01-01,5959200
1995-02-01,5959100
1995-03-01,5964800
1995-04-01,5964900
1995-05-01,5969200
1995-06-01,5975700
1995-07-01,5970300
1995-08-01,5975900
1995-09-01,5994900
1995-10-01,6013300
1995-11-01,5982300
1995-12-01,5996200
1996-01-01,5995400
1996-02-01,6029500
1996-03-01,6014200
1996-04-01,6032100
1996-05-01,6052400
1996-06-01,6050200
1996-07-01,6041400
1996-08-01,6051000
1996-09-01,6039500
1996-10-01,6041600
1996-11-01,6052600
1996-12-01,6064600
1997-01-01,6087900
1997-02-01,6099700
1997-03-01,6116600
1997-04-01,6147500
1997-05-01,6132400
1997-06-01,6152900
1997-07-01,6176100
1997-08-01,6210600
1997-09-01,6193900
1997-10-01,6202300
1997-11-01,6218200
1997-12-01,6236500
1998-01-01,6232800
1998-02-01,6279300
1998-03-01,6304500
1998-04-01,6333900
1998-05-01,6322000
1998-06-01,6331400
1998-07-01,6371800
1998-08-01,6388000
1998-09-01,6415300
1998-10-01,6446300
1998-11-01,6460200
1998-12-01,6469600
1999-01-01,6486400
1999-02-01,6481800
1999-03-01,6483600
1999-04-01,6503400
1999-05-01,6514200
1999-06-01,6532900
1999-07-01,6565000
1999-08-01,6589900
1999-09-01,6586800
1999-10-01,6591300
1999-11-01,6602400
1999-12-01,6622200
2000-01-01,6651500
2000-02-01,6674300
2000-03-01,6679000
2000-04-01,6689900
2000-05-01,6712600
2000-06-01,6741000
2000-07-01,6722400
2000-08-01,6741100
2000-09-01,6758500
2000-10-01,6780500
2000-11-01,6790000
2000-12-01,6801100
2001-01-01,6807700
2001-02-01,6797600
2001-03-01,6828600
2001-04-01,6838700
2001-05-01,6857000
2001-06-01,6838200
2001-07-01,6846400
2001-08-01,6834700
2001-09-01,6848300
2001-10-01,6861200
2001-11-01,6890500
2001-12-01,6896500
2002-01-01,6929100
2002-02-01,6915300
2002-03-01,6942400
2002-04-01,6971500
2002-05-01,6988600
2002-06-01,7020500
2002-07-01,7050700
2002-08-01,7106700
2002-09-01,7108400
2002-10-01,7126400
2002-11-01,7138400
2002-12-01,7163300
2003-01-01,7162000
2003-02-01,7193400
2003-03-01,7203500
2003-04-01,7172900
2003-05-01,7182700
2003-06-01,7210400
2003-07-01,7234700
2003-08-01,7250200
2003-09-01,7243700
2003-10-01,7282500
2003-11-01,7297300
2003-12-01,7336800
2004-01-01,7309700
2004-02-01,7329200
2004-03-01,7330700
2004-04-01,7347100
2004-05-01,7373900
2004-06-01,7389000
2004-07-01,7366200
2004-08-01,7354400
2004-09-01,7384500
2004-10-01,7370900
2004-11-01,7385300
2004-12-01,7395000
2005-01-01,7411100
2005-02-01,7418600
2005-03-01,7406400
2005-04-01,7436100
2005-05-01,7414000
2005-06-01,7429200
2005-07-01,7444200
2005-08-01,7461500
2005-09-01,7454700
2005-10-01,7468700
2005-11-01,7504800
2005-12-01,7483700
2006-01-01,7529300
2006-02-01,7522200
2006-03-01,7537100
2006-04-01,7571400
2006-05-01,7607200
2006-06-01,7601800
2006-07-01,7613600
2006-08-01,7596300
2006-09-01,7623500
2006-10-01,7636800
2006-11-01,7640400
2006-12-01,7682800
2007-01-01,7701500
2007-02-01,7720400
2007-03-01,7759700
2007-04-01,7735400
2007-05-01,7741900
2007-06-01,7758000
2007-07-01,7804500
2007-08-01,7833000
2007-09-01,7831500
2007-10-01,7861700
2007-11-01,7843500
2007-12-01,7845100
2008-01-01,7835700
2008-02-01,7858300
2008-03-01,7848300
2008-04-01,7855000
2008-05-01,7877300
2008-06-01,7882000
2008-07-01,7876200
2008-08-01,7881900
2008-09-01,7882500
2008-10-01,7913500
2008-11-01,7887400
2008-12-01,7892900
2009-01-01,7858500
2009-02-01,7870700
2009-03-01,7875500
2009-04-01,7876800
2009-05-01,7863600
2009-06-01,7842500
2009-07-01,7815500
2009-08-01,7835200
2009-09-01,7880000
2009-10-01,7845900
2009-11-01,7894400
2009-12-01,7877400
2010-01-01,7904000
2010-02-01,7896000
2010-03-01,7905800
2010-04-01,7912200
2010-05-01,7927600
2010-06-01,7961200
2010-07-01,7954100
2010-08-01,7935400
2010-09-01,7928700
2010-10-01,7941800
2010-11-01,7950900
2010-12-01,7958200
2011-01-01,7997100
2011-02-01,7996200
2011-03-01,7974700
2011-04-01,7991700
2011-05-01,7990000
2011-06-01,7999600
2011-07-01,8011300
2011-08-01,8010600
2011-09-01,7989000
2011-10-01,7983100
2011-11-01,7984500
2011-12-01,8017800
2012-01-01,8016300
2012-02-01,8007000
2012-03-01,8053300
2012-04-01,8088800
2012-05-01,8060000
2012-06-01,8053300
2012-07-01,8081500
2012-08-01,8110000
2012-09-01,8133900
2012-10-01,8145200
2012-11-01,8159900
2012-12-01,8181800
2013-01-01,8177800
2013-02-01,8201200
2013-03-01,8164100
2013-04-01,8162700
2013-05-01,8183400
2013-06-01,8187500
2013-07-01,8173700
2013-08-01,8208100
2013-09-01,8190900
2013-10-01,8194700
2013-11-01,8192000
2013-12-01,8174800
2014-01-01,8162300
2014-02-01,8161000
2014-03-01,8164500
2014-04-01,8163700
2014-05-01,8174300
2014-06-01,8190800
2014-07-01,8215600
2014-08-01,8178600
2014-09-01,8201100
2014-10-01,8199600
2014-11-01,8205300
2014-12-01,8185100
2015-01-01,8199300
2015-02-01,8219900
2015-03-01,8241400
2015-04-01,8221800
2015-05-01,8223800
2015-06-01,8207300
2015-07-01,8218900
2015-08-01,8229200
2015-09-01,8231800
2015-10-01,8225700
2015-11-01,8230400
2015-12-01,8237900
2016-01-01,8244500
2016-02-01,8238600
2016-03-01,8264700
2016-04-01,8288400
2016-05-01,8289700
2016-06-01,8285200
2016-07-01,8259000
2016-08-01,8278100
2016-09-01,8286500
2016-10-01,8315500
2016-11-01,8313800
2016-12-01,8322500
2017-01-01,8392100
2017-02-01,8389600
2017-03-01,8392500
2017-04-01,8396900
2017-05-01,8421100
2017-06-01,8449400
2017-07-01,8452400
2017-08-01,8435900
2017-09-01,8452500
2017-10-01,8458200
2017-11-01,8483200
2017-12-01,8512600
2018-01-01,8473900
2018-02-01,8479000
2018-03-01,8513400
2018-04-01,8506900
2018-05-01,8507800
2018-06-01,8520000
2018-07-01,8592900
2018-08-01,8613600
2018-09-01,8619500
2018-10-01,8638000
2018-11-01,8652600
2018-12-01,8654400
2019-01-01,8649300
2019-02-01,8668900
2019-03-01,8643100
2019-04-01,8703200
2019-05-01,8721200
2019-06-01,8751200
2019-07-01,8719900
2019-08-01,8746600
2019-09-01,8776900
2019-10-01,8778700
2019-11-01,8775100
2019-12-01,8782600
2020-01-01,8791600
2020-02-01,8752500
2020-03-01,8090900
2020-04-01,7218900
2020-05-01,7311700
2020-06-01,7836500
2020-07-01,8089500
2020-08-01,8215600
2020-09-01,8462200
2020-10-01,8505100
2020-11-01,8516400
2020-12-01,8450700
2021-01-01,8312400
2021-02-01,8418900
2021-03-01,8555600
2021-04-01,8467000
2021-05-01,8421900
2021-06-01,8602500
2021-07-01,8647700
2021-08-01,8696300
2021-09-01,8833500
2021-10-01,8838900
2021-11-01,8919300
2021-12-01,8906400
2022-01-01,8798200
2022-02-01,8962600
2022-03-01,8965900
2022-04-01,8979000
2022-05-01,9047800
2022-06-01,9004600
2022-07-01,8997000
2022-08-01,8947000
2022-09-01,9003300
2022-10-01,9037700
2022-11-01,9062500
2022-12-01,9074600
2023-01-01,9139000
2023-02-01,9139100
2023-03-01,9182500
2023-04-01,9183600
2023-05-01,9180500
2023-06-01,9169400
2023-07-01,9174000
2023-08-01,9171000
2023-09-01,9219000
2023-10-01,9211100
2023-11-01,9217500
