"Date","EXPCA"
1996-04-01,11499.7
1996-05-01,11455.8
1996-06-01,11320.3
1996-07-01,9646.6
1996-08-01,10935.1
1996-09-01,11673.1
1996-10-01,12120
1996-11-01,12144.9
1996-12-01,10302.2
1997-01-01,11733.3
1997-02-01,12101.5
1997-03-01,13000.8
1997-04-01,13289.3
1997-05-01,12977.4
1997-06-01,12506.4
1997-07-01,11112.6
1997-08-01,12255.5
1997-09-01,13407.3
1997-10-01,14093.1
1997-11-01,12867.1
1997-12-01,12422.4
1998-01-01,12117.8
1998-02-01,12924
1998-03-01,14573.1
1998-04-01,13920.7
1998-05-01,13543
1998-06-01,13379.3
1998-07-01,10517
1998-08-01,12124
1998-09-01,13254.9
1998-10-01,14010.1
1998-11-01,13576.1
1998-12-01,12663.5
1999-01-01,12134
1999-02-01,13047.8
1999-03-01,14984.4
1999-04-01,14126.7
1999-05-01,14150.7
1999-06-01,14567
1999-07-01,11519.3
1999-08-01,13815.1
1999-09-01,14423
1999-10-01,14824.3
1999-11-01,15099.4
1999-12-01,13908.3
2000-01-01,13604.5
2000-02-01,14968.6
2000-03-01,17085.7
2000-04-01,14794.3
2000-05-01,15833.8
2000-06-01,16053.6
2000-07-01,12152.8
2000-08-01,15325.4
2000-09-01,14847.4
2000-10-01,15725.1
2000-11-01,15159.3
2000-12-01,13390.4
2001-01-01,13666.6
2001-02-01,13356.8
2001-03-01,15523.7
2001-04-01,14403.2
2001-05-01,15107.8
2001-06-01,15050.6
2001-07-01,11700.2
2001-08-01,13764.2
2001-09-01,12423
2001-10-01,13894.7
2001-11-01,13214
2001-12-01,11319.3
2002-01-01,12061.5
2002-02-01,12368.2
2002-03-01,13954
2002-04-01,14113.5
2002-05-01,14586.2
2002-06-01,14213.7
2002-07-01,11607.2
2002-08-01,13913.1
2002-09-01,13333.9
2002-10-01,14702.4
2002-11-01,13908.3
2002-12-01,12160.7
2003-01-01,12889.734167
2003-02-01,13292.563747
2003-03-01,15359.589875
2003-04-01,14646.3945
2003-05-01,15208.019056
2003-06-01,15003.169455
2003-07-01,12029.506086
2003-08-01,12989.70612
2003-09-01,14518.124308
2003-10-01,15554.627229
2003-11-01,14598.222125
2003-12-01,13834.015077
2004-01-01,13315.847892
2004-02-01,14398.639635
2004-03-01,17227.011761
2004-04-01,16026.973551
2004-05-01,16311.389989
2004-06-01,16433.054553
2004-07-01,13863.820937
2004-08-01,16069.491613
2004-09-01,16633.099082
2004-10-01,16969.405049
2004-11-01,16675.502553
2004-12-01,15955.629723
2005-01-01,15568.411786
2005-02-01,16092.264634
2005-03-01,18919.819143
2005-04-01,18105.235381
2005-05-01,18327.078159
2005-06-01,18684.461319
2005-07-01,14719.574647
2005-08-01,18250.140662
2005-09-01,18368.261822
2005-10-01,18746.501671
2005-11-01,18417.32224
2005-12-01,17699.617914
2006-01-01,17261.09118
2006-02-01,17930.940713
2006-03-01,21153.328316
2006-04-01,19102.469412
2006-05-01,20489.642759
2006-06-01,20874.721681
2006-07-01,16621.086123
2006-08-01,20287.498898
2006-09-01,19249.056574
2006-10-01,19975.233182
2006-11-01,19730.011013
2006-12-01,17980.933748
2007-01-01,17803.555238
2007-02-01,18334.478229
2007-03-01,22006.797583
2007-04-01,20219.834664
2007-05-01,21792.557749
2007-06-01,21767.480813
2007-07-01,18771.96771
2007-08-01,21378.957853
2007-09-01,21054.952666
2007-10-01,23299.689553
2007-11-01,22652.103721
2007-12-01,19805.768796
2008-01-01,20485.585175
2008-02-01,21255.836612
2008-03-01,22978.233146
2008-04-01,23463.787147
2008-05-01,24386.503776
2008-06-01,23741.365339
2008-07-01,22325.368719
2008-08-01,22075.576014
2008-09-01,22294.244478
2008-10-01,22058.748915
2008-11-01,19172.380696
2008-12-01,16912.203499
2009-01-01,14733.581576
2009-02-01,15507.576219
2009-03-01,16924.445716
2009-04-01,16151.087373
2009-05-01,16090.388065
2009-06-01,16817.076012
2009-07-01,16453.503769
2009-08-01,17638.750654
2009-09-01,18392.13483
2009-10-01,18830.72088
2009-11-01,18586.12754
2009-12-01,18532.562584
2010-01-01,17238.673232
2010-02-01,18545.025856
2010-03-01,22189.194894
2010-04-01,20970.195654
2010-05-01,21371.313356
2010-06-01,22275.222785
2010-07-01,19643.939915
2010-08-01,21214.167186
2010-09-01,21834.579872
2010-10-01,22205.151838
2010-11-01,21101.270095
2010-12-01,20667.724609
2011-01-01,20650.576862
2011-02-01,20507.860477
2011-03-01,25698.478432
2011-04-01,23868.761526
2011-05-01,24479.804804
2011-06-01,24297.671851
2011-07-01,22250.223071
2011-08-01,24982.565077
2011-09-01,23959.308348
2011-10-01,24578.940925
2011-11-01,23299.422929
2011-12-01,22717.91652
2012-01-01,22078.483818
2012-02-01,23510.000548
2012-03-01,26418.441638
2012-04-01,24495.603566
2012-05-01,25912.565173
2012-06-01,25857.643716
2012-07-01,22774.697237
2012-08-01,24835.647615
2012-09-01,24147.866076
2012-10-01,25678.93677
2012-11-01,24679.568411
2012-12-01,22261.079519
2013-01-01,23170.845914
2013-02-01,23199.318297
2013-03-01,26039.808564
2013-04-01,26209.760419
2013-05-01,26473.354644
2013-06-01,25393.740866
2013-07-01,23604.522379
2013-08-01,25373.202666
2013-09-01,24881.16262
2013-10-01,27028.748556
2013-11-01,25681.48845
2013-12-01,23698.915599
2014-01-01,22576.190841
2014-02-01,23421.917212
2014-03-01,27112.963518
2014-04-01,26608.995575
2014-05-01,27370.160527
2014-06-01,27602.622669
2014-07-01,26230.066297
2014-08-01,26448.180167
2014-09-01,26831.334322
2014-10-01,28392.840265
2014-11-01,25465.027401
2014-12-01,24756.651664
2015-01-01,22474.316101
2015-02-01,21845.640058
2015-03-01,25505.97819
2015-04-01,24443.781945
2015-05-01,24781.857753
2015-06-01,24798.342487
2015-07-01,22869.90267
2015-08-01,23023.886585
2015-09-01,23032.586248
2015-10-01,23841.062267
2015-11-01,22403.516684
2015-12-01,21834.298211
2016-01-01,19700.273865
2016-02-01,20904.43776
2016-03-01,23252.72461
2016-04-01,23349.632992
2016-05-01,23075.089765
2016-06-01,24254.138346
2016-07-01,20897.796066
2016-08-01,23264.916944
2016-09-01,22661.275543
2016-10-01,22601.305096
2016-11-01,21668.474397
2016-12-01,21104.399836
2017-01-01,20911.901914
2017-02-01,21143.65546
2017-03-01,25001.725984
2017-04-01,22772.132198
2017-05-01,24911.843649
2017-06-01,25171.806517
2017-07-01,21812.269408
2017-08-01,24529.87777
2017-09-01,24128.220507
2017-10-01,23943.64512
2017-11-01,25142.452287
2017-12-01,23304.299082
2018-01-01,22640.517513
2018-02-01,23675.304817
2018-03-01,27266.55388
2018-04-01,25833.656892
2018-05-01,27066.361975
2018-06-01,26349.220238
2018-07-01,23707.541297
2018-08-01,25607.548893
2018-09-01,24585.778856
2018-10-01,26194.277199
2018-11-01,24490.499758
2018-12-01,22314.450507
2019-01-01,22683.00402
2019-02-01,23191.331441
2019-03-01,26448.46708
2019-04-01,25334.444802
2019-05-01,26157.822755
2019-06-01,24886.525674
2019-07-01,23465.449013
2019-08-01,25309.167694
2019-09-01,24307.375177
2019-10-01,25266.554519
2019-11-01,23430.118158
2019-12-01,22339.997232
2020-01-01,22614.436107
2020-02-01,23284.052771
2020-03-01,23657.292468
2020-04-01,14735.186911
2020-05-01,14841.788172
2020-06-01,20165.645394
2020-07-01,21320.478514
2020-08-01,22923.558711
2020-09-01,23405.79444
2020-10-01,23663.850531
2020-11-01,22544.227401
2020-12-01,23055.945118
2021-01-01,21591.410363
2021-02-01,22375.658729
2021-03-01,28282.656386
2021-04-01,25339.537299
2021-05-01,25599.547245
2021-06-01,26849.917717
2021-07-01,25903.684932
2021-08-01,25909.208135
2021-09-01,24754.693863
2021-10-01,27483.454204
2021-11-01,27775.905815
2021-12-01,27738.326603
2022-01-01,24647.411864
2022-02-01,25409.291298
2022-03-01,32481.118302
2022-04-01,30888.105131
2022-05-01,30537.55241
2022-06-01,32908.987287
2022-07-01,29603.631449
2022-08-01,31993.469194
2022-09-01,30355.05304
2022-10-01,29979.515322
2022-11-01,29514.668739
2022-12-01,28133.76008
2023-01-01,27338.288477
2023-02-01,26971.629001
2023-03-01,31887.777105
2023-04-01,29267.020977
2023-05-01,31103.05396
2023-06-01,31324.956153
2023-07-01,28652.064967
2023-08-01,30955.83769
2023-09-01,29563.635267
2023-10-01,29079.108256
