"Date","CANEMPFEMMDSMEI"
1965-05-01,2022.703
1965-06-01,2024.541
1965-07-01,2026.545
1965-08-01,2054.566
1965-09-01,2007.827
1965-10-01,2048.847
1965-11-01,2041.857
1965-12-01,2072.886
1966-01-01,2187.533
1966-02-01,2182.676
1966-03-01,2202.49
1966-04-01,2231.079
1966-05-01,2230.035
1966-06-01,2255.586
1966-07-01,2270.259
1966-08-01,2301.681
1966-09-01,2335.8
1966-10-01,2344.792
1966-11-01,2305.89
1966-12-01,2335.141
1967-01-01,2318.141
1967-02-01,2335.027
1967-03-01,2384.431
1967-04-01,2333.907
1967-05-01,2378.253
1967-06-01,2391.644
1967-07-01,2413.609
1967-08-01,2420.466
1967-09-01,2406.107
1967-10-01,2402.291
1967-11-01,2450.069
1967-12-01,2458.171
1968-01-01,2430.96
1968-02-01,2431.351
1968-03-01,2427.183
1968-04-01,2418.801
1968-05-01,2428.185
1968-06-01,2463.021
1968-07-01,2470.705
1968-08-01,2490.885
1968-09-01,2529.372
1968-10-01,2546.273
1968-11-01,2597.189
1968-12-01,2550.69
1969-01-01,2571.287
1969-02-01,2595.852
1969-03-01,2582.153
1969-04-01,2623.15
1969-05-01,2610.841
1969-06-01,2594.662
1969-07-01,2601.126
1969-08-01,2605.656
1969-09-01,2605.895
1969-10-01,2608.972
1969-11-01,2608.006
1969-12-01,2607.712
1970-01-01,2612.392
1970-02-01,2611.77
1970-03-01,2628.424
1970-04-01,2666.96
1970-05-01,2694.59
1970-06-01,2684.219
1970-07-01,2660.227
1970-08-01,2651.304
1970-09-01,2679.705
1970-10-01,2681.71
1970-11-01,2689.224
1970-12-01,2652.806
1971-01-01,2727.744
1971-02-01,2738.903
1971-03-01,2736.549
1971-04-01,2706.398
1971-05-01,2732.169
1971-06-01,2743.528
1971-07-01,2783.998
1971-08-01,2775.85
1971-09-01,2806.609
1971-10-01,2844.513
1971-11-01,2836.254
1971-12-01,2859.885
1972-01-01,2842.36
1972-02-01,2827.075
1972-03-01,2853.029
1972-04-01,2837.217
1972-05-01,2824.381
1972-06-01,2863.882
1972-07-01,2894.404
1972-08-01,2914.272
1972-09-01,2912.711
1972-10-01,2909.368
1972-11-01,2950.498
1972-12-01,2983.596
1973-01-01,2982.088
1973-02-01,3038.644
1973-03-01,3052.134
1973-04-01,3062.897
1973-05-01,3080.154
1973-06-01,3109.912
1973-07-01,3054.086
1973-08-01,3096.335
1973-09-01,3096.513
1973-10-01,3116.106
1973-11-01,3160.827
1973-12-01,3151.173
1974-01-01,3193.661
1974-02-01,3189.925
1974-03-01,3195.568
1974-04-01,3224.118
1974-05-01,3225.294
1974-06-01,3245.704
1974-07-01,3278.141
1974-08-01,3297.087
1974-09-01,3267.586
1974-10-01,3315.723
1974-11-01,3306.356
1974-12-01,3328.913
1975-01-01,3315.592
1975-02-01,3312.582
1975-03-01,3320.108
1975-04-01,3346.216
1975-05-01,3372.266
1975-06-01,3380.757
1975-07-01,3375.429
1975-08-01,3398.717
1975-09-01,3435.849
1975-10-01,3435.815
1975-11-01,3442.146
1975-12-01,3437.915
1976-01-01,3558.3
1976-02-01,3557.7
1976-03-01,3580
1976-04-01,3590.7
1976-05-01,3607.5
1976-06-01,3621.6
1976-07-01,3616.9
1976-08-01,3645.1
1976-09-01,3641.1
1976-10-01,3651.4
1976-11-01,3671.8
1976-12-01,3690
1977-01-01,3693.1
1977-02-01,3699.8
1977-03-01,3699.5
1977-04-01,3707
1977-05-01,3724.7
1977-06-01,3724.5
1977-07-01,3725.8
1977-08-01,3738.4
1977-09-01,3746.9
1977-10-01,3752.8
1977-11-01,3758.3
1977-12-01,3779.4
1978-01-01,3791.2
1978-02-01,3815.5
1978-03-01,3832.1
1978-04-01,3857.6
1978-05-01,3859.6
1978-06-01,3882.4
1978-07-01,3918.1
1978-08-01,3938.5
1978-09-01,3957.3
1978-10-01,3984.6
1978-11-01,3995.3
1978-12-01,4016.2
1979-01-01,4030.5
1979-02-01,4059.7
1979-03-01,4073.9
1979-04-01,4086.7
1979-05-01,4089.3
1979-06-01,4104.8
1979-07-01,4151.7
1979-08-01,4183.3
1979-09-01,4173.4
1979-10-01,4215.6
1979-11-01,4244.4
1979-12-01,4261.5
1980-01-01,4289.3
1980-02-01,4273.3
1980-03-01,4294.9
1980-04-01,4328.7
1980-05-01,4311.6
1980-06-01,4334.7
1980-07-01,4339.3
1980-08-01,4349.5
1980-09-01,4394.6
1980-10-01,4410
1980-11-01,4420.4
1980-12-01,4424.4
1981-01-01,4456.3
1981-02-01,4504.4
1981-03-01,4496.9
1981-04-01,4518.5
1981-05-01,4570.6
1981-06-01,4607.3
1981-07-01,4581.7
1981-08-01,4589.8
1981-09-01,4601.4
1981-10-01,4587.5
1981-11-01,4586.3
1981-12-01,4569.9
1982-01-01,4575.9
1982-02-01,4559.6
1982-03-01,4553.7
1982-04-01,4541.1
1982-05-01,4525.1
1982-06-01,4506.1
1982-07-01,4489.9
1982-08-01,4489.9
1982-09-01,4477.5
1982-10-01,4479.5
1982-11-01,4481.4
1982-12-01,4489.2
1983-01-01,4499.8
1983-02-01,4512.2
1983-03-01,4535.9
1983-04-01,4568.3
1983-05-01,4567.1
1983-06-01,4612.5
1983-07-01,4626.1
1983-08-01,4654.3
1983-09-01,4661.7
1983-10-01,4672.2
1983-11-01,4672.1
1983-12-01,4684.8
1984-01-01,4669.3
1984-02-01,4700.4
1984-03-01,4707.8
1984-04-01,4705
1984-05-01,4723
1984-06-01,4736.1
1984-07-01,4760.4
1984-08-01,4768.4
1984-09-01,4778.7
1984-10-01,4783.5
1984-11-01,4820.8
1984-12-01,4836.1
1985-01-01,4863
1985-02-01,4874.7
1985-03-01,4882.2
1985-04-01,4893.8
1985-05-01,4906.8
1985-06-01,4910.2
1985-07-01,4941.1
1985-08-01,4963.4
1985-09-01,4988.4
1985-10-01,5010.9
1985-11-01,5030.3
1985-12-01,5053.6
1986-01-01,5065.3
1986-02-01,5078.9
1986-03-01,5077.2
1986-04-01,5101.9
1986-05-01,5095.5
1986-06-01,5147.8
1986-07-01,5144.2
1986-08-01,5151.8
1986-09-01,5155.5
1986-10-01,5160.9
1986-11-01,5165.8
1986-12-01,5166.9
1987-01-01,5185.9
1987-02-01,5204
1987-03-01,5224.8
1987-04-01,5251.6
1987-05-01,5280.7
1987-06-01,5306.6
1987-07-01,5318.3
1987-08-01,5335.6
1987-09-01,5356.2
1987-10-01,5388.5
1987-11-01,5403.2
1987-12-01,5432.8
1988-01-01,5429.2
1988-02-01,5471.4
1988-03-01,5481
1988-04-01,5504.7
1988-05-01,5509.2
1988-06-01,5534.5
1988-07-01,5534.1
1988-08-01,5539.8
1988-09-01,5560.5
1988-10-01,5597.7
1988-11-01,5594.5
1988-12-01,5616.8
1989-01-01,5672.5
1989-02-01,5662.2
1989-03-01,5683.4
1989-04-01,5672.5
1989-05-01,5675.1
1989-06-01,5684.5
1989-07-01,5690.7
1989-08-01,5718.1
1989-09-01,5717
1989-10-01,5734.4
1989-11-01,5757.3
1989-12-01,5775.2
1990-01-01,5790.7
1990-02-01,5799.3
1990-03-01,5794.5
1990-04-01,5812.6
1990-05-01,5806.5
1990-06-01,5829.7
1990-07-01,5832.5
1990-08-01,5831.4
1990-09-01,5814.7
1990-10-01,5803.9
1990-11-01,5798.8
1990-12-01,5781.5
1991-01-01,5776.5
1991-02-01,5763.1
1991-03-01,5770.7
1991-04-01,5784.4
1991-05-01,5808.8
1991-06-01,5799.2
1991-07-01,5800.8
1991-08-01,5810.9
1991-09-01,5801
1991-10-01,5799.1
1991-11-01,5781.3
1991-12-01,5784.6
1992-01-01,5790
1992-02-01,5799
1992-03-01,5763.1
1992-04-01,5771.3
1992-05-01,5772.3
1992-06-01,5768.7
1992-07-01,5761.3
1992-08-01,5757.4
1992-09-01,5749.9
1992-10-01,5768.9
1992-11-01,5763.3
1992-12-01,5766.5
1993-01-01,5768.3
1993-02-01,5767.9
1993-03-01,5782.5
1993-04-01,5762.6
1993-05-01,5779.8
1993-06-01,5799
1993-07-01,5787.2
1993-08-01,5803.6
1993-09-01,5833.1
1993-10-01,5830.2
1993-11-01,5852.4
1993-12-01,5832
1994-01-01,5833.9
1994-02-01,5845.7
1994-03-01,5861.9
1994-04-01,5856.7
1994-05-01,5879.9
1994-06-01,5906.3
1994-07-01,5925.4
1994-08-01,5933.8
1994-09-01,5967.7
1994-10-01,5968.9
1994-11-01,5999.9
1994-12-01,6020.6
1995-01-01,6018.2
1995-02-01,6013.7
1995-03-01,6028.2
1995-04-01,6014.8
1995-05-01,6026.7
1995-06-01,6033.9
1995-07-01,6032.1
1995-08-01,6036.3
1995-09-01,6059.2
1995-10-01,6067.8
1995-11-01,6039.2
1995-12-01,6058.2
1996-01-01,6065.2
1996-02-01,6089.5
1996-03-01,6082.6
1996-04-01,6088.3
1996-05-01,6112.9
1996-06-01,6105.3
1996-07-01,6099.3
1996-08-01,6107.5
1996-09-01,6104.2
1996-10-01,6101.5
1996-11-01,6116.6
1996-12-01,6122.6
1997-01-01,6160.7
1997-02-01,6162.1
1997-03-01,6185.9
1997-04-01,6204.6
1997-05-01,6205.3
1997-06-01,6224.3
1997-07-01,6246.3
1997-08-01,6275.7
1997-09-01,6268.5
1997-10-01,6265.6
1997-11-01,6283.5
1997-12-01,6296.8
1998-01-01,6301.8
1998-02-01,6337.7
1998-03-01,6364.9
1998-04-01,6389.9
1998-05-01,6387.1
1998-06-01,6397.3
1998-07-01,6441
1998-08-01,6461.6
1998-09-01,6493.7
1998-10-01,6517.1
1998-11-01,6532.4
1998-12-01,6535.8
1999-01-01,6561.6
1999-02-01,6554.9
1999-03-01,6553.2
1999-04-01,6564.2
1999-05-01,6585
1999-06-01,6598.2
1999-07-01,6633.9
1999-08-01,6654.6
1999-09-01,6649.4
1999-10-01,6654.5
1999-11-01,6662.4
1999-12-01,6677.7
2000-01-01,6718.1
2000-02-01,6737.2
2000-03-01,6744
2000-04-01,6753.1
2000-05-01,6779.5
2000-06-01,6806.4
2000-07-01,6789.1
2000-08-01,6807.1
2000-09-01,6824.7
2000-10-01,6837.7
2000-11-01,6856.6
2000-12-01,6862.1
2001-01-01,6856.6
2001-02-01,6856.4
2001-03-01,6885.3
2001-04-01,6892.1
2001-05-01,6918.5
2001-06-01,6896.8
2001-07-01,6909.3
2001-08-01,6907.7
2001-09-01,6927
2001-10-01,6927.8
2001-11-01,6957.8
2001-12-01,6951.6
2002-01-01,7001.5
2002-02-01,6986.4
2002-03-01,7014.1
2002-04-01,7039.7
2002-05-01,7063.7
2002-06-01,7104
2002-07-01,7118.7
2002-08-01,7176.6
2002-09-01,7190.4
2002-10-01,7209.8
2002-11-01,7222.9
2002-12-01,7241.9
2003-01-01,7246.6
2003-02-01,7274.7
2003-03-01,7270.8
2003-04-01,7249.6
2003-05-01,7268.6
2003-06-01,7294.4
2003-07-01,7320.1
2003-08-01,7333.7
2003-09-01,7336
2003-10-01,7376.8
2003-11-01,7394
2003-12-01,7430.5
2004-01-01,7410.3
2004-02-01,7426.6
2004-03-01,7416
2004-04-01,7423.8
2004-05-01,7453.7
2004-06-01,7465.7
2004-07-01,7454.3
2004-08-01,7445.1
2004-09-01,7464.4
2004-10-01,7458.5
2004-11-01,7484
2004-12-01,7490.1
2005-01-01,7496.3
2005-02-01,7513.5
2005-03-01,7490.5
2005-04-01,7525.7
2005-05-01,7511.2
2005-06-01,7527.4
2005-07-01,7543.8
2005-08-01,7562.2
2005-09-01,7546.8
2005-10-01,7557.3
2005-11-01,7605.4
2005-12-01,7580.9
2006-01-01,7593.7
2006-02-01,7612.9
2006-03-01,7628.4
2006-04-01,7672.3
2006-05-01,7718
2006-06-01,7731.2
2006-07-01,7744.9
2006-08-01,7729.4
2006-09-01,7744.2
2006-10-01,7750.1
2006-11-01,7770.9
2006-12-01,7819.9
2007-01-01,7836.2
2007-02-01,7874.9
2007-03-01,7918.6
2007-04-01,7909.8
2007-05-01,7894.5
2007-06-01,7921.9
2007-07-01,7943.2
2007-08-01,7962.4
2007-09-01,7974.4
2007-10-01,8003.5
2007-11-01,8017.2
2007-12-01,8003
2008-01-01,8006.4
2008-02-01,8048.9
2008-03-01,8034.9
2008-04-01,8060.5
2008-05-01,8087.4
2008-06-01,8085.3
2008-07-01,8081.4
2008-08-01,8064
2008-09-01,8097.4
2008-10-01,8115.4
2008-11-01,8090.7
2008-12-01,8090.1
2009-01-01,8049.9
2009-02-01,8057.3
2009-03-01,8047.5
2009-04-01,8046.6
2009-05-01,8030.2
2009-06-01,8030.9
2009-07-01,8009.8
2009-08-01,8033.9
2009-09-01,8075.6
2009-10-01,8041.1
2009-11-01,8117.8
2009-12-01,8088.2
2010-01-01,8104.2
2010-02-01,8111.8
2010-03-01,8111.5
2010-04-01,8123.6
2010-05-01,8133.7
2010-06-01,8140.2
2010-07-01,8145.7
2010-08-01,8149.6
2010-09-01,8117.1
2010-10-01,8150.4
2010-11-01,8148.1
2010-12-01,8145.9
2011-01-01,8199.1
2011-02-01,8206.8
2011-03-01,8185.3
2011-04-01,8198.7
2011-05-01,8218.9
2011-06-01,8234
2011-07-01,8231.9
2011-08-01,8238.8
2011-09-01,8255
2011-10-01,8227.4
2011-11-01,8245.9
2011-12-01,8252.8
2012-01-01,8259.3
2012-02-01,8244.3
2012-03-01,8278.2
2012-04-01,8313.7
