"Date","LFUN55MACAM647N"
2009-11-01,101500
2009-12-01,118300
2010-01-01,126200
2010-02-01,119200
2010-03-01,129900
2010-04-01,116100
2010-05-01,107200
2010-06-01,98600
2010-07-01,104800
2010-08-01,108800
2010-09-01,96800
2010-10-01,98100
2010-11-01,100200
2010-12-01,112100
2011-01-01,114400
2011-02-01,125600
2011-03-01,137200
2011-04-01,134200
2011-05-01,106900
2011-06-01,97500
2011-07-01,92600
2011-08-01,103000
2011-09-01,88000
2011-10-01,78000
2011-11-01,89300
2011-12-01,109800
2012-01-01,121800
2012-02-01,120200
2012-03-01,114000
2012-04-01,112200
2012-05-01,92500
2012-06-01,94200
2012-07-01,85300
2012-08-01,98900
2012-09-01,85400
2012-10-01,103000
2012-11-01,102200
2012-12-01,102400
2013-01-01,124100
2013-02-01,120800
2013-03-01,124400
2013-04-01,127300
2013-05-01,107200
2013-06-01,94700
2013-07-01,101200
2013-08-01,102900
2013-09-01,94400
2013-10-01,100500
2013-11-01,104500
2013-12-01,121400
2014-01-01,129000
2014-02-01,127200
2014-03-01,136700
2014-04-01,133400
2014-05-01,117100
2014-06-01,96900
2014-07-01,100800
2014-08-01,99000
2014-09-01,91400
2014-10-01,99500
2014-11-01,96100
2014-12-01,106800
2015-01-01,134400
2015-02-01,133700
2015-03-01,130900
2015-04-01,129600
2015-05-01,122900
2015-06-01,100700
2015-07-01,108600
2015-08-01,110800
2015-09-01,92400
2015-10-01,84100
2015-11-01,113700
2015-12-01,117900
2016-01-01,148100
2016-02-01,152800
2016-03-01,145500
2016-04-01,153200
2016-05-01,105300
2016-06-01,105400
2016-07-01,108200
2016-08-01,112700
2016-09-01,97100
2016-10-01,111000
2016-11-01,110700
2016-12-01,139900
2017-01-01,146300
2017-02-01,140000
2017-03-01,140700
2017-04-01,135200
2017-05-01,123800
2017-06-01,97100
2017-07-01,88000
2017-08-01,98100
2017-09-01,86500
2017-10-01,96800
2017-11-01,106500
2017-12-01,111000
2018-01-01,130600
2018-02-01,124400
2018-03-01,120800
2018-04-01,122900
2018-05-01,97400
2018-06-01,90700
2018-07-01,91500
2018-08-01,96500
2018-09-01,86700
2018-10-01,87200
2018-11-01,113400
2018-12-01,100100
2019-01-01,126900
2019-02-01,134800
2019-03-01,135500
2019-04-01,136300
2019-05-01,106500
2019-06-01,92800
2019-07-01,93500
2019-08-01,100600
2019-09-01,83400
2019-10-01,88900
2019-11-01,93700
2019-12-01,102800
2020-01-01,112000
2020-02-01,127200
2020-03-01,147800
2020-04-01,263200
2020-05-01,205800
2020-06-01,167400
2020-07-01,166100
2020-08-01,160100
2020-09-01,134000
2020-10-01,139800
2020-11-01,133800
2020-12-01,148900
2021-01-01,172600
2021-02-01,156200
2021-03-01,156600
2021-04-01,162500
2021-05-01,151300
2021-06-01,136800
2021-07-01,133400
2021-08-01,132300
2021-09-01,109400
2021-10-01,111500
2021-11-01,105500
2021-12-01,106900
2022-01-01,134000
2022-02-01,125400
2022-03-01,123800
2022-04-01,123800
2022-05-01,89300
2022-06-01,81200
2022-07-01,84800
2022-08-01,90400
2022-09-01,69800
2022-10-01,70900
2022-11-01,73600
2022-12-01,78100
2023-01-01,101100
2023-02-01,89000
2023-03-01,105800
2023-04-01,95700
2023-05-01,87500
2023-06-01,74600
2023-07-01,79800
2023-08-01,88200
2023-09-01,78300
2023-10-01,83600
2023-11-01,77700
