"Date","LFIN25TTCAM647N"
2001-05-01,1972900
2001-06-01,1985900
2001-07-01,2100400
2001-08-01,2027100
2001-09-01,2046400
2001-10-01,2041000
2001-11-01,2061600
2001-12-01,2093400
2002-01-01,2110900
2002-02-01,2092400
2002-03-01,2042200
2002-04-01,2003400
2002-05-01,1907100
2002-06-01,1871300
2002-07-01,1942800
2002-08-01,1890000
2002-09-01,1845500
2002-10-01,1883200
2002-11-01,1924500
2002-12-01,1945900
2003-01-01,2018400
2003-02-01,1978200
2003-03-01,1976900
2003-04-01,1947200
2003-05-01,1837100
2003-06-01,1831800
2003-07-01,1896600
2003-08-01,1831800
2003-09-01,1827600
2003-10-01,1833600
2003-11-01,1861000
2003-12-01,1908400
2004-01-01,1965700
2004-02-01,1951600
2004-03-01,1915600
2004-04-01,1881800
2004-05-01,1825700
2004-06-01,1767500
2004-07-01,1911600
2004-08-01,1833200
2004-09-01,1868700
2004-10-01,1859200
2004-11-01,1874700
2004-12-01,1920600
2005-01-01,1979100
2005-02-01,1949300
2005-03-01,1942500
2005-04-01,1936200
2005-05-01,1886000
2005-06-01,1850900
2005-07-01,1984100
2005-08-01,1869400
2005-09-01,1895200
2005-10-01,1894700
2005-11-01,1948400
2005-12-01,1982200
2006-01-01,1989200
2006-02-01,2015600
2006-03-01,2014500
2006-04-01,1925500
2006-05-01,1862200
2006-06-01,1853100
2006-07-01,1957800
2006-08-01,1905100
2006-09-01,1885400
2006-10-01,1911800
2006-11-01,1935500
2006-12-01,1946800
2007-01-01,1956100
2007-02-01,1971700
2007-03-01,1955300
2007-04-01,1941600
2007-05-01,1874100
2007-06-01,1843300
2007-07-01,1936800
2007-08-01,1878400
2007-09-01,1856500
2007-10-01,1880500
2007-11-01,1873600
2007-12-01,1930000
2008-01-01,1968700
2008-02-01,1962100
2008-03-01,1944400
2008-04-01,1926300
2008-05-01,1851800
2008-06-01,1845000
2008-07-01,1955800
2008-08-01,1859600
2008-09-01,1865000
2008-10-01,1859900
2008-11-01,1876600
2008-12-01,1913000
2009-01-01,1983300
2009-02-01,1967400
2009-03-01,1948200
2009-04-01,1923400
2009-05-01,1873500
2009-06-01,1880500
2009-07-01,1999000
2009-08-01,1903200
2009-09-01,1902500
2009-10-01,1915200
2009-11-01,1878700
2009-12-01,1979700
2010-01-01,2017000
2010-02-01,2027300
2010-03-01,2008200
2010-04-01,1943700
2010-05-01,1879400
2010-06-01,1856800
2010-07-01,1954100
2010-08-01,1816700
2010-09-01,1882200
2010-10-01,1959700
2010-11-01,1958400
2010-12-01,2028200
2011-01-01,2011700
2011-02-01,2012000
2011-03-01,1994900
2011-04-01,1929100
2011-05-01,1921600
2011-06-01,1877300
2011-07-01,2000700
2011-08-01,1851800
2011-09-01,1894100
2011-10-01,1917000
2011-11-01,1943800
2011-12-01,2018300
2012-01-01,2021000
2012-02-01,2023900
2012-03-01,2021800
2012-04-01,1920100
2012-05-01,1842700
2012-06-01,1867100
2012-07-01,1953000
2012-08-01,1834200
2012-09-01,1834800
2012-10-01,1853600
2012-11-01,1848900
2012-12-01,1888900
2013-01-01,1969400
2013-02-01,1959300
2013-03-01,1972600
2013-04-01,1923000
2013-05-01,1856200
2013-06-01,1848400
2013-07-01,1927800
2013-08-01,1839400
2013-09-01,1853500
2013-10-01,1882700
2013-11-01,1891600
2013-12-01,1946100
2014-01-01,1995900
2014-02-01,2015700
2014-03-01,2016700
2014-04-01,2008700
2014-05-01,1946000
2014-06-01,1953800
2014-07-01,2025500
2014-08-01,1938700
2014-09-01,1944900
2014-10-01,1952100
2014-11-01,1955700
2014-12-01,2001500
2015-01-01,2049300
2015-02-01,2035200
2015-03-01,2014300
2015-04-01,1983300
2015-05-01,1914500
2015-06-01,1892700
2015-07-01,1974500
2015-08-01,1863300
2015-09-01,1867600
2015-10-01,1902300
2015-11-01,1905900
2015-12-01,1942700
2016-01-01,1980200
2016-02-01,1997800
2016-03-01,1972000
2016-04-01,1935500
2016-05-01,1884100
2016-06-01,1894400
2016-07-01,2019900
2016-08-01,1917500
2016-09-01,1954900
2016-10-01,1961100
2016-11-01,1930900
2016-12-01,1944800
2017-01-01,1935300
2017-02-01,1956100
2017-03-01,1903100
2017-04-01,1883800
2017-05-01,1821000
2017-06-01,1798800
2017-07-01,1876400
2017-08-01,1813400
2017-09-01,1845800
2017-10-01,1861400
2017-11-01,1898300
2017-12-01,1918600
2018-01-01,1986900
2018-02-01,1965400
2018-03-01,1950100
2018-04-01,1913400
2018-05-01,1875000
2018-06-01,1828900
2018-07-01,1909700
2018-08-01,1816500
2018-09-01,1814100
2018-10-01,1814400
2018-11-01,1836800
2018-12-01,1836400
2019-01-01,1886400
2019-02-01,1866700
2019-03-01,1886800
2019-04-01,1825900
2019-05-01,1785600
2019-06-01,1765700
2019-07-01,1876800
2019-08-01,1798800
2019-09-01,1782600
2019-10-01,1828400
2019-11-01,1831500
2019-12-01,1870000
2020-01-01,1910500
2020-02-01,1915800
2020-03-01,2158800
2020-04-01,2698100
2020-05-01,2387000
2020-06-01,1998500
2020-07-01,2017900
2020-08-01,1900600
2020-09-01,1790800
2020-10-01,1760600
2020-11-01,1789200
2020-12-01,1850000
2021-01-01,1908400
2021-02-01,1883100
2021-03-01,1849500
2021-04-01,1852900
2021-05-01,1807000
2021-06-01,1784800
2021-07-01,1851300
2021-08-01,1770200
2021-09-01,1698400
2021-10-01,1712900
2021-11-01,1701400
2021-12-01,1725700
2022-01-01,1819000
2022-02-01,1763900
2022-03-01,1755700
2022-04-01,1717100
2022-05-01,1630800
2022-06-01,1659400
2022-07-01,1805800
2022-08-01,1692500
2022-09-01,1713600
2022-10-01,1704000
2022-11-01,1702800
2022-12-01,1768200
2023-01-01,1735100
2023-02-01,1758000
2023-03-01,1759400
2023-04-01,1756600
2023-05-01,1675200
2023-06-01,1646700
2023-07-01,1789900
2023-08-01,1734200
2023-09-01,1696600
2023-10-01,1706800
2023-11-01,1731400
