"Date","M10007M144NNBR"
1945-10-01,214.1
1945-11-01,60.7
1945-12-01,167.8
1946-01-01,134.7
1946-02-01,47.6
1946-03-01,129.5
1946-04-01,289.9
1946-05-01,188.6
1946-06-01,314.6
1946-07-01,369.1
1946-08-01,367.6
1946-09-01,171.1
1946-10-01,270.7
1946-11-01,589.9
1946-12-01,691.2
1947-01-01,261.4
1947-02-01,186.8
1947-03-01,312.3
1947-04-01,382.4
1947-05-01,217.9
1947-06-01,523.3
1947-07-01,494.5
1947-08-01,158.2
1947-09-01,265.7
1947-10-01,608
1947-11-01,474.5
1947-12-01,946
1948-01-01,373.5
1948-02-01,565.4
1948-03-01,706
1948-04-01,569.6
1948-05-01,387.1
1948-06-01,597.4
1948-07-01,511.8
1948-08-01,259.4
1948-09-01,462.4
1948-10-01,631.5
1948-11-01,504
1948-12-01,696
1949-01-01,458.6
1949-02-01,245.9
1949-03-01,431.9
1949-04-01,685.8
1949-05-01,297.7
1949-06-01,1236.2
1949-07-01,441.6
1949-08-01,131.9
1949-09-01,143.6
1949-10-01,444.6
1949-11-01,268.2
1949-12-01,374.7
1950-01-01,561.6
1950-02-01,153.4
1950-03-01,369.4
1950-04-01,365.3
1950-05-01,376.4
1950-06-01,616.7
1950-07-01,234.4
1950-08-01,273.3
1950-09-01,315.4
1950-10-01,468.2
1950-11-01,352.3
1950-12-01,427.3
1951-01-01,246.7
1951-02-01,375
1951-03-01,804.7
1951-04-01,638.6
1951-05-01,404.6
1951-06-01,778.7
1951-07-01,491.6
1951-08-01,308
1951-09-01,428.8
1951-10-01,474.5
1951-11-01,585.1
1951-12-01,795.7
1952-01-01,543.7
1952-02-01,365.7
1952-03-01,825.1
1952-04-01,748.5
1952-05-01,776.7
1952-06-01,717.3
1952-07-01,1153.2
1952-08-01,203.3
1952-09-01,418.4
1952-10-01,856.7
1952-11-01,474.5
1952-12-01,786.3
1953-01-01,560.8
1953-02-01,641.3
1953-03-01,521.3
1953-04-01,614.8
1953-05-01,625
1953-06-01,1077.2
1953-07-01,608.6
1953-08-01,239.2
1953-09-01,732.4
1953-10-01,424.2
1953-11-01,437.5
1953-12-01,1387.7
1954-01-01,466.2
1954-02-01,314.6
1954-03-01,521
1954-04-01,502.1
1954-05-01,536.9
1954-06-01,891.2
1954-07-01,732.1
1954-08-01,326
1954-09-01,611.2
1954-10-01,803.2
1954-11-01,235.9
1954-12-01,658.3
1955-01-01,494.1
1955-02-01,384.3
1955-03-01,1092.1
1955-04-01,509.7
1955-05-01,748.8
1955-06-01,592.9
1955-07-01,490.4
1955-08-01,622.2
1955-09-01,566.3
1955-10-01,1125.7
1955-11-01,549.3
1955-12-01,728.2
1956-01-01,456.3
1956-02-01,533
1956-03-01,749.4
1956-04-01,768.8
1956-05-01,1094
1956-06-01,583.8
1956-07-01,969.9
1956-08-01,495.2
1956-09-01,830.6
1956-10-01,760.6
1956-11-01,971.1
1956-12-01,947.6
1957-01-01,1032.3
1957-02-01,894.4
1957-03-01,1228.3
1957-04-01,868.7
1957-05-01,659.2
1957-06-01,1448.8
1957-07-01,823.5
1957-08-01,931.9
1957-09-01,880.7
1957-10-01,837
1957-11-01,760.1
