"Date","LFACTTFECAM647N"
1977-03-01,4023100
1977-04-01,4029500
1977-05-01,4102500
1977-06-01,4163200
1977-07-01,4245700
1977-08-01,4238900
1977-09-01,4130100
1977-10-01,4148600
1977-11-01,4135000
1977-12-01,4121200
1978-01-01,4075300
1978-02-01,4141800
1978-03-01,4209700
1978-04-01,4203500
1978-05-01,4297800
1978-06-01,4376900
1978-07-01,4478700
1978-08-01,4478500
1978-09-01,4376300
1978-10-01,4386500
1978-11-01,4390700
1978-12-01,4379800
1979-01-01,4338100
1979-02-01,4392300
1979-03-01,4445000
1979-04-01,4440600
1979-05-01,4497400
1979-06-01,4584300
1979-07-01,4676300
1979-08-01,4689700
1979-09-01,4549100
1979-10-01,4615000
1979-11-01,4603800
1979-12-01,4576500
1980-01-01,4579700
1980-02-01,4592300
1980-03-01,4660900
1980-04-01,4675700
1980-05-01,4740700
1980-06-01,4841300
1980-07-01,4870500
1980-08-01,4874500
1980-09-01,4772200
1980-10-01,4798700
1980-11-01,4770000
1980-12-01,4741600
1981-01-01,4740000
1981-02-01,4815500
1981-03-01,4861500
1981-04-01,4850800
1981-05-01,4982400
1981-06-01,5104000
1981-07-01,5101200
1981-08-01,5099800
1981-09-01,5039300
1981-10-01,5035800
1981-11-01,5017500
1981-12-01,4952300
1982-01-01,4900600
1982-02-01,4929000
1982-03-01,4999000
1982-04-01,4984000
1982-05-01,5076000
1982-06-01,5155300
1982-07-01,5205800
1982-08-01,5181300
1982-09-01,5047000
1982-10-01,5075500
1982-11-01,5070300
1982-12-01,5049900
1983-01-01,5014700
1983-02-01,5054800
1983-03-01,5141300
1983-04-01,5135900
1983-05-01,5235300
1983-06-01,5329000
1983-07-01,5351100
1983-08-01,5355600
1983-09-01,5235100
1983-10-01,5235900
1983-11-01,5205800
1983-12-01,5199500
1984-01-01,5135400
1984-02-01,5206900
1984-03-01,5269900
1984-04-01,5252000
1984-05-01,5389500
1984-06-01,5435200
1984-07-01,5486800
1984-08-01,5485700
1984-09-01,5417300
1984-10-01,5403300
1984-11-01,5407200
1984-12-01,5371900
1985-01-01,5322600
1985-02-01,5383700
1985-03-01,5458900
1985-04-01,5464600
1985-05-01,5553100
1985-06-01,5613500
1985-07-01,5668600
1985-08-01,5676400
1985-09-01,5577100
1985-10-01,5594300
1985-11-01,5600100
1985-12-01,5575900
1986-01-01,5547700
1986-02-01,5585800
1986-03-01,5638000
1986-04-01,5643500
1986-05-01,5709800
1986-06-01,5816900
1986-07-01,5834300
1986-08-01,5825300
1986-09-01,5683900
1986-10-01,5703500
1986-11-01,5680300
1986-12-01,5655700
1987-01-01,5644300
1987-02-01,5684900
1987-03-01,5764800
1987-04-01,5760600
1987-05-01,5863700
1987-06-01,5954600
1987-07-01,5989100
1987-08-01,5984100
1987-09-01,5859400
1987-10-01,5889600
1987-11-01,5878000
1987-12-01,5876400
1988-01-01,5831600
1988-02-01,5881700
1988-03-01,5941300
1988-04-01,5936800
1988-05-01,6046800
1988-06-01,6113300
1988-07-01,6174400
1988-08-01,6177200
1988-09-01,6043500
1988-10-01,6066000
1988-11-01,6054700
1988-12-01,6030800
1989-01-01,6055100
1989-02-01,6066300
1989-03-01,6125800
1989-04-01,6116900
1989-05-01,6214300
1989-06-01,6253400
1989-07-01,6302700
1989-08-01,6317000
1989-09-01,6168300
1989-10-01,6195900
1989-11-01,6196100
1989-12-01,6202700
1990-01-01,6178400
1990-02-01,6216700
1990-03-01,6214900
1990-04-01,6236900
1990-05-01,6340700
1990-06-01,6413600
1990-07-01,6463400
1990-08-01,6466800
1990-09-01,6327500
1990-10-01,6360500
1990-11-01,6331900
1990-12-01,6295600
1991-01-01,6263500
1991-02-01,6292200
1991-03-01,6365700
1991-04-01,6338000
1991-05-01,6457600
1991-06-01,6535900
1991-07-01,6581700
1991-08-01,6579600
1991-09-01,6395500
1991-10-01,6419200
1991-11-01,6375000
1991-12-01,6337200
1992-01-01,6292200
1992-02-01,6334100
1992-03-01,6361700
1992-04-01,6330600
1992-05-01,6436700
1992-06-01,6525000
1992-07-01,6576200
1992-08-01,6571500
1992-09-01,6403800
1992-10-01,6411200
1992-11-01,6453600
1992-12-01,6403000
1993-01-01,6316400
1993-02-01,6341900
1993-03-01,6417500
1993-04-01,6408300
1993-05-01,6529500
1993-06-01,6610500
1993-07-01,6654200
1993-08-01,6638200
1993-09-01,6505000
1993-10-01,6504300
1993-11-01,6507800
1993-12-01,6468700
1994-01-01,6403100
1994-02-01,6421000
1994-03-01,6456800
1994-04-01,6456200
1994-05-01,6598700
1994-06-01,6661000
1994-07-01,6701700
1994-08-01,6717700
1994-09-01,6587900
1994-10-01,6585600
1994-11-01,6566900
1994-12-01,6556500
1995-01-01,6538600
1995-02-01,6543800
1995-03-01,6592200
1995-04-01,6535800
1995-05-01,6667600
1995-06-01,6746300
1995-07-01,6798600
1995-08-01,6790200
1995-09-01,6638800
1995-10-01,6641200
1995-11-01,6599300
1995-12-01,6584900
1996-01-01,6563700
1996-02-01,6610600
1996-03-01,6625900
1996-04-01,6612100
1996-05-01,6744200
1996-06-01,6844500
1996-07-01,6891600
1996-08-01,6885400
1996-09-01,6762300
1996-10-01,6748500
1996-11-01,6726900
1996-12-01,6692800
1997-01-01,6669600
1997-02-01,6697900
1997-03-01,6726600
1997-04-01,6751800
1997-05-01,6882800
1997-06-01,6995800
1997-07-01,6996900
1997-08-01,7024100
1997-09-01,6861500
1997-10-01,6866800
1997-11-01,6861500
1997-12-01,6800300
1998-01-01,6786600
1998-02-01,6834300
1998-03-01,6858500
1998-04-01,6882800
1998-05-01,7013000
1998-06-01,7085100
1998-07-01,7126300
1998-08-01,7151000
1998-09-01,7041600
1998-10-01,7029500
1998-11-01,7030800
1998-12-01,7021900
1999-01-01,6977800
1999-02-01,6999700
1999-03-01,7007900
1999-04-01,7071300
1999-05-01,7204900
1999-06-01,7244400
1999-07-01,7297700
1999-08-01,7300600
1999-09-01,7137400
1999-10-01,7123300
1999-11-01,7103300
1999-12-01,7094900
2000-01-01,7056700
2000-02-01,7130500
2000-03-01,7155900
2000-04-01,7166900
2000-05-01,7309800
2000-06-01,7376500
2000-07-01,7412800
2000-08-01,7453100
2000-09-01,7307900
2000-10-01,7327100
2000-11-01,7318700
2000-12-01,7298600
2001-01-01,7257800
2001-02-01,7258000
2001-03-01,7299700
2001-04-01,7335900
2001-05-01,7471400
2001-06-01,7505200
2001-07-01,7546400
2001-08-01,7575400
2001-09-01,7423000
2001-10-01,7421100
2001-11-01,7447000
2001-12-01,7444600
2002-01-01,7432700
2002-02-01,7434700
2002-03-01,7487900
2002-04-01,7529100
2002-05-01,7687200
2002-06-01,7756400
2002-07-01,7806700
2002-08-01,7873600
2002-09-01,7722000
2002-10-01,7734200
2002-11-01,7747900
2002-12-01,7750500
2003-01-01,7694000
2003-02-01,7731000
2003-03-01,7752400
2003-04-01,7768100
2003-05-01,7925500
2003-06-01,7987600
2003-07-01,8007300
2003-08-01,8063800
2003-09-01,7910300
2003-10-01,7911600
2003-11-01,7922700
2003-12-01,7936700
2004-01-01,7853500
2004-02-01,7873400
2004-03-01,7877600
2004-04-01,7905300
2004-05-01,8071000
2004-06-01,8144200
2004-07-01,8136000
2004-08-01,8149700
2004-09-01,7978300
2004-10-01,7991900
2004-11-01,8025000
2004-12-01,7993900
2005-01-01,7921400
2005-02-01,7963500
2005-03-01,7944900
2005-04-01,7968800
2005-05-01,8132400
2005-06-01,8175700
2005-07-01,8169200
2005-08-01,8229500
2005-09-01,8056100
2005-10-01,8091700
2005-11-01,8067700
2005-12-01,8071100
2006-01-01,8067000
2006-02-01,8061700
2006-03-01,8086700
2006-04-01,8127500
2006-05-01,8293400
2006-06-01,8327300
2006-07-01,8365900
2006-08-01,8359000
2006-09-01,8183000
2006-10-01,8210500
2006-11-01,8218400
2006-12-01,8224200
2007-01-01,8212100
2007-02-01,8235300
2007-03-01,8285100
2007-04-01,8274200
2007-05-01,8424400
2007-06-01,8474200
2007-07-01,8513100
2007-08-01,8564200
2007-09-01,8407000
2007-10-01,8425800
2007-11-01,8425400
2007-12-01,8400500
2008-01-01,8353700
2008-02-01,8411800
2008-03-01,8404400
2008-04-01,8415700
2008-05-01,8607200
2008-06-01,8628500
2008-07-01,8607400
2008-08-01,8668400
2008-09-01,8491300
2008-10-01,8542900
2008-11-01,8516000
2008-12-01,8540400
2009-01-01,8448100
2009-02-01,8502700
2009-03-01,8538400
2009-04-01,8558500
2009-05-01,8732900
2009-06-01,8761600
2009-07-01,8733700
2009-08-01,8822200
2009-09-01,8620200
2009-10-01,8598800
2009-11-01,8654000
2009-12-01,8603600
2010-01-01,8589600
2010-02-01,8602100
2010-03-01,8622500
2010-04-01,8661200
2010-05-01,8812400
2010-06-01,8887800
2010-07-01,8875200
2010-08-01,8961100
2010-09-01,8747100
2010-10-01,8749100
2010-11-01,8715600
2010-12-01,8694400
2011-01-01,8720400
2011-02-01,8734700
2011-03-01,8712000
2011-04-01,8768400
2011-05-01,8895800
2011-06-01,8942600
2011-07-01,8921900
2011-08-01,8990600
2011-09-01,8768700
2011-10-01,8767900
2011-11-01,8783600
2011-12-01,8749400
2012-01-01,8762000
2012-02-01,8765600
2012-03-01,8792300
2012-04-01,8874300
2012-05-01,8993200
2012-06-01,9017900
2012-07-01,8989100
2012-08-01,9102900
2012-09-01,8915900
2012-10-01,8930000
2012-11-01,8948100
2012-12-01,8936900
2013-01-01,8913700
2013-02-01,8963500
2013-03-01,8948300
2013-04-01,8958100
2013-05-01,9092900
2013-06-01,9146100
2013-07-01,9118300
2013-08-01,9209000
2013-09-01,9001800
2013-10-01,9004000
2013-11-01,8979800
2013-12-01,8960200
2014-01-01,8913200
2014-02-01,8931500
2014-03-01,8934200
2014-04-01,8963000
2014-05-01,9139000
2014-06-01,9184900
2014-07-01,9152700
2014-08-01,9166700
2014-09-01,8994000
2014-10-01,8985400
2014-11-01,8987800
2014-12-01,8936000
2015-01-01,8919200
2015-02-01,8948100
2015-03-01,9005600
2015-04-01,8998100
2015-05-01,9134200
2015-06-01,9160500
2015-07-01,9133500
2015-08-01,9217900
2015-09-01,9052900
2015-10-01,9057400
2015-11-01,9046400
2015-12-01,9040200
2016-01-01,8995100
2016-02-01,9007900
2016-03-01,9054900
2016-04-01,9082700
2016-05-01,9220600
2016-06-01,9269700
2016-07-01,9228600
2016-08-01,9274100
2016-09-01,9127000
2016-10-01,9152800
2016-11-01,9115000
2016-12-01,9143400
2017-01-01,9142600
2017-02-01,9135400
2017-03-01,9163700
2017-04-01,9160100
2017-05-01,9353100
2017-06-01,9445500
2017-07-01,9416300
2017-08-01,9440400
2017-09-01,9258400
2017-10-01,9290200
2017-11-01,9281800
2017-12-01,9300700
2018-01-01,9218300
2018-02-01,9236600
2018-03-01,9256600
2018-04-01,9276000
2018-05-01,9450300
2018-06-01,9520900
2018-07-01,9514800
2018-08-01,9604300
2018-09-01,9422600
2018-10-01,9436800
2018-11-01,9426700
2018-12-01,9448100
2019-01-01,9399900
2019-02-01,9454400
2019-03-01,9453400
2019-04-01,9516600
2019-05-01,9648300
2019-06-01,9718000
2019-07-01,9656700
2019-08-01,9740000
2019-09-01,9617700
2019-10-01,9624600
2019-11-01,9611300
2019-12-01,9592100
2020-01-01,9544000
2020-02-01,9551400
2020-03-01,9188700
2020-04-01,8654300
2020-05-01,8988100
2020-06-01,9462100
2020-07-01,9513100
2020-08-01,9654700
2020-09-01,9546100
2020-10-01,9584600
2020-11-01,9573800
2020-12-01,9523300
2021-01-01,9417200
2021-02-01,9501900
2021-03-01,9562700
2021-04-01,9527000
2021-05-01,9664400
2021-06-01,9806600
2021-07-01,9773700
2021-08-01,9876100
2021-09-01,9758400
2021-10-01,9743900
2021-11-01,9755800
2021-12-01,9767000
2022-01-01,9678100
2022-02-01,9776300
2022-03-01,9821000
2022-04-01,9825600
2022-05-01,10016800
2022-06-01,10023400
2022-07-01,9941500
2022-08-01,9997600
2022-09-01,9835300
2022-10-01,9914900
2022-11-01,9890600
2022-12-01,9895800
2023-01-01,9929100
2023-02-01,9992700
2023-03-01,10021700
2023-04-01,10020400
2023-05-01,10201000
2023-06-01,10257600
2023-07-01,10241800
2023-08-01,10286300
2023-09-01,10125100
2023-10-01,10138500
2023-11-01,10142100
