"Date","LFUN24FECAM647S"
1985-02-01,207200
1985-03-01,204800
1985-04-01,216400
1985-05-01,2e+05
1985-06-01,207500
1985-07-01,200900
1985-08-01,197200
1985-09-01,201200
1985-10-01,195000
1985-11-01,198300
1985-12-01,193700
1986-01-01,203600
1986-02-01,203000
1986-03-01,205200
1986-04-01,199800
1986-05-01,191300
1986-06-01,177900
1986-07-01,178900
1986-08-01,175500
1986-09-01,181000
1986-10-01,180800
1986-11-01,180900
1986-12-01,184200
1987-01-01,177900
1987-02-01,183400
1987-03-01,177400
1987-04-01,171400
1987-05-01,169400
1987-06-01,172600
1987-07-01,165700
1987-08-01,163000
1987-09-01,148200
1987-10-01,157400
1987-11-01,165400
1987-12-01,148600
1988-01-01,148000
1988-02-01,142100
1988-03-01,147300
1988-04-01,143400
1988-05-01,146300
1988-06-01,133400
1988-07-01,149500
1988-08-01,149200
1988-09-01,145600
1988-10-01,140800
1988-11-01,138200
1988-12-01,134000
1989-01-01,136900
1989-02-01,134600
1989-03-01,121400
1989-04-01,128800
1989-05-01,132800
1989-06-01,131600
1989-07-01,123300
1989-08-01,130100
1989-09-01,120500
1989-10-01,124000
1989-11-01,124800
1989-12-01,130700
1990-01-01,130500
1990-02-01,133700
1990-03-01,131000
1990-04-01,139000
1990-05-01,139300
1990-06-01,135100
1990-07-01,146500
1990-08-01,140200
1990-09-01,149600
1990-10-01,159400
1990-11-01,158600
1990-12-01,165900
1991-01-01,163200
1991-02-01,154500
1991-03-01,172300
1991-04-01,166900
1991-05-01,166900
1991-06-01,170600
1991-07-01,167800
1991-08-01,158400
1991-09-01,163100
1991-10-01,159100
1991-11-01,163600
1991-12-01,157200
1992-01-01,170500
1992-02-01,170500
1992-03-01,170500
1992-04-01,173500
1992-05-01,173200
1992-06-01,177500
1992-07-01,181100
1992-08-01,189600
1992-09-01,188800
1992-10-01,165700
1992-11-01,181600
1992-12-01,186800
1993-01-01,162600
1993-02-01,157100
1993-03-01,170500
1993-04-01,174600
1993-05-01,176200
1993-06-01,173500
1993-07-01,171000
1993-08-01,174300
1993-09-01,166000
1993-10-01,171300
1993-11-01,174500
1993-12-01,175900
1994-01-01,186300
1994-02-01,174400
1994-03-01,159700
1994-04-01,172400
1994-05-01,164600
1994-06-01,156900
1994-07-01,150100
1994-08-01,152100
1994-09-01,148100
1994-10-01,169000
1994-11-01,149300
1994-12-01,155700
1995-01-01,150700
1995-02-01,153200
1995-03-01,160500
1995-04-01,155900
1995-05-01,152300
1995-06-01,149900
1995-07-01,159100
1995-08-01,152400
1995-09-01,150500
1995-10-01,151300
1995-11-01,152100
1995-12-01,159100
1996-01-01,157700
1996-02-01,157900
1996-03-01,149600
1996-04-01,146800
1996-05-01,143200
1996-06-01,162800
1996-07-01,166300
1996-08-01,163100
1996-09-01,173100
1996-10-01,168300
1996-11-01,170200
1996-12-01,164000
1997-01-01,168200
1997-02-01,170600
1997-03-01,175700
1997-04-01,174800
1997-05-01,170500
1997-06-01,189800
1997-07-01,179100
1997-08-01,181800
1997-09-01,175600
1997-10-01,171400
1997-11-01,171600
1997-12-01,160800
1998-01-01,176500
1998-02-01,163700
1998-03-01,163000
1998-04-01,159000
1998-05-01,168300
1998-06-01,162800
1998-07-01,150900
1998-08-01,149300
1998-09-01,151600
1998-10-01,150600
1998-11-01,152400
1998-12-01,159800
1999-01-01,152900
1999-02-01,151200
1999-03-01,151900
1999-04-01,173700
1999-05-01,164200
1999-06-01,156500
1999-07-01,154300
1999-08-01,140300
1999-09-01,151600
1999-10-01,155200
1999-11-01,141800
1999-12-01,138300
2000-01-01,135700
2000-02-01,145100
2000-03-01,153800
2000-04-01,142600
2000-05-01,138400
2000-06-01,134500
2000-07-01,141200
2000-08-01,145800
2000-09-01,140900
2000-10-01,146100
2000-11-01,142100
2000-12-01,141700
2001-01-01,141500
2001-02-01,141700
2001-03-01,137100
2001-04-01,141300
2001-05-01,126400
2001-06-01,141600
2001-07-01,141700
2001-08-01,138900
2001-09-01,141900
2001-10-01,138200
2001-11-01,153700
2001-12-01,158800
2002-01-01,150800
2002-02-01,154300
2002-03-01,158000
2002-04-01,148100
2002-05-01,163900
2002-06-01,158300
2002-07-01,160400
2002-08-01,157700
2002-09-01,157400
2002-10-01,158200
2002-11-01,156600
2002-12-01,151400
2003-01-01,157600
2003-02-01,151000
2003-03-01,152700
2003-04-01,162100
2003-05-01,159500
2003-06-01,159900
2003-07-01,167100
2003-08-01,167600
2003-09-01,175800
2003-10-01,161900
2003-11-01,158100
2003-12-01,158300
2004-01-01,162300
2004-02-01,173600
2004-03-01,167000
2004-04-01,170100
2004-05-01,160000
2004-06-01,159900
2004-07-01,159000
2004-08-01,164200
2004-09-01,152800
2004-10-01,159500
2004-11-01,161500
2004-12-01,151700
2005-01-01,150300
2005-02-01,139800
2005-03-01,143900
2005-04-01,141900
2005-05-01,154400
2005-06-01,147400
2005-07-01,140300
2005-08-01,141400
2005-09-01,144300
2005-10-01,156200
2005-11-01,138200
2005-12-01,154000
2006-01-01,150000
2006-02-01,151400
2006-03-01,155300
2006-04-01,147900
2006-05-01,141500
2006-06-01,137300
2006-07-01,150100
2006-08-01,154000
2006-09-01,147200
2006-10-01,142700
2006-11-01,145200
2006-12-01,138600
2007-01-01,144100
2007-02-01,137200
2007-03-01,138700
2007-04-01,139800
2007-05-01,143600
2007-06-01,146300
2007-07-01,141500
2007-08-01,134900
2007-09-01,147300
2007-10-01,145000
2007-11-01,150500
2007-12-01,148400
2008-01-01,153900
2008-02-01,155200
2008-03-01,140800
2008-04-01,145400
2008-05-01,136900
2008-06-01,138600
2008-07-01,132900
2008-08-01,128900
2008-09-01,137800
2008-10-01,156500
2008-11-01,161300
2008-12-01,166400
2009-01-01,153000
2009-02-01,165100
2009-03-01,166100
2009-04-01,162700
2009-05-01,171000
2009-06-01,174300
2009-07-01,190500
2009-08-01,182700
2009-09-01,165700
2009-10-01,172500
2009-11-01,189000
2009-12-01,187700
2010-01-01,180000
2010-02-01,170000
2010-03-01,176200
2010-04-01,180000
2010-05-01,179400
2010-06-01,172800
2010-07-01,162200
2010-08-01,180600
2010-09-01,185500
2010-10-01,182700
2010-11-01,160900
2010-12-01,165600
2011-01-01,174300
2011-02-01,169000
2011-03-01,174700
2011-04-01,180900
2011-05-01,178500
2011-06-01,170900
2011-07-01,175500
2011-08-01,164700
2011-09-01,171200
2011-10-01,173700
2011-11-01,174500
2011-12-01,167600
2012-01-01,178100
2012-02-01,177900
2012-03-01,174200
2012-04-01,168100
2012-05-01,173300
2012-06-01,183000
2012-07-01,175100
2012-08-01,187700
2012-09-01,175600
2012-10-01,168900
2012-11-01,172600
2012-12-01,167100
2013-01-01,163500
2013-02-01,169700
2013-03-01,178300
2013-04-01,171300
2013-05-01,159700
2013-06-01,169000
2013-07-01,170800
2013-08-01,162100
2013-09-01,152600
2013-10-01,168300
2013-11-01,160500
2013-12-01,163100
2014-01-01,165800
2014-02-01,169700
2014-03-01,159600
2014-04-01,162200
2014-05-01,165200
2014-06-01,160200
2014-07-01,154300
2014-08-01,158100
2014-09-01,165700
2014-10-01,151400
2014-11-01,167100
2014-12-01,169600
2015-01-01,153800
2015-02-01,150500
2015-03-01,149600
2015-04-01,155400
2015-05-01,152300
2015-06-01,147400
2015-07-01,150300
2015-08-01,148000
2015-09-01,149100
2015-10-01,142700
2015-11-01,140100
2015-12-01,140500
2016-01-01,149300
2016-02-01,150100
2016-03-01,148400
2016-04-01,140900
2016-05-01,143400
2016-06-01,134100
2016-07-01,154600
2016-08-01,141600
2016-09-01,147800
2016-10-01,156300
2016-11-01,141900
2016-12-01,147600
2017-01-01,140600
2017-02-01,140000
2017-03-01,139500
2017-04-01,135300
2017-05-01,130500
2017-06-01,139700
2017-07-01,119600
2017-08-01,126200
2017-09-01,120800
2017-10-01,136600
2017-11-01,131200
2017-12-01,124800
2018-01-01,125500
2018-02-01,128900
2018-03-01,124800
2018-04-01,132600
2018-05-01,141900
2018-06-01,138400
2018-07-01,123400
2018-08-01,133200
2018-09-01,134000
2018-10-01,118300
2018-11-01,125100
2018-12-01,125700
2019-01-01,131500
2019-02-01,125600
2019-03-01,130300
2019-04-01,129200
2019-05-01,130200
2019-06-01,134300
2019-07-01,141000
2019-08-01,135700
2019-09-01,141100
2019-10-01,136100
2019-11-01,146300
2019-12-01,133500
2020-01-01,127200
2020-02-01,127400
2020-03-01,253900
2020-04-01,322000
2020-05-01,346600
2020-06-01,354900
2020-07-01,293800
2020-08-01,260000
2020-09-01,236100
2020-10-01,241000
2020-11-01,225600
2020-12-01,250300
2021-01-01,256100
2021-02-01,249300
2021-03-01,188100
2021-04-01,192100
2021-05-01,219100
2021-06-01,187300
2021-07-01,146600
2021-08-01,140600
2021-09-01,131800
2021-10-01,129600
2021-11-01,109300
2021-12-01,128600
2022-01-01,166000
2022-02-01,128800
2022-03-01,131200
2022-04-01,120100
2022-05-01,115000
2022-06-01,114400
2022-07-01,117100
2022-08-01,114100
2022-09-01,127700
2022-10-01,158200
2022-11-01,128300
2022-12-01,125800
2023-01-01,128800
2023-02-01,134500
2023-03-01,125000
2023-04-01,129000
2023-05-01,136200
2023-06-01,152700
2023-07-01,150400
2023-08-01,146800
2023-09-01,141100
2023-10-01,164200
2023-11-01,161300
