"Date","GEPUPPP"
2005-07-01,60.4589693955977
2005-08-01,62.808794833372
2005-09-01,89.3046823202077
2005-10-01,64.3640711777975
2005-11-01,65.882393554044
2005-12-01,63.8347638613604
2006-01-01,72.8516813332229
2006-02-01,57.6936468598276
2006-03-01,60.5634174706532
2006-04-01,76.110747848887
2006-05-01,62.7736998133888
2006-06-01,74.5791719002342
2006-07-01,67.0087021077552
2006-08-01,58.9720073222358
2006-09-01,58.7306238255896
2006-10-01,63.5226630158737
2006-11-01,60.5549560091324
2006-12-01,58.6303512585496
2007-01-01,66.4331128778275
2007-02-01,57.0824836642141
2007-03-01,64.6789403051953
2007-04-01,63.5231915845615
2007-05-01,55.2388397763522
2007-06-01,57.1260188063347
2007-07-01,54.4229495174648
2007-08-01,73.6872249430669
2007-09-01,93.0578875875914
2007-10-01,78.2747671676075
2007-11-01,80.8467494284085
2007-12-01,95.2656589077373
2008-01-01,132.648864856677
2008-02-01,102.387975261159
2008-03-01,124.583044272014
2008-04-01,97.9025889556608
2008-05-01,79.9336782425417
2008-06-01,94.0744301214087
2008-07-01,102.781042378767
2008-08-01,97.9029101352369
2008-09-01,169.312521542708
2008-10-01,204.027243426538
2008-11-01,145.19179705647
2008-12-01,150.985434296604
2009-01-01,147.023803990702
2009-02-01,146.002911207505
2009-03-01,136.317891812564
2009-04-01,106.770191795963
2009-05-01,100.593398068998
2009-06-01,116.062857439061
2009-07-01,107.777973261646
2009-08-01,99.6908660699534
2009-09-01,107.145943959989
2009-10-01,87.3737829760562
2009-11-01,97.9952711474512
2009-12-01,97.7573883431296
2010-01-01,111.820850475762
2010-02-01,114.001353926927
2010-03-01,107.6948984785
2010-04-01,98.9812104644123
2010-05-01,141.962249472911
2010-06-01,132.815799690469
2010-07-01,133.629842518875
2010-08-01,116.410446038495
2010-09-01,126.451129706799
2010-10-01,115.065792475155
2010-11-01,121.260745911704
2010-12-01,130.16912928967
2011-01-01,116.095171402213
2011-02-01,91.7048130733135
2011-03-01,124.626829439092
2011-04-01,116.040079698702
2011-05-01,84.9318113879905
2011-06-01,111.332193333834
2011-07-01,154.401975164027
2011-08-01,211.654960583671
2011-09-01,187.925485826027
2011-10-01,170.198311588508
2011-11-01,204.171859624226
2011-12-01,190.730444745152
2012-01-01,167.592798788398
2012-02-01,147.860376815763
2012-03-01,148.025614938182
2012-04-01,130.217832343693
2012-05-01,164.258753906407
2012-06-01,194.73507590215
2012-07-01,161.93349811196
2012-08-01,126.619328778661
2012-09-01,152.893168384118
2012-10-01,162.303450435223
2012-11-01,171.804002353703
2012-12-01,166.55442829575
2013-01-01,165.876421629895
2013-02-01,125.714853564873
2013-03-01,139.295227668453
2013-04-01,135.745264776887
2013-05-01,104.947094071905
2013-06-01,118.309182550061
2013-07-01,107.469443631821
2013-08-01,124.998164318158
2013-09-01,132.097300011223
2013-10-01,151.295262659909
2013-11-01,95.7848739566567
2013-12-01,120.27503286052
2014-01-01,112.714380877453
2014-02-01,95.9470281411619
2014-03-01,111.393115806684
2014-04-01,104.962569502231
2014-05-01,105.96344633264
2014-06-01,88.6699092535109
2014-07-01,96.9090872918579
2014-08-01,105.678746817876
2014-09-01,127.950887853343
2014-10-01,121.737311047768
2014-11-01,119.108606185112
2014-12-01,113.558249142911
2015-01-01,142.57910933957
2015-02-01,117.997277241385
2015-03-01,106.362752157634
2015-04-01,100.298660123541
2015-05-01,103.013949108712
2015-06-01,115.77125989944
2015-07-01,128.87138097774
2015-08-01,130.512923997162
2015-09-01,178.080059707226
2015-10-01,125.664775647468
2015-11-01,100.656664733218
2015-12-01,117.119239068197
2016-01-01,147.555679536529
2016-02-01,155.012846553735
2016-03-01,169.538496912129
2016-04-01,147.835119984406
2016-05-01,130.258877372336
2016-06-01,235.451714802749
2016-07-01,226.638690952031
2016-08-01,146.462887194559
2016-09-01,153.980660652943
2016-10-01,131.231406517694
2016-11-01,240.801135274935
2016-12-01,230.974877507869
2017-01-01,274.521976211616
2017-02-01,207.130722409243
2017-03-01,245.019168361908
2017-04-01,180.605606891407
2017-05-01,166.335532200251
2017-06-01,170.949952230963
2017-07-01,148.163920407494
2017-08-01,140.333453769869
2017-09-01,159.977568055921
2017-10-01,153.235753479885
2017-11-01,160.216699282081
2017-12-01,154.339617308908
2018-01-01,146.017858039535
2018-02-01,126.473726911614
2018-03-01,162.225361539138
2018-04-01,160.106996228251
2018-05-01,175.005277474404
2018-06-01,176.362344684682
2018-07-01,226.891469786517
2018-08-01,188.045633882196
2018-09-01,204.163929913403
2018-10-01,230.36346246497
2018-11-01,258.330495570134
2018-12-01,273.416223583786
2019-01-01,261.515669915926
2019-02-01,212.878530688196
2019-03-01,258.692418543511
2019-04-01,201.067934427196
2019-05-01,253.084708747198
2019-06-01,334.967716599075
2019-07-01,267.983228086
2019-08-01,319.532872310402
2019-09-01,289.096523122812
2019-10-01,272.338540519915
2019-11-01,266.245205236875
2019-12-01,280.445843407132
2020-01-01,237.435399002103
2020-02-01,233.69326044018
2020-03-01,354.416994726222
2020-04-01,365.45234472745
2020-05-01,435.30796770013
2020-06-01,341.627487760883
2020-07-01,349.569940840403
2020-08-01,311.924583133768
2020-09-01,298.461220283546
2020-10-01,308.915675566263
2020-11-01,377.083396986431
2020-12-01,300.600375499862
2021-01-01,287.085332418313
2021-02-01,220.601152432918
2021-03-01,219.589759444696
2021-04-01,205.895735026525
2021-05-01,195.563813476984
2021-06-01,185.976968036015
2021-07-01,205.468122819598
2021-08-01,220.613979275044
2021-09-01,207.706855861176
2021-10-01,198.645054318847
2021-11-01,227.956793876526
2021-12-01,268.663576027895
2022-01-01,238.599031697814
2022-02-01,201.100305961307
2022-03-01,334.553098529355
2022-04-01,317.56796797884
2022-05-01,296.854991462569
2022-06-01,287.75972255326
2022-07-01,322.491218149288
2022-08-01,259.354869080861
2022-09-01,286.422430375734
2022-10-01,304.053515756177
2022-11-01,341.865444040073
2022-12-01,274.090639025352
2023-01-01,258.962975176533
2023-02-01,257.37864735402
2023-03-01,326.531646272856
2023-04-01,246.230842930864
2023-05-01,227.546242553525
2023-06-01,240.770257118984
2023-07-01,238.605430953303
2023-08-01,226.492244477589
2023-09-01,259.500745940763
2023-10-01,235.3315738613
2023-11-01,261.539377690294
