"Date","LFIN25FECAM647S"
2009-05-01,1272905.89902286
2009-06-01,1295976.8463682
2009-07-01,1314408.78010971
2009-08-01,1291826.75588587
2009-09-01,1276397.09811636
2009-10-01,1289132.73635252
2009-11-01,1250303.19280624
2009-12-01,1282976.69354357
2010-01-01,1265864.35724607
2010-02-01,1268822.35042095
2010-03-01,1266355.38379296
2010-04-01,1265068.00987688
2010-05-01,1268561.43412519
2010-06-01,1258813.07758017
2010-07-01,1261910.76170132
2010-08-01,1239417.45716496
2010-09-01,1276654.32677593
2010-10-01,1293466.4940999
2010-11-01,1298008.98194237
2010-12-01,1316179.6948807
2011-01-01,1278394.03913492
2011-02-01,1282045.51237686
2011-03-01,1297651.69179376
2011-04-01,1286346.36294224
2011-05-01,1324595.50728626
2011-06-01,1288878.76176352
2011-07-01,1298594.23576165
2011-08-01,1265750.08248869
2011-09-01,1282230.37662844
2011-10-01,1284424.86670919
2011-11-01,1290491.66310709
2011-12-01,1308478.88975527
2012-01-01,1286536.87496601
2012-02-01,1293899.49185145
2012-03-01,1310081.90629057
2012-04-01,1273204.21045397
2012-05-01,1272222.2558157
2012-06-01,1283562.86671225
2012-07-01,1279027.33202267
2012-08-01,1262412.44562248
2012-09-01,1261302.58224027
2012-10-01,1252595.02886583
2012-11-01,1240871.12089719
2012-12-01,1245551.08585346
2013-01-01,1257131.75113678
2013-02-01,1251166.96234443
2013-03-01,1261999.2500379
2013-04-01,1268816.69060849
2013-05-01,1264215.60018839
2013-06-01,1261623.20159737
2013-07-01,1245660.85747786
2013-08-01,1229823.18007295
2013-09-01,1244482.54560568
2013-10-01,1253186.1331176
2013-11-01,1265211.71990608
2013-12-01,1261997.24424319
2014-01-01,1291943.78226858
2014-02-01,1301333.22314625
2014-03-01,1291031.70621156
2014-04-01,1318572.98034123
2014-05-01,1305096.231914
2014-06-01,1326540.14080603
2014-07-01,1310435.59666809
2014-08-01,1324761.37183408
2014-09-01,1327159.45378175
2014-10-01,1306592.62406488
2014-11-01,1299719.64783659
2014-12-01,1327951.41187176
2015-01-01,1315187.7262142
2015-02-01,1314446.53902503
2015-03-01,1294531.46147964
2015-04-01,1297752.01840206
2015-05-01,1296196.28299729
2015-06-01,1298088.4966763
2015-07-01,1285061.09426949
2015-08-01,1284809.03287596
2015-09-01,1286153.5286228
2015-10-01,1319361.20637965
2015-11-01,1293663.64554128
2015-12-01,1292984.13693341
2016-01-01,1284372.47436435
2016-02-01,1318375.19518273
2016-03-01,1301813.40110867
2016-04-01,1279198.19805005
2016-05-01,1275432.16839553
2016-06-01,1289514.65683527
2016-07-01,1307422.59346228
2016-08-01,1319750.68815542
2016-09-01,1329847.10411444
2016-10-01,1320529.03697311
2016-11-01,1307605.03791864
2016-12-01,1268841.92984153
2017-01-01,1241756.32407026
2017-02-01,1239275.75759668
2017-03-01,1237392.44772869
2017-04-01,1244495.69261107
2017-05-01,1236858.95346195
2017-06-01,1225150.86030407
2017-07-01,1219463.18693654
2017-08-01,1236961.70769989
2017-09-01,1256930.33360362
2017-10-01,1258757.33686247
2017-11-01,1277769.31904601
2017-12-01,1269819.35697416
2018-01-01,1288640.38375019
2018-02-01,1263885.12299995
2018-03-01,1252310.55500468
2018-04-01,1255633.02469992
2018-05-01,1247214.18319233
2018-06-01,1231540.32898394
2018-07-01,1209557.84827458
2018-08-01,1195766.63708067
2018-09-01,1205822.05559226
2018-10-01,1201930.77195786
2018-11-01,1211170.62368532
2018-12-01,1177386.11049056
2019-01-01,1196583.36888496
2019-02-01,1176073.73580217
2019-03-01,1208503.31431057
2019-04-01,1180246.43675105
2019-05-01,1200381.82468383
2019-06-01,1191581.28948018
2019-07-01,1204344.15555676
2019-08-01,1228097.32887322
2019-09-01,1202444.86076098
2019-10-01,1204351.50779866
2019-11-01,1200132.85428045
2019-12-01,1192573.95857018
2020-01-01,1184942.06626081
2020-02-01,1216561.10607245
2020-03-01,1370514.72895087
2020-04-01,1644505.79246546
2020-05-01,1526700.26153238
2020-06-01,1329696.43277642
2020-07-01,1285141.69743501
2020-08-01,1262963.70836584
2020-09-01,1202905.76148223
2020-10-01,1182793.98462717
2020-11-01,1182567.7253336
2020-12-01,1205180.993846
2021-01-01,1205165.27145064
2021-02-01,1194523.77997589
2021-03-01,1182704.20761612
2021-04-01,1198133.65894497
2021-05-01,1215704.89931656
2021-06-01,1207728.56369932
2021-07-01,1180625.95700684
2021-08-01,1172120.93526215
2021-09-01,1137556.43140224
2021-10-01,1149055.25193571
2021-11-01,1133655.80813013
2021-12-01,1127560.00842106
2022-01-01,1144285.4856989
2022-02-01,1121871.93939667
2022-03-01,1124798.30231064
2022-04-01,1109568.06771602
2022-05-01,1090765.36918978
2022-06-01,1107358.48028535
2022-07-01,1147056.52761572
2022-08-01,1126591.72927637
2022-09-01,1141324.94789921
2022-10-01,1117747.19153988
2022-11-01,1123080.96085583
2022-12-01,1123014.43264313
2023-01-01,1099280.1814053
2023-02-01,1098167.40778254
2023-03-01,1100348.96725913
2023-04-01,1124918.66622148
2023-05-01,1105453.697373
2023-06-01,1107697.82055839
2023-07-01,1110516.08441019
2023-08-01,1117677.33234823
2023-09-01,1134542.68981848
2023-10-01,1131089.44347546
2023-11-01,1134049.25358401
