"Date","LFEM64MACAM647S"
1990-09-01,7145900
1990-10-01,7119200
1990-11-01,7062700
1990-12-01,7031100
1991-01-01,6990200
1991-02-01,6950200
1991-03-01,6904700
1991-04-01,6936400
1991-05-01,6934100
1991-06-01,6937800
1991-07-01,6929100
1991-08-01,6919600
1991-09-01,6918800
1991-10-01,6938800
1991-11-01,6904500
1991-12-01,6889500
1992-01-01,6864300
1992-02-01,6838900
1992-03-01,6834000
1992-04-01,6825000
1992-05-01,6832800
1992-06-01,6819600
1992-07-01,6820600
1992-08-01,6781400
1992-09-01,6816400
1992-10-01,6840600
1992-11-01,6826100
1992-12-01,6838300
1993-01-01,6862200
1993-02-01,6882800
1993-03-01,6875400
1993-04-01,6867500
1993-05-01,6859600
1993-06-01,6867800
1993-07-01,6870700
1993-08-01,6876000
1993-09-01,6875800
1993-10-01,6879100
1993-11-01,6892700
1993-12-01,6883500
1994-01-01,6867900
1994-02-01,6904100
1994-03-01,6918900
1994-04-01,6941700
1994-05-01,6980100
1994-06-01,6998700
1994-07-01,7031400
1994-08-01,7048200
1994-09-01,7060900
1994-10-01,7073600
1994-11-01,7117400
1994-12-01,7083400
1995-01-01,7100800
1995-02-01,7107700
1995-03-01,7126300
1995-04-01,7115600
1995-05-01,7097200
1995-06-01,7125400
1995-07-01,7113600
1995-08-01,7133100
1995-09-01,7140600
1995-10-01,7151400
1995-11-01,7149300
1995-12-01,7166600
1996-01-01,7166600
1996-02-01,7162900
1996-03-01,7158100
1996-04-01,7175500
1996-05-01,7165900
1996-06-01,7172700
1996-07-01,7195500
1996-08-01,7221000
1996-09-01,7180100
1996-10-01,7185900
1996-11-01,7194600
1996-12-01,7221200
1997-01-01,7244200
1997-02-01,7241200
1997-03-01,7253200
1997-04-01,7230600
1997-05-01,7285900
1997-06-01,7325200
1997-07-01,7331500
1997-08-01,7374800
1997-09-01,7406700
1997-10-01,7419700
1997-11-01,7428600
1997-12-01,7429600
1998-01-01,7412500
1998-02-01,7430700
1998-03-01,7440500
1998-04-01,7438000
1998-05-01,7446500
1998-06-01,7451900
1998-07-01,7463700
1998-08-01,7486600
1998-09-01,7498500
1998-10-01,7493900
1998-11-01,7516000
1998-12-01,7520600
1999-01-01,7571300
1999-02-01,7571100
1999-03-01,7585500
1999-04-01,7612600
1999-05-01,7632000
1999-06-01,7626700
1999-07-01,7644700
1999-08-01,7647400
1999-09-01,7672300
1999-10-01,7714200
1999-11-01,7742900
1999-12-01,7777600
2000-01-01,7788100
2000-02-01,7797600
2000-03-01,7808200
2000-04-01,7821800
2000-05-01,7810900
2000-06-01,7792900
2000-07-01,7823000
2000-08-01,7819200
2000-09-01,7836100
2000-10-01,7856600
2000-11-01,7877500
2000-12-01,7905100
2001-01-01,7890200
2001-02-01,7884900
2001-03-01,7875400
2001-04-01,7881300
2001-05-01,7884300
2001-06-01,7881200
2001-07-01,7881400
2001-08-01,7889500
2001-09-01,7894500
2001-10-01,7891200
2001-11-01,7876600
2001-12-01,7837300
2002-01-01,7865500
2002-02-01,7896500
2002-03-01,7944000
2002-04-01,7959700
2002-05-01,7993100
2002-06-01,8029300
2002-07-01,8042500
2002-08-01,8065400
2002-09-01,8060600
2002-10-01,8050900
2002-11-01,8080000
2002-12-01,8100600
2003-01-01,8118400
2003-02-01,8138300
2003-03-01,8133900
2003-04-01,8143300
2003-05-01,8129400
2003-06-01,8135900
2003-07-01,8147300
2003-08-01,8135600
2003-09-01,8155900
2003-10-01,8168000
2003-11-01,8199900
2003-12-01,8205600
2004-01-01,8227900
2004-02-01,8215700
2004-03-01,8219300
2004-04-01,8251700
2004-05-01,8253600
2004-06-01,8267800
2004-07-01,8282500
2004-08-01,8297900
2004-09-01,8305400
2004-10-01,8331700
2004-11-01,8329700
2004-12-01,8325000
2005-01-01,8337900
2005-02-01,8338800
2005-03-01,8345100
2005-04-01,8328100
2005-05-01,8340000
2005-06-01,8357600
2005-07-01,8367400
2005-08-01,8397100
2005-09-01,8403400
2005-10-01,8422800
2005-11-01,8419200
2005-12-01,8441700
2006-01-01,8422700
2006-02-01,8452700
2006-03-01,8487600
2006-04-01,8486700
2006-05-01,8517800
2006-06-01,8510900
2006-07-01,8514100
2006-08-01,8519700
2006-09-01,8521700
2006-10-01,8519700
2006-11-01,8517000
2006-12-01,8551300
2007-01-01,8584900
2007-02-01,8584700
2007-03-01,8569300
2007-04-01,8586600
2007-05-01,8607000
2007-06-01,8628400
2007-07-01,8652400
2007-08-01,8632200
2007-09-01,8629200
2007-10-01,8634900
2007-11-01,8672500
2007-12-01,8690100
2008-01-01,8719200
2008-02-01,8722000
2008-03-01,8724500
2008-04-01,8706000
2008-05-01,8699800
2008-06-01,8701200
2008-07-01,8687500
2008-08-01,8708500
2008-09-01,8713000
2008-10-01,8725400
2008-11-01,8692700
2008-12-01,8664600
2009-01-01,8568200
2009-02-01,8504100
2009-03-01,8467100
2009-04-01,8425000
2009-05-01,8431700
2009-06-01,8417200
2009-07-01,8427800
2009-08-01,8412800
2009-09-01,8409100
2009-10-01,8450000
2009-11-01,8472500
2009-12-01,8458200
2010-01-01,8465100
2010-02-01,8482600
2010-03-01,8492400
2010-04-01,8526100
2010-05-01,8543600
2010-06-01,8572100
2010-07-01,8581000
2010-08-01,8603100
2010-09-01,8621800
2010-10-01,8602500
2010-11-01,8648600
2010-12-01,8667300
2011-01-01,8692900
2011-02-01,8696400
2011-03-01,8701100
2011-04-01,8704600
2011-05-01,8682100
2011-06-01,8720500
2011-07-01,8742500
2011-08-01,8758600
2011-09-01,8768200
2011-10-01,8762200
2011-11-01,8741000
2011-12-01,8734000
2012-01-01,8740800
2012-02-01,8740900
2012-03-01,8767000
2012-04-01,8801900
2012-05-01,8807300
2012-06-01,8804000
2012-07-01,8799900
2012-08-01,8823900
2012-09-01,8851000
2012-10-01,8841100
2012-11-01,8848500
2012-12-01,8891700
2013-01-01,8882000
2013-02-01,8908300
2013-03-01,8866700
2013-04-01,8894500
2013-05-01,8918800
2013-06-01,8905900
2013-07-01,8892400
2013-08-01,8879800
2013-09-01,8877400
2013-10-01,8882500
2013-11-01,8893800
2013-12-01,8858600
2014-01-01,8887100
2014-02-01,8881400
2014-03-01,8904400
2014-04-01,8890200
2014-05-01,8883000
2014-06-01,8888000
2014-07-01,8914200
2014-08-01,8910000
2014-09-01,8928900
2014-10-01,8957500
2014-11-01,8966200
2014-12-01,9010900
2015-01-01,8981900
2015-02-01,8987600
2015-03-01,8992500
2015-04-01,8963800
2015-05-01,8990400
2015-06-01,8992800
2015-07-01,8999900
2015-08-01,9003500
2015-09-01,9000600
2015-10-01,8992000
2015-11-01,8953800
2015-12-01,8949900
2016-01-01,8950800
2016-02-01,8965600
2016-03-01,8948200
2016-04-01,8964800
2016-05-01,8982900
2016-06-01,8978000
2016-07-01,8978300
2016-08-01,9016500
2016-09-01,9033100
2016-10-01,9048200
2016-11-01,9058100
2016-12-01,9062700
2017-01-01,9103400
2017-02-01,9108800
2017-03-01,9125200
2017-04-01,9134500
2017-05-01,9137500
2017-06-01,9160900
2017-07-01,9187000
2017-08-01,9214000
2017-09-01,9186300
2017-10-01,9226300
2017-11-01,9271400
2017-12-01,9286500
2018-01-01,9283300
2018-02-01,9275500
2018-03-01,9312100
2018-04-01,9300700
2018-05-01,9307100
2018-06-01,9350200
2018-07-01,9346800
2018-08-01,9323500
2018-09-01,9375500
2018-10-01,9381200
2018-11-01,9422400
2018-12-01,9424700
2019-01-01,9435600
2019-02-01,9437600
2019-03-01,9443300
2019-04-01,9494100
2019-05-01,9523900
2019-06-01,9503800
2019-07-01,9505800
2019-08-01,9523500
2019-09-01,9517600
2019-10-01,9491000
2019-11-01,9476200
2019-12-01,9495900
2020-01-01,9503700
2020-02-01,9526800
2020-03-01,9136000
2020-04-01,8086700
2020-05-01,8287400
2020-06-01,8766900
2020-07-01,8903700
2020-08-01,9017900
2020-09-01,9210900
2020-10-01,9239100
2020-11-01,9249100
2020-12-01,9237100
2021-01-01,9161800
2021-02-01,9296400
2021-03-01,9417200
2021-04-01,9314600
2021-05-01,9319700
2021-06-01,9374900
2021-07-01,9425500
2021-08-01,9452400
2021-09-01,9513300
2021-10-01,9557900
2021-11-01,9607400
2021-12-01,9658800
2022-01-01,9556600
2022-02-01,9706700
2022-03-01,9748100
2022-04-01,9749900
2022-05-01,9741100
2022-06-01,9725800
2022-07-01,9739200
2022-08-01,9738500
2022-09-01,9735800
2022-10-01,9768300
2022-11-01,9771900
2022-12-01,9800300
2023-01-01,9854400
2023-02-01,9878500
2023-03-01,9894400
2023-04-01,9906300
2023-05-01,9927300
2023-06-01,9966000
2023-07-01,9952700
2023-08-01,9957700
2023-09-01,9983800
2023-10-01,10006800
2023-11-01,10027400
