"Date","LFACTTFECAM647S"
1966-04-01,2317000
1966-05-01,2315000
1966-06-01,2321000
1966-07-01,2340000
1966-08-01,2393000
1966-09-01,2419000
1966-10-01,2424000
1966-11-01,2378000
1966-12-01,2407000
1967-01-01,2410000
1967-02-01,2438000
1967-03-01,2490000
1967-04-01,2442000
1967-05-01,2477000
1967-06-01,2481000
1967-07-01,2500000
1967-08-01,2509000
1967-09-01,2498000
1967-10-01,2491000
1967-11-01,2531000
1967-12-01,2559000
1968-01-01,2533000
1968-02-01,2541000
1968-03-01,2543000
1968-04-01,2539000
1968-05-01,2539000
1968-06-01,2586000
1968-07-01,2592000
1968-08-01,2615000
1968-09-01,2646000
1968-10-01,2658000
1968-11-01,2700000
1968-12-01,2667000
1969-01-01,2695000
1969-02-01,2720000
1969-03-01,2709000
1969-04-01,2756000
1969-05-01,2741000
1969-06-01,2718000
1969-07-01,2717000
1969-08-01,2733000
1969-09-01,2735000
1969-10-01,2744000
1969-11-01,2735000
1969-12-01,2742000
1970-01-01,2734000
1970-02-01,2751000
1970-03-01,2774000
1970-04-01,2819000
1970-05-01,2857000
1970-06-01,2861000
1970-07-01,2855000
1970-08-01,2828000
1970-09-01,2849000
1970-10-01,2853000
1970-11-01,2871000
1970-12-01,2847000
1971-01-01,2917000
1971-02-01,2940000
1971-03-01,2929000
1971-04-01,2917000
1971-05-01,2921000
1971-06-01,2938000
1971-07-01,2980000
1971-08-01,2961000
1971-09-01,3001000
1971-10-01,3058000
1971-11-01,3040000
1971-12-01,3060000
1972-01-01,3052000
1972-02-01,3029000
1972-03-01,3077000
1972-04-01,3037000
1972-05-01,3036000
1972-06-01,3083000
1972-07-01,3104000
1972-08-01,3123000
1972-09-01,3130000
1972-10-01,3129000
1972-11-01,3180000
1972-12-01,3217000
1973-01-01,3215000
1973-02-01,3266000
1973-03-01,3273000
1973-04-01,3285000
1973-05-01,3300000
1973-06-01,3331000
1973-07-01,3260000
1973-08-01,3299000
1973-09-01,3320000
1973-10-01,3346000
1973-11-01,3370000
1973-12-01,3373000
1974-01-01,3407000
1974-02-01,3399000
1974-03-01,3417000
1974-04-01,3439000
1974-05-01,3445000
1974-06-01,3462000
1974-07-01,3491000
1974-08-01,3507000
1974-09-01,3498000
1974-10-01,3530000
1974-11-01,3537000
1974-12-01,3591000
1975-01-01,3593000
1975-02-01,3602000
1975-03-01,3577000
1975-04-01,3617000
1975-05-01,3654000
1975-06-01,3689000
1975-07-01,3671000
1975-08-01,3664000
1975-09-01,3716000
1975-10-01,3755000
1975-11-01,3798000
1975-12-01,3810000
1976-01-01,3865400
1976-02-01,3876600
1976-03-01,3880400
1976-04-01,3904000
1976-05-01,3918000
1976-06-01,3929400
1976-07-01,3957700
1976-08-01,3976300
1976-09-01,3979300
1976-10-01,3988200
1976-11-01,4013600
1976-12-01,4035400
1977-01-01,4049900
1977-02-01,4067200
1977-03-01,4061100
1977-04-01,4084700
1977-05-01,4092500
1977-06-01,4087100
1977-07-01,4102000
1977-08-01,4119600
1977-09-01,4135200
1977-10-01,4165900
1977-11-01,4165800
1977-12-01,4183900
1978-01-01,4194000
1978-02-01,4213900
1978-03-01,4243500
1978-04-01,4259100
1978-05-01,4287100
1978-06-01,4300700
1978-07-01,4337600
1978-08-01,4356100
1978-09-01,4382400
1978-10-01,4403300
1978-11-01,4423400
1978-12-01,4451700
1979-01-01,4465800
1979-02-01,4466400
1979-03-01,4476700
1979-04-01,4488400
1979-05-01,4481400
1979-06-01,4506400
1979-07-01,4543800
1979-08-01,4569400
1979-09-01,4558500
1979-10-01,4616000
1979-11-01,4623900
1979-12-01,4633600
1980-01-01,4667800
1980-02-01,4668500
1980-03-01,4690500
1980-04-01,4727000
1980-05-01,4718900
1980-06-01,4734500
1980-07-01,4736200
1980-08-01,4752800
1980-09-01,4778900
1980-10-01,4802300
1980-11-01,4793800
1980-12-01,4805000
1981-01-01,4844300
1981-02-01,4904400
1981-03-01,4896400
1981-04-01,4903800
1981-05-01,4952900
1981-06-01,4998000
1981-07-01,4970800
1981-08-01,4979500
1981-09-01,5045700
1981-10-01,5042700
1981-11-01,5047000
1981-12-01,5023500
1982-01-01,5015200
1982-02-01,5018000
1982-03-01,5030500
1982-04-01,5039400
1982-05-01,5039200
1982-06-01,5045600
1982-07-01,5070200
1982-08-01,5061500
1982-09-01,5052700
1982-10-01,5090000
1982-11-01,5108700
1982-12-01,5135000
1983-01-01,5138700
1983-02-01,5144900
1983-03-01,5167100
1983-04-01,5192800
1983-05-01,5190300
1983-06-01,5220800
1983-07-01,5216700
1983-08-01,5237800
1983-09-01,5243600
1983-10-01,5254800
1983-11-01,5245300
1983-12-01,5278100
1984-01-01,5267800
1984-02-01,5295300
1984-03-01,5294400
1984-04-01,5299600
1984-05-01,5342800
1984-06-01,5338400
1984-07-01,5361200
1984-08-01,5368500
1984-09-01,5430000
1984-10-01,5408200
1984-11-01,5442700
1984-12-01,5439700
1985-01-01,5417800
1985-02-01,5466400
1985-03-01,5481300
1985-04-01,5512000
1985-05-01,5506500
1985-06-01,5522400
1985-07-01,5540900
1985-08-01,5559400
1985-09-01,5585600
1985-10-01,5603900
1985-11-01,5637700
1985-12-01,5640400
1986-01-01,5650200
1986-02-01,5663700
1986-03-01,5659000
1986-04-01,5691400
1986-05-01,5661800
1986-06-01,5704100
1986-07-01,5705600
1986-08-01,5708300
1986-09-01,5697100
1986-10-01,5716700
1986-11-01,5720000
1986-12-01,5719900
1987-01-01,5753200
1987-02-01,5770300
1987-03-01,5792800
1987-04-01,5808700
1987-05-01,5816800
1987-06-01,5847800
1987-07-01,5857800
1987-08-01,5865100
1987-09-01,5876800
1987-10-01,5903700
1987-11-01,5918800
1987-12-01,5936600
1988-01-01,5948700
1988-02-01,5961500
1988-03-01,5971700
1988-04-01,5986900
1988-05-01,6002100
1988-06-01,6018400
1988-07-01,6040500
1988-08-01,6056900
1988-09-01,6065900
1988-10-01,6082400
1988-11-01,6098600
1988-12-01,6092400
1989-01-01,6140600
1989-02-01,6140700
1989-03-01,6157500
1989-04-01,6170300
1989-05-01,6173100
1989-06-01,6161000
1989-07-01,6170100
1989-08-01,6195100
1989-09-01,6191900
1989-10-01,6192300
1989-11-01,6223800
1989-12-01,6251000
1990-01-01,6274100
1990-02-01,6290600
1990-03-01,6251400
1990-04-01,6289800
1990-05-01,6299000
1990-06-01,6322600
1990-07-01,6329000
1990-08-01,6338700
1990-09-01,6353400
1990-10-01,6359200
1990-11-01,6362000
1990-12-01,6355300
1991-01-01,6368700
1991-02-01,6368900
1991-03-01,6398600
1991-04-01,6399000
1991-05-01,6415800
1991-06-01,6446800
1991-07-01,6437300
1991-08-01,6438400
1991-09-01,6411400
1991-10-01,6420000
1991-11-01,6404800
1991-12-01,6398300
1992-01-01,6407400
1992-02-01,6414600
1992-03-01,6409400
1992-04-01,6397100
1992-05-01,6394000
1992-06-01,6410200
1992-07-01,6422400
1992-08-01,6426900
1992-09-01,6422900
1992-10-01,6418100
1992-11-01,6488400
1992-12-01,6475900
1993-01-01,6445000
1993-02-01,6433400
1993-03-01,6468200
1993-04-01,6482500
1993-05-01,6487600
1993-06-01,6498300
1993-07-01,6496700
1993-08-01,6485400
1993-09-01,6521500
1993-10-01,6515800
1993-11-01,6543300
1993-12-01,6541400
1994-01-01,6541500
1994-02-01,6514100
1994-03-01,6514000
1994-04-01,6533200
1994-05-01,6556400
1994-06-01,6548200
1994-07-01,6549600
1994-08-01,6570200
1994-09-01,6601800
1994-10-01,6600400
1994-11-01,6601200
1994-12-01,6624600
1995-01-01,6633300
1995-02-01,6633200
1995-03-01,6654900
1995-04-01,6613500
1995-05-01,6621500
1995-06-01,6633100
1995-07-01,6643800
1995-08-01,6645300
1995-09-01,6649600
1995-10-01,6659100
1995-11-01,6637400
1995-12-01,6656900
1996-01-01,6665300
1996-02-01,6697900
1996-03-01,6690700
1996-04-01,6685200
1996-05-01,6695500
1996-06-01,6735800
1996-07-01,6741400
1996-08-01,6734500
1996-09-01,6765600
1996-10-01,6754800
1996-11-01,6760300
1996-12-01,6760500
1997-01-01,6784500
1997-02-01,6780200
1997-03-01,6797500
1997-04-01,6825900
1997-05-01,6827400
1997-06-01,6856200
1997-07-01,6844700
1997-08-01,6873100
1997-09-01,6865100
1997-10-01,6878900
1997-11-01,6897800
1997-12-01,6864800
1998-01-01,6909400
1998-02-01,6928000
1998-03-01,6942500
1998-04-01,6949900
1998-05-01,6952700
1998-06-01,6957000
1998-07-01,6983300
1998-08-01,7002000
1998-09-01,7048700
1998-10-01,7044800
1998-11-01,7064700
1998-12-01,7085000
1999-01-01,7105000
1999-02-01,7093800
1999-03-01,7091700
1999-04-01,7136400
1999-05-01,7142100
1999-06-01,7124800
1999-07-01,7156500
1999-08-01,7154800
1999-09-01,7147000
1999-10-01,7142600
1999-11-01,7135700
1999-12-01,7146300
2000-01-01,7188200
2000-02-01,7226800
2000-03-01,7237400
2000-04-01,7229300
2000-05-01,7247200
2000-06-01,7268500
2000-07-01,7277700
2000-08-01,7306600
2000-09-01,7324000
2000-10-01,7354000
2000-11-01,7354000
2000-12-01,7351300
2001-01-01,7366400
2001-02-01,7356100
2001-03-01,7378000
2001-04-01,7392800
2001-05-01,7411200
2001-06-01,7401000
2001-07-01,7419000
2001-08-01,7424300
2001-09-01,7448600
2001-10-01,7451800
2001-11-01,7484500
2001-12-01,7510900
2002-01-01,7538200
2002-02-01,7530300
2002-03-01,7572400
2002-04-01,7595400
2002-05-01,7617500
2002-06-01,7652000
2002-07-01,7678000
2002-08-01,7713900
2002-09-01,7727400
2002-10-01,7748200
2002-11-01,7760500
2002-12-01,7788200
2003-01-01,7798500
2003-02-01,7824200
2003-03-01,7838900
2003-04-01,7840200
2003-05-01,7854000
2003-06-01,7864400
2003-07-01,7881500
2003-08-01,7897000
2003-09-01,7924900
2003-10-01,7929000
2003-11-01,7938600
2003-12-01,7976100
2004-01-01,7958600
2004-02-01,7973400
2004-03-01,7966500
2004-04-01,7981200
2004-05-01,7988900
2004-06-01,8025600
2004-07-01,8010700
2004-08-01,8005000
2004-09-01,8005800
2004-10-01,8015900
2004-11-01,8052400
2004-12-01,8038300
2005-01-01,8030700
2005-02-01,8053900
2005-03-01,8031400
2005-04-01,8046300
2005-05-01,8061400
2005-06-01,8059500
2005-07-01,8050400
2005-08-01,8088600
2005-09-01,8092200
2005-10-01,8118100
2005-11-01,8098100
2005-12-01,8120700
2006-01-01,8163500
2006-02-01,8148800
2006-03-01,8170600
2006-04-01,8207100
2006-05-01,8215700
2006-06-01,8214600
2006-07-01,8243800
2006-08-01,8216400
2006-09-01,8222000
2006-10-01,8239100
2006-11-01,8256400
2006-12-01,8275600
2007-01-01,8313200
2007-02-01,8319400
2007-03-01,8364000
2007-04-01,8339700
2007-05-01,8339000
2007-06-01,8360400
2007-07-01,8409200
2007-08-01,8425100
2007-09-01,8450300
2007-10-01,8457900
2007-11-01,8472700
2007-12-01,8460700
2008-01-01,8458400
2008-02-01,8496300
2008-03-01,8478600
2008-04-01,8479500
2008-05-01,8518100
2008-06-01,8500100
2008-07-01,8508200
2008-08-01,8515900
2008-09-01,8512000
2008-10-01,8560100
2008-11-01,8538900
2008-12-01,8598000
2009-01-01,8554900
2009-02-01,8593700
2009-03-01,8617600
2009-04-01,8622900
2009-05-01,8638900
2009-06-01,8636800
2009-07-01,8615000
2009-08-01,8627400
2009-09-01,8646900
2009-10-01,8632100
2009-11-01,8693200
2009-12-01,8678500
2010-01-01,8698600
2010-02-01,8691300
2010-03-01,8703800
2010-04-01,8721200
2010-05-01,8713000
2010-06-01,8760800
2010-07-01,8767300
2010-08-01,8778500
2010-09-01,8780000
2010-10-01,8790700
2010-11-01,8759500
2010-12-01,8771100
2011-01-01,8826800
2011-02-01,8820700
2011-03-01,8794400
2011-04-01,8822800
2011-05-01,8813100
2011-06-01,8815900
2011-07-01,8815000
2011-08-01,8818300
2011-09-01,8806900
2011-10-01,8812600
2011-11-01,8837500
2011-12-01,8828300
2012-01-01,8867800
2012-02-01,8849500
2012-03-01,8871200
2012-04-01,8920700
2012-05-01,8907900
2012-06-01,8894000
2012-07-01,8898500
2012-08-01,8935500
2012-09-01,8963100
2012-10-01,8981200
2012-11-01,9013000
2012-12-01,9024200
2013-01-01,9004200
2013-02-01,9044900
2013-03-01,9023700
2013-04-01,9004300
2013-05-01,9002600
2013-06-01,9026000
2013-07-01,9024900
2013-08-01,9045000
2013-09-01,9023200
2013-10-01,9026600
2013-11-01,9006200
2013-12-01,9025500
2014-01-01,9010100
2014-02-01,9014300
2014-03-01,9002900
2014-04-01,9013900
2014-05-01,9044500
2014-06-01,9044700
2014-07-01,9060700
2014-08-01,9008800
2014-09-01,9016600
2014-10-01,9006300
2014-11-01,9021900
2014-12-01,8995800
2015-01-01,9021900
2015-02-01,9036500
2015-03-01,9076600
2015-04-01,9055700
2015-05-01,9036300
2015-06-01,9022400
2015-07-01,9036000
2015-08-01,9061700
2015-09-01,9080300
2015-10-01,9079100
2015-11-01,9087100
2015-12-01,9096400
2016-01-01,9103500
2016-02-01,9099200
2016-03-01,9126000
2016-04-01,9149700
2016-05-01,9139400
2016-06-01,9134100
2016-07-01,9123300
2016-08-01,9134500
2016-09-01,9161000
2016-10-01,9179700
2016-11-01,9167500
2016-12-01,9203600
2017-01-01,9237400
2017-02-01,9228700
2017-03-01,9236900
2017-04-01,9229600
2017-05-01,9270700
2017-06-01,9309500
2017-07-01,9315700
2017-08-01,9295900
2017-09-01,9297200
2017-10-01,9318700
2017-11-01,9337300
2017-12-01,9355200
2018-01-01,9317800
2018-02-01,9331100
2018-03-01,9331800
2018-04-01,9335300
2018-05-01,9359600
2018-06-01,9383100
2018-07-01,9440700
2018-08-01,9457800
2018-09-01,9465700
2018-10-01,9466100
2018-11-01,9483500
2018-12-01,9504700
2019-01-01,9507000
2019-02-01,9548400
2019-03-01,9527800
2019-04-01,9576800
2019-05-01,9554000
2019-06-01,9580400
2019-07-01,9582200
2019-08-01,9602700
2019-09-01,9633300
2019-10-01,9625500
2019-11-01,9625700
2019-12-01,9628300
2020-01-01,9658700
2020-02-01,9645200
2020-03-01,9270100
2020-04-01,8753000
2020-05-01,8858200
2020-06-01,9309200
2020-07-01,9363600
2020-08-01,9399000
2020-09-01,9581800
2020-10-01,9624400
2020-11-01,9626600
2020-12-01,9621900
2021-01-01,9550900
2021-02-01,9613000
2021-03-01,9633000
2021-04-01,9592800
2021-05-01,9545400
2021-06-01,9667300
2021-07-01,9684200
2021-08-01,9701200
2021-09-01,9798400
2021-10-01,9764700
2021-11-01,9789400
2021-12-01,9826300
2022-01-01,9808200
2022-02-01,9870200
2022-03-01,9885900
2022-04-01,9876700
2022-05-01,9925000
2022-06-01,9880000
2022-07-01,9875700
2022-08-01,9872700
2022-09-01,9872600
2022-10-01,9935100
2022-11-01,9924900
2022-12-01,9947600
2023-01-01,10026300
2023-02-01,10074100
2023-03-01,10070900
2023-04-01,10067700
2023-05-01,10076000
2023-06-01,10109500
2023-07-01,10151600
2023-08-01,10154500
2023-09-01,10169700
2023-10-01,10180000
2023-11-01,10200900
