"Date","LFWA55FECAM647N"
2012-09-01,2244900
2012-10-01,2249300
2012-11-01,2253700
2012-12-01,2258400
2013-01-01,2264900
2013-02-01,2269500
2013-03-01,2274300
2013-04-01,2280300
2013-05-01,2285300
2013-06-01,2290400
2013-07-01,2296400
2013-08-01,2301100
2013-09-01,2306800
2013-10-01,2311500
2013-11-01,2316200
2013-12-01,2320800
2014-01-01,2326300
2014-02-01,2330900
2014-03-01,2335700
2014-04-01,2341800
2014-05-01,2346900
2014-06-01,2353100
2014-07-01,2358000
2014-08-01,2362700
2014-09-01,2368600
2014-10-01,2373200
2014-11-01,2377900
2014-12-01,2382700
2015-01-01,2388100
2015-02-01,2393800
2015-03-01,2398600
2015-04-01,2403500
2015-05-01,2408300
2015-06-01,2414800
2015-07-01,2419700
2015-08-01,2424800
2015-09-01,2430700
2015-10-01,2435600
2015-11-01,2440400
2015-12-01,2445200
2016-01-01,2451200
2016-02-01,2457200
2016-03-01,2461900
2016-04-01,2466600
2016-05-01,2472600
2016-06-01,2477400
2016-07-01,2481500
2016-08-01,2486600
2016-09-01,2490600
2016-10-01,2494500
2016-11-01,2498200
2016-12-01,2502100
2017-01-01,2507500
2017-02-01,2511400
2017-03-01,2515400
2017-04-01,2519500
2017-05-01,2524600
2017-06-01,2528800
2017-07-01,2532800
2017-08-01,2537700
2017-09-01,2541400
2017-10-01,2544900
2017-11-01,2548700
2017-12-01,2552300
2018-01-01,2557500
2018-02-01,2561100
2018-03-01,2564800
2018-04-01,2569700
2018-05-01,2573600
2018-06-01,2577400
2018-07-01,2581700
2018-08-01,2584800
2018-09-01,2587800
2018-10-01,2590800
2018-11-01,2593600
2018-12-01,2596300
2019-01-01,2600200
2019-02-01,2602800
2019-03-01,2605600
2019-04-01,2609300
2019-05-01,2612300
2019-06-01,2615600
2019-07-01,2618400
2019-08-01,2620200
2019-09-01,2622200
2019-10-01,2623900
2019-11-01,2625300
2019-12-01,2626800
2020-01-01,2628300
2020-02-01,2629500
2020-03-01,2631200
2020-04-01,2632500
2020-05-01,2633600
2020-06-01,2635300
2020-07-01,2635900
2020-08-01,2635800
2020-09-01,2635700
2020-10-01,2635700
2020-11-01,2635500
2020-12-01,2635300
2021-01-01,2634800
2021-02-01,2634800
2021-03-01,2634900
2021-04-01,2634900
2021-05-01,2634800
2021-06-01,2634800
2021-07-01,2634200
2021-08-01,2632900
2021-09-01,2631700
2021-10-01,2630700
2021-11-01,2629600
2021-12-01,2628500
2022-01-01,2626700
2022-02-01,2625000
2022-03-01,2623800
2022-04-01,2622600
2022-05-01,2620900
2022-06-01,2619500
2022-07-01,2618000
2022-08-01,2615600
2022-09-01,2613800
2022-10-01,2612100
2022-11-01,2610100
2022-12-01,2608100
2023-01-01,2605200
2023-02-01,2603500
2023-03-01,2602300
2023-04-01,2600800
2023-05-01,2598900
2023-06-01,2597500
2023-07-01,2596100
2023-08-01,2594200
2023-09-01,2592500
2023-10-01,2590600
2023-11-01,2588900
