"Date","LFIN25FECAM647N"
2018-04-01,1251600
2018-05-01,1229900
2018-06-01,1209700
2018-07-01,1273400
2018-08-01,1188800
2018-09-01,1187400
2018-10-01,1189300
2018-11-01,1202800
2018-12-01,1176000
2019-01-01,1208800
2019-02-01,1183100
2019-03-01,1213600
2019-04-01,1176300
2019-05-01,1184000
2019-06-01,1170600
2019-07-01,1270200
2019-08-01,1223400
2019-09-01,1183400
2019-10-01,1190200
2019-11-01,1190600
2019-12-01,1190700
2020-01-01,1196800
2020-02-01,1222900
2020-03-01,1375000
2020-04-01,1641000
2020-05-01,1510900
2020-06-01,1309600
2020-07-01,1352800
2020-08-01,1259600
2020-09-01,1183300
2020-10-01,1167300
2020-11-01,1172000
2020-12-01,1203300
2021-01-01,1217000
2021-02-01,1199900
2021-03-01,1186200
2021-04-01,1195000
2021-05-01,1199500
2021-06-01,1188000
2021-07-01,1249900
2021-08-01,1169600
2021-09-01,1118800
2021-10-01,1133600
2021-11-01,1123200
2021-12-01,1125900
2022-01-01,1155900
2022-02-01,1126100
2022-03-01,1127300
2022-04-01,1106300
2022-05-01,1072900
2022-06-01,1086800
2022-07-01,1217100
2022-08-01,1124500
2022-09-01,1124100
2022-10-01,1102900
2022-11-01,1113400
2022-12-01,1121900
2023-01-01,1110600
2023-02-01,1101700
2023-03-01,1102300
2023-04-01,1121900
2023-05-01,1086800
2023-06-01,1086500
2023-07-01,1180400
2023-08-01,1115400
2023-09-01,1118000
2023-10-01,1116500
2023-11-01,1124800
