"Date","LFAC24TTCAM647N"
1984-03-01,2933600
1984-04-01,2930600
1984-05-01,3163000
1984-06-01,3297500
1984-07-01,3557600
1984-08-01,3436900
1984-09-01,2977800
1984-10-01,2960800
1984-11-01,2931500
1984-12-01,2901000
1985-01-01,2824900
1985-02-01,2843200
1985-03-01,2921700
1985-04-01,2897900
1985-05-01,3103900
1985-06-01,3260500
1985-07-01,3506100
1985-08-01,3426300
1985-09-01,2919000
1985-10-01,2939800
1985-11-01,2924000
1985-12-01,2903100
1986-01-01,2847900
1986-02-01,2865300
1986-03-01,2893800
1986-04-01,2921500
1986-05-01,3100900
1986-06-01,3335400
1986-07-01,3513600
1986-08-01,3404100
1986-09-01,2886000
1986-10-01,2880100
1986-11-01,2853100
1986-12-01,2823100
1987-01-01,2774300
1987-02-01,2806900
1987-03-01,2847900
1987-04-01,2818800
1987-05-01,3029400
1987-06-01,3222200
1987-07-01,3432200
1987-08-01,3345100
1987-09-01,2823500
1987-10-01,2860000
1987-11-01,2835600
1987-12-01,2810100
1988-01-01,2739800
1988-02-01,2734600
1988-03-01,2778900
1988-04-01,2747900
1988-05-01,2997700
1988-06-01,3081900
1988-07-01,3364100
1988-08-01,3242600
1988-09-01,2765700
1988-10-01,2773900
1988-11-01,2751900
1988-12-01,2720000
1989-01-01,2712400
1989-02-01,2699500
1989-03-01,2725200
1989-04-01,2705200
1989-05-01,2922600
1989-06-01,3039300
1989-07-01,3299600
1989-08-01,3203700
1989-09-01,2696100
1989-10-01,2706900
1989-11-01,2688100
1989-12-01,2668100
1990-01-01,2629100
1990-02-01,2635200
1990-03-01,2623600
1990-04-01,2615900
1990-05-01,2809500
1990-06-01,2929500
1990-07-01,3188400
1990-08-01,3087000
1990-09-01,2623100
1990-10-01,2629200
1990-11-01,2589700
1990-12-01,2569900
1991-01-01,2506400
1991-02-01,2525100
1991-03-01,2537400
1991-04-01,2513900
1991-05-01,2747100
1991-06-01,2864700
1991-07-01,3139000
1991-08-01,3012300
1991-09-01,2524100
1991-10-01,2533900
1991-11-01,2495700
1991-12-01,2475800
1992-01-01,2411800
1992-02-01,2421800
1992-03-01,2460200
1992-04-01,2414200
1992-05-01,2633600
1992-06-01,2819900
1992-07-01,3025900
1992-08-01,2934700
1992-09-01,2445700
1992-10-01,2431600
1992-11-01,2431300
1992-12-01,2405900
1993-01-01,2312900
1993-02-01,2331400
1993-03-01,2397600
1993-04-01,2358700
1993-05-01,2558500
1993-06-01,2745100
1993-07-01,2974000
1993-08-01,2819400
1993-09-01,2389900
1993-10-01,2379000
1993-11-01,2394700
1993-12-01,2369400
1994-01-01,2301100
1994-02-01,2340500
1994-03-01,2348400
1994-04-01,2307300
1994-05-01,2576900
1994-06-01,2692400
1994-07-01,2941400
1994-08-01,2817000
1994-09-01,2396000
1994-10-01,2378900
1994-11-01,2381300
1994-12-01,2339200
1995-01-01,2296900
1995-02-01,2298600
1995-03-01,2333100
1995-04-01,2313200
1995-05-01,2546000
1995-06-01,2693600
1995-07-01,2941300
1995-08-01,2802300
1995-09-01,2333300
1995-10-01,2355400
1995-11-01,2311900
1995-12-01,2320700
1996-01-01,2252400
1996-02-01,2299500
1996-03-01,2292000
1996-04-01,2290200
1996-05-01,2517100
1996-06-01,2653100
1996-07-01,2889300
1996-08-01,2777000
1996-09-01,2336300
1996-10-01,2328300
1996-11-01,2331100
1996-12-01,2285900
1997-01-01,2256300
1997-02-01,2262200
1997-03-01,2256900
1997-04-01,2254500
1997-05-01,2472900
1997-06-01,2678100
1997-07-01,2870000
1997-08-01,2789800
1997-09-01,2333300
1997-10-01,2319900
1997-11-01,2315200
1997-12-01,2275200
1998-01-01,2232000
1998-02-01,2238600
1998-03-01,2254700
1998-04-01,2281000
1998-05-01,2510900
1998-06-01,2675800
1998-07-01,2915300
1998-08-01,2821500
1998-09-01,2401100
1998-10-01,2378700
1998-11-01,2396300
1998-12-01,2386000
1999-01-01,2345400
1999-02-01,2347900
1999-03-01,2365200
1999-04-01,2407300
1999-05-01,2634700
1999-06-01,2747300
1999-07-01,3015600
1999-08-01,2860800
1999-09-01,2491800
1999-10-01,2479200
1999-11-01,2460800
1999-12-01,2454700
2000-01-01,2380600
2000-02-01,2410100
2000-03-01,2427800
2000-04-01,2442500
2000-05-01,2691900
2000-06-01,2774700
2000-07-01,3064100
2000-08-01,2968500
2000-09-01,2576800
2000-10-01,2579700
2000-11-01,2558500
2000-12-01,2557700
2001-01-01,2475400
2001-02-01,2479400
2001-03-01,2494700
2001-04-01,2524100
2001-05-01,2740300
2001-06-01,2823500
2001-07-01,3107200
2001-08-01,3008400
2001-09-01,2584600
2001-10-01,2572200
2001-11-01,2586500
2001-12-01,2567300
2002-01-01,2547900
2002-02-01,2546200
2002-03-01,2578700
2002-04-01,2587400
2002-05-01,2856700
2002-06-01,2931800
2002-07-01,3239500
2002-08-01,3170200
2002-09-01,2692600
2002-10-01,2694400
2002-11-01,2700300
2002-12-01,2675800
2003-01-01,2626200
2003-02-01,2652000
2003-03-01,2655600
2003-04-01,2669100
2003-05-01,2916800
2003-06-01,3031600
2003-07-01,3288600
2003-08-01,3198100
2003-09-01,2736700
2003-10-01,2720600
2003-11-01,2720200
2003-12-01,2702900
2004-01-01,2642700
2004-02-01,2636200
2004-03-01,2645100
2004-04-01,2667200
2004-05-01,2933000
2004-06-01,3043100
2004-07-01,3313300
2004-08-01,3173300
2004-09-01,2761300
2004-10-01,2759600
2004-11-01,2746900
2004-12-01,2716400
2005-01-01,2638000
2005-02-01,2649700
2005-03-01,2631200
2005-04-01,2636100
2005-05-01,2950800
2005-06-01,3013400
2005-07-01,3300800
2005-08-01,3181900
2005-09-01,2735800
2005-10-01,2758900
2005-11-01,2741700
2005-12-01,2739400
2006-01-01,2712200
2006-02-01,2719900
2006-03-01,2754300
2006-04-01,2732400
2006-05-01,3034000
2006-06-01,3106800
2006-07-01,3395900
2006-08-01,3283700
2006-09-01,2818900
2006-10-01,2833500
2006-11-01,2834200
2006-12-01,2801300
2007-01-01,2770800
2007-02-01,2772900
2007-03-01,2797400
2007-04-01,2801500
2007-05-01,3093800
2007-06-01,3170000
2007-07-01,3452400
2007-08-01,3336700
2007-09-01,2862900
2007-10-01,2888900
2007-11-01,2890200
2007-12-01,2877600
2008-01-01,2806100
2008-02-01,2834100
2008-03-01,2830500
2008-04-01,2873000
2008-05-01,3121500
2008-06-01,3231600
2008-07-01,3437700
2008-08-01,3353500
2008-09-01,2911000
2008-10-01,2914200
2008-11-01,2902800
2008-12-01,2855200
2009-01-01,2761500
2009-02-01,2800000
2009-03-01,2804400
2009-04-01,2809000
2009-05-01,3104600
2009-06-01,3171500
2009-07-01,3386200
2009-08-01,3279300
2009-09-01,2782500
2009-10-01,2771500
2009-11-01,2807000
2009-12-01,2784800
2010-01-01,2736200
2010-02-01,2748900
2010-03-01,2770600
2010-04-01,2796600
2010-05-01,3057900
2010-06-01,3142300
2010-07-01,3360600
2010-08-01,3248200
2010-09-01,2779700
2010-10-01,2780400
2010-11-01,2765200
2010-12-01,2772900
2011-01-01,2730400
2011-02-01,2745100
2011-03-01,2761200
2011-04-01,2770300
2011-05-01,3068200
2011-06-01,3146400
2011-07-01,3402100
2011-08-01,3264000
2011-09-01,2828700
2011-10-01,2819300
2011-11-01,2808300
2011-12-01,2759200
2012-01-01,2696000
2012-02-01,2700900
2012-03-01,2729100
2012-04-01,2789000
2012-05-01,3048100
2012-06-01,3104200
2012-07-01,3328300
2012-08-01,3256900
2012-09-01,2810100
2012-10-01,2804200
2012-11-01,2788600
2012-12-01,2786500
2013-01-01,2736400
2013-02-01,2764000
2013-03-01,2774200
2013-04-01,2787100
2013-05-01,3065700
2013-06-01,3141200
2013-07-01,3328400
2013-08-01,3250200
2013-09-01,2771500
2013-10-01,2789900
2013-11-01,2748800
2013-12-01,2733700
2014-01-01,2674600
2014-02-01,2700400
2014-03-01,2730100
2014-04-01,2720200
2014-05-01,3034600
2014-06-01,3114500
2014-07-01,3313000
2014-08-01,3226000
2014-09-01,2818600
2014-10-01,2793800
2014-11-01,2778700
2014-12-01,2770300
2015-01-01,2696700
2015-02-01,2729300
2015-03-01,2743200
2015-04-01,2733900
2015-05-01,3026000
2015-06-01,3068000
2015-07-01,3271400
2015-08-01,3202900
2015-09-01,2754700
2015-10-01,2756500
2015-11-01,2684900
2015-12-01,2682300
2016-01-01,2624000
2016-02-01,2655000
2016-03-01,2676900
2016-04-01,2683000
2016-05-01,2943600
2016-06-01,3006600
2016-07-01,3209000
2016-08-01,3120000
2016-09-01,2721600
2016-10-01,2746200
2016-11-01,2715100
2016-12-01,2699500
2017-01-01,2694300
2017-02-01,2676900
2017-03-01,2717700
2017-04-01,2690500
2017-05-01,3026800
2017-06-01,3090700
2017-07-01,3267100
2017-08-01,3157200
2017-09-01,2718800
2017-10-01,2776900
2017-11-01,2785600
2017-12-01,2758400
2018-01-01,2694600
2018-02-01,2693000
2018-03-01,2733700
2018-04-01,2729700
2018-05-01,3024800
2018-06-01,3119500
2018-07-01,3308700
2018-08-01,3228000
2018-09-01,2758700
2018-10-01,2760600
2018-11-01,2752500
2018-12-01,2733300
2019-01-01,2740400
2019-02-01,2761100
2019-03-01,2785700
2019-04-01,2830600
2019-05-01,3092200
2019-06-01,3174300
2019-07-01,3365800
2019-08-01,3319200
2019-09-01,2845100
2019-10-01,2835800
2019-11-01,2831400
2019-12-01,2796800
2020-01-01,2724200
2020-02-01,2767200
2020-03-01,2519700
2020-04-01,2222900
2020-05-01,2656000
2020-06-01,3056900
2020-07-01,3274600
2020-08-01,3239500
2020-09-01,2806900
2020-10-01,2769800
2020-11-01,2732000
2020-12-01,2675000
2021-01-01,2568800
2021-02-01,2636700
2021-03-01,2700800
2021-04-01,2656200
2021-05-01,2897800
2021-06-01,3111300
2021-07-01,3305500
2021-08-01,3231500
2021-09-01,2826300
2021-10-01,2779700
2021-11-01,2799200
2021-12-01,2805700
2022-01-01,2696100
2022-02-01,2779800
2022-03-01,2783400
2022-04-01,2796500
2022-05-01,3088100
2022-06-01,3148600
2022-07-01,3324000
2022-08-01,3224000
2022-09-01,2774700
2022-10-01,2819600
2022-11-01,2803100
2022-12-01,2828000
2023-01-01,2806400
2023-02-01,2821900
2023-03-01,2848300
2023-04-01,2850900
2023-05-01,3128600
2023-06-01,3246700
2023-07-01,3456100
2023-08-01,3375300
2023-09-01,2896300
2023-10-01,2922600
2023-11-01,2894800
